numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,doubleaccounts
615,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; divers,Indes,218750,312,balles,22392691,707427,11806610,,0
616,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; écarlatte,Italie,16020,1068,livres,22392691,24720,11806610,,0
617,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; écarlatte,Savoye,1950,130,livres,22392691,24720,11806610,,0
618,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; écarlatte,Suisse,6750,450,livres,22392691,24720,11806610,,0
619,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Allemagne,219286,14690,aunes,22392691,2282261,11806610,,0
620,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Angleterre,1914,147,livres,22392691,2282261,11806610,,0
621,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Espagne,277245,26967,livres,22392691,2282261,11806610,,0
622,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Flandre,10301,969,livres,22392691,2282261,11806610,,0
623,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Geneve,29265,1838,livres,22392691,2282261,11806610,,0
624,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Hollande,27490,1844,aunes,22392691,2282261,11806610,,0
625,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Italie,252810,16854,aunes,22392691,2282261,11806610,,0
626,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Nord,1970,133,aunes,22392691,2282261,11806610,,0
627,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Portugal,55385,6154,livres,22392691,2282261,11806610,,0
628,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Russie,1904,143,livres,22392691,2282261,11806610,,0
629,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Savoye,141955,9469,aunes,22392691,2282261,11806610,,0
630,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Suisse,89972,6457,livres,22392691,2282261,11806610,,0
631,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Isles,1136058,95309,livres,22392691,2282261,11806610,,0
632,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; d'Elbeuf,Guinée,36706,3118,livres,22392691,2282261,11806610,,0
633,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de France,Espagne,63474,254,pièces,22392691,11806610,,,0
634,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Languedoc,Espagne,245394,54532,livres,22392691,11806610,,,0
635,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Lille,Allemagne,3000,12,pièces,22392691,5500,11806610,,0
636,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Lille,Flandre,2500,10,pièces,22392691,5500,11806610,,0
637,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; Londrin,Flandre,7055220,1175850,livres,22392691,7088220,11806610,,0
638,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; Londrin,Indes,33000,22,balots,22392691,7088220,11806610,,0
639,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Allemagne,95008,4750,aunes,22392691,374224,11806610,,0
640,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Espagne,10120,506,aunes,22392691,374224,11806610,,0
641,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Flandre,6156,513,livres,22392691,374224,11806610,,0
642,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Geneve,17480,874,aunes,22392691,374224,11806610,,0
643,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Hollande,26120,1306,aunes,22392691,374224,11806610,,0
644,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Italie,72680,3634,aunes,22392691,374224,11806610,,0
645,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Nord,27940,1397,aunes,22392691,374224,11806610,,0
646,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Savoye,109900,5495,aunes,22392691,374224,11806610,,0
647,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Louviers,Suisse,8820,441,aunes,22392691,374224,11806610,,0
648,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Sedan,Russie,7650,17,pièces,22392691,9650,11806610,,0
649,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Sedan,Isles,2000,200,livres,22392691,9650,11806610,,0
650,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Silesie,Allemagne,158860,15886,livres,22392691,416380,11806610,,0
651,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Silesie,Espagne,28250,2825,livres,22392691,416380,11806610,,0
652,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Silesie,Flandre,12240,1224,livres,22392691,416380,11806610,,0
653,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Silesie,Italie,187710,18771,livres,22392691,416380,11806610,,0
654,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Silesie,Genes,2300,230,livres,22392691,416380,11806610,,0
655,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Silesie,Savoye,4410,441,livres,22392691,416380,11806610,,0
656,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Silesie,Suisse,22610,2261,livres,22392691,416380,11806610,,0
657,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Van Robest,Allemagne,70110,3895,livres,22392691,285102,11806610,,0
658,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Van Robest,Espagne,104580,5810,livres,22392691,285102,11806610,,0
659,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Van Robest,Flandre,35982,1999,livres,22392691,285102,11806610,,0
660,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Van Robest,Italie,66330,3685,livres,22392691,285102,11806610,,0
661,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Van Robest,Savoye,8100,450,livres,22392691,285102,11806610,,0
662,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,45,Drap ; de laine ; de Vir,Isles,11270,1565,aunes,22392691,11806610,,,0
663,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; crepe de Reims,Allemagne,1825,36,pièces,22392691,10586081,,,0
664,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; daufine,Allemagne,42230,16892,livres,22392691,49147,10586081,,0
665,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; daufine,Italie,5130,2052,livres,22392691,49147,10586081,,0
666,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; daufine,Suisse,1787,715,livres,22392691,49147,10586081,,0
667,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; droguen,Flandre,1800,15,pièces,22392691,84100,10586081,,0
668,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; droguen,Portugal,5160,1290,livres,22392691,84100,10586081,,0
669,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; droguen,Etats unis,51560,5156,livres,22392691,84100,10586081,,0
670,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; droguen,Isles,25580,2558,livres,22392691,84100,10586081,,0
671,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Allemagne,25788,3997,livres,22392691,153602,10586081,,0
672,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Espagne,21404,3087,livres,22392691,153602,10586081,,0
673,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Flandre,4463,658,livres,22392691,153602,10586081,,0
674,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Geneve,9123,1414,livres,22392691,153602,10586081,,0
675,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Hollande,4205,609,livres,22392691,153602,10586081,,0
676,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Italie,52831,7656,livres,22392691,153602,10586081,,0
677,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Nord,5407,776,livres,22392691,153602,10586081,,0
678,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Suede,3493,499,livres,22392691,153602,10586081,,0
679,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Suisse,8521,1324,livres,22392691,153602,10586081,,0
680,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; espagolette,Isles,18367,2766,livres,22392691,153602,10586081,,0
681,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; flanelle,Espagne,6130,1532,livres,22392691,54354,10586081,,0
682,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; flanelle,Italie,27936,6984,livres,22392691,54354,10586081,,0
683,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; flanelle,Savoye,1592,398,livres,22392691,54354,10586081,,0
684,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; flanelle,Etats unis,13940,3485,livres,22392691,54354,10586081,,0
685,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; flanelle,Isles,4756,1189,livres,22392691,54354,10586081,,0
686,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; fulaine,Allemagne,2000,400,livres,22392691,10586081,,,0
687,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Allemagne,2639,658,livres,22392691,21774,10586081,,0
688,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Espagne,1236,114,livres,22392691,21774,10586081,,0
689,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Flandre,6099,1525,livres,22392691,21774,10586081,,0
690,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Hollande,2816,704,livres,22392691,21774,10586081,,0
691,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Italie,1180,295,livres,22392691,21774,10586081,,0
692,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Portugal,1140,228,livres,22392691,21774,10586081,,0
693,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Savoye,1424,356,livres,22392691,21774,10586081,,0
694,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Etats unis,3560,890,livres,22392691,21774,10586081,,0
695,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; molton,Isles,1680,48,pièces,22392691,21774,10586081,,0
696,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Allemagne,216556,30990,livres,22392691,8009608,10586081,,0
697,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Espagne,1575022,356671,livres,22392691,8009608,10586081,,0
698,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Flandre,11487,1641,livres,22392691,8009608,10586081,,0
699,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Geneve,121124,17484,livres,22392691,8009608,10586081,,0
700,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Hollande,3150,450,livres,22392691,8009608,10586081,,0
701,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Italie,1660683,269969,livres,22392691,8009608,10586081,,0
702,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Naples,142460,28492,livres,22392691,8009608,10586081,,0
703,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Genes,242010,48402,livres,22392691,8009608,10586081,,0
704,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Portugal,5474,382,livres,22392691,8009608,10586081,,0
705,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Savoye,1148459,172298,livres,22392691,8009608,10586081,,0
706,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Suisse,1036480,148404,livres,22392691,8009608,10586081,,0
707,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; ordinaire,Isles,1846703,307784,livres,22392691,8009608,10586081,,0
708,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; petite,Allemagne,134119,44587,livres,22392691,797187,10586081,,0
709,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; petite,Espagne,343190,114049,livres,22392691,797187,10586081,,0
710,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; petite,Flandre,130297,43392,livres,22392691,797187,10586081,,0
711,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,47,Drap ; draperie ; petite,Hollande,7475,1237,livres,22392691,797187,10586081,,0
712,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,49,Drap ; draperie ; petite,Italie,80145,26715,livres,22392691,797187,10586081,,0
713,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,49,Drap ; draperie ; petite,Nord,1575,225,livres,22392691,797187,10586081,,0
