numrodeligne,dataentryby,source,sourcepath,sourcetype,direction,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
449,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,14,1751,Sortie,Bois de campeche,Marseille,Italie,"609 167,00",Livres,"0,150","91 375,00","0,05",
450,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,14,1751,Sortie,Bois fustel,Marseille,Italie,"2 275,00",Livres,"0,070","159,00","0,25",
451,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,14,1751,Sortie,Bois de gayac,Marseille,Italie,"190,00",Livres,"0,100","19,00","0,00",
452,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,14,1751,Sortie,Bois de noyer,Marseille,Italie,"300,00",Livres,"0,100","30,00","0,00",
453,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,14,1751,Sortie,Bois de sandal moulu,Marseille,Italie,"896,00",Livres,"0,400","358,00","0,40",
454,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,14,1751,Sortie,Bonnets de coton,Marseille,Italie,"124,00",Douzaines,"6,000","744,00","0,00",
455,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bonnets de laine,Marseille,Italie,"4 752,00",Douzaines,"30,000","142 560,00","0,00",
456,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Borax,Marseille,Italie,"75,00",Livres,"12,000","900,00","0,00",
457,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Boucassin,Marseille,Italie,"22,00",Pieces,"4,000","88,00","0,00",
458,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bouchon de liege,Marseille,Italie,"1 172,00",Livres,"3,000","3 516,00","0,00",
459,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bourde,Marseille,Italie,"42 050,00",Livres,"0,080","3 364,00","0,00",
460,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bourre a batier,Marseille,Italie,"600,00",Livres,"0,200","120,00","0,00",
461,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bours fil et coton,Marseille,Italie,"2 151,00",Pieces,"6,000","12 906,00","0,00",
462,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bourses a cheveux,Marseille,Italie,"14,00",Pieces,"3,000","42,00","0,00",
463,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bourses a cheveux,Marseille,Italie,"100,00",Livres,"20,000","2 000,00","0,00",
464,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bouteilles de verre,Marseille,Italie,"10 145,00",Livres,"0,200","2 029,00","0,00",
465,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Boyaux sales,Marseille,Italie,"881,00",Livres,"0,150","132,00","0,15",
466,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Brandebourgs d'or,Marseille,Italie,"8,00",Onces,"6,000","48,00","0,00",
467,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Bray,Marseille,Italie,"177 551,00",Livres,"0,150","26 632,00","0,65",
468,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Brun rouge,Marseille,Italie,"16 500,00",Livres,"0,025","412,00","0,50",
469,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cacao,Marseille,Italie,"169 054,00",Livres,"1,400","236 675,00","0,60",
470,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Caffé,Marseille,Italie,"635 207,00",Livres,"1,500","952 810,00","0,50",
471,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Caisses vuides,Marseille,Italie,"38,00",En nombre,"2,000","76,00","0,00",
472,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Calamande,Marseille,Italie,"24,00",Pieces,"70,000","1 680,00","0,00",
473,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Calamande,Marseille,Italie,"976,00",Livres,"3,000","2 928,00","0,00",
474,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Canefice,Marseille,Italie,"63 562,00",Livres,"0,300","19 068,00","0,60",
475,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Canelle,Marseille,Italie,"7 160,00",Livres,"6,000","42 960,00","0,00",
476,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Canelle gerofflée,Marseille,Italie,"410,00",Livres,"0,600","246,00","0,00",
477,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Capots,Marseille,Italie,"2 489,00",Pieces,"9,000","22 401,00","0,00",
478,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Capots,Marseille,Italie,"400,00",Livres,"0,500","200,00","0,00",
479,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Capres,Marseille,Italie,"60 995,00",Livres,"0,300","18 298,00","0,50",
480,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cardes a carder,Marseille,Italie,"310,00",Paires,"2,500","775,00","0,00",
481,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cardes a carder,Marseille,Italie,"400,00",Livres,"0,400","160,00","0,00",
482,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Carraux de briques,Marseille,Italie,"3,00",Milliers,"20,000","60,00","0,00",
483,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Carreaux de marbre,Marseille,Italie,"6,00",Milliers,"600,000","3 600,00","0,00",
484,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Carré,Marseille,Italie,"450,00",Livres,"3,000","1 350,00","0,00",
485,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cartes geographiques,Marseille,Italie,"145,00",Livres,"40,000","5 800,00","0,00",
486,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cartes a jouer,Marseille,Italie,"342,00",Grosses,"18,000","6 156,00","0,00",
487,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cartons,Marseille,Italie,"2 315,00",Livres,"1,000","2 315,00","0,00",
488,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cassonnade,Marseille,Italie,"30,00",Livres,"0,450","13,00","0,50",
489,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cendres communes,Marseille,Italie,"3 100,00",Livres,"0,080","248,00","0,00",
490,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cercles de fer,Marseille,Italie,"1 200,00",Livres,"0,250","300,00","0,00",
491,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,15,1751,Sortie,Cercles a tonneaux,Marseille,Italie,"5,00",Milliers,"30,000","150,00","0,00",
492,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Ceruse,Marseille,Italie,"1 260,00",Livres,"0,200","252,00","0,00",
493,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Chaises de pailles,Marseille,Italie,"185,00",Douzaines,"15,000","2 775,00","0,00",
494,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Chandelle,Marseille,Italie,"11 380,00",Livres,"0,450","5 121,00","0,00",
495,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Chanvre peigné,Marseille,Italie,"8 537,00",Livres,"0,360","3 073,00","0,32",
496,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,chapeaux de laine,Marseille,Italie,"60,00",En nombre,"2,000","120,00","0,00",
497,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,chapeaux de laine,Marseille,Italie,"260,00",Livres,"5,000","1 300,00","0,00",
498,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Chapeaux poil et laine,Marseille,Italie,"4 426,00",Douzaines,"48,000","212 448,00","0,00",
499,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Chapeaux vieux,Marseille,Italie,"10,00",En nombre,"0,600","6,00","0,00",
500,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Charbon de terre,Marseille,Italie,"36,00",Mesures,"2,000","72,00","0,00",
501,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Charbon de terre,Marseille,Italie,"13 000,00",Livres,"0,040","520,00","0,00",
502,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Chataignes,Marseille,Italie,"262,00",Livres,"0,050","13,00","0,10",
503,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cheveux,Marseille,Italie,"3 690,00",Livres,"30,000","110 700,00","0,00",
504,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Chocolat,Marseille,Italie,"1 218,00",Livres,"2,000","2 436,00","0,00",
505,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cire blanche,Marseille,Italie,"14 745,00",Livres,"1,800","26 541,00","0,00",
506,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cire d'Espagne,Marseille,Italie,"3 625,00",Livres,"4,000","14 500,00","0,00",
507,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cire jaune,Marseille,Italie,"149 707,00",Livres,"1,500","224 560,00","0,50",
508,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Civadille,Marseille,Italie,"180,00",Livres,"1,200","216,00","0,00",
509,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cloux de fer,Marseille,Italie,"18 718,00",Livres,"0,250","4 679,00","0,50",
510,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cochenille,Marseille,Italie,"7 517,00",Livres,"18,000","135 306,00","0,00",
511,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Colle forte,Marseille,Italie,"1 394,00",Livres,"0,400","557,00","0,60",
512,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Colombine,Marseille,Italie,"12 400,00",Livres,"0,050","620,00","0,00",
513,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Confitures,Marseille,Italie,"4 858,00",Livres,"1,000","4 858,00","0,00",
514,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Coque de levant,Marseille,Italie,"100,00",Livres,"0,300","30,00","0,00",
515,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Corrail ouvré,Marseille,Italie,"6 724,00",Livres,"160,000","1 075 840,00","0,00",
516,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cordages de chanvres,Marseille,Italie,"10 901,00",Livres,"0,300","3 270,00","0,30",
517,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cordages d'Espars,Marseille,Italie,"975,00",Douzaines,"7,000","6 825,00","0,00",
518,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cornes de beuf,Marseille,Italie,"500,00",En nombre,"0,100","50,00","0,00",
519,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cornes de cerf,Marseille,Italie,"406,00",Livres,"0,300","121,00","0,80",
520,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Cornes de mouton,Marseille,Italie,"3 000,00",Paires,"0,100","300,00","0,00",
521,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Coton filé,Marseille,Italie,"160 174,00",Livres,"1,100","176 191,00","0,40",
522,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,coton en laine,Marseille,Italie,"80 378,00",Livres,"0,500","40 189,00","0,00",
523,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Coucons de soye,Marseille,Italie,"12 923,00",Livres,"1,000","12 923,00","0,00",
524,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Couffins d'Espars,Marseille,Italie,"80,00",Douzaines,"5,000","400,00","0,00",
525,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Couperoze,Marseille,Italie,"7 405,00",Livres,"0,090","666,00","0,45",
526,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Couteaux,Marseille,Italie,"3 750,00",Grosses,"14,000","52 500,00","0,00",
527,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Couteaux,Marseille,Italie,"2 600,00",Livres,"2,000","5 200,00","0,00",
528,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,16,1751,Sortie,Couteaux de chasse,Marseille,Italie,"1,00",Livres,"12,000","12,00","0,00",
