line number,source_type,year,customs_region,customs_office,partner,Export_Import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,value_minus_unit_val_x_qty,,,filepath,source,sheet,value_total,value_sub_total₁,value_sub_total₂,value_sub_total₃,data_collector,unverified,remarks,,absurd_observation,trade defici,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,Caffé,,,80,,2297,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,Cacaö,,,3115,,1857,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,Carosse et harnois,,,4458,,1,Paire,2300L,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,caladaris,,,2300,,95,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,chaquelas,,,285,,23,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,Espagne,Export,Couvertures de Laine,,,15,,8,pièces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Lanternes usées,,,32,,7,pièces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Cartes de geographie,,,5400,,600,6#,la,hui,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Cuir de boeuf et vache tannés,,,3180,,5200,12#,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Chapeaux communs,,,6240,,20,pièces,;,et,20,#,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Coton filé,,,180,,100,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Cire jaune,,,2800,,480,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,colle forte,,,19200,,2000,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,chaises de paille,,,750,,84,Douz.nes,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,dentelle dupuy,,,840,,47000,aunes,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,damas uny,,,14640,,49,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Draps de laine fin,,,2920,,42,aunes,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,droguerie,,,840,,vaeur,de,2710s,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,eau de vie,,,27,,260,douz.nes,f.es,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Etoffe de Soye,,,5040,,50,40#;,laceline,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Etoffe diverses des Indes,,,2000,,635,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,echaslas,,,12700,,100,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,etamine de laine,,,2540,,900,aunes,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Eau dela Reine d'hongrie,,,2160,,200,bottes,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,feves,,,40,,511,Caisseaux,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Farine,,,4080,,15500,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,fromage,,,1395,,200,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Flanelle,,,40,,615,aunes,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Fil de Rennes,,,1800,,36725,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,fil en masse,,,5512,,7800,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,fayance,,,10400,,650,Douz.nes,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,fer ouvré,,,920,,950,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,gourgouran,,,750,,50,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,guinée Bleuë,,,2640,,60,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Guingam,,,1080,,2550,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,jacas,,,25500,,50,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,indienne,,,5460,,865,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,jupes d’indienne,,,2400,,60,pièces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,jarretières de soye,,,2400,,20,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,images de cire,,,80,,60,pleines,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,indigo,,,21850,,8250,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,lamproye,,,770,,345,Bottes,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,limeneas,,,NA,,240,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,librairie,,,4344,,2870,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,lignes à pescher,,,NA,,410,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,moruës seche,,,NA,,110500,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,mouchoirs de soye,,,15840,,525,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,mouchoirs de pontichery,,,17750,,80,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,mercerie fine,,,1520,,324,livres,est.,60,la,demi,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Meubles,,,19464,,Vaeur,de,2480,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Nœuds de Canne de soye,,,2480,,15,douzaines,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Orge,,,NA,,35,Tonneaux,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,oreillon,,,2100,,5850,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Poivre,,,NA,,7672,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,pruneaux de sainte catherine,,,9390,,160,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Pekin,,,48,,52,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Peau de veau Corroyées,,,4880,,71,douzs,26,L,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Papier,,,1846,,6100,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,plume à lit,,,8050,,120,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,pierre a faulx,,,84,,17900,pièces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Pierre à fusil,,,17200,,5,milliers,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Quincaille,,,5,,15400,livres,20,L,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,rave de moruë,,,15400,,42,Barriques,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Rocou,,,2520,,2808o,9,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Satin,,,11882,,52,pieces,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sirsallas,,,3640,,285,pieces,95,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,soirie,,,9975,,15,livres,40,la,L,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Sardines pressées,,,600,,240,Barriques,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,saumon sallé,,,5436,,12,Tiercons,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,sel,,,720,,95,muids,50,;,176,muids,40,;,456,muids,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Sucre Candy,,,4530,,200,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Sucre en pain,,,160,,63000,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1733,Nantes,,NA,NA,Sucre terré,,,365600,,619995,livres,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
