numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,bureau,sheet,marchandises,quantit,quantity_unit,doubleaccounts
1384,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,12,Suif ; à faire Chandelle,6082,livres,0
1402,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,12,Tapisseries ; de Bruxelles et autres,75,livres,0
1416,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Toille ; à Tamis,45,livres,0
1434,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Toille ; d'Estoupe,13789,livres,0
1444,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,12,Toille ; de Barois et Clinchamp,3846,livres,0
1453,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Toille ; de Chanvre,724,livres,0
1488,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Toille ; de Lin,46,livres,0
1500,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Toille ; de Quintin,3,pièces,0
1512,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Toille ; grosse,456,livres,0
1534,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Treillis ; d'Allemagne,31,pièces,0
1539,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Vaches,53,vaches,0
1546,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Veaux,98,veaux,0
1558,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Chaalons et Troyes,13,Vieux ; Linge,12774,livres,0
2,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Exports,Convoy de Bordeaux,13,Eaux ; de vie,2301,tonneaux,0
7,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Exports,Convoy de Bordeaux,13,Vin,77990,tonneaux,0
12,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Exports,Convoy de Bordeaux,13,Vinaigre,1262,barriques,0
7,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Acier,15800,livres,0
46,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Baleine coupée,89850,livres,0
57,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Barracans,631,pièces,0
79,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Bas ; de laine,92322,paires,0
104,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Bayette,130,pièces,0
114,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Bazannes,216,bazannes,0
120,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Bazins,243,pièces,0
129,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Beurre,367422,livres,0
149,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Bœufs et langues salées ; de toutes sortes,468,barils,0
184,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Camelots ; d'Angleterre et Hollande,460,pièces,0
196,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Camelots ; de Lisle et autres,452,pièces,0
204,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Carisels ou creseaux,170,pièces,0
224,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,6,Chandelle ; de suif,26000,livres,0
240,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Chanvre,4300,livres,0
255,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Charbon ; de terre,1640,barils,0
293,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Clouds et caboches de fer,88500,livres,0
308,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Colles,8800,livres,0
335,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Cotton ; filé et non filé,6300,livres,0
350,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Coutils,18,pièces,0
385,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Crespes et crespons,24,pièces,0
397,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Cuirs ; de Roussy,850,cuirs,0
409,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Cuirs ; forts,1211,cuirs,0
426,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Cuirs ; secs ; à poil,110,cuirs,0
442,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Cuirs ; tannez,1188,cuirs,0
457,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Cuivre ; non ouvré ; en rosette ou plaque,42700,livres,0
470,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Cuivre ; ouvré,13900,livres,0
484,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,7,Cuivre ; rompu,16600,livres,0
492,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,8,Damas ; Cafart,10,pièces,0
522,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,8,"Draps ; d'Angleterre, Hollande et Espagne",308,pièces,0
560,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,8,Etain ; non ouvré,167575,livres,0
609,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,8,Fer ; blanc,476,livres,0
630,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,8,"Fer ; en verge, barre et batu",1324424,livres,0
646,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,8,Fer ; ouvré,2900,livres,0
681,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Fil ; de Cardes,13250,livres,0
700,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Fil ; de couleur,300,livres,0
704,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,8,Fil ; de fer,39900,livres,0
720,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Fil ; de Latton,147700,livres,0
754,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Frisons ; d'Angleterre,1783,pièces,0
765,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Fromage,109250,livres,0
778,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Futaine ; de toutes sortes,16,pièces,0
798,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Goudran,124,barils,0
812,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Harancs ; blancs,4738,barils,0
825,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Harancs ; fors,2986,barils,0
838,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Huille ; d'Olive,43750,livres,0
853,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Huille ; de Baleine,1161,barriques,0
863,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Huille ; de Poisson,16,barriques,0
876,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Jambons,50,livres,0
920,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,9,Laines ; de toutes sortes,48060,livres,0
937,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Ligature ; de fil et soye,2,pièces,0
941,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Ligature ou Droguet ; de fil et laine,69,pièces,0
948,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Lin ; de toutes sortes,22895,livres,0
976,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Lingettes,33,pièces,0
984,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Marroquins,101,maroquins,0
1000,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Mollerons,62,pièces,0
1010,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Moluë ; seiche,173980,mollus,0
1023,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Moluë ; verre,176350,mollus,0
1044,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Panestons,45,pièces,0
1111,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,10,Peaux ; de Mouton,84,peaux,0
1144,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,11,Peaux ; de Veau ; corroyées,5640,peaux,0
1215,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,11,Plomb,632325,livres,0
1276,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,11,Ras et Revesche de ...,22,pièces,0
1316,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,12,Saumons ; salez,153,barils,0
1332,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,12,Savon ; d'Alican,2500,livres,0
1363,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,12,Serges ; de Londres et autres,1471,pièces,0
1385,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,12,Suif ; à faire Chandelle,5050,livres,0
1427,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,13,Toille ; d'Alemagne,410,pièces,0
1462,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,13,Toille ; de Cotton,37841,pièces,0
1474,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,13,Toille ; de Holande,5280,pièces,0
1523,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,13,Toille ; Noyalle,36623,livres,0
1530,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Convoy de Bordeaux,13,Toille ; rayée,24,pièces,0
8,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,6,Acier,6618,livres,0
20,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,6,Airain ; non ouvré,11695,livres,0
27,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,6,Airain ; ouvré,1400,livres,0
115,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,6,Bazannes,48,bazannes,0
130,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,6,Beurre,3795,livres,0
143,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,6,Bœufs ; en vie,115,bœufs,0
215,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Chamois ; passé en jaune,720,chamois,0
225,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,6,Chandelle ; de suif,1810,livres,0
241,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Chanvre,124610,livres,0
268,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Chevaux ; de bas pris,1667,chevaux,0
280,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Chevaux ; de haut prix,36,chevaux,0
294,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Clouds et caboches de fer,4100,livres,0
309,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Colles,100,livres,0
323,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Cordages et ficelles,25,livres,0
336,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Cotton ; filé et non filé,50,livres,0
364,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Couvertures ; de laine et cotton,12,couvertures,0
378,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Crain,306,livres,0
391,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Cuirs ; de bœuf ou vache,2,cuirs,0
427,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Cuirs ; secs ; à poil,1,cuirs,0
443,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Cuirs ; tannez,17,cuirs,0
452,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Cuivre ; en rozette,7000,livres,0
471,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,7,Cuivre ; ouvré,1114,livres,0
545,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,8,Draps ; petits,2932,livres,0
575,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,8,Etain ; ouvré,10,livres,0
587,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,8,Etamine,220,livres,0
610,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,8,Fer ; blanc,27,livres,0
620,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,8,Fer ; en gueuse,314700,livres,0
631,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,8,"Fer ; en verge, barre et batu",628750,livres,0
647,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,8,Fer ; ouvré,107745,livres,0
663,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Fil ; d'Archal,390,livres,0
675,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Fil ; d'Estoupe,16,livres,0
682,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Fil ; de Cardes,4145,livres,0
690,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Fil ; de Chanvre,3023,livres,0
705,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,8,Fil ; de fer,6692,livres,0
766,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Fromage,632065,livres,0
779,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Futaine ; de toutes sortes,6,pièces,0
790,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Genisses,30,génisses,0
839,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Huille ; d'Olive,1760,livres,0
877,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Jambons,810,livres,0
888,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Jumens,155,juments,0
896,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,10,Laine ; d'Autriche,1250,livres,0
921,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Laines ; de toutes sortes,1937,livres,0
931,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,9,Laiton ; braisé,1056,livres,0
949,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,10,Lin ; de toutes sortes,1111,livres,0
965,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,10,Linge ; de toutes sortes,355,livres,0
1051,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,10,Peaux ; de Lapin,125,livres,0
1060,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Peaux ; d'Aigneaux ; en laine,48,peaux,0
1090,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,10,Peaux ; de Chevre ; à poil,2600,peaux,0
1100,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Peaux ; de Chevre ; aprestées,742,peaux,0
1112,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,10,Peaux ; de Mouton,328,peaux,0
1160,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Peaux ; de Veau ; tannées,16,peaux,0
1174,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,10,Peaux ; de veaux ; à poil,528,peaux,0
1185,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Peaux ; jaune,412,peaux,0
1191,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Pelleterie ; aprestée,20,livres,0
1202,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Pelleterie ; non aprestée,4185,livres,0
1216,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Plomb,4650,livres,0
1232,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Porcelets,80,porcelets,0
1239,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Porcs,268,porqs,0
1246,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Poullains,491,poulains,0
1266,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,11,Quincaillerie ; de Fer,97459,livres,0
1280,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,"Roulleaux, Rooles",2,pièces,0
1285,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Ruban ; de Fil,3186,livres,0
1298,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Ruban ; de Soye,40.75,livres,0
1310,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Saumons ; frais,6,saumons,0
1317,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Saumons ; salez,8,barils,0
1344,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Savon ; de Marseille,338,livres,0
1355,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Savon ; noir,1100,livres,0
1364,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Serges ; de Londres et autres,36,pièces,0
1386,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Suif ; à faire Chandelle,5666,livres,0
1410,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,12,Tiretaine,650,pièces,0
1417,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,13,Toille ; à Tamis,300,livres,0
1428,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,13,Toille ; d'Alemagne,1474,pièces,0
1435,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,13,Toille ; d'Estoupe,14930,livres,0
1454,Jérémy Hervelin,F12 1834A,Divers/AN/F_12_1834A/1671.csv,Divers,1671,Imports,Dijon et Chalons-sur_saone,13,Toille ; de Chanvre,5276,livres,0
