numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
688,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Poudre à canon,Iles françaises de l'Amérique,368,livres,,20,,1,,,,,368,,,
689,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Poudre à poudrer,Iles françaises de l'Amérique,5225,livres,,5,,"0,25",,,,,"1306,25",,,
690,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Prêtes,Iles françaises de l'Amérique,330,paquets,,5,,"0,25",,,,,"82,5",,,
691,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Prunes,Iles françaises de l'Amérique,2930,livres,,8,,"0,4",,,,,1172,,,
692,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Quincaille,Iles françaises de l'Amérique,15468,livres,,20,,1,,,,,15468,,,
693,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Rasoirs,Iles françaises de l'Amérique,36,en nombre,,40,,2,,,,,72,,,
694,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Remèdes,Iles françaises de l'Amérique,,,,,,0,4340,,,4340,0,,Valeur totale,
695,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Riz,Iles françaises de l'Amérique,1230,livres,,4,,"0,2",,,,,246,,,
696,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Roues diverses,Iles françaises de l'Amérique,348,en nombre,20,,,20,,,,,6960,,,
697,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Rubans de fil,Iles françaises de l'Amérique,70,livres,,40,,2,,,,,140,,,
698,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Rubans de soie,Iles françaises de l'Amérique,52,livres,60,,,60,,,,,3120,,,
699,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Salières de cristal,Iles françaises de l'Amérique,24,en nombre,,10,,"0,5",,,,,12,,,
700,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Salsepareille,Iles françaises de l'Amérique,970,livres,,50,,"2,5",,,,,2425,,,
701,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Sardines,Iles françaises de l'Amérique,25,barriques,60,,,60,,,,,1500,,,
702,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Savon,Iles françaises de l'Amérique,3080,livres,,8,,"0,4",,,,,1232,,,
703,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Saindoux,Iles françaises de l'Amérique,742,livres,,8,,"0,4",,,,,"296,8",,,
704,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Sel,Iles françaises de l'Amérique,105,barriques,8,,,8,,,,,840,,,
705,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Selles de cheval communes,Iles françaises de l'Amérique,627,en nombre,28,,,28,,,,,17556,,,
706,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Selles de cheval de velours,Iles françaises de l'Amérique,37,en nombre,36,,,36,,,,,1332,,,
707,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Sennes à pêcher,Iles françaises de l'Amérique,9,en nombre,40,,,40,,,,,360,,,
708,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Seringues d'étain,Iles françaises de l'Amérique,304,en nombre,3,10,,"3,5",,,,,1064,,,
709,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Siamoise,Iles françaises de l'Amérique,1575,livres,4,,,4,,,,,6300,,,
710,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Souliers de femme,Iles françaises de l'Amérique,56,paires,3,,,3,,,,,168,,,
711,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Souliers d'homme,Iles françaises de l'Amérique,4965,paires,3,,,3,,,,,14895,,,
712,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Soie à coudre,Iles françaises de l'Amérique,10,livres,40,,,40,,,,,400,,,
713,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Sucre en pain,Iles françaises de l'Amérique,850,livres,,12,,"0,6",,,,,510,,,
714,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Suif,Iles françaises de l'Amérique,28305,livres,,9,,"0,45",,,,,"12737,25",,,
715,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Tabac,Iles françaises de l'Amérique,"2226,25",livres,3,4,,"3,2",,,,,7124,,,
716,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,22,Tafia,Iles françaises de l'Amérique,1,barriques,90,,,90,,,,,90,,,
717,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Tambours à sucre,Iles françaises de l'Amérique,6,en nombre,18,,,18,,,,,108,,,
718,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Tambours à sucre,Iles françaises de l'Amérique,10000,livres,"0,07","0,1",,75,,,,,750,,,
719,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Télescope,Iles françaises de l'Amérique,1,,80,,,80,,,,,80,,,
720,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Terre à sucre,Iles françaises de l'Amérique,42,barriques,7,,,7,,,,,294,,,
721,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Thé,Iles françaises de l'Amérique,470,livres,,42,,"2,1",,,,,987,,,
722,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Toile batiste,Iles françaises de l'Amérique,360,livres,40,,,40,,,,,14400,,,
723,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Toile Cholet,Iles françaises de l'Amérique,664748,livres,4,,,4,,,,,2658992,,,
724,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Toile de laiton,Iles françaises de l'Amérique,326,livres,18,,,18,,,,,5868,,,
725,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Toile de guingan,Iles françaises de l'Amérique,6440,livres,4,,,4,,,,,25760,,,
726,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Toile linge de table,Iles françaises de l'Amérique,1732,livres,3,,,3,,,,,5196,,,
727,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Toile linge de table,Iles françaises de l'Amérique,,,,,,0,1200,,,1200,0,,Valeur totale,
728,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Toile peinte,Iles françaises de l'Amérique,135,livres,4,,,4,,,,,540,,,
729,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Tombereaux,Iles françaises de l'Amérique,8,en nombre,100,,,100,,,,,800,,,
730,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Trictrac,Iles françaises de l'Amérique,1,,18,,,18,,,,,18,,,
731,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Tuffeaux,Iles françaises de l'Amérique,40470,livres,,,"0,5","0,0020833",,,,,"84,31",,,
732,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Tuiles,Iles françaises de l'Amérique,341800,en nombre,34,,,34,,,,,11621200,,,
733,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Velours cramoisi,Iles françaises de l'Amérique,2,livres,28,,,28,,,,,56,,,
734,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vernis,Iles françaises de l'Amérique,50,livres,,15,,"0,75",,,,,"37,5",,,
735,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Verres communs,Iles françaises de l'Amérique,3578,livres,,9,,"0,45",,,,,"1610,1",,,
736,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin d'amont,Iles françaises de l'Amérique,"60,25",tonneaux,140,,,140,,,,,8435,,,
737,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Bordeaux,Iles françaises de l'Amérique,"59,25",tonneaux,400,,,400,,,,,23700,,,
738,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Bordeaux de haut,Iles françaises de l'Amérique,2,barriques,100,,,100,,,,,200,,,
739,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Bordeaux de ville,Iles françaises de l'Amérique,126,tonneaux,400,,,400,,,,,50400,,,
740,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Bordeaux de ville,Iles françaises de l'Amérique,2,tiercons,67,,,67,,,,,134,,,
741,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Bourgogne,Iles françaises de l'Amérique,300,bouteilles,,40,,2,,,,,600,,,
742,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Bourgogne d'Auxerre,Iles françaises de l'Amérique,280,bouteilles,,30,,"1,5",,,,,420,,,
743,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin du Cap Breton,Iles françaises de l'Amérique,454,bouteilles,,20,,1,,,,,454,,,
744,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Clérac,Iles françaises de l'Amérique,"1,25",tonneaux,400,,,400,,,,,500,,,
745,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Champagne,Iles françaises de l'Amérique,535,bouteilles,,40,,2,,,,,1070,,,
746,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin d'Espagne,Iles françaises de l'Amérique,96,pots,,30,,"1,5",,,,,144,,,
747,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Gaillac,Iles françaises de l'Amérique,"89,75",tonneaux,300,,,300,,,,,26925,,,
748,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin du Portugal,Iles françaises de l'Amérique,200,bouteilles,,15,,"0,75",,,,,150,,,
749,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Quercy,Iles françaises de l'Amérique,"90,25",tonneaux,300,,,300,,,,,27075,,,
750,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vin de Cézac,Iles françaises de l'Amérique,2,barriques,90,,,90,,,,,180,,,
751,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Vinaigre,Iles françaises de l'Amérique,8,quarts,13,,,13,,,,,104,,,
752,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,23,Ustensiles d'imprimerie,Iles françaises de l'Amérique,1750,livres,,6,,"0,3",,,,,525,,,
