numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
661,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Peaux de veau corroyées,Isles françoises de l'Amerique,"201,00",Douzaine,"18,000","3 618,00","0,00",,
662,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Papier,Isles françoises de l'Amerique,"250,00",Livre,"1,150","287,00","0,50",,
663,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Poudre a poudrer,Isles françoises de l'Amerique,"375,00",Livre,"0,200","75,00","0,00",,
664,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Porcelaine des Indes,Isles françoises de l'Amerique,"710,00",Livre,"5,000","3 550,00","0,00",,
665,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Pipes a fumer,Isles françoises de l'Amerique,"1766,00",Grosse,"6,000","10 596,00","0,00",,
666,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Poterie de terre,Isles françoises de l'Amerique,"23,00",Douzaine,"0,900","21,00","-0,30",,
667,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Pierres de grison,Isles françoises de l'Amerique,"750,00",Nombre,"0,500","325,00","50,00",erreur de calcul,
668,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,19,Plomb en grenaille,Isles françoises de l'Amerique,"7900,00",Livre,"0,250","1 975,00","0,00",,
669,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Plomb en table,Isles françoises de l'Amerique,"6950,00",Livre,"0,260","1 807,00","0,00",Prix unitaire en pourcentage,
670,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Plomb en rouleau,Isles françoises de l'Amerique,"5450,00",Livre,"0,260","1 417,00","0,00",Prix unitaire en pourcentage,
671,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Plomb pour filet a pescher,Isles françoises de l'Amerique,"250,00",Livre,"0,230","57,00","0,50",Prix unitaire en pourcentage,
672,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Poilles a frire,Isles françoises de l'Amerique,"10,00",Douzaine,"18,000","180,00","0,00",,
673,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Poilles a frire,Isles françoises de l'Amerique,"250,00",Livre,"1,250","312,00","0,50",,
674,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Poids de fer,Isles françoises de l'Amerique,"1250,00",Livre,"0,100","125,00","0,00",Prix unitaire en millier,
675,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Quinquina,Isles françoises de l'Amerique,"3500,00",Livre,"10,000","35 000,00","0,00",,
676,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Quincaille,Isles françoises de l'Amerique,"5800,00",Livre,"1,000","5 800,00","0,00",,
677,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Raz de castor,Isles françoises de l'Amerique,"360,00",Aune,"3,000","1 080,00","0,00",,
678,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Ruban de soye,Isles françoises de l'Amerique,"80,00",Livre,"65,000","5 200,00","0,00",,
679,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Ruban de fil,Isles françoises de l'Amerique,"130,00",Livre,"2,500","365,00","-40,00",erreur de calcul,
680,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Roues de cabrouet,Isles françoises de l'Amerique,"55,00",Paire,"35,000","1 925,00","0,00",,
681,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Roues a chaises,Isles françoises de l'Amerique,"15,00",Paire,"60,000","900,00","0,00",,
682,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Saumon salé,Isles françoises de l'Amerique,"48,00",Tierçon,"15,000","720,00","0,00",,
683,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Saumon salé,Isles françoises de l'Amerique,"25,00",Baril,"20,000","500,00","0,00",,
684,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Saumon salé,Isles françoises de l'Amerique,"16,00",Gonne,"18,000","288,00","0,00",,
685,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sardines pressées,Isles françoises de l'Amerique,"200,00",Baril,"10,000","2 000,00","0,00",,
686,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sels,Isles françoises de l'Amerique,"11,00",Charge,"32,000","352,00","0,00",,
687,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sels,Isles françoises de l'Amerique,"10,00",Muid,"30,000","300,00","0,00",,
688,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sels,Isles françoises de l'Amerique,"70,00",Barique,"3,000","210,00","0,00",,
689,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sirop de sucre,Isles françoises de l'Amerique,"100,00",Livre,"0,045","4,00","0,50",Prix unitaire en pourcentage,
690,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Salemporis,Isles françoises de l'Amerique,"100,00",Pièce,"30,000","3 000,00","0,00",Erreur prix total,
691,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sanas blanc,Isles françoises de l'Amerique,"12,00",Pièce,"16,000","192,00","0,00",,
692,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sarges de soye,Isles françoises de l'Amerique,"40,00",Livre,"32,000","64,00","1 216,00",erreur de calcul,
693,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Soyerie,Isles françoises de l'Amerique,"142,00",Livre,"40,000","284,00","5 396,00",erreur de calcul,
694,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sarge de laine,Isles françoises de l'Amerique,"1146,00",Aune,"1,500","1 719,00","0,00",,
695,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Sarge drapée,Isles françoises de l'Amerique,"826,00",Aune,"6,000","4 956,00","0,00",,
696,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Siamoise,Isles françoises de l'Amerique,"250,00",Aune,"1,000","250,00","0,00",,
697,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Soye a coudre,Isles françoises de l'Amerique,"299,00",Livre,"28,000","419,00","7 953,00",erreur de calcul,
698,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Souliers,Isles françoises de l'Amerique,"5480,00",Paire,"3,750","20 550,00","0,00",,
699,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Selles pour cheval,Isles françoises de l'Amerique,"645,00",Pièce,"25,000","800,00","15 325,00",erreur de calcul,
700,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Savon,Isles françoises de l'Amerique,"28125,00",Livre,"0,330","9 281,00","0,25",Prix unitaire en pourcentage,
701,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Suif,Isles françoises de l'Amerique,"49340,00",Livre,"0,300","14 802,00","0,00",Prix unitaire en pourcentage,
702,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Tabac en poudre,Isles françoises de l'Amerique,"1430,00",Livre,"0,500","715,00","0,00",,
703,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Tabac filé,Isles françoises de l'Amerique,"230,00",Livre,"2,000","460,00","0,00",,
704,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Toile de coton des Indes,Isles françoises de l'Amerique,"584,00",Pièce,"30,000","18 520,00","-1 000,00",erreur de calcul,
705,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,20,Toiles de Bretagne,Isles françoises de l'Amerique,"381502,00",Livre,"4,000","1 526 008,00","0,00",,
706,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vaisselles d'argent,Isles françoises de l'Amerique,"41,50",Marc,"55,000","2 282,00","0,50",,
707,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Verres a boire,Isles françoises de l'Amerique,"200,00",Livre,"1,000","200,00","0,00",,
708,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Verres a vitres,Isles françoises de l'Amerique,"350,00",Livre,"1,250","87,00","350,50",erreur de calcul,
709,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vieux oing,Isles françoises de l'Amerique,"3500,00",Livre,"0,150","525,00","0,00",,
710,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vin de Bordeaux,Isles françoises de l'Amerique,"128,00",Tonneau,"200,000","25 600,00","0,00",,
711,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vin d'amont,Isles françoises de l'Amerique,"13,00",Tonneau,"170,000","2 210,00","0,00",,
712,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vin nantois,Isles françoises de l'Amerique,"580,00",Tonneau,"65,000","37 700,00","0,00",,
713,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vinaigre,Isles françoises de l'Amerique,"4,00",Quart,"60,000","240,00","0,00",,
714,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Confitures,Suede,"50,00",Livre,"1,000","50,00","0,00",Erreur prix total,
715,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Chataignes,Suede,"15,00",Boisseau,"0,500","7,00","0,50",,
716,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Cotonade,Suede,"30,00",Aune,"1,250","38,00","-0,50",,
717,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Eau de vie,Suede,"83,00",Barique,"60,000","4 980,00","0,00",,
718,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Indigo,Suede,"1990,00",Livre,"3,250","6 437,00","30,50",erreur de calcul,
719,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Marmites de fer,Suede,"3001,00",Nombre,"1,500","4 502,00","-0,50",,
720,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Ocre,Suede,"20,00",Barique,"12,000","240,00","0,00",,
721,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Pruneaux d'amont,Suede,"3150,00",Livre,"0,100","315,00","0,00",,
722,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Papier,Suede,"100,00",Livre,"0,900","90,00","0,00",,
723,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Rocou,Suede,"350,00",Livre,"0,350","122,00","0,50",Prix unitaire en pourcentage,
724,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Sels du croisic,Suede,"334,50",Muid,"44,000","14 718,00","0,00",,
725,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Sels du croisic,Suede,"264,00",Muid,"25,000","6 600,00","0,00",,
726,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Sucre terré,Suede,"101200,00",Livre,"0,270","27 324,00","0,00",Prix unitaire en pourcentage,
727,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Sucre brut,Suede,"40000,00",Livre,"0,138","5 500,00","0,00",Prix unitaire en pourcentage,
728,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Sirop de sucre,Suede,"3200,00",Livre,"0,045","144,00","0,00",Prix unitaire en pourcentage,
729,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Savon,Suede,"160,00",Livre,"0,300","48,00","0,00",Prix unitaire en pourcentage,
730,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Toile de Bretagne,Suede,"616,00",Livre,"4,000","2 464,00","0,00",,
731,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vin d'amont,Suede,"20,00",Tonneau,"170,000","3 400,00","0,00",,
732,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vin nantois,Suede,"36,00",Tonneau,"60,000","2 160,00","0,00",,
733,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,21,Vinaigre,Suede,"2,00",Tonneau,"50,000","100,00","0,00",,
