numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
666,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Galon de levrée,Isles françoises de l'Amérique,"25,00",Livre,"16,000","400,00","0,00",,
667,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Gans de peau,Isles françoises de l'Amérique,"93,00",Douzaine,"10,000","930,00","0,00",,
668,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Grilles de fer,Isles françoises de l'Amérique,"219175,00",Livre,"0,100","21 917,50","0,00",Prix unitaire en pourcentage,
669,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Grennes de jardin,Isles françoises de l'Amérique,"180,00",Livre,"2,000","360,00","0,00",,
670,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Gaudron,Isles françoises de l'Amérique,"123,00",Baril,"20,000","2 460,00","0,00",,
671,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Gras double,Isles françoises de l'Amérique,"890,00",Livre,"0,250","222,50","0,00",,
672,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Harangs blancs,Isles françoises de l'Amérique,"2,00",Quart,"25,000","50,00","0,00",,
673,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Huitres marinées,Isles françoises de l'Amérique,"6,00",Baril,"10,000","60,00","0,00",,
674,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Huile d'olives,Isles françoises de l'Amérique,"5565,00",Livre,"0,600","3 399,00","-60,00",erreur de calcul,
675,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Huile a bruler,Isles françoises de l'Amérique,"270,00",Velte,"3,125","843,75","0,00",,
676,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Huile a bruler,Isles françoises de l'Amérique,"4160,00",Livre,"0,250","1 040,00","0,00",,
677,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Horloges de sable,Isles françoises de l'Amérique,"120,00",Nombre,"0,500","60,00","0,00",,
678,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Harnois de cheval,Isles françoises de l'Amérique,"24,00",Nombre,"3,000","72,00","0,00",,
679,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Jambons,Isles françoises de l'Amérique,"3565,00",Livre,"0,350","1 247,75","0,00",Prix unitaire en pourcentage,
680,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Langues de bœuf salées,Isles françoises de l'Amérique,"2,00",Ancres,"30,000","60,00","0,00",,
681,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Langues de bœuf salées,Isles françoises de l'Amérique,"900,00",Livre,"0,500","450,00","0,00",,
682,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Lard,Isles françoises de l'Amérique,"71350,00",Livre,"0,250","17 837,50","0,00",Prix unitaire en pourcentage,
683,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Liqueurs à boire,Isles françoises de l'Amérique,"196,00",Pot,"4,000","784,00","0,00",,
684,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Linges de table ordinaire,Isles françoises de l'Amérique,"500,00",Livre,"0,600","300,00","0,00",,
685,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Lin peigné,Isles françoises de l'Amérique,"30,00",Livre,"1,400","42,00","0,00",,
686,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Lignes a pêcher,Isles françoises de l'Amérique,"3490,00",Livre,"0,400","1 396,00","0,00",Prix unitaire en pourcentage,
687,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Librairie,Isles françoises de l'Amérique,"250,00",Livre,"2,000","500,00","0,00",,
688,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Lames d'épée,Isles françoises de l'Amérique,"157,00",Livre,"1,500","235,50","0,00",,
689,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Lattes,Isles françoises de l'Amérique,"80,00",Pacquet,"3,000","240,00","0,00",,
690,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Lattes,Isles françoises de l'Amérique,"36500,00",Nombre,"0,030","1 095,00","0,00",Prix unitaire en pourcentage,
691,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Morüe seche,Isles françoises de l'Amérique,"34550,00",Livre,"0,200","6 910,00","0,00",Prix unitaire en pourcentage,
692,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Miel,Isles françoises de l'Amérique,"300,00",Livre,"0,070","21,00","0,00",Prix unitaire en pourcentage,
693,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Meubles en habillement,Isles françoises de l'Amérique,,,"0,000","96 400,00","-96 400,00",,
694,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Mercerie fine,Isles françoises de l'Amérique,"97386,00",Livre,"6,000","584 316,00","0,00",,
695,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Mousseline,Isles françoises de l'Amérique,"13,00",Pièce,"40,000","520,00","0,00",,
696,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Mouchoirs des Indes,Isles françoises de l'Amérique,"199,00",Pièce,"18,000","3 582,00","0,00",,
697,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Mouchoirs de coton,Isles françoises de l'Amérique,"4,00",Pièce,"15,000","8,00","52,00",erreur de calcul,
698,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,18,Malles d'etofe d'or,Isles françoises de l'Amérique,,,"0,000","144,00","-144,00",,
699,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Meche,Isles françoises de l'Amérique,"50,00",Livre,"0,080","4,00","0,00",,
700,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Mannes d'ozier,Isles françoises de l'Amérique,"4,00",Douzaine,"3,000","12,00","0,00",,
701,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Marmites de fer,Isles françoises de l'Amérique,"2564,00",Nombre,"4,000","10 256,00","0,00",,
702,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Meules a aiguiser,Isles françoises de l'Amérique,"241,00",Pièce,"2,000","482,00","0,00",,
703,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Noix,Isles françoises de l'Amérique,"47,00",Millier,"1,500","70,50","0,00",,
704,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Noir de fumée,Isles françoises de l'Amérique,"36,00",Baril,"0,100","3,60","0,00",,
705,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Nattes,Isles françoises de l'Amérique,"1000,00",Nombre,"0,050","50,00","0,00",Prix unitaire en pourcentage,
706,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Outils de fer et acier,Isles françoises de l'Amérique,"300,00",Livre,"0,750","225,00","0,00",,
707,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Ozier,Isles françoises de l'Amérique,"275,00",Barrique,"10,000","2 750,00","0,00",,
708,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Ozier,Isles françoises de l'Amérique,"3494,00",Pacquet,"1,000","3 494,00","0,00",,
709,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Ozier,Isles françoises de l'Amérique,"3000,00",Nombre,"0,030","90,00","0,00",Prix unitaire en pourcentage,
710,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Poids secs,Isles françoises de l'Amérique,"107,00",Barrique,"35,000","3 745,00","0,00",,
711,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Poivre,Isles françoises de l'Amérique,"4640,00",Livre,"1,000","4 640,00","0,00",,
712,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Pruneaux de Ste Catherine,Isles françoises de l'Amérique,"4360,00",Livre,"1,500","6 540,00","0,00",,
713,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Peaux de maroquin,Isles françoises de l'Amérique,"330,00",Nombre,"5,000","1 650,00","0,00",,
714,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Peaux de veau corroyées,Isles françoises de l'Amérique,"194,00",Douzaine,"26,000","5 044,00","0,00",,
715,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Papier,Isles françoises de l'Amérique,"12,00",Rame,"2,000","24,00","0,00",,
716,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Papier,Isles françoises de l'Amérique,"3400,00",Livre,"0,500","1 700,00","0,00",,
717,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Paniers pour femme,Isles françoises de l'Amérique,"3,00",Pièce,"18,000","54,00","0,00",,
718,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Plume a lit,Isles françoises de l'Amérique,"150,00",Livre,"2,000","300,00","0,00",,
719,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Pommade,Isles françoises de l'Amérique,"25,00",Livre,"1,000","25,00","0,00",,
720,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Peinture,Isles françoises de l'Amérique,"700,00",Livre,"4,000","2 800,00","0,00",,
721,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Porcelaine des Indes,Isles françoises de l'Amérique,"1262,00",Livre,"5,000","6 310,00","0,00",,
722,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Pipes a fumer,Isles françoises de l'Amérique,"1000,00",Grosse,"4,000","4 000,00","0,00",,
723,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Pierres à fusil,Isles françoises de l'Amérique,"30,00",Millier,"2,500","75,00","0,00",,
724,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Pierres de taille,Isles françoises de l'Amérique,"4727,00",Nombre,"1,500","7 090,50","0,00",,
725,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Platre,Isles françoises de l'Amérique,"600,00",Livre,"0,025","15,00","0,00",,
726,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Poudre a poudrer,Isles françoises de l'Amérique,"400,00",Livre,"0,350","140,00","0,00",Prix unitaire en pourcentage,
727,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Poudre a tirer,Isles françoises de l'Amérique,"1700,00",Livre,"0,700","1 190,00","0,00",Prix unitaire en pourcentage,
728,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Plomb en grenaille,Isles françoises de l'Amérique,"11460,00",Livre,"0,250","2 865,00","0,00",Prix unitaire en pourcentage,
729,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Plomb en table,Isles françoises de l'Amérique,"13250,00",Livre,"1,000","13 250,00","0,00",,
730,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Plomb en saumon,Isles françoises de l'Amérique,"4375,00",Livre,"0,900","3 937,50","0,00",,
731,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Poilles a frire,Isles françoises de l'Amérique,"125,00",Livre,"0,400","50,00","0,00",,
732,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Poids de fer,Isles françoises de l'Amérique,"15225,00",Livre,"0,100","1 522,50","0,00",Prix unitaire en pourcentage,
733,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Plateaux de bois pour peser,Isles françoises de l'Amérique,"5,00",Paire,"3,000","15,00","0,00",,
734,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Planches de Prusse,Isles françoises de l'Amérique,"25,00",Nombre,"1,000","25,00","0,00",,
735,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Planches de sapin communes,Isles françoises de l'Amérique,"1357,00",Nombre,"0,800","1 085,60","0,00",Prix unitaire en pourcentage,
736,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Quinquaille de cuivre,Isles françoises de l'Amérique,"3290,00",Livre,"2,000","6 580,00","0,00",,
737,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Quinquaille de fer et acier,Isles françoises de l'Amérique,"64720,00",Livre,"1,000","64 720,00","0,00",,
738,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Raisin sec,Isles françoises de l'Amérique,"200,00",Livre,"6,000","1 200,00","0,00",,
739,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Reglisse,Isles françoises de l'Amérique,"130,00",Livre,"0,300","39,00","0,00",,
740,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Ras de St maur,Isles françoises de l'Amérique,"32,00",Livre,"32,000","1 024,00","0,00",,
741,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Ras de Maroc,Isles françoises de l'Amérique,"80,00",Aune,"2,750","220,00","0,00",,
742,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Ras de Maroc,Isles françoises de l'Amérique,"70,00",Livre,"5,000","350,00","0,00",,
743,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,19,Ruban de soye,Isles françoises de l'Amérique,"15,50",Livre,"65,000","1 007,50","0,00",,
744,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Rets a pescher,Isles françoises de l'Amérique,"14,00",Nombre,"70,000","980,00","0,00",,
745,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Rets a pescher,Isles françoises de l'Amérique,"180,00",Livre,"1,000","180,00","0,00",,
746,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Rouës de cabrouets,Isles françoises de l'Amérique,"161,00",Paire,"200,000","32 200,00","0,00",,
747,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Rouës a chaises,Isles françoises de l'Amérique,"4,00",Paire,"150,000","600,00","0,00",,
748,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Saumon salé,Isles françoises de l'Amérique,"36,00",Tierçon,"70,000","2 520,00","0,00",,
749,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Saumon salé,Isles françoises de l'Amérique,"42,00",Baril,"30,000","1 260,00","0,00",,
750,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Sardines,Isles françoises de l'Amérique,"6,00",Barrique,"50,000","300,00","0,00",,
751,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Sardines,Isles françoises de l'Amérique,"54,00",Baril,"25,000","1 350,00","0,00",,
752,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Sel,Isles françoises de l'Amérique,"132,00",Muid,"30,000","3 960,00","0,00",,
753,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Sel,Isles françoises de l'Amérique,"774,00",Barrique,"5,000","3 870,00","0,00",,
754,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Sucre en pain,Isles françoises de l'Amérique,"240,00",Livre,"0,600","144,00","0,00",,
755,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Sirop de sucre,Isles françoises de l'Amérique,"1025,00",Livre,"0,070","71,75","0,00",Prix unitaire en pourcentage,
756,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Salemporis,Isles françoises de l'Amérique,"256,00",Livre,"18,000","4 608,00","0,00",,
757,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Satin,Isles françoises de l'Amérique,"10,00",Pièce,"100,000","1 000,00","0,00",,
758,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Soye a coudre,Isles françoises de l'Amérique,"32,00",Livre,"25,000","800,00","0,00",,
759,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Servietes en nape,Isles françoises de l'Amérique,,,"0,000","195,00","-195,00",,
760,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Souliers brodés or et argent,Isles françoises de l'Amérique,"226,00",Paire,"10,000","2 260,00","0,00",,
761,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Souliers pour homme,Isles françoises de l'Amérique,"19591,00",Paire,"2,500","48 977,50","0,00",,
762,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Selles a cheval,Isles françoises de l'Amérique,"530,00",Pièce,"25,000","13 250,00","0,00",,
763,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Soufflets a forge,Isles françoises de l'Amérique,"6,00",Nombre,"30,000","180,00","0,00",,
764,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Savon,Isles françoises de l'Amérique,"38530,00",Livre,"0,330","12 714,90","0,00",Prix unitaire en pourcentage,
765,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Suif,Isles françoises de l'Amérique,"19000,00",Livre,"0,350","6 650,00","0,00",Prix unitaire en pourcentage,
766,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Soufre,Isles françoises de l'Amérique,"950,00",Livre,"0,140","133,00","0,00",Prix unitaire en pourcentage,
767,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Soliveaux de chesne,Isles françoises de l'Amérique,"4,00",Nombre,"1,250","5,00","0,00",,
768,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Thé vert,Isles françoises de l'Amérique,"810,00",Livre,"2,300","1 863,00","0,00",,
769,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Thé bou,Isles françoises de l'Amérique,"760,00",Livre,"2,500","1 900,00","0,00",,
770,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Taffetas d'Angleterre,Isles françoises de l'Amérique,"21,00",Pièce,"50,000","1 050,00","0,00",,
771,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Taffetas d'Angleterre,Isles françoises de l'Amérique,"48,00",Livre,"40,000","1 920,00","0,00",,
772,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Toiles de Bretagne,Isles françoises de l'Amérique,"361980,00",Livre,"4,000","1 447 920,00","0,00",,
773,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Toiles de coton des Indes,Isles françoises de l'Amérique,"2922,00",Pièce,"30,000","87 660,00","0,00",,
774,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Treilly,Isles françoises de l'Amérique,"310,00",Livre,"2,000","620,00","0,00",,
775,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Tambours,Isles françoises de l'Amérique,"3,00",Douzaine,"6,000","18,00","0,00",,
776,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Tabac de Bresil,Isles françoises de l'Amérique,"9,00",Rolle,"70,000","630,00","0,00",,
777,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Table de bois,Isles françoises de l'Amérique,"12,00",Nombre,"2,000","24,00","0,00",,
778,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Tables de marbre,Isles françoises de l'Amérique,"4,00",Nombre,"12,000","48,00","0,00",,
779,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Tuffeaux,Isles françoises de l'Amérique,"20340,00",Nombre,"0,200","4 068,00","0,00",,
780,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Terre a potier,Isles françoises de l'Amérique,"20,00",Barrique,"5,000","100,00","0,00",,
781,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vaisselle d'argent,Isles françoises de l'Amérique,"288,00",Marc,"56,000","16 128,00","0,00",,
782,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Verres a boire,Isles françoises de l'Amérique,"4825,00",Livre,"1,000","4 825,00","0,00",,
783,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vestes de peau,Isles françoises de l'Amérique,"7,00",Nombre,"5,000","35,00","0,00",,
784,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vieil oing,Isles françoises de l'Amérique,"300,00",Livre,"0,250","75,00","0,00",,
785,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vin de Frontignan,Isles françoises de l'Amérique,"400,00",Bouteille,"2,000","800,00","0,00",,
786,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vin de Bourgogne,Isles françoises de l'Amérique,"200,00",Bouteille,"2,250","450,00","0,00",,
787,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vin de Cap breton,Isles françoises de l'Amérique,"10,00",Barrique,"100,000","1 000,00","0,00",,
788,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vin de Bordeaux,Isles françoises de l'Amérique,"371,00",Tonneau,"150,000","55 650,00","0,00",,
789,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vin d'amont,Isles françoises de l'Amérique,"106,00",Tonneau,"150,000","15 900,00","0,00",,
790,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vin d'amont,Isles françoises de l'Amérique,"3700,00",Bouteille,"0,500","1 850,00","0,00",,
791,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vin nantois,Isles françoises de l'Amérique,"699,00",Tonneau,"60,000","41 940,00","0,00",,
792,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1731.csv,Local,1731,Exports,Nantes,20,Vinaigre,Isles françoises de l'Amérique,"29,50",Tonneau,"60,000","1 770,00","0,00",,
