numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme
1352,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,7,Charbon de terre,Dannemarck,270,15,Bariques,18,0
1353,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,7,Goudron,Dannemarck,780,65,Barils,12,0
1354,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,7,fer en barres,Dannemarck,7247.5,55750,Livres,0.13,0
1355,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,7,Huile de poisson,Dannemarck,205.2,1026,Livres,0.2,0
1356,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,7,Manches de gaffes,Dannemarck,43.2,216,En nombre,0.2,0
1357,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,7,Mats de sapin de 25 a 34 pieds,Dannemarck,810,27,Pièces,30,0
1358,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Matreaux de 40 pieds,Dannemarck,2730,182,Pièces,15,0
1359,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; de 15 pieds,Dannemarck,184.5,205,Pièces,0.9,0
1360,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; communes,Dannemarck,14633.5,41810,En nombre,0.35,0
1361,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Raves de moruës,Dannemarck,3480,174,Barils,20,0
1362,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Carpes De stoquefiche,Dannemarck,920,46,Barils,20,0
1363,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Alun,Suede,696,4350,Livres,0.16,0
1364,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Acier,Suede,8844,402,Barils,22,0
1365,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Bray gras,Suede,9372,781,Barils,12,0
1366,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Barres d'anspecs,Suede,160.8,804,En nombre,0.2,0
1367,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Cire jaune,Suede,16.5,15,Livres,1.1,0
1368,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Chanvre en rame,Suede,30924,171800,Livres,0.18,0
1369,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Clouds de fer,Suede,3186.75,15175,Livres,0.21,0
1370,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Chevrons de sapin,Suede,101.25,81,En nombre,1.25,0
1371,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Ecopes,Suede,15,300,En nombre,0.05,0
1372,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Espars de sapin,Suede,321,1070,En nombre,0.3,0
1373,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Fer en barres,Suede,41307.5,317750,Livres,0.13,0
1374,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Fer de fonte ouvré,Suede,270,1800,Livres,0.15,0
1375,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Garence,Suede,143.1,318,Livres,0.45,0
1376,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Goudron,Suede,10212,851,Barils,12,0
1377,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Manches de gaffes,Suede,56.4,282,En nombre,0.2,0
1378,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Merrain a pipes,Suede,500,2500,Douelles,0.2,0
1379,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Merrain fonçailles,Suede,135,1350,Douelles,0.1,0
1380,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Morceaux de planches,Suede,445.6,2228,En nombre,0.2,0
1381,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Matreaux de 45 pieds,Suede,17685,131,Pièces,135,0
1382,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Matreaux de 40 pieds,Suede,2340,26,Pièces,90,0
1383,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Matreaux de 35 pieds,Suede,7865,143,Pièces,55,0
1384,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Matreaux de 33 pieds,Suede,3915,87,Pièces,45,0
1385,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Matreaux de 32 pieds,Suede,8120,203,Pièces,40,0
1386,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Matreaux de 22 pieds,Suede,144,12,Pièces,12,0
1387,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Pelles de bois,Suede,30,200,En nombre,0.15,0
1388,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; de 26 pieds,Suede,56,16,Pièces,3.5,0
1389,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; de 24 pieds,Suede,156,48,Pièces,3.25,0
1390,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; de 10 pieds,Suede,3139.2,5232,Pièces,0.6,0
1391,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; de 9 pieds,Suede,4965,9930,Pièces,0.5,0
1392,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; de 8 pieds,Suede,355.2,888,Pièces,0.4,0
1393,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; de 4 pieds,Suede,24.3,162,Pièces,0.15,0
1394,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Planches de sapin ; communes,Suede,21835.8,62388,Pièces,0.35,0
1395,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Perches de sapin,Suede,31.5,63,En nombre,0.5,0
1396,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Soliveaux de sapin,Suede,30,20,En nombre,1.5,0
1397,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Vergues,Suede,1440,24,En nombre,60,0
1398,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Anis vers,Espagne,2068.75,8275,Livres,0.25,0
1399,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Ancres de fer,Espagne,3200.63,14225,Livres,0.225,0
1400,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Assiettes de terre,Espagne,9,15,Douzaines,0.6,0
1401,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Avirons,Espagne,903,602,Pièces,1.5,0
1402,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Balais de palme,Espagne,240,80,Douzaines,3,0
1403,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,8,Citrons verts,Espagne,1840,46000,pièces,0.04,0
1404,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Cuivre en planches,Espagne,5250,4200,Livres,1.25,0
1405,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Eau de vie,Espagne,58,1,Bariques,58,0
1406,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Figues,Espagne,312.5,2500,Livres,0.125,0
1407,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Fromage,Espagne,117,650,Livres,0.18,0
1408,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Fer en barres,Espagne,176910.5,1360850,Livres,0.13,0
1409,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Fer en feuillards,Espagne,323,1700,Livres,0.19,0
1410,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Huile d'olive,Espagne,9027.6,22569,Livres,0.4,0
1411,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Huile de moruë,Espagne,2640,13200,Livres,0.2,0
1412,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Jambons,Espagne,126,210,Livres,0.6,0
1413,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Jalap,Espagne,550,220,Livres,2.5,0
1414,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Limons,Espagne,10,200,En nombre,0.05,0
1415,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Laine,Espagne,181767,181767,Livres,1,0
1416,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Mairrain a bariques,Espagne,10,100,Doüelles,0.1,0
1417,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Meulles a taillandier,Espagne,2566,1283,En nombre,2,0
1418,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Noizettes,Espagne,120,160,Boisseaux,0.75,0
1419,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Oranges aigres,Espagne,35.09,89600,En nombre,0,0
1420,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Peaux de maroquin,Espagne,1440,576,En nombre,2.5,0
1421,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Peaux de mouton en laine,Espagne,450,450,En nombre,1,0
1422,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Planches de bois de futeau,Espagne,37.5,50,En nombre,0.75,0
1423,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Raisin sec,Espagne,5325,35500,Livres,0.15,0
1424,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Reglisse,Espagne,585.13,3775,Livres,0.155,0
1425,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Vin de Canarie,Espagne,2400,6,Tonneaux,400,0
1426,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Vin d'Espagne,Espagne,300,1,Tonneaux,300,0
1427,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Bois de Brezil,Portugal,6890,53000,Livres,0.13,0
1428,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Bariques vuides,Portugal,72.75,97,En nombre,0.75,0
1429,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Citrons verts,Portugal,384,64,Caisses,6,0
1430,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Cocos,Portugal,2000,200000,en nombre,0.01,0
1431,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Figues,Portugal,884.38,7075,Livres,0.125,0
1432,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Fil de Carret,Portugal,418.5,2325,Livres,0.18,0
1433,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Laine d'Espagne,Portugal,5300,5300,Livres,1,0
1434,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Oranges douces,Portugal,5190,692,Caisses,7.5,0
1435,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Oranges aigres,Portugal,36,12,Caisses,3,0
1436,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Peaux de outons rases,Portugal,2492.4,4154,En nombre,0.6,0
1437,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Baume du Perou,Des Isles françoises de l'amerique et de terre neuve,1005,67,Livres,15,0
1438,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Bois d'Inde,Des Isles françoises de l'amerique et de terre neuve,1505.22,24575,Livres,0.061,0
1439,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Bois de Gayac,Des Isles françoises de l'amerique et de terre neuve,1609.38,64375,Livres,0.025,0
1440,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Bois marbré,Des Isles françoises de l'amerique et de terre neuve,882,147,Buches de 6 pieds,6,0
1441,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Confitures,Des Isles françoises de l'amerique et de terre neuve,1560,3120,Livres,0.5,0
1442,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Caffé,Des Isles françoises de l'amerique et de terre neuve,709875,1262000,Livres,0.563,0
1443,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Citrons confits,Des Isles françoises de l'amerique et de terre neuve,1271.5,2543,Livres,0.5,0
1444,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Casse,Des Isles françoises de l'amerique et de terre neuve,5,50,Livres,0.1,0
1445,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,9,Cacao,Des Isles françoises de l'amerique et de terre neuve,159975,118500,Livres,1.35,0
1446,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Cire jaune,Des Isles françoises de l'amerique et de terre neuve,4400,4000,Livres,1.1,0
1447,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Cahouanne,Des Isles françoises de l'amerique et de terre neuve,1006.25,575,Livres,1.75,0
1448,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Coton en laine,Des Isles françoises de l'amerique et de terre neuve,406620,451800,Livres,0.9,0
1449,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Cuir tanné,Des Isles françoises de l'amerique et de terre neuve,75,250,Livres,0.3,0
1450,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Cuirs secs en poil,Des Isles françoises de l'amerique et de terre neuve,17320,3464,En nombre,5,0
1451,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Dents d'Elephant,Des Isles françoises de l'amerique et de terre neuve,18047.75,10313,Livres,1.75,0
1452,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Eau de citronelle,Des Isles françoises de l'amerique et de terre neuve,2616,654,Bouteilles,4,0
1453,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Eau de canelle,Des Isles françoises de l'amerique et de terre neuve,208,52,Bouteilles,4,0
1454,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Ecaille de tortues,Des Isles françoises de l'amerique et de terre neuve,22590,2259,Livres,10,0
1455,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Gingembre,Des Isles françoises de l'amerique et de terre neuve,24251.25,161675,Livres,0.15,0
1456,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Graine de chapelet,Des Isles françoises de l'amerique et de terre neuve,6.25,125,Livres,0.05,0
1457,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Huille de moruë,Des Isles françoises de l'amerique et de terre neuve,11350,113.5,Bariques,100,0
1458,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Huille de moruë,Des Isles françoises de l'amerique et de terre neuve,16331.25,65325,Livres,0.25,0
1459,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Indigo,Des Isles françoises de l'amerique et de terre neuve,1582367.5,452105,Livres,3.5,0
1460,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Liqueurs a boire,Des Isles françoises de l'amerique et de terre neuve,897.5,359,Bouteilles,2.5,0
1461,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Moruës vertes,Des Isles françoises de l'amerique et de terre neuve,492525,656700,En nombre,0.75,0
1462,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Moruës seches,Des Isles françoises de l'amerique et de terre neuve,64000,80000,En nombre,0.8,0
1463,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Moruës seches,Des Isles françoises de l'amerique et de terre neuve,154710,859500,Livres,0.18,0
1464,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Noix d'acajou,Des Isles françoises de l'amerique et de terre neuve,43.75,125,Livres,0.35,0
1465,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Ongles d'ecaille de tortue,Des Isles françoises de l'amerique et de terre neuve,145,29,Livres,5,0
1466,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Planches de bois d'acajou,Des Isles françoises de l'amerique et de terre neuve,520,65,En nombre,8,0
1467,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Rocou,Des Isles françoises de l'amerique et de terre neuve,19395,43100,Livres,0.45,0
1468,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Raves de moruës,Des Isles françoises de l'amerique et de terre neuve,2740,137,Bariques,20,0
1469,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Sucre blanc,Des Isles françoises de l'amerique et de terre neuve,38700.75,117275,Livres,0.33,0
1470,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Sucre terré,Des Isles françoises de l'amerique et de terre neuve,186077.25,689175,Livres,0.27,0
1471,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Sucre tête de forme,Des Isles françoises de l'amerique et de terre neuve,584110,2920550,Livres,0.2,0
1472,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Sucre brut,Des Isles françoises de l'amerique et de terre neuve,2808081.25,17280500,Livres,0.163,0
1473,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Sirop de sucre,Des Isles françoises de l'amerique et de terre neuve,150,3000,Livres,0.05,0
1474,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Sirop de limon,Des Isles françoises de l'amerique et de terre neuve,2912,2912,Livres,1,0
1475,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Sirop de capilaire,Des Isles françoises de l'amerique et de terre neuve,2578.5,3438,Livres,0.75,0
1476,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Tabac filé,Des Isles françoises de l'amerique et de terre neuve,1725,2300,Livres,0.75,0
1477,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Tabac de la havanne,Des Isles françoises de l'amerique et de terre neuve,11220,37400,Livres,0.3,0
1478,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1738,Imports,Nantes,10,Taffia,Des Isles françoises de l'amerique et de terre neuve,180,3,Bariques,60,0
1479,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1740,Imports,Nantes,1,Bœuf salé,Angleterre,298785,9959.5,Barils,30,0
1480,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1740,Imports,Nantes,1,Beurre,Angleterre,72175.75,232825,Livres,0.31,0
1481,Pascal Fontaine,AD 44 C 706,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1740,Imports,Nantes,1,Chandelle,Angleterre,6962.5,13925,Livres,0.5,0
