numrodeligne,dataentryby,source,sourcepath,sourcetype,year,sheet,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
374,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,17,Exports,Bas de filozelle,Marseille,Pour l'Espagne,10075,Livres,15,151125,0,
375,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bas de laine,Marseille,Pour l'Espagne,49655,Livres,6,297930,0,
376,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bas de soye,Marseille,Pour l'Espagne,8310,Livres,40,332400,0,
377,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Batanonis,Marseille,Pour l'Espagne,5152,pieces,4,20608,0,
378,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Batanonis,Marseille,Pour l'Espagne,339,Livres,"0,3",101,"0,7",
379,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Baume,Marseille,Pour l'Espagne,26,Livres,5,130,0,
380,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bazannes tannées,Marseille,Pour l'Espagne,846,Livres,1,846,0,
381,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bazin,Marseille,Pour l'Espagne,4673,Livres,3,14019,0,
382,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Beurre,Marseille,Pour l'Espagne,7834,Livres,"0,25",1958,"0,5",
383,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bierre,Marseille,Pour l'Espagne,500,Livres,"0,25",125,0,
384,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bijouterie,Marseille,Pour l'Espagne,,,,40000,,
385,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bled froment,Marseille,Pour l'Espagne,250,Charges,18,4500,0,
386,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bois de Brezil,Marseille,Pour l'Espagne,18375,Livres,"0,25",4593,"0,75",
387,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bois de campesche,Marseille,Pour l'Espagne,52450,Livres,"0,16",8392,0,
388,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bois sustel,Marseille,Pour l'Espagne,22354,Livres,"0,05",1117,"0,7",
389,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bois de gayac,Marseille,Pour l'Espagne,250,Livres,"0,6",150,0,
390,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bois de sandal moulu,Marseille,Pour l'Espagne,1725,Livres,"0,26",448,"0,5",
391,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bonnets de cotton ,Marseille,Pour l'Espagne,150,Douzaines,6,900,0,
392,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bonnets de cotton ,Marseille,Pour l'Espagne,110,Livres,5,550,0,
393,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bonnets de fil,Marseille,Pour l'Espagne,246,Douzaines,8,1968,0,
394,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bonnets de laine,Marseille,Pour l'Espagne,1575,Douzaines,18,28350,0,
395,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Boucassin,Marseille,Pour l'Espagne,209,pieces,6,1254,0,
396,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bourras,Marseille,Pour l'Espagne,150,Livres,"0,25",37,"0,5",
397,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bours cotton et fil,Marseille,Pour l'Espagne,1207,pieces,8,9656,0,
398,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,18,Exports,Bours cotton et soye,Marseille,Pour l'Espagne,315,pieces,25,7875,0,
399,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Bours en soye,Marseille,Pour l'Espagne,26,pieces,30,780,0,
400,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Cacao,Marseille,Pour l'Espagne,193899,Livres,"1,4",271458,"0,6",
401,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Caffé des Isles,Marseille,Pour l'Espagne,3832,Livres,"0,6",2299,"0,2",
402,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Caffé de levant,Marseille,Pour l'Espagne,202,Livres,"1,5",303,0,
403,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Calamus aromatique,Marseille,Pour l'Espagne,40,Livres,"0,6",24,0,
404,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Calemande ,Marseille,Pour l'Espagne,849,Livres,70,59430,0,
405,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Canefice,Marseille,Pour l'Espagne,500,Livres,"0,24",120,0,
406,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Canelle,Marseille,Pour l'Espagne,9869,Livres,"6,5",64148,"0,5",
407,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Cantarides,Marseille,Pour l'Espagne,357,Livres,"0,2",71,"0,4",
408,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Capots,Marseille,Pour l'Espagne,6,Douzaines,60,360,0,
409,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Capres,Marseille,Pour l'Espagne,500,Livres,"0,22",110,0,
410,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Carreaux de briques,Marseille,Pour l'Espagne,25,Milliers,6,150,0,
411,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Cartes géographiques,Marseille,Pour l'Espagne,10,Douzaines,12,120,0,
412,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Carte a joüer,Marseille,Pour l'Espagne,2362,Grosses,18,42516,0,
413,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Cartons,Marseille,Pour l'Espagne,1250,Livres,"0,4",500,0,
414,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Ceintures de soye,Marseille,Pour l'Espagne,20,Nombre,"0,6",12,0,
415,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Cendre gravelée,Marseille,Pour l'Espagne,600,Livres,"0,1",60,0,
416,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Cercles de bois,Marseille,Pour l'Espagne,28,Milliers,20,560,0,
417,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Cercles de fer,Marseille,Pour l'Espagne,18500,Livres,"0,18",3330,0,
418,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Ceruze,Marseille,Pour l'Espagne,5713,Livres,"0,2",1142,"0,6",
419,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Chaises de bois,Marseille,Pour l'Espagne,22,Douzaines,12,264,0,
420,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,19,Exports,Chaises de jongs,Marseille,Pour l'Espagne,33,Douzaines,18,594,0,
421,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Chandelles,Marseille,Pour l'Espagne,2652,Livres,"0,45",1193,"0,4",
422,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Chanvre peigné,Marseille,Pour l'Espagne,50,Livres,"0,3",15,0,
423,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Chapeaux poil et laine,Marseille,Pour l'Espagne,3621,Douzaines,48,173808,0,
424,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Chataignes,Marseille,Pour l'Espagne,7665,Livres,"0,05",383,"0,25",
425,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Chocolat,Marseille,Pour l'Espagne,276,Livres,"3,5",966,0,
426,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Cire blanche,Marseille,Pour l'Espagne,23594,Livres,"1,5",35391,0,
427,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Cire d'Espagne,Marseille,Pour l'Espagne,170,Livres,4,680,0,
428,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Cire jaune,Marseille,Pour l'Espagne,5899,Livres,"1,2",7078,"0,8",
429,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Clous de fer,Marseille,Pour l'Espagne,23726,Livres,"0,2",4745,"0,2",
430,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Cochenille mesteque ,Marseille,Pour l'Espagne,223,Livres,16,3568,0,
431,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Confitures,Marseille,Pour l'Espagne,22800,Livres,1,22800,0,
432,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Colle forte,Marseille,Pour l'Espagne,2445,Livres,"0,4",978,0,
433,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Coquillage,Marseille,Pour l'Espagne,523,Livres,"0,25",130,"0,75",
434,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Cordages de chanvre,Marseille,Pour l'Espagne,5500,Livres,"0,26",1430,0,
435,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Cotton filé,Marseille,Pour l'Espagne,89920,Livres,"1,1",98912,0,
436,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Cotton en laine,Marseille,Pour l'Espagne,28881,Livres,"0,5",14440,"0,5",
437,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Couperose blanche,Marseille,Pour l'Espagne,7395,Livres,"0,3",2218,"0,5",
438,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Couperose verte,Marseille,Pour l'Espagne,137300,Livres,"0,09",12357,0,
439,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Couverture de laine,Marseille,Pour l'Espagne,131,en nombre,12,1572,0,
440,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Crasse de cire,Marseille,Pour l'Espagne,225,Livres,"0,3",67,"0,5",
441,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Creme de tartre,Marseille,Pour l'Espagne,825,Livres,"0,4",330,0,
442,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,20,Exports,Crin de cheval,Marseille,Pour l'Espagne,415,Livres,"0,6",249,0,
443,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cristaux,Marseille,Pour l'Espagne,300,Livres,2,600,0,
444,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cuirs de bœuf en poil,Marseille,Pour l'Espagne,12538,en nombre,18,225684,0,
445,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cuirs de bœuf en poil,Marseille,Pour l'Espagne,15330,Livres,"0,4",6132,0,
446,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cuirs de bœuf tannés,Marseille,Pour l'Espagne,174659,Livres,"0,6",104795,"0,4",
447,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cuisses d'oye,Marseille,Pour l'Espagne,500,Livres,"0,4",200,0,
448,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cuivre ouvré,Marseille,Pour l'Espagne,8152,Livres,"1,6",13043,"0,2",
449,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cuivre tangoul,Marseille,Pour l'Espagne,11457,Livres,"0,9",10311,"0,3",
450,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cuivre vieux,Marseille,Pour l'Espagne,2370,Livres,1,2370,0,
451,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Cumin,Marseille,Pour l'Espagne,7075,Livres,"0,17",1202,"0,75",
452,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Dattes,Marseille,Pour l'Espagne,5145,Livres,"0,16",823,"0,2",
453,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Demitte,Marseille,Pour l'Espagne,579,en nombre,3,1737,0,
454,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Dentelle du puy,Marseille,Pour l'Espagne,26481,Livres,50,1324050,0,
455,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Doüelles a tonneaux,Marseille,Pour l'Espagne,3073,Tonneaux,4,12292,0,
456,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Draps londrin,Marseille,Pour l'Espagne,77847,Livres,7,544929,0,
457,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Draperie petite,Marseille,Pour l'Espagne,381404,Livres,3,1144212,0,
458,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Drogueries,Marseille,Pour l'Espagne,33878,Livres,1,33878,0,
459,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Eau de fleur d'orange,Marseille,Pour l'Espagne,273,Livres,"0,5",136,"0,5",
460,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Eau forte,Marseille,Pour l'Espagne,939,Livres,"1,25",1173,"0,75",
461,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Eau de milisse,Marseille,Pour l'Espagne,405,Livres,"1,5",607,"0,5",
462,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,21,Exports,Eau de raisine,Marseille,Pour l'Espagne,956,Livres,"0,1",95,"0,6",
