numrodeligne,dataentryby,source,sourcepath,sourectype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
373,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,13,1741,Exports,Evantails,Marseille,Pour l'Espagne,200,Livres,10,2000,0,
374,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,13,1741,Exports,Estampes,Marseille,Pour l'Espagne,4737,Livres,2,9474,0,
375,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Eponges,Marseille,Pour l'Espagne,672,Livres,1,672,0,
376,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Etain ouvré,Marseille,Pour l'Espagne,44244,Livres,"1,25",55305,0,
377,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Escayolle,Marseille,Pour l'Espagne,14300,Livres,"0,12",1716,0,
378,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Feves,Marseille,Pour l'Espagne,425,Charges,15,6375,0,
379,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Figues,Marseille,Pour l'Espagne,150,Livres,"0,1",15,0,
380,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fromage,Marseille,Pour l'Espagne,14792,Livres,"0,2",2958,"0,4",
381,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fleurs de soulphre,Marseille,Pour l'Espagne,100,Livres,"0,23",23,0,
382,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fil de chevre,Marseille,Pour l'Espagne,3838,Livres,3,11514,0,
383,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fil a coudre,Marseille,Pour l'Espagne,9246,Livres,2,18492,0,
384,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fil de bourgogne,Marseille,Pour l'Espagne,4875,Livres,"1,5",7312,"0,5",
385,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,fil de corailleur,Marseille,Pour l'Espagne,500,Livres,2,1000,0,
386,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Filets pour la pesche,Marseille,Pour l'Espagne,81,Nombre,30,2430,0,
387,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fil de latton,Marseille,Pour l'Espagne,60,Livres,"1,4",84,0,
388,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,fil de fer,Marseille,Pour l'Espagne,2100,Livres,"0,5",1050,0,
389,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fer blanc,Marseille,Pour l'Espagne,4500,Livres,"0,6",2700,0,
390,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fer en barres,Marseille,Pour l'Espagne,25525,Livres,"0,18",4594,"0,5",
391,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Fayence,Marseille,Pour l'Espagne,21907,Livres,"0,5",10953,"0,5",
392,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Gerofle,Marseille,Pour l'Espagne,2279,Livres,"8,5",19371,"0,5",
393,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Galbanum,Marseille,Pour l'Espagne,357,Livres,2,714,0,
394,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Garence,Marseille,Pour l'Espagne,1060,Livres,"0,4",424,0,
395,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Gingembre,Marseille,Pour l'Espagne,9425,Livres,"0,15",1413,"0,75",
396,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Grabeau de sené,Marseille,Pour l'Espagne,5675,Livres,"0,4",2270,0,
397,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Grabeau d'encens,Marseille,Pour l'Espagne,1100,Livres,"0,2",220,0,
398,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Grabeau de cire,Marseille,Pour l'Espagne,13275,Livres,"0,6",7965,0,
399,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Galles de levant,Marseille,Pour l'Espagne,7075,Livres,"0,45",3183,"0,75",
400,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Gomme adragan,Marseille,Pour l'Espagne,1900,Livres,"0,9",1710,0,
401,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,14,1741,Exports,Gomme arabique,Marseille,Pour l'Espagne,2079,Livres,"0,35",727,"0,65",
402,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Gomme armoniac,Marseille,Pour l'Espagne,1627,Livres,2,3254,0,
403,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Gomme sandarac,Marseille,Pour l'Espagne,325,Livres,"0,75",243,"0,75",
404,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Graine de moutarde,Marseille,Pour l'Espagne,508,Livres,"0,2",101,"0,6",
405,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Graine de jardin,Marseille,Pour l'Espagne,3640,Livres,"1,25",4550,0,
406,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Graine jaune,Marseille,Pour l'Espagne,350,Livres,"0,125",43,"0,75",
407,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Gans de coton,Marseille,Pour l'Espagne,25,Douzaines,18,450,0,
408,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Gans de chamois,Marseille,Pour l'Espagne,1370,Livres,12,16440,0,
409,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Gobelets de cristal,Marseille,Pour l'Espagne,750,Livres,2,1500,0,
410,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Harancades,Marseille,Pour l'Espagne,4500,Livres,"0,12",540,0,
411,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Huile d'olive,Marseille,Pour l'Espagne,570,Millerolles,60,34200,0,
412,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Huile d'olive,Marseille,Pour l'Espagne,125,Livres,"0,3",37,"0,5",
413,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Huile de noix,Marseille,Pour l'Espagne,200,Livres,"0,5",100,0,
414,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Huile de lin,Marseille,Pour l'Espagne,100,Livres,"0,35",35,0,
415,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Huile de poisson,Marseille,Pour l'Espagne,1862,Livres,"0,2",372,"0,4",
416,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Huile d'aspic,Marseille,Pour l'Espagne,300,Livres,"0,15",45,0,
417,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Jambons,Marseille,Pour l'Espagne,100,Livres,"0,6",60,0,
418,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Indigo,Marseille,Pour l'Espagne,15880,Livres,"4,5",71460,0,
419,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Jus de reglisse,Marseille,Pour l'Espagne,400,Livres,"0,3",120,0,
420,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Jalap,Marseille,Pour l'Espagne,50,Livres,2,100,0,
421,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Jaillet,Marseille,Pour l'Espagne,157,Livres,"0,15",23,"0,55",
422,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Indienne,Marseille,Pour l'Espagne,6091,Pieces,20,121820,0,
423,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Indienne,Marseille,Pour l'Espagne,791,Livres,6,4746,0,
424,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Joncs,Marseille,Pour l'Espagne,104,Douzaines,60,6240,0,
425,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Lard,Marseille,Pour l'Espagne,16658,Livres,"0,3",4997,"0,4",
426,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Legumes,Marseille,Pour l'Espagne,89175,Livres,"0,075",6688,"0,13",
427,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Liqueurs a boire,Marseille,Pour l'Espagne,8863,Livres,"0,75",6647,"0,25",
428,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Litarge d'or,Marseille,Pour l'Espagne,2472,Livres,"0,25",618,0,
429,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Lin,Marseille,Pour l'Espagne,1340,Livres,1,1340,0,
430,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Laine de chevron,Marseille,Pour l'Espagne,3791,Livres,"1,5",5686,"0,5",
431,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,15,1741,Exports,Laine lavée,Marseille,Pour l'Espagne,850,Livres,"1,1",935,0,
432,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Librairie,Marseille,Pour l'Espagne,29744,Livres,"2,25",66924,0,
433,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Laton,Marseille,Pour l'Espagne,325,Livres,"1,4",455,0,
434,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Lacque platte ,Marseille,Pour l'Espagne,200,Livres,3,600,0,
435,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Lustre de Venise,Marseille,Pour l'Espagne,100,Livres,"1,5",150,0,
436,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Morüe verte,Marseille,Pour l'Espagne,1800,Livres,"0,2",360,0,
437,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Morüe seche,Marseille,Pour l'Espagne,2918180,Livres,"0,15",437727,0,
438,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Mane de calabre,Marseille,Pour l'Espagne,2257,Livres,"1,25",2821,"0,25",
439,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Miel,Marseille,Pour l'Espagne,9425,Livres,"0,12",1131,0,
440,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Miny,Marseille,Pour l'Espagne,3908,Livres,"0,2",781,"0,6",
441,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Mousseline,Marseille,Pour l'Espagne,208,pièces,75,15600,0,
442,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Mouchoirs d'indienne,Marseille,Pour l'Espagne,13,pièces,24,312,0,
443,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Mouchoirs de coton,Marseille,Pour l'Espagne,242,pièces,16,3872,0,
444,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Mercerie,Marseille,Pour l'Espagne,106707,Livres,"3,5",373474,"0,5",
445,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Miroirs,Marseille,Pour l'Espagne,,,,2500,0,
446,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Mortiers de marbre,Marseille,Pour l'Espagne,220,Nombre,"1,5",330,0,
447,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Noisettes,Marseille,Pour l'Espagne,2400,Livres,"0,1",240,0,
448,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Orge,Marseille,Pour l'Espagne,213,Charges,13,2769,0,
449,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Olives,Marseille,Pour l'Espagne,37850,Livres,"0,15",5677,"0,5",
450,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Opium,Marseille,Pour l'Espagne,330,Livres,10,3300,0,
451,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Orpiment,Marseille,Pour l'Espagne,640,Livres,1,640,0,
452,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Oüatte,Marseille,Pour l'Espagne,1700,Livres,"1,5",2550,0,
453,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Orphevrerie,Marseille,Pour l'Espagne,50,Livres,120,6000,0,
454,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Pommes,Marseille,Pour l'Espagne,5800,Livres,"0,1",580,0,
455,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Prunes,Marseille,Pour l'Espagne,26500,Livres,"0,2",5300,0,
456,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Paste d'amande,Marseille,Pour l'Espagne,100,Livres,"0,3",30,0,
457,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Pistaches,Marseille,Pour l'Espagne,200,Livres,"1,5",300,0,
458,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Poivre,Marseille,Pour l'Espagne,93922,Livres,"1,25",117402,"0,5",
459,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Poivre geroflé,Marseille,Pour l'Espagne,150,Livres,"0,8",120,0,
460,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Poussiere d'encens,Marseille,Pour l'Espagne,10175,Livres,"0,07",712,"0,25",
461,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Poussiere de soudes,Marseille,Pour l'Espagne,925,Livres,"0,04",37,0,
462,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,16,1741,Exports,Pastel ,Marseille,Pour l'Espagne,3800,Livres,"0,15",570,0,
