numrodeligne,dataentryby,Source,,,Page,Année,Import/Import,Nom Marchandise,Direction,Pays/Région,Quantité,Unité de poids/quantité,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Prix unitaire en  Lt (décimale),Valeur / unité de compte Lt,Valeur / unité de compte Sous,Valeur/ unité de compte Deniers,"Valeur en livres, sous et deniers",Valeur en décimales de livres tournois,Différence,Remarques
788,Pascal Fontaine,Marseille,,,14,1750,Import,Laine surge,Marseille,Levant,"10 144 105,00",livres,,"8,00",,"0,40000",4057642,,,"4057642,00","4 057 642,00","0,00",
789,Pascal Fontaine,Marseille,,,14,1750,Import,Legumes,Marseille,Levant,"182 525,00",livres,,"3,00",,"0,15000",27378,,,"27378,00","27 378,75","-0,75",
790,Pascal Fontaine,Marseille,,,14,1750,Import,Librairie,Marseille,Levant,"200,00",livres,,"40,00",,"2,00000",400,,,"400,00","400,00","0,00",
791,Pascal Fontaine,Marseille,,,14,1750,Import,Liege,Marseille,Levant,"1 500,00",livres,,"3,00",,"0,15000",225,,,"225,00","225,00","0,00",
792,Pascal Fontaine,Marseille,,,14,1750,Import,Lin cru,Marseille,Levant,"23 871,00",livres,,"12,00",,"0,60000",14322,,,"14322,00","14 322,60","-0,60",
793,Pascal Fontaine,Marseille,,,14,1750,Import,Liqueurs,Marseille,Levant,"2 000,00",livres,,"15,00",,"0,75000",1500,,,"1500,00","1 500,00","0,00",
794,Pascal Fontaine,Marseille,,,14,1750,Import,Mane,Marseille,Levant,"1 500,00",livres,,"35,00",,"1,75000",2625,,,"2625,00","2 625,00","0,00",
795,Pascal Fontaine,Marseille,,,14,1750,Import,Mastic,Marseille,Levant,"5 300,00",livres,,"35,00",,"1,75000",9275,,,"9275,00","9 275,00","0,00",
796,Pascal Fontaine,Marseille,,,14,1750,Import,Maugarbines,Marseille,Levant,"120,00",pièces,"6,000",,,"6,00000",720,,,"720,00","720,00","0,00",
797,Pascal Fontaine,Marseille,,,14,1750,Import,Mhirre,Marseille,Levant,"350,00",livres,"2,000","10,00",,"2,50000",875,,,"875,00","875,00","0,00",
798,Pascal Fontaine,Marseille,,,14,1750,Import,Miel,Marseille,Levant,"400,00",livres,,"3,00",,"0,15000",60,,,"60,00","60,00","0,00",
799,Pascal Fontaine,Marseille,,,14,1750,Import,Millet,Marseille,Levant,"2 700,00",livres,"0,130",,,"0,13000",351,,,"351,00","351,00","0,00",
800,Pascal Fontaine,Marseille,,,14,1750,Import,Mouchoirs d'indienne,Marseille,Levant,"928,00",pièces,"24,000",,,"24,00000",22272,,,"22272,00","22 272,00","0,00",
801,Pascal Fontaine,Marseille,,,14,1750,Import,Mouchoirs de mousseline,Marseille,Levant,"60,00",douzaines,"36,000",,,"36,00000",2160,,,"2160,00","2 160,00","0,00",
802,Pascal Fontaine,Marseille,,,14,1750,Import,Mouchoirs de soye,Marseille,Levant,"646,00",douzaines,"28,000",,,"28,00000",18088,,,"18088,00","18 088,00","0,00",
803,Pascal Fontaine,Marseille,,,14,1750,Import,Mousseline,Marseille,Levant,"120,00",pièces,"77,000",,,"77,00000",9240,,,"9240,00","9 240,00","0,00",
804,Pascal Fontaine,Marseille,,,14,1750,Import,Nattes,Marseille,Levant,"45,00",pièces,,"30,00",,"1,50000",67,,,"67,00","67,50","-0,50",
805,Pascal Fontaine,Marseille,,,14,1750,Import,Oignons de narcisse,Marseille,Levant,"300,00",livres,,"15,00",,"0,75000",225,,,"225,00","225,00","0,00",
806,Pascal Fontaine,Marseille,,,14,1750,Import,Oranges,Marseille,Levant,"13,00",milliers,"10,000",,,"10,00000",130,,,"130,00","130,00","0,00",
807,Pascal Fontaine,Marseille,,,14,1750,Import,Orge,Marseille,Levant,"371,00",charges,"12,000",,,"12,00000",4452,,,"4452,00","4 452,00","0,00",
808,Pascal Fontaine,Marseille,,,14,1750,Import,Peaux d'agneaux en laine,Marseille,Levant,"500,00",en nombre,,"30,00",,"1,50000",750,,,"750,00","750,00","0,00",
809,Pascal Fontaine,Marseille,,,14,1750,Import,Peaux d'agneaux en laine,Marseille,Levant,"1 400,00",livres,,"18,00",,"0,90000",1260,,,"1260,00","1 260,00","0,00",
810,Pascal Fontaine,Marseille,,,14,1750,Import,Peaux de chameaux,Marseille,Levant,"90,00",en nombre,"7,000",,,"7,00000",630,,,"630,00","630,00","0,00",
811,Pascal Fontaine,Marseille,,,14,1750,Import,Peaux de chat  de mer,Marseille,Levant,"200,00",livres,,"40,00",,"2,00000",400,,,"400,00","400,00","0,00",
812,Pascal Fontaine,Marseille,,,14,1750,Import,Peaux de chevron,Marseille,Levant,"1 402,00",en nombre,,"30,00",,"1,50000",2103,,,"2103,00","2 103,00","0,00",
813,Pascal Fontaine,Marseille,,,14,1750,Import,Peaux de chevron,Marseille,Levant,"500,00",livres,,"8,00",,"0,40000",200,,,"200,00","200,00","0,00",
814,Pascal Fontaine,Marseille,,,14,1750,Import,Peaux de lievres,Marseille,Levant,"5 450,00",livres,,"11,00",,"0,55000",2997,,,"2997,00","2 997,50","-0,50",
815,Pascal Fontaine,Marseille,,,14,1750,Import,Peaux de marroquin,Marseille,Levant,"79 296,00",livres,,"30,00",,"1,50000",118944,,,"118944,00","118 944,00","0,00",
816,Pascal Fontaine,Marseille,,,14,1750,Import,Pierres a batir,Marseille,Levant,"700,00",livres,,"10,00",,"0,50000",350,,,"350,00","350,00","0,00",
817,Pascal Fontaine,Marseille,,,15,1750,Import,Pierres cades,Marseille,Levant,"4 700,00",livres,,"1,00",,"0,05000",235,,,"235,00","235,00","0,00",
818,Pascal Fontaine,Marseille,,,15,1750,Import,Pierres d'emery,Marseille,Levant,"35 000,00",livres,,"5,00",,"0,25000",8750,,,"8750,00","8 750,00","0,00",
819,Pascal Fontaine,Marseille,,,15,1750,Import,Pierres de malte,Marseille,Levant,"500,00",livres,,"10,00",,"0,50000",250,,,"250,00","250,00","0,00",
820,Pascal Fontaine,Marseille,,,15,1750,Import,Pipes a fumer,Marseille,Levant,"160,00",grosses,"3,000",,,"3,00000",480,,,"480,00","480,00","0,00",
821,Pascal Fontaine,Marseille,,,15,1750,Import,Plumes d'autruche,Marseille,Levant,"6 103,00",livres,"4,000",,,"4,00000",24412,,,"24412,00","24 412,00","0,00",
822,Pascal Fontaine,Marseille,,,15,1750,Import,Poil de lapin,Marseille,Levant,"420,00",livres,"4,000",,,"4,00000",1680,,,"1680,00","1 680,00","0,00",
823,Pascal Fontaine,Marseille,,,15,1750,Import,Poix raisine,Marseille,Levant,"3 330,00",livres,,"1,00",,"0,05000",166,,,"166,00","166,50","-0,50",
824,Pascal Fontaine,Marseille,,,15,1750,Import,Pomade,Marseille,Levant,"200,00",livres,,"20,00",,"1,00000",200,,,"200,00","200,00","0,00",
825,Pascal Fontaine,Marseille,,,15,1750,Import,Racines de Lizary,Marseille,Levant,"32 667,00",livres,,"5,00",,"0,25000",8166,,,"8166,00","8 166,75","-0,75",
826,Pascal Fontaine,Marseille,,,15,1750,Import,Raisins secs,Marseille,Levant,"605 555,00",livres,,"4,00",,"0,20000",121111,,,"121111,00","121 111,00","0,00",
827,Pascal Fontaine,Marseille,,,15,1750,Import,Rhubarb,Marseille,Levant,"1 814,00",livres,"15,000",,,"15,00000",27210,,,"27210,00","27 210,00","0,00",
828,Pascal Fontaine,Marseille,,,15,1750,Import,Ris,Marseille,Levant,"6 313 950,00",livres,"0,120",,,"0,12000",757674,,,"757674,00","757 674,00","0,00",
829,Pascal Fontaine,Marseille,,,15,1750,Import,Saffranum,Marseille,Levant,"133 785,00",livres,,"12,00",,"0,60000",80271,,,"80271,00","80 271,00","0,00",
830,Pascal Fontaine,Marseille,,,15,1750,Import,Santuaire,Marseille,Levant,"4 000,00",livres,,"20,00",,"1,00000",4000,,,"4000,00","4 000,00","0,00",
831,Pascal Fontaine,Marseille,,,15,1750,Import,Scamonée,Marseille,Levant,"1 746,00",livres,"6,000",,,"6,00000",10476,,,"10476,00","10 476,00","0,00",
832,Pascal Fontaine,Marseille,,,15,1750,Import,Sel armoniac,Marseille,Levant,"32 200,00",livres,,"20,00",,"1,00000",32200,,,"32200,00","32 200,00","0,00",
833,Pascal Fontaine,Marseille,,,15,1750,Import,Sené,Marseille,Levant,"44 022,00",livres,,"25,00",,"1,25000",55027,,,"55027,00","55 027,50","-0,50",
834,Pascal Fontaine,Marseille,,,15,1750,Import,Soude,Marseille,Levant,"589 550,00",livres,"0,080",,,"0,08000",47164,,,"47164,00","47 164,00","0,00",
835,Pascal Fontaine,Marseille,,,15,1750,Import,Souffre,Marseille,Levant,"89 700,00",livres,,"3,00",,"0,15000",13455,,,"13455,00","13 455,00","0,00",
836,Pascal Fontaine,Marseille,,,15,1750,Import,Soye,Marseille,Levant,"240 128,00",livres,"12,000",,,"12,00000",2881536,,,"2881536,00","2 881 536,00","0,00",
837,Pascal Fontaine,Marseille,,,15,1750,Import,Storax,Marseille,Levant,"15 834,00",livres,"4,000",,,"4,00000",63336,,,"63336,00","63 336,00","0,00",
838,Pascal Fontaine,Marseille,,,15,1750,Import,Suif,Marseille,Levant,"2 544,00",livres,,"8,00",,"0,40000",1017,,,"1017,00","1 017,60","-0,60",
839,Pascal Fontaine,Marseille,,,15,1750,Import,Tabac,Marseille,Levant,"344 015,00",livres,,"5,00",,"0,25000",86003,,,"86003,00","86 003,75","-0,75",
840,Pascal Fontaine,Marseille,,,15,1750,Import,Tabatieres d'olivier,Marseille,Levant,"200,00",douzaines,"3,000",,,"3,00000",600,,,"600,00","600,00","0,00",
841,Pascal Fontaine,Marseille,,,15,1750,Import,Tableaux,Marseille,Levant,"4,00",douzaines,"48,000",,,"48,00000",192,,,"192,00","192,00","0,00",
842,Pascal Fontaine,Marseille,,,15,1750,Import,Tamarin,Marseille,Levant,"9 168,00",livres,,"12,00",,"0,60000",5500,,,"5500,00","5 500,80","-0,80",
843,Pascal Fontaine,Marseille,,,15,1750,Import,Tapis de laine,Marseille,Levant,"381,00",pièces,"60,000",,,"60,00000",22860,,,"22860,00","22 860,00","0,00",
844,Pascal Fontaine,Marseille,,,15,1750,Import,Tartre,Marseille,Levant,"8 625,00",livres,"0,240",,,"0,24000",2070,,,"2070,00","2 070,00","0,00",
845,Pascal Fontaine,Marseille,,,15,1750,Import,Terebentine,Marseille,Levant,"100,00",livres,,"6,00",,"0,30000",30,,,"30,00","30,00","0,00",
846,Pascal Fontaine,Marseille,,,15,1750,Import,Terraille,Marseille,Levant,"290 000,00",livres,,"2,00",,"0,10000",29000,,,"29000,00","29 000,00","0,00",
847,Pascal Fontaine,Marseille,,,15,1750,Import,Terre d'ombre,Marseille,Levant,"440 000,00",livres,,"1,00",,"0,05000",22000,,,"22000,00","22 000,00","0,00",
848,Pascal Fontaine,Marseille,,,15,1750,Import,Tete de cuivre en poel,Marseille,Levant,"3 798,00",pièces,,"4,00",,"0,20000",759,,,"759,00","759,60","-0,60",
849,Pascal Fontaine,Marseille,,,15,1750,Import,Toile d'abas,Marseille,Levant,"71,00",pièces,"5,000",,,"5,00000",355,,,"355,00","355,00","0,00",
850,Pascal Fontaine,Marseille,,,15,1750,Import,Toile d'alep,Marseille,Levant,"61,00",pièces,"10,000",,,"10,00000",610,,,"610,00","610,00","0,00",
851,Pascal Fontaine,Marseille,,,15,1750,Import,Toile d'aman,Marseille,Levant,"7 893,00",pièces,"15,000",,,"15,00000",118395,,,"118395,00","118 395,00","0,00",
852,Pascal Fontaine,Marseille,,,15,1750,Import,Toile d'antioche,Marseille,Levant,"19 338,00",pièces,"12,000",,,"12,00000",232056,,,"232056,00","232 056,00","0,00",
853,Pascal Fontaine,Marseille,,,15,1750,Import,Toile d'azur,Marseille,Levant,"884,00",pièces,"6,000",,,"6,00000",5304,,,"5304,00","5 304,00","0,00",
854,Pascal Fontaine,Marseille,,,15,1750,Import,Toile blanche,Marseille,Levant,"100,00",livres,"4,000",,,"4,00000",400,,,"400,00","400,00","0,00",
855,Pascal Fontaine,Marseille,,,15,1750,Import,Toiles diverses,Marseille,Levant,"2 250,00",livres,"3,000",,,"3,00000",6750,,,"6750,00","6 750,00","0,00",
856,Pascal Fontaine,Marseille,,,15,1750,Import,Toile caissie,Marseille,Levant,"5 080,00",pièces,"5,000",,,"5,00000",25400,,,"25400,00","25 400,00","0,00",
857,Pascal Fontaine,Marseille,,,15,1750,Import,Toile embabi,Marseille,Levant,"195,00",pièces,"15,000",,,"15,00000",2925,,,"2925,00","2 925,00","0,00",
858,Pascal Fontaine,Marseille,,,15,1750,Import,Toile d'embalage,Marseille,Levant,"400,00",livres,,"12,00",,"0,60000",240,,,"240,00","240,00","0,00",
859,Pascal Fontaine,Marseille,,,15,1750,Import,Toile killi,Marseille,Levant,"3 877,00",pièces,"9,000",,,"9,00000",34893,,,"34893,00","34 893,00","0,00",
860,Pascal Fontaine,Marseille,,,15,1750,Import,Toile manouf,Marseille,Levant,"2 889,00",pièces,"7,000",,,"7,00000",20223,,,"20223,00","20 223,00","0,00",
861,Pascal Fontaine,Marseille,,,15,1750,Import,Toile de montagne,Marseille,Levant,"2 446,00",pièces,"5,000",,,"5,00000",12230,,,"12230,00","12 230,00","0,00",
862,Pascal Fontaine,Marseille,,,15,1750,Import,Vases de briques,Marseille,Levant,"3,00",douzaines,"4,000",,,"4,00000",12,,,"12,00","12,00","0,00",
863,Pascal Fontaine,Marseille,,,15,1750,Import,Vermichel,Marseille,Levant,"2 200,00",livres,,"4,00",,"0,20000",440,,,"440,00","440,00","0,00",
864,Pascal Fontaine,Marseille,,,15,1750,Import,Verres cassés,Marseille,Levant,"5 350,00",livres,"0,020","0,10",,"0,02500",133,,,"133,00","133,75","-0,75",
865,Pascal Fontaine,Marseille,,,15,1750,Import,Vin de chipres,Marseille,Levant,"127,00",milleroles,"90,000",,,"90,00000",11430,,,"11430,00","11 430,00","0,00",
866,Pascal Fontaine,Marseille,,,15,1750,Import,Vin muscat,Marseille,Levant,"20,00",milleroles,"50,000",,,"50,00000",1000,,,"1000,00","1 000,00","0,00",
867,Pascal Fontaine,Marseille,,,15,1750,Import,Vitriol de chipre,Marseille,Levant,"12 500,00",livres,,"12,00",,"0,60000",7500,,,"7500,00","7 500,00","0,00",
868,Pascal Fontaine,Marseille,,,15,1750,Import,Acier,Marseille,Nord qui comprend les villes ansceatiques,"29 000,00",livres,,"7,00",,"0,35000",10150,,,"10150,00","10 150,00","0,00",
869,Pascal Fontaine,Marseille,,,15,1750,Import,Alun,Marseille,Nord qui comprend les villes ansceatiques,"7 200,00",livres,"0,120",,,"0,12000",864,,,"864,00","864,00","0,00",
870,Pascal Fontaine,Marseille,,,15,1750,Import,Ancres de fer,Marseille,Nord qui comprend les villes ansceatiques,"51 870,00",livres,,"4,00",,"0,20000",10374,,,"10374,00","10 374,00","0,00",
871,Pascal Fontaine,Marseille,,,15,1750,Import,Argent vif,Marseille,Nord qui comprend les villes ansceatiques,"4 650,00",livres,"4,000",,,"4,00000",18600,,,"18600,00","18 600,00","0,00",
872,Pascal Fontaine,Marseille,,,15,1750,Import,Balaine coupée,Marseille,Nord qui comprend les villes ansceatiques,"788,00",livres,"4,000","15,00",,"4,75000",3743,,,"3743,00","3 743,00","0,00",
873,Pascal Fontaine,Marseille,,,15,1750,Import,Bœuf salé,Marseille,Nord qui comprend les villes ansceatiques,"3 000,00",livres,,"7,00",,"0,35000",1050,,,"1050,00","1 050,00","0,00",
874,Pascal Fontaine,Marseille,,,16,1750,Import,Bigues,Marseille,Nord qui comprend les villes ansceatiques,"293,00",pièces,,"40,00",,"2,00000",586,,,"586,00","586,00","0,00",
875,Pascal Fontaine,Marseille,,,16,1750,Import,Billons,Marseille,Nord qui comprend les villes ansceatiques,"180,00",en nombre,"30,000",,,"30,00000",5400,,,"5400,00","5 400,00","0,00",
876,Pascal Fontaine,Marseille,,,16,1750,Import,Blanc de baleine,Marseille,Nord qui comprend les villes ansceatiques,"125,00",livres,"3,000",,,"3,00000",375,,,"375,00","375,00","0,00",
877,Pascal Fontaine,Marseille,,,16,1750,Import,Bled froment,Marseille,Nord qui comprend les villes ansceatiques,"11 341,00",charges,"25,000",,,"25,00000",283525,,,"283525,00","283 525,00","0,00",
878,Pascal Fontaine,Marseille,,,16,1750,Import,Bois de construction,Marseille,Nord qui comprend les villes ansceatiques,"230,00",pièces,"30,000",,,"30,00000",6900,,,"6900,00","6 900,00","0,00",
879,Pascal Fontaine,Marseille,,,16,1750,Import,Boulets de canon,Marseille,Nord qui comprend les villes ansceatiques,"1 980,00",pièces,,"10,00",,"0,50000",990,,,"990,00","990,00","0,00",
880,Pascal Fontaine,Marseille,,,16,1750,Import,Bray sec,Marseille,Nord qui comprend les villes ansceatiques,"421 300,00",livres,,"3,00",,"0,15000",63195,,,"63195,00","63 195,00","0,00",
881,Pascal Fontaine,Marseille,,,16,1750,Import,Cacao,Marseille,Nord qui comprend les villes ansceatiques,"1 200,00",livres,,"28,00",,"1,40000",1680,,,"1680,00","1 680,00","0,00",
882,Pascal Fontaine,Marseille,,,16,1750,Import,Canelle,Marseille,Nord qui comprend les villes ansceatiques,"4 800,00",livres,"6,000",,,"6,00000",28800,,,"28800,00","28 800,00","0,00",
883,Pascal Fontaine,Marseille,,,16,1750,Import,Canons de fer,Marseille,Nord qui comprend les villes ansceatiques,"82,00",pièces,"150,000",,,"150,00000",12300,,,"12300,00","12 300,00","0,00",
884,Pascal Fontaine,Marseille,,,16,1750,Import,Cendres gravelées,Marseille,Nord qui comprend les villes ansceatiques,"500,00",livres,,"2,00",,"0,10000",50,,,"50,00","50,00","0,00",
885,Pascal Fontaine,Marseille,,,16,1750,Import,Chanvre cru,Marseille,Nord qui comprend les villes ansceatiques,"376 200,00",livres,"0,180",,,"0,18000",67716,,,"67716,00","67 716,00","0,00",
886,Pascal Fontaine,Marseille,,,16,1750,Import,Charbon de pierre,Marseille,Nord qui comprend les villes ansceatiques,"306,00",tonneaux,"8,000",,,"8,00000",2448,,,"2448,00","2 448,00","0,00",
887,Pascal Fontaine,Marseille,,,16,1750,Import,Cire jaune,Marseille,Nord qui comprend les villes ansceatiques,"5 500,00",livres,,"27,00",,"1,35000",7425,,,"7425,00","7 425,00","0,00",
888,Pascal Fontaine,Marseille,,,16,1750,Import,Cloux de fer,Marseille,Nord qui comprend les villes ansceatiques,"6 000,00",livres,,"5,00",,"0,25000",1500,,,"1500,00","1 500,00","0,00",
889,Pascal Fontaine,Marseille,,,16,1750,Import,Cordes de chanvre,Marseille,Nord qui comprend les villes ansceatiques,"29 000,00",livres,,"6,00",,"0,30000",8700,,,"8700,00","8 700,00","0,00",
890,Pascal Fontaine,Marseille,,,16,1750,Import,Cuirs de vache de Russie,Marseille,Nord qui comprend les villes ansceatiques,"1 000,00",livres,,"24,00",,"1,20000",1200,,,"1200,00","1 200,00","0,00",
891,Pascal Fontaine,Marseille,,,16,1750,Import,Cuivre tangoul,Marseille,Nord qui comprend les villes ansceatiques,"9 100,00",livres,,"18,00",,"0,90000",8190,,,"8190,00","8 190,00","0,00",
892,Pascal Fontaine,Marseille,,,16,1750,Import,Drogueries,Marseille,Nord qui comprend les villes ansceatiques,"8 000,00",livres,,"20,00",,"1,00000",8000,,,"8000,00","8 000,00","0,00",
893,Pascal Fontaine,Marseille,,,16,1750,Import,Fayance,Marseille,Nord qui comprend les villes ansceatiques,"250,00",livres,,"10,00",,"0,50000",125,,,"125,00","125,00","0,00",
894,Pascal Fontaine,Marseille,,,16,1750,Import,Fer en barres,Marseille,Nord qui comprend les villes ansceatiques,"3 018 800,00",livres,"0,140","0,10",,"0,14500",437726,,,"437726,00","437 726,00","0,00",
895,Pascal Fontaine,Marseille,,,16,1750,Import,Fer blanc,Marseille,Nord qui comprend les villes ansceatiques,"145 500,00",livres,,"12,00",,"0,60000",87300,,,"87300,00","87 300,00","0,00",
896,Pascal Fontaine,Marseille,,,16,1750,Import,Fer en feuilles,Marseille,Nord qui comprend les villes ansceatiques,"7 500,00",livres,,"10,00",,"0,50000",3750,,,"3750,00","3 750,00","0,00",
897,Pascal Fontaine,Marseille,,,16,1750,Import,Garence,Marseille,Nord qui comprend les villes ansceatiques,"7 500,00",livres,,"8,00",,"0,40000",3000,,,"3000,00","3 000,00","0,00",
898,Pascal Fontaine,Marseille,,,16,1750,Import,Gaudron,Marseille,Nord qui comprend les villes ansceatiques,"1 256 600,00",livres,,"3,00",,"0,15000",188490,,,"188490,00","188 490,00","0,00",
899,Pascal Fontaine,Marseille,,,16,1750,Import,Harans blancs,Marseille,Nord qui comprend les villes ansceatiques,"49,00",barils,"20,000",,,"20,00000",980,,,"980,00","980,00","0,00",
900,Pascal Fontaine,Marseille,,,16,1750,Import,Harans fumés,Marseille,Nord qui comprend les villes ansceatiques,"105,00",barils,"24,000",,,"24,00000",2520,,,"2520,00","2 520,00","0,00",
901,Pascal Fontaine,Marseille,,,16,1750,Import,Huile de poisson,Marseille,Nord qui comprend les villes ansceatiques,"596 500,00",livres,,"4,00",,"0,20000",119300,,,"119300,00","119 300,00","0,00",
902,Pascal Fontaine,Marseille,,,16,1750,Import,Laine de vigogne,Marseille,Nord qui comprend les villes ansceatiques,"1 200,00",livres,"15,000",,,"15,00000",18000,,,"18000,00","18 000,00","0,00",
903,Pascal Fontaine,Marseille,,,16,1750,Import,Librairie et estampes,Marseille,Nord qui comprend les villes ansceatiques,"250,00",livres,"3,000",,,"3,00000",750,,,"750,00","750,00","0,00",
904,Pascal Fontaine,Marseille,,,16,1750,Import,Matures,Marseille,Nord qui comprend les villes ansceatiques,"711,00",en nombre,"2000,000",,,"2 000,00000",1422000,,,"1422000,00","1 422 000,00","0,00",
905,Pascal Fontaine,Marseille,,,16,1750,Import,Merceries,Marseille,Nord qui comprend les villes ansceatiques,"1 500,00",livres,"3,000","10,00",,"3,50000",5250,,,"5250,00","5 250,00","0,00",
906,Pascal Fontaine,Marseille,,,16,1750,Import,Morues seches,Marseille,Nord qui comprend les villes ansceatiques,"14 468 000,00",livres,,"3,00",,"0,15000",2170200,,,"2170200,00","2 170 200,00","0,00",
907,Pascal Fontaine,Marseille,,,16,1750,Import,Morues vertes,Marseille,Nord qui comprend les villes ansceatiques,"299 500,00",livres,,"6,00",,"0,30000",89850,,,"89850,00","89 850,00","0,00",
908,Pascal Fontaine,Marseille,,,16,1750,Import,Noir de fumée,Marseille,Nord qui comprend les villes ansceatiques,"200,00",livres,,"12,00",,"0,60000",120,,,"120,00","120,00","0,00",
909,Pascal Fontaine,Marseille,,,16,1750,Import,Peaux de lievres,Marseille,Nord qui comprend les villes ansceatiques,"4 650,00",livres,,"11,00",,"0,55000",2557,,,"2557,00","2 557,50","-0,50",
910,Pascal Fontaine,Marseille,,,16,1750,Import,Planches de sapin,Marseille,Nord qui comprend les villes ansceatiques,"4 174,00",douzaines,"9,000",,,"9,00000",37566,,,"37566,00","37 566,00","0,00",
911,Pascal Fontaine,Marseille,,,16,1750,Import,Plaques de fer,Marseille,Nord qui comprend les villes ansceatiques,"744,00",en nombre,,"20,00",,"1,00000",744,,,"744,00","744,00","0,00",
912,Pascal Fontaine,Marseille,,,16,1750,Import,Plomb en saumon,Marseille,Nord qui comprend les villes ansceatiques,"542 000,00",livres,,"4,00",,"0,20000",108400,,,"108400,00","108 400,00","0,00",
913,Pascal Fontaine,Marseille,,,16,1750,Import,Poivre,Marseille,Nord qui comprend les villes ansceatiques,"11 000,00",livres,,"32,00",,"1,60000",17600,,,"17600,00","17 600,00","0,00",
914,Pascal Fontaine,Marseille,,,16,1750,Import,Porcelaine,Marseille,Nord qui comprend les villes ansceatiques,"200,00",livres,"5,000",,,"5,00000",1000,,,"1000,00","1 000,00","0,00",
915,Pascal Fontaine,Marseille,,,16,1750,Import,Poutres,Marseille,Nord qui comprend les villes ansceatiques,"489,00",en nombre,"20,000",,,"20,00000",9780,,,"9780,00","9 780,00","0,00",
916,Pascal Fontaine,Marseille,,,16,1750,Import,Saumon salé,Marseille,Nord qui comprend les villes ansceatiques,"205,00",barils,"36,000",,,"36,00000",7380,,,"7380,00","7 380,00","0,00",
917,Pascal Fontaine,Marseille,,,16,1750,Import,Saumon salé,Marseille,Nord qui comprend les villes ansceatiques,"5 700,00",livres,,"5,00",,"0,25000",1425,,,"1425,00","1 425,00","0,00",
918,Pascal Fontaine,Marseille,,,16,1750,Import,Saumure,Marseille,Nord qui comprend les villes ansceatiques,"480,00",livres,,"4,00",,"0,20000",96,,,"96,00","96,00","0,00",
919,Pascal Fontaine,Marseille,,,16,1750,Import,Stocfiche,Marseille,Nord qui comprend les villes ansceatiques,"256 600,00",livres,,"3,00",,"0,15000",38490,,,"38490,00","38 490,00","0,00",
920,Pascal Fontaine,Marseille,,,16,1750,Import,Suif,Marseille,Nord qui comprend les villes ansceatiques,"14 100,00",livres,,"8,00",,"0,40000",5640,,,"5640,00","5 640,00","0,00",
921,Pascal Fontaine,Marseille,,,16,1750,Import,Toille blanche,Marseille,Nord qui comprend les villes ansceatiques,"1 000,00",livres,"4,000",,,"4,00000",4000,,,"4000,00","4 000,00","0,00",
922,Pascal Fontaine,Marseille,,,16,1750,Import,Toille a voile,Marseille,Nord qui comprend les villes ansceatiques,"500,00",pièces,"26,000",,,"26,00000",13000,,,"13000,00","13 000,00","0,00",
923,Pascal Fontaine,Marseille,,,16,1750,Import,Verres de cristal,Marseille,Nord qui comprend les villes ansceatiques,"500,00",livres,,"40,00",,"2,00000",1000,,,"1000,00","1 000,00","0,00",
924,Pascal Fontaine,Marseille,,,16,1750,Import,Vitriol blanc,Marseille,Nord qui comprend les villes ansceatiques,"1 200,00",livres,,"12,00",,"0,60000",720,,,"720,00","720,00","0,00",
925,Pascal Fontaine,Marseille,,,16,1750,Import,Baleine coupée,Marseille,Portugal,"5 500,00",livres,"4,000","15,00",,"4,75000",26125,,,"26125,00","26 125,00","0,00",
926,Pascal Fontaine,Marseille,,,16,1750,Import,Beurre,Marseille,Portugal,"9 600,00",livres,,"8,00",,"0,40000",3840,,,"3840,00","3 840,00","0,00",
927,Pascal Fontaine,Marseille,,,16,1750,Import,Bois de campeche,Marseille,Portugal,"201 600,00",livres,,"3,00",,"0,15000",30240,,,"30240,00","30 240,00","0,00",
928,Pascal Fontaine,Marseille,,,16,1750,Import,Cacao,Marseille,Portugal,"34 250,00",livres,,"26,00",,"1,30000",44525,,,"44525,00","44 525,00","0,00",
929,Pascal Fontaine,Marseille,,,16,1750,Import,Canelle,Marseille,Portugal,"6 000,00",livres,"6,000",,,"6,00000",36000,,,"36000,00","36 000,00","0,00",
930,Pascal Fontaine,Marseille,,,16,1750,Import,Canelle gerofflée,Marseille,Portugal,"21 500,00",livres,,"12,00",,"0,60000",12900,,,"12900,00","12 900,00","0,00",
931,Pascal Fontaine,Marseille,,,17,1750,Import,Chanvre cru,Marseille,Portugal,"163 600,00",livres,"0,180",,,"0,18000",29448,,,"29448,00","29 448,00","0,00",
932,Pascal Fontaine,Marseille,,,17,1750,Import,Cornes de mouton,Marseille,Portugal,"75 500,00",paires,,"1,00",,"0,05000",3775,,,"3775,00","3 775,00","0,00",
933,Pascal Fontaine,Marseille,,,17,1750,Import,Dents d'elephant,Marseille,Portugal,"272,00",en nombre,,"40,00",,"2,00000",544,,,"544,00","544,00","0,00",
934,Pascal Fontaine,Marseille,,,17,1750,Import,Drogueries,Marseille,Portugal,"600,00",livres,,"20,00",,"1,00000",600,,,"600,00","600,00","0,00",
935,Pascal Fontaine,Marseille,,,17,1750,Import,Herbes d'orseille,Marseille,Portugal,"52 600,00",livres,,"20,00",,"1,00000",52600,,,"52600,00","52 600,00","0,00",
