line_number,source_type,year,customs_region,customs_office,partner,exports_imports,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,customs_office,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
648,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Droguerie,,,1620,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
649,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Eau de vie,,,24240,,303,bariques,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
650,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etoffe de soye or et argent,,,26560,,332,livres,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,17,,,,,Thasectra,,,,,,,,,,,,
651,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etoffe de soye,,,88480,,2212,livres,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
652,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etoffe soye et laine,,,3330,,222,livres,15,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
653,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etoffe fil et laine,,,442,,442,aunes,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
654,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etamine de Reims,,,165,,150,aunes,1.1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
655,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etamine de laine,,,8050,,6714,aunes,1.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
656,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etamine de laine,,,2868,,956,livres,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
657,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etain ouvré,,,1249,,1136,livres,1.1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
658,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Etuves de fer,,,555,,3700,livres,0.15,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
659,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fèves,,,14160,,177,bariques,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
660,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Farine,,,,,1990,barils,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
661,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Farine,,,,,2832,quarts ,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
662,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Figues,,,98,,700,livres,0.14,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
663,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fromage de gruyère,,,440,,1100,livres,0.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
664,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fromage d'Hollande,,,1190,,5950,livres,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
665,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fil de Rennes,,,1597,,1065,livres,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
666,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fil à laine,,,28800,,1600,livres,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
667,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fayance,,,4167,,926,douzaines,4.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
668,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fusils ,,,7770,,1036,pièces,7.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
669,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fer blanc,,,600,,6,barils,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
670,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fer blanc,,,90,,300,feuilles,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
671,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Ferrements,,,26350,,105400,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
672,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fer en barres,,,,,36950,livres,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
673,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fleaux de fer,,,,,800,livres,0.04,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
674,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fer ouvré en grilles,,,12972,,129725,livres,0.1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
675,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Fer de fonte ouvré,,,25225,,100900,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
676,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Formes de terre à faire,,,16287,,65150,en nombre,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
677,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Feuillards,,,0,,130,paquets,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
678,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Gras double,,,0,,200,livres,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
679,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Galon d'or,,,3960,,33,livres,120,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
680,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Galon or et argent,,,17920,,160,livres,112,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
681,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Galon de livrée,,,160,,10,livres,16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
682,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Gants de peau,,,9200,,460,livres,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
683,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Gaudron,,,416,,26,quarts ,16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
684,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Huile d'olive,,,1575,,4500,livres,0.35,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
685,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Huile de morue,,,400,,4,bariques,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
686,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Huile à brusler,,,360,,400,pots,0.9,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
687,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Huile à brusler,,,731,,2925,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
688,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Habits de peau,,,80,,8,pièces,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
689,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Jambon,,,585,,1300,livres,0.45,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
690,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Jupons d'étoffe et soye brodés d'or,,,300,,1,en nombre,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
691,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Lard,,,9292,,58075,livres,0.16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
692,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Lattes,,,600,,20,milliers,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,18,,,,,Thasectra,,,,,,,,,,,,
693,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Lignes à pescher,,,225,,300,livres,0.75,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
694,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Morue verte,,,80,,250,poignées,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
695,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Morue seche,,,,,19250,livres,0.7,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
696,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Mousselines des Indes,,,6000,,100,pièces,60,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
697,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Mouchoirs des Indes,,,5424,,226,pièces,24,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
698,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Mouchoirs de Rouen,,,350,,20,pièces,16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
699,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Mercerie fine,,,285966,,47661,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
700,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Meubles et habillements,,,73100,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
701,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Mèches,,,,,50,livres,0.12,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,Quantité et prix raisonnables. J’enlève la valeur (600),,,,,,,,,,
702,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Marmites de fer,,,120,,96,pièces,1.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
703,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Marmites de fer,,,540,,2700,livres,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
704,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Mortiers de marbre,,,40,,8,pièces,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
705,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Meules à eguiser,,,240,,120,en nombre,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
706,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Noix,,,25,,25,milliers,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
707,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Or battu,,,,,200,feuilles,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
708,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Ozier,,,,,13,fournitures,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,"3 livres le mille semble s’appliquer à toutes les quantités (ie 3 lt la fourniture, la barrique, la botte)… Le total est le bon (8166). Je le soupçonne d’avoir fait n’importe quoi et j’enlève…",,,,,,,,,,
709,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Ozier,,,,,454,bariques,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,"3 livres le mille semble s’appliquer à toutes les quantités (ie 3 lt la fourniture, la barrique, la botte)… Le total est le bon (8166). Je le soupçonne d’avoir fait n’importe quoi et j’enlève…",,,,,,,,,,
710,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Ozier,,,,,2236,bottes,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,"3 livres le mille semble s’appliquer à toutes les quantités (ie 3 lt la fourniture, la barrique, la botte)… Le total est le bon (8166). Je le soupçonne d’avoir fait n’importe quoi et j’enlève…",,,,,,,,,,
711,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Ozier,,,,,19,milliers,3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,"3 livres le mille semble s’appliquer à toutes les quantités (ie 3 lt la fourniture, la barrique, la botte)… Le total est le bon (8166). Je le soupçonne d’avoir fait n’importe quoi et j’enlève…",,,,,,,,,,
712,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Pois sec,,,,,106,bariques,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
713,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Pois sec,,,,,14,quarts ,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,29 sols le boisseaux pour un total de 2957 ? A probablement fait n’importe quoi,,,,,,,,,,
714,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Poivre,,,3762,,3010,livres,1.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
715,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Pruneaux de Sainte Catherine,,,60,,200,livres,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
716,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Peinture,,,120,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
717,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Peaux de veau tannées,,,3720,,145,douzaines,26,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
718,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Parapluye,,,24,,12,pièces,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
719,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Papier à écrire,,,4812,,9634,livres,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
720,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Papier doré et marbré,,,0,,160,livres,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
721,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Pistolets,,,24,,2,paires,12,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
722,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Poudre à tirer,,,40000,,400,livres,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
723,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Poudre à poudrer,,,200,,1000,livres,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
724,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Plomb en grenaille,,,2626,,10100,livres,0.26,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
725,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Plomb en rouleau,,,2397,,9225,livres,0.26,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
726,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Plomb en saumon,,,2400,,1000,livres,2.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
727,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Poids de fer,,,1006,,9550,livres,0.12,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
728,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Porcelaine des Indes,,,29650,,5930,livres,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,,,,,,,,,,,
729,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Pipes à fumer,,,9060,,2530,grosses,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,19,,,,,Thasectra,,"Je lis 40s la grosse (et pas 10) mais cela ne colle pas plus.  D’après les autres flux, plutôt 4lt la grosse, ce qui colle mieux",,,,,,,,,,
730,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Pots de terre à faire,,,3308,,13234,livres,0.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
731,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Potterie de terre,,,162,,54,douzaines,3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
732,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Pierres à fusils,,,12,,12,milliers,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
733,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Pierres de grisons,,,0,,15,cens,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
734,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Planches de sapin,,,2190,,2190,pièces,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
735,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Quincaille,,,17012,,17012,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
736,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Raz de Saint Maur,,,600,,20,livres,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
737,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Raz de laine,,,200,,200,aunes,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
738,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Revesche,,,137,,125,aunes,1.1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
739,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Ruban or et argent,,,1170,,9,livres,130,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
740,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Ruban de soye,,,6500,,100,livres,65,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
741,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Roues à cabroues,,,14800,,185,paires,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
742,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Roues à chaises,,,1850,,25,paires,70,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
743,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Raisin sec,,,454,,2675,livres,0.17,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
744,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Sel,,,1052,,19.5,muids,55,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
745,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Sel,,,750,,15,charges,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
746,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Sel,,,0,,151,bariques,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
747,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Sucre en pain,,,348,,600,livres,0.58,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
748,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Saumon salé,,,2040,,34,tierçons,60,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
749,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Saumon salé,,,240,,6,barils,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
750,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Sardines pressées,,,1680,,70,bariques,24,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
751,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Salsepareille,,,824,,206,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
752,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Soyrie,,,15500,,387.5,livres,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
753,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Soye à coudre,,,240,,10,livres,24,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
754,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Sarge drapée,,,6012,,1002,aunes,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
755,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Sarge drapée,,,10500,,2100,livres,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
756,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Sarge de laine,,,3351,,3825,aunes,0.9,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
757,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Siamoise,,,168,,140,aunes,1.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
758,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Saines à pescher,,,0,,1950,livres,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
759,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Soufflets de forge,,,60,,2,pièces,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
760,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Selles de cheval,,,16675,,667,pièces,25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
761,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Souliers,,,12432,,4973,pièces,2.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
762,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Savon,,,4405,,13350,livres,0.33,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
763,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Suif,,,26865,,89550,livres,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
764,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Souffre,,,2250,,150,livres,15,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
765,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Thé vers,,,428,,130,livres,3.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
766,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Toiles de Bretagne,,,2145728,,536432,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
767,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Toile de coton des Indes,,,35000,,700,pièces,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
768,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Toile peinte,,,0,,35,livres,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
769,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Tables à jouer,,,60,,6,pièces,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
