numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
1557,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Angleterre,41929,119390,1537669,livres,72328,,,,0
1558,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Hollande,3217,10775,1537669,livres,72328,,,,0
1559,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Villes hanséatiques,4950,,1537669,,72328,,,,0
1560,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Danemark,499,1730,1537669,livres,72328,,,,0
1561,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Suède,3624,10114,1537669,livres,72328,,,,0
1562,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Prusse,1137,4179,1537669,livres,72328,,,,0
1563,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Russie,15693,53146,1537669,livres,72328,,,,0
1564,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; salés ; olives,Amérique,979,3407,1537669,livres,72328,,,,0
1565,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; divers,Angleterre,16441,,1537669,,58285,1035897,,,0
1566,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; divers,Hollande,2666,,1537669,,58285,1035897,,,0
1567,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; divers,Villes hanséatiques,1471,,1537669,,58285,1035897,,,0
1568,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; divers,Empreur,13034,,1537669,,58285,1035897,,,0
1569,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; divers,Pologne,19357,,1537669,,58285,1035897,,,0
1570,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; divers,Suisse,5316,,1537669,,58285,1035897,,,0
1571,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; avelines et Noisettes,Espagne,1059,10593,1537669,livres,11485,1035897,,,0
1572,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; avelines et Noisettes,Danemark,6411,,1537669,,11485,1035897,,,0
1573,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; avelines et Noisettes,Suède,307,,1537669,,11485,1035897,,,0
1574,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; avelines et Noisettes,Prusse,160,,1537669,,11485,1035897,,,0
1575,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; avelines et Noisettes,Russie,2312,31,1537669,livres,11485,1035897,,,0
1576,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; avelines et Noisettes,Amérique,1236,11800,1537669,livres,11485,1035897,,,0
1577,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; figues,Sardaigne,9599,58410,1537669,livres,69157,1035897,,,0
1578,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; figues,Gènes,5317,44589,1537669,livres,69157,1035897,,,0
1579,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; figues,Angleterre,2476,,1537669,,69157,1035897,,,0
1580,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; figues,Empreur,43199,201749,1537669,livres,69157,1035897,,,0
1581,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; figues,Suisse,6789,33946,1537669,livres,69157,1035897,,,0
1582,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; figues,Suède,1777,13668,1537669,livres,69157,1035897,,,0
1583,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; noix,Sardaigne,16442,65768,1537669,livres,1035897,,,,0
1584,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Espagne,4405,22574,1537669,livres,762613,1035897,,,0
1585,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Sardaigne,1915,6385,1537669,livres,762613,1035897,,,0
1586,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Angleterre,133990,662726,1537669,livres,762613,1035897,,,0
1587,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Hollande,105808,517972,1537669,livres,762613,1035897,,,0
1588,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Villes hanséatiques,215946,1100000,1537669,livres,762613,1035897,,,0
1589,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Empreur,69070,345200,1537669,livres,762613,1035897,,,0
1590,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Danemark,59145,283331,1537669,livres,762613,1035897,,,0
1591,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Suède,61790,308326,1537669,livres,762613,1035897,,,0
1592,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Prusse,32637,162897,1537669,livres,762613,1035897,,,0
1593,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Russie,77067,380191,1537669,livres,762613,1035897,,,0
1594,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,108,Fruits ; secs ; pruneaux,Amérique,840,4190,1537669,livres,762613,1035897,,,0
1595,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Sardaigne,13750,243582,1537669,livres,117915,1035897,,,0
1596,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Toscane,9600,40000,1537669,livres,117915,1035897,,,0
1597,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Angleterre,39638,125612,1537669,livres,117915,1035897,,,0
1598,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Hollande,3707,19325,1537669,livres,117915,1035897,,,0
1599,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Villes hanséatiques,8006,33353,1537669,livres,117915,1035897,,,0
1600,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Empreur,1581,5295,1537669,livres,117915,1035897,,,0
1601,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Suisse,21830,80611,1537669,livres,117915,1035897,,,0
1602,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Danemark,13717,57125,1537669,livres,117915,1035897,,,0
1603,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Suède,4084,16807,1537669,livres,117915,1035897,,,0
1604,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Prusse,34,114,1537669,livres,117915,1035897,,,0
1605,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Russie,4,15,1537669,livres,117915,1035897,,,0
1606,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; secs ; raisins,Amérique,1964,7220,1537669,livres,117915,1035897,,,0
1607,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Fruits ; des Indes et des Îles ; pistaches,Gènes,36448,16199,1537669,livres,36448,,,,0
1608,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Futailles viudes,Espagne,5035,,47594,,,,,,0
1609,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Futailles viudes,Gènes,1640,193,47594,livres,,,,,0
1610,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Futailles viudes,Barbarie,22822,2685,47594,livres,,,,,0
1611,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Futailles viudes,Levant,8253,971,47594,livres,,,,,0
1612,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Futailles viudes,Hollande,7252,,47594,,,,,,0
1613,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Futailles viudes,Danemark,1164,291,47594,livres,,,,,0
1614,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Futailles viudes,Prusse,1428,357,47594,livres,,,,,0
1615,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Galons ; en or et argent fin,Espagne,77544,782,782052,livres,779628,,,,0
1616,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Galons ; en or et argent fin,Sardaigne,648425,5546,782052,livres,779628,,,,0
1617,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Galons ; en or et argent fin,Hollande,15000,,782052,,779628,,,,0
1618,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Galons ; en or et argent fin,Empreur,12035,70125,782052,livres,779628,,,,0
1619,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Galons ; en or et argent fin,Pologne,26624,552,782052,????,779628,,,,0
1620,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Galons ; en dorure fausse,Sardaigne,1224,102,782052,livres,2424,,,,0
1621,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,110,Galons ; en dorure fausse,Angleterre,1200,100,782052,livres,2424,,,,0
1622,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Espagne,11198,538,452179,douzaines,99925,,,,0
1623,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Portugal,520,56,452179,douzaines,99925,,,,0
1624,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Angleterre,15787,,452179,,99925,,,,0
1625,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Hollande,8856,118,452179,douzaines,99925,,,,0
1626,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Villes hanséatiques,1770,160,452179,livres,99925,,,,0
1627,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Empreur,22582,2165,452179,livres,99925,,,,0
1628,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Pologne,17158,1258,452179,livres,99925,,,,0
1629,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Danemark,1164,1164,452179,paires,99925,,,,0
1630,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Suède,4485,115,452179,livres,99925,,,,0
1631,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Russie,5367,586,452179,livres,99925,,,,0
1632,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; divers,Amérique,11039,861,452179,douzaines,99925,,,,0
1633,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Espagne,3420,285,452179,douzaines,352254,,,,0
1634,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Sardaigne,28002,1557,452179,livres,352254,,,,0
1635,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Etats ecclésiastiques,6132,511,452179,livres,352254,,,,0
1636,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Angleterre,21660,1805,452179,livres,352254,,,,0
1637,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Hollande,29940,2495,452179,livres,352254,,,,0
1638,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Empreur,34380,2865,452179,livres,352254,,,,0
1639,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Pologne,174120,14510,452179,livres,352254,,,,0
1640,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Russie,10140,645,452179,livres,352254,,,,0
1641,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gants ; de grenoble,Amérique,44460,3705,452179,livres,352254,,,,0
1642,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Espagne,487897,6275,5880552,livres,5531984,,,,0
1643,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Portugal,2400,30,5880552,livres,5531984,,,,0
1644,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Sardaigne,1388560,17455,5880552,livres,5531984,,,,0
1645,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Gènes,69040,863,5880552,livres,5531984,,,,0
1646,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Toscane,608865,7707.29980469,5880552,livres,5531984,,,,0
1647,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Etats ecclésiastiques,65240,825.5,5880552,livres,5531984,,,,0
1648,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Naples,139900,1748.75,5880552,livres,5531984,,,,0
1649,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Venise,47180,582.5,5880552,livres,5531984,,,,0
1650,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Levant,2880,36,5880552,livres,5531984,,,,0
1651,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Angleterre,39366,,5880552,,5531984,,,,0
1652,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Hollande,112850,1410,5880552,livres,5531984,,,,0
1653,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Villes hanséatiques,30004,371.75,5880552,livres,5531984,,,,0
1654,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Empreur,167527,2173,5880552,livres,5531984,,,,0
1655,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Pologne,1967192,24397.4003906,5880552,livres,5531984,,,,0
1656,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Suisse,318823,3983.55004883,5880552,livres,5531984,,,,0
1657,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Prusse,4400,55,5880552,livres,5531984,,,,0
1658,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Russie,77460,968.25,5880552,livres,5531984,,,,0
1659,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,112,Gazes ; de soie,Amérique,2400,30,5880552,livres,5531984,,,,0
