numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
388,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Babouches,Marseille,Italie,50,Douzaines,18,900,0,
389,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Balais de palmes,Marseille,Italie,250,Douzaines,"0,9",225,0,
390,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Balauste,Marseille,Italie,707,Livres,"0,5",353,"0,5",
391,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Baleine coupée,Marseille,Italie,300,Livres,5,1500,0,
392,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bas de chamois,Marseille,Italie,12,Douzaines de paires,25,300,0,
393,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bas de chamois,Marseille,Italie,250,Livres,2,500,0,
394,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bas de coton,Marseille,Italie,1814,Livres,5,9070,0,
395,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bas de fil,Marseille,Italie,144,Livres,5,720,0,
396,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bas de filozelle,Marseille,Italie,368,Livres,15,5520,0,
397,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bas de laine,Marseille,Italie,8990,Livres,6,53940,0,
398,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bas de Soye,Marseille,Italie,105,Douzaines de paires,12,1260,0,
399,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bas de Soye,Marseille,Italie,"1501,5",Livres,40,60060,0,
400,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Batanonis,Marseille,Italie,413,pièces,4,1652,0,
401,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bazannes tannées,Marseille,Italie,1073,Douzaines,10,10730,0,
402,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bazannes tannées,Marseille,Italie,22545,Livres,1,22545,0,
403,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bœuf salé,Marseille,Italie,22000,Livres,"0,2",4400,0,
404,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Benjoin,Marseille,Italie,17781,Livres,5,88905,0,
405,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Beurre,Marseille,Italie,2146,Livres,"0,3",643,"0,8",
406,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bierre,Marseille,Italie,3800,Livres,"0,1",380,0,
407,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Biscuits de mer,Marseille,Italie,9850,Livres,"0,15",1477,"0,5",
408,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bled froment,Marseille,Italie,2910,Charges,30,87300,0,
409,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,18,1747,Exports,Bled froment,Marseille,Italie,750,Livres,"0,1",75,0,
410,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bois de Brezil,Marseille,Italie,8226,Livres,"0,25",2056,"0,5",
411,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bois a bruler,Marseille,Italie,6800,Livres,"0,01",68,0,
412,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bois de campesche,Marseille,Italie,21550,Livres,"0,16",3448,0,
413,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bois fustel,Marseille,Italie,6270,Livres,"0,05",313,"0,5",
414,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bois Sainte marthe,Marseille,Italie,900,Livres,"0,2",180,0,
415,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bonnets de coton,Marseille,Italie,37,Douzaines,7,259,0,
416,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,bonnets de laine,Marseille,Italie,4174,Douzaines,10,41740,0,
417,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bouchons de liege,Marseille,Italie,1450,Livres,3,4350,0,
418,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bourre a bastier,Marseille,Italie,200,Livres,"0,1",20,0,
419,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bours fil et coton,Marseille,Italie,12,Pieces,6,72,0,
420,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bouteille de verre,Marseille,Italie,39814,Livres,"0,2",7962,"0,8",
421,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Boyaux de mouton salés,Marseille,Italie,12060,Livres,"0,15",1809,0,
422,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Bray sec,Marseille,Italie,60753,Livres,"0,1",6075,"0,3",
423,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Briquets,Marseille,Italie,8,Milliers,12,96,0,
424,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Brun rouge,Marseille,Italie,23700,Livres,"0,05",1185,0,
425,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Cacao,Marseille,Italie,68626,Livres,"1,4",96076,"0,4",
426,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Caffé,Marseille,Italie,135633,Livres,"1,5",203449,"0,5",
427,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Callemande,Marseille,Italie,224,Pieces,70,15680,0,
428,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Callemande,Marseille,Italie,960,Livres,3,2880,0,
429,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Camphre,Marseille,Italie,108,Livres,3,324,0,
430,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Canefice,Marseille,Italie,25466,Livres,"0,3",7639,"0,8",
431,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Canelle,Marseille,Italie,2682,Livres,"6,5",17433,0,
432,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Cantarides,Marseille,Italie,1770,Livres,4,7080,0,
433,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,19,1747,Exports,Capres,Marseille,Italie,135025,Livres,"0,3",40507,"0,5",
434,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cardes a carder,Marseille,Italie,2000,Livres,"0,15",300,0,
435,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Carte geometriques,Marseille,Italie,200,Livres,30,6000,0,
436,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cartes a joüer,Marseille,Italie,237,Grosses,18,4284,-18,Erreur de calcul
437,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cartons,Marseille,Italie,4700,Livres,"0,1",470,0,
438,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Ceintures de coton,Marseille,Italie,20,Douzaines,12,240,0,
439,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Ceruze,Marseille,Italie,3151,Livres,"0,2",630,"0,2",
440,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chair salée,Marseille,Italie,7825,Livres,"0,25",1956,"0,25",
441,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chaises de paille,Marseille,Italie,52,Douzaines,18,936,0,
442,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chandelle,Marseille,Italie,16562,Livres,"0,45",7352,"100,9",Erreur de calcul
443,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chanvre peigné,Marseille,Italie,2330,Livres,"0,4",932,0,
444,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chapelleries de castor ,Marseille,Italie,18,Douzaines,12,216,0,
445,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chapelleries de castor ,Marseille,Italie,1000,Livres,"0,5",500,0,
446,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Charbon de pierres,Marseille,Italie,40,Chapeaux,2,80,0,
447,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Charbon de pierres,Marseille,Italie,48950,Livres,"0,04",1958,0,
448,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Charbon de terre,Marseille,Italie,2000,Livres,"0,02",40,0,
449,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chataignes fraisches,Marseille,Italie,40,Charges,15,600,0,
450,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chataignes seches,Marseille,Italie,10500,Livres,"0,06",630,0,
451,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cheveux,Marseille,Italie,819,Livres,30,24570,0,
452,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Chocolat,Marseille,Italie,770,Livres,"3,5",2695,0,
453,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cinabre,Marseille,Italie,200,Livres,4,800,0,
454,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cire blanche ouvrée,Marseille,Italie,12509,Livres,"1,8",22516,"0,2",
455,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cire d'Espagne,Marseille,Italie,110,Livres,4,440,0,
456,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cire jaune,Marseille,Italie,20628,Livres,"1,4",28878,"1,2",Arrondi
457,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,20,1747,Exports,Cavadille,Marseille,Italie,665,Livres,1,665,0,
458,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Clous de fer,Marseille,Italie,15072,Livres,"0,25",3768,0,
459,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Cochenille,Marseille,Italie,4013,Livres,16,64208,0,
460,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Cochon salé,Marseille,Italie,27925,Livres,"0,4",11170,0,
461,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Colle forte,Marseille,Italie,12143,Livres,"0,4",4857,"0,2",
462,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Coloquinte,Marseille,Italie,300,Livres,"1,25",375,0,
463,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Colombine,Marseille,Italie,18,Charges,4,72,0,
464,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Confitures,Marseille,Italie,5925,Livres,1,5925,0,
465,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Corail blanc,Marseille,Italie,48,Livres,3,144,0,
466,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Corail ouvré,Marseille,Italie,1534,Livres,160,245440,0,
467,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Cordages d'espars,Marseille,Italie,1813,Douzaines,7,12691,0,
468,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Cornes de cerf,Marseille,Italie,403,Livres,"0,25",80,"20,75",Erreur de calcul
469,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Coton filé,Marseille,Italie,37834,Livres,"1,1",41617,"0,4",
470,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Coton en laine,Marseille,Italie,12479,Livres,"0,5",6239,"0,5",
471,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Couffins d'espars,Marseille,Italie,200,Douzaines,4,800,0,
472,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Couperose verte,Marseille,Italie,23200,Livres,"0,09",2088,0,
473,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Couteaux commun,Marseille,Italie,544,Grosses,10,5440,0,
474,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Couteaux commun,Marseille,Italie,1750,Livres,"0,3",525,0,
475,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Couvertures de laine,Marseille,Italie,31,pièces,12,362,10,Erreur de calcul
476,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Couvertures de laine,Marseille,Italie,1380,Livres,2,2760,0,
477,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Craye,Marseille,Italie,1800,Livres,"0,1",180,0,
478,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,21,1747,Exports,Creme de tartre,Marseille,Italie,5978,Livres,"0,2",1195,"0,6",
