numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
887,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etamine ; de Reims,Portugal,56040,7005,386397,livres,,0
888,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etamine ; de Reims,Savoye,14560,1820,386397,livres,,0
889,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etamine ; de Reims,Suisse,8480,1060,386397,livres,,0
890,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etamine ; de laine,Guinée,20136,3356,677665,livres,,0
891,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etamine ; de laine,Indes,4952,619,677665,livres,,0
892,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etamine ; de laine,Isles,17050,3380,677665,livres,,0
893,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etamine ; de laine,Suisse,86646,13441,677665,livres,,0
894,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; bours,Levant,4440,111,4440,pièces,,0
895,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; damas,Nord,30450,203,30450,pièces,,0
896,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Allemagne,14161740,267497,26285149,livres,,0
897,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Angleterre,87800,302.75,26285149,livres,,0
898,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Danemark,4190,91,26285149,livres,,0
899,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Espagne,4513755,101341.5,26285149,livres,,0
900,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Flandre,781907,15417,26285149,livres,,0
901,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Genève,360605,6646,26285149,livres,,0
902,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Guinée,142410,2971.5,26285149,livres,,0
903,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Gènes,75400,1885,26285149,livres,,0
904,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Hollande,243680,4714,26285149,livres,,0
905,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Indes,26000,650,26285149,livres,,0
906,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Isles,651537,16652,26285149,livres,,0
907,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Italie,3490845,67421,26285149,livres,,0
908,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Levant,354440,8861,26285149,livres,,0
909,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Naples,398120,9953,26285149,livres,,0
910,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Nord,55230,1060,26285149,livres,,0
911,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Portugal,72115,1346,26285149,livres,,0
912,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Russie,29815,859.25,26285149,livres,,0
913,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Savoye,265595,6191.5,26285149,livres,,0
914,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Suisse,544945,10348,26285149,livres,,0
915,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Suède,5020,125.5,26285149,livres,,0
916,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; diverses,Venise,20000,500,26285149,livres,,0
917,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; de soye ; soucy,Isles,2000,40,2000,pièces,,0
918,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; d'or,Angleterre,8500,106.25,8500,livres,,0
919,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Allemagne,1634320,18191,3455940,livres 2 onces,,0
920,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Espagne,915580,10423,3455940,livres,,0
921,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Flandre,56150,650,3455940,livres,,0
922,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Hollande,24480,276,3455940,livres,,0
923,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Isles,12000,150,3455940,livres,,0
924,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Italie,791700,8797,3455940,livres,,0
925,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Nord,2000,25,3455940,livres,,0
926,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Portugal,2880,32,3455940,livres,,0
927,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Savoye,6210,69,3455940,livres,,0
928,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,34,Etoffe ; dorure ; or et argent,Suisse,10620,118,3455940,livres,,0
929,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; de soye ; tafetas,Indes,13800,60,13800,pièces,,0
930,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; de soye ; velour,Gènes,4000,10,11600,pièces,,0
931,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; de soye ; velour,Isles,2400,120,11600,aunes,,0
932,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; de soye ; velour,Levant,4000,10,11600,pièces,,0
933,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; de soye ; velour,Suède,1200,20,11600,livres,,0
934,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; au quart de soye,Allemagne,71956,3843,361857,livres,,0
935,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; au quart de soye,Espagne,28900,2688,361857,livres,,0
936,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; au quart de soye,Flandre,152541,7978.5,361857,livres,,0
937,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; au quart de soye,Hollande,89300,4465,361857,livres,,0
938,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; au quart de soye,Italie,10300,515,361857,livres,,0
939,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; au quart de soye,Nord,5680,284,361857,livres,,0
940,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; au quart de soye,Savoye,3180,159,361857,livres,,0
941,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; panne,Allemagne,78120,7812,156855,livres,,0
942,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; panne,Espagne,65296,9328,156855,livres,,0
943,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; panne,Flandre,4640,29,156855,pièces,,0
944,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; panne,Portugal,6405,915,156855,livres,,0
945,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; panne,Suisse,2394,399,156855,livres,,0
946,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Allemagne,376446,62741,3695451,livres,,0
947,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Espagne,2909277,486324,3695451,livres,,0
948,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Flandre,197658,32943,3695451,livres,,0
949,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Hollande,10045,1435,3695451,livres,,0
950,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Italie,56220,9370,3695451,livres,,0
951,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Levant,4485,23,3695451,pièces,,0
952,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Portugal,94520,14650,3695451,livres,,0
953,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Russie,24810,4135,3695451,livres,,0
954,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Savoye,3900,650,3695451,livres,,0
955,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; peluche,Suisse,18090,3015,3695451,livres,,0
956,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Allemagne,137865,13786.5,322530,livres,,0
957,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Danemark,2250,225,322530,livres,,0
958,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Espagne,9900,990,322530,livres,,0
959,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Flandre,68840,6884,322530,livres,,0
960,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Hollande,19125,1912.5,322530,livres,,0
961,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Italie,41960,4196,322530,livres,,0
962,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Nord,10990,1099,322530,livres,,0
963,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Savoye,12100,1210,322530,livres,,0
964,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soye ; à peu de soye,Suisse,19500,1950,322530,livres,,0
965,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Allemagne,711500,35397,1127685,livres,,0
966,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Espagne,47845,2695,1127685,livres,,0
967,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Flandre,26350,1111,1127685,livres,,0
968,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Genève,156080,7551,1127685,livres,,0
969,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Guinée,1025,41,1127685,livres,,0
970,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Hollande,2150,86,1127685,livres,,0
971,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Isles,6760,358,1127685,livres,,0
972,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Italie,125050,5194,1127685,livres,,0
973,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Savoye,12970,578,1127685,livres,,0
974,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,35,Etoffe ; meslée de soyes ; mi soye,Suisse,37955,1637,1127685,livres,,0
975,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; cotonné,Angleterre,2736,912,955572,livres,,0
976,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; cotonné,Guinée,909694,60565.5,955572,pièces,,0
977,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; cotonné,Gènes,8085,2695,955572,livres,,0
978,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; cotonné,Italie,15057,5019,955572,livres,,0
979,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; cotonné,Levant,7395,2465,955572,livres,,0
980,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; cotonné,Naples,6120,2040,955572,livres,,0
981,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; cotonné,Savoye,6485,2215,955572,livres,,0
982,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; velour,Allemagne,5124,308,21684,livres,,0
983,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; velour,Espagne,1386,77,21684,livres,,0
984,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; velour,Hollande,3258,181,21684,livres,,0
985,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; velour,Isles,1800,100,21684,livres,,0
986,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; velour,Italie,5760,320,21684,livres,,0
987,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; velour,Nord,1242,69,21684,livres,,0
988,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de coton ; velour,Savoye,3114,173,21684,livres,,0
989,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de filozelle,Savoye,7300,730,7300,livres,,0
990,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de poil ; baracan,Allemagne,1472,184,10899,livres,,0
991,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de poil ; baracan,Flandre,7212,226,10899,pièces,,0
992,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,36,Etoffe ; de poil ; baracan,Hollande,1015,145,10899,livres,,0
