numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccount
453,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de langueneau,Rennes,Espagne,1073,Aunes,0,0,0,Pas le même prix original/copie,
454,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de Morlaix,Rennes,Espagne,4000,Aunes,0,0,0,,
455,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de bretagne large,Rennes,Espagne,10000,Pièces,0,0,0,,
456,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de bretagne étroite,Rennes,Espagne,1050,Pièces,0,0,0,,
457,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de bretagne étroite,Rennes,Espagne,6000,Aunes,0,0,0,,
458,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile Roscone,Rennes,Espagne,210000,Aunes,0,0,0,,
459,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de Leon,Rennes,Espagne,1200,Aunes,0,0,0,Pas le même prix original/copie,
460,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile écruë,Rennes,Espagne,200,Aunes,0,0,0,,
461,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile crée rayée,Rennes,Espagne,350,Aunes,0,0,0,,
462,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de laval,Rennes,Espagne,3314,Aunes,0,0,0,,
463,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de quintin,Rennes,Espagne,500,Aunes,0,0,0,,
464,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de quintin,Rennes,Espagne,3000,Aunes,0,0,0,,
465,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile a voile,Rennes,Espagne,300,Aunes,0,0,0,,
466,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Beuf salé,Rennes,Isles françoises de l'Amerique,5000,Livres,0,0,0,,
467,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Camelot de Smirne,Rennes,Isles françoises de l'Amerique,103,Pièces,0,0,0,,
468,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Chapeaux de castor,Rennes,Isles françoises de l'Amerique,2,Nombres,0,0,0,,
469,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Eau de vie,Rennes,Isles françoises de l'Amerique,"3,13",Tonneaux,0,0,0,,
470,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Fer d'Espagne,Rennes,Isles françoises de l'Amerique,40000,Livres,0,0,0,,
471,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de Bretagne,Rennes,Isles françoises de l'Amerique,20000,Aunes,0,0,0,,
472,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de Rouën,Rennes,Isles françoises de l'Amerique,36000,Aunes,0,0,0,,
473,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile olande de Paris,Rennes,Isles françoises de l'Amerique,400,Livres,0,0,0,,
474,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Vin d'Espagne,Rennes,Isles françoises de l'Amerique,"33,33",Bariques,0,0,0,,
475,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Cidre,Rennes,Flandre autrichienne,7,Tonneaux,0,0,0,,
476,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Eau de vie,Rennes,Flandre autrichienne,1,Tonneaux,0,0,0,,
477,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Ecorce de citron,Rennes,Flandre autrichienne,100,Livres,0,0,0,,
478,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Piere de moulage,Rennes,Flandre autrichienne,100,Quartiers,0,0,0,,
479,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Savon,Rennes,Flandre autrichienne,650,Livres,0,0,0,,
480,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Thé,Rennes,Flandre autrichienne,79,Livres,0,0,0,,
481,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de halle,Rennes,Flandre autrichienne,600,Aunes,0,0,0,,
482,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,15,May 1714,Toile de Morlaix,Rennes,Flandre autrichienne,100,Aunes,0,0,0,,
483,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,May 1714,Toile de quintin,Rennes,Flandre autrichienne,125,Aunes,0,0,0,,
484,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,May 1714,Toile royale,Rennes,Flandre autrichienne,155,Aunes,0,0,0,,
485,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,May 1714,Vin ,Rennes,Flandre autrichienne,1,Tonneaux,0,0,0,,
486,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,May 1714,Vinaigre,Rennes,Flandre autrichienne,1,Quarteaux,0,0,0,,
487,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Amandes,Rennes,Angleterre,366,Livres,0,0,0,,
488,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Beure,Rennes,Angleterre,500,Livres,0,0,0,,
489,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Cerizes,Rennes,Angleterre,4,Paniers,0,0,0,,
490,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Chandelles,Rennes,Angleterre,150,Livres,0,0,0,,
491,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Cannes a main,Rennes,Angleterre,9,Douzaines,0,0,0,,
492,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Cordage,Rennes,Angleterre,600,Livres,0,0,0,,
493,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Drap de Carcasonne,Rennes,Angleterre,18,Pièces,0,0,0,,
494,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Eau de vie,Rennes,Angleterre,"2,25",Tonneaux,0,0,0,,
495,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Figues,Rennes,Angleterre,160,Livres,0,0,0,,
496,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Gaudron,Rennes,Angleterre,14,Barils,0,0,0,,
497,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Limons,Rennes,Angleterre,500,Nombres,0,0,0,,
498,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Liege,Rennes,Angleterre,1700,Livres,0,0,0,,
499,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Miel,Rennes,Angleterre,700,Livres,0,0,0,,
500,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Moulage avec son plâtre,Rennes,Angleterre,100,Quartiers,0,0,0,,
501,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Peaux de veaux en poil,Rennes,Angleterre,800,Nombres,0,0,0,,
502,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Plumes a lit,Rennes,Angleterre,200,Livres,0,0,0,,
503,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Savon,Rennes,Angleterre,3065,Livres,0,0,0,,
504,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Toile de halle,Rennes,Angleterre,1620,Aunes,0,0,0,,
505,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Toile de marigni,Rennes,Angleterre,1800,Aunes,0,0,0,,
506,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Toile de Leon,Rennes,Angleterre,4700,Aunes,0,0,0,,
507,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Toile de morlaix,Rennes,Angleterre,200,Aunes,0,0,0,Pas le même prix original/copie,
508,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Toile a voile,Rennes,Angleterre,3120,Aunes,0,0,0,,
509,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Toile de serpillere,Rennes,Angleterre,50,Aunes,0,0,0,,
510,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Vin d'Espagne,Rennes,Angleterre,20,Pots,0,0,0,,
511,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Vin de Bordeaux,Rennes,Angleterre,4,Tonneaux,0,0,0,,
512,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Vinaigre,Rennes,Angleterre,1,Bariques,0,0,0,,
513,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Bas de soie pour homme,Rennes,Hollande,1040,Paires,0,0,0,,
514,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,16,Juin 1714,Bas de soie pour femme,Rennes,Hollande,262,Paires,0,0,0,,
515,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Cire blanche,Rennes,Hollande,4000,Livres,0,0,0,,
516,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Damas,Rennes,Hollande,750,Pièces,0,0,0,,
517,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Eventails,Rennes,Hollande,288,Nombres,0,0,0,,
518,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Fil blanc de Rennes,Rennes,Hollande,1500,Livres,0,0,0,,
519,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Fil de couleur,Rennes,Hollande,400,Livres,0,0,0,,
520,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Gorgoran,Rennes,Hollande,3,Pièces,0,0,0,,
521,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Grisette,Rennes,Hollande,103,Pièces,0,0,0,,
522,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Graine vieille de lin,Rennes,Hollande,246,Boisseaux,0,0,0,,
523,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Lampas,Rennes,Hollande,11,Pièces,0,0,0,,
524,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Miel,Rennes,Hollande,8400,Livres,0,0,0,,
525,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Mouchoir de soie,Rennes,Hollande,540,Nombres,0,0,0,,
526,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,mouchoir de fleurets,Rennes,Hollande,36,Nombres,0,0,0,,
527,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Mouchoir de coton,Rennes,Hollande,167,Nombres,0,0,0,,
528,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Pekin,Rennes,Hollande,652,Pièces,0,0,0,,
529,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Papier,Rennes,Hollande,106,Rames,0,0,0,,
530,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Peaux de veaux en poil,Rennes,Hollande,2300,Nombres,0,0,0,,
531,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Peaux de chevreaux,Rennes,Hollande,100,Nombres,0,0,0,,
532,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Robe de chambre,Rennes,Hollande,3,Nombres,0,0,0,,
533,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,"Satin brodé, tapis",Rennes,Hollande,2,Nombres,0,0,0,,
534,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,"Satin brodé, toilette",Rennes,Hollande,1,Nombres,0,0,0,,
535,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,"Satin  brodé, lit complet",Rennes,Hollande,1,Nombres,0,0,0,,
536,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,"Satin brodé, morceaux",Rennes,Hollande,25,Nombres,0,0,0,,
537,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Soie a coudre,Rennes,Hollande,1099,Livres,0,0,0,,
538,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Savon,Rennes,Hollande,150,Livres,0,0,0,Mesure d'origine livre,
539,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Thé vert,Rennes,Hollande,82,Livres,0,0,0,,
540,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Tafetas petit,Rennes,Hollande,2,Pièces,0,0,0,,
541,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile de bretagne large,Rennes,Hollande,13200,Aunes,0,0,0,,
542,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile de bretagne étroite,Rennes,Hollande,10300,Pièces,0,0,0,,
543,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile de mousseline,Rennes,Hollande,17,Pièces,0,0,0,,
544,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile de laval,Rennes,Hollande,2850,Aunes,0,0,0,,
545,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile de cholet,Rennes,Hollande,504,Pièces,0,0,0,,
546,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile de Rouen,Rennes,Hollande,67600,Aunes,0,0,0,,
547,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile a voile,Rennes,Hollande,190,Pièces,0,0,0,,
548,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile de marigni blanche,Rennes,Hollande,5700,Aunes,0,0,0,,
549,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Toile de marigni écruë,Rennes,Hollande,900,Aunes,0,0,0,,
550,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Velours,Rennes,Hollande,2,Pièces,0,0,0,,
551,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Amandes,Rennes,Nord,4000,Livres,0,0,0,,
552,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,17,Juin 1714,Eau de vie,Rennes,Nord,"1,25",Tonneaux,0,0,0,,
553,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Huile d'olive,Rennes,Nord,10000,Livres,0,0,0,,
554,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Ris,Rennes,Nord,2200,Livres,0,0,0,,
555,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Savon,Rennes,Nord,3000,Livres,0,0,0,,
556,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Vinaigre,Rennes,Nord,1,Bariques,0,0,0,,
557,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Vin d'Espagne,Rennes,Nord,11,Bariques,0,0,0,,
558,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Vin de Bordeaux,Rennes,Nord,1,Tonneaux,0,0,0,,
559,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Confiture,Rennes,Espagne,48,Livres,0,0,0,,
560,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Chapeaux de castor,Rennes,Espagne,36,Nombres,0,0,0,,
561,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Papier blanc,Rennes,Espagne,992,Rames,0,0,0,,
562,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Toile de bretagne large,Rennes,Espagne,5800,Pièces,0,0,0,,
563,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Toile de bretagne étroite,Rennes,Espagne,10000,Pièces,0,0,0,,
564,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Toile crée large,Rennes,Espagne,120000,Aunes,0,0,0,,
565,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Toile roscoune,Rennes,Espagne,213000,Aunes,0,0,0,,
566,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Toile a voile,Rennes,Espagne,480,Aunes,0,0,0,,
567,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Acier,Rennes,Isles françoises de l'Amerique,2000,Livres,0,0,0,,
568,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Biscuit,Rennes,Isles françoises de l'Amerique,3600,Livres,0,0,0,,
569,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Beuf salé,Rennes,Isles françoises de l'Amerique,25850,Livres,0,0,0,,
570,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Beure,Rennes,Isles françoises de l'Amerique,8301,Livres,0,0,0,,
571,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Biere,Rennes,Isles françoises de l'Amerique,7,Tonneaux,0,0,0,,
572,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Boutons de fil or et argent,Rennes,Isles françoises de l'Amerique,,,0,1672,-1672,,
573,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Cidre,Rennes,Isles françoises de l'Amerique,"8,5",Tonneaux,0,0,0,,
574,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Chandelles,Rennes,Isles françoises de l'Amerique,475,Livres,0,0,0,,
575,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Cercles a bariques,Rennes,Isles françoises de l'Amerique,20,Paquets,0,0,0,,
576,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Cuivre ouvré,Rennes,Isles françoises de l'Amerique,300,Livres,0,0,0,,
577,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Eau de vie,Rennes,Isles françoises de l'Amerique,"18,5",Tonneaux,0,0,0,,
578,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Etain ouvré,Rennes,Isles françoises de l'Amerique,1100,Livres,0,0,0,,
579,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Farine,Rennes,Isles françoises de l'Amerique,5600,Livres,0,0,0,,
580,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Fromage,Rennes,Isles françoises de l'Amerique,2034,Livres,0,0,0,,
581,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Fayence,Rennes,Isles françoises de l'Amerique,1050,Livres,0,0,0,,
582,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Fer ouvré,Rennes,Isles françoises de l'Amerique,3050,Livres,0,0,0,,
583,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Fusils boucaniers,Rennes,Isles françoises de l'Amerique,6,Nombres,0,0,0,,
584,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Fer de fonte ouvré,Rennes,Isles françoises de l'Amerique,3600,Livres,0,0,0,,
585,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Fer en poëlerie,Rennes,Isles françoises de l'Amerique,1200,Livres,0,0,0,,
586,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Fer en barres,Rennes,Isles françoises de l'Amerique,20000,Livres,0,0,0,,
587,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,18,Juin 1714,Guincastafs,Rennes,Isles françoises de l'Amerique,160,Pièces,0,0,0,,
