numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,probleme,remarks,prix_unitaire,doubleaccounts
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,3,Cordages,Etats du Roi de Prusse,6832,"136,65",Guyenne,,quintal,"-0,5",,50,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,3,Cordages,Etats-Unis d'Amérique,6000,120,Guyenne,,quintal,0,,50,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,3,Cordages,Hollande,4500,90,Guyenne,,quintal,0,,50,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,3,Cordages,Russie,40000,800,Guyenne,,quintal,0,,50,
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,3,Cordages,Suède,2800,56,Guyenne,,quintal,0,,50,
27,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Subordonnés de Dunkerque,19,Cordages,dunkerque,110,185,,,livres,,,,0
28,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Graveline,57,Cordages,hollande,2000,4000,,2000,livres,,,,0
45,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,28,Cordages,dunkerque,659,319,,,livres,,,,0
80,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,6,Cordages,angleterre,686,,,,,,,,0
80,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,6,Cordages,danemarketnorvge,600,4000,,,livres,,,,0
80,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,6,Cordages,russie,360,1200,,,livres,,,,0
15,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Penne,8,Cordages,Marseille,7116,"158,15",Provence,,quintal,"-0,75",,45,
22,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,24,Cordages,Angleterre,3207,"61,67",,39399,quintal,"-0,88",erreur de calcul,52,
22,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,24,Cordages,Espagne et les Etats dépendants,8353,"160,63",,39399,quintal,"-0,88",erreur de calcul,52,
22,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,24,Cordages,Etat de Barbarie,14360,"276,16",,39399,quintal,"-0,88",erreur de calcul,52,
22,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,24,Cordages,Etats du Roi de Sardaigne,867,"16,67",,39399,quintal,"-0,88",erreur de calcul,52,
22,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,24,Cordages,Etats-Unis d'Amérique,303,"5,84",,39399,quintal,"-0,88",erreur de calcul,52,
22,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,24,Cordages,Levant,9313,"179,1",,39399,quintal,"-0,88",erreur de calcul,52,
22,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,24,Cordages,"Naples, Sicile et Parme",2996,"57,62",,39399,quintal,"-0,88",erreur de calcul,52,
31,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Septemes,17,Cordages,Marseille,900,"22,5",Provence,,quintal,0,,40,
23,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordages,Espagne,39584,"791,68",,76744,quintal,0,erreur de calcul,50,
23,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordages,Etat Ecclésiastique,2239,"44,78",,76744,quintal,0,erreur de calcul,50,
23,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordages,Genes,5392,"107,84",,76744,quintal,0,erreur de calcul,50,
23,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordages,Hollande,1458,"29,17",,76744,quintal,0,erreur de calcul,50,
23,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordages,"Milan, Toscane et Lucques",11016,"220,33",,76744,quintal,0,erreur de calcul,50,
23,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordages,"Naples, Sicile et Parme",4450,"89,01",,76744,quintal,0,erreur de calcul,50,
23,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordages,Russie,3333,"66,67",,76744,quintal,0,erreur de calcul,50,
23,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordages,États du Roi de Sardaigne,9272,"185,45",,76744,quintal,0,erreur de calcul,50,
22,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Maubeuge,4,Cordages,etatsdelempereur,476,987,,476,livres,,,,0
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Valenciennes,13,Cordages,etatsdelempereur,903,1505,,903,livres,,,,0
31,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Dunkerque-Basseville,22,Cordages ; à boyaux,dunkerque,21375,1425,Paris,,livres,,,,0
33,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,36,Cordages ; de chanvre,dunkerque,102,205,,,livres,,,,0
12,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Arles,2,Cordages ; de chanvre,Marseille,2300,92,Provence,,quintal,0,,25,
11,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Maubeuge,13,Cordages ; de tilleul,etatsdelempereur,186,4000,Amiénois,,livres,,,,0
28,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Subordonnés de Dunkerque,19,Cordages ; en ficelle,dunkerque,543,725,Flandre,6,livres,,,,0
28,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Subordonnés de Dunkerque,19,Cordages ; en ficelle,etatsdelempereur,6,8,Flandre,6,livres,,,,0
47,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,28,Cordages ; en ficelles,dunkerque,274,274,,,livres,,,,0
46,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,28,Cordages ; en morceaux,dunkerque,440,500,,,livres,,,,0
11,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,5,Cordages ; neufs,Angleterre,682,"17,06",Boulonais,,quintal,"0,4",unité d'origine : livre,40,
34,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,36,Cordages ; vieux,dunkerque,208,2600,,,livres,,,,0
65,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,4,Cordages et ficelle,angleterre,376,785,,2802,livres,,,,0
65,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,5,Cordages et ficelle,russie,2426,5055,,2802,livres,,,,0
30,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Dunkerque-Basseville,22,Cordages et ficelles,dunkerque,240,240,Picardie,,livres,,,,0
30,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Cordes ; à boyau,les4villesansatiques,925,185,,925,livres,,,,0
39,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,5,Cordes ; à rozeaux,etatsdelempereur,360,60,Flandre,360,livres,,,,0
40,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,5,Cordes ; à violon,dunkerque,456,19,Etranger,,livres,,,,0
24,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordes ; à violon,Etat Ecclésiastique,252,21,,8316,livre,0,erreur de calcul,12,
24,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cordes ; à violon,"Naples, Sicile et Parme",8064,672,,8316,livre,0,erreur de calcul,12,
3,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Douay,34,Cordes ; de tilleul,etatsdelempereur,600,9000,Flandre,,livres,,,,0
230,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,13,Cordon,sude,4800,400,,4800,livres,,,,0
319,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,32,Cordon,les4villesansatiques,1644,156,,2844,livres,,,,0
319,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,32,Cordon,sude,1200,140,,2844,livres,,,,0
63,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,19,Cornes ; à faire peigner,angleterre,1270,635,,1270,livres,,,,0
33,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,28,Cornes ; à lanterne,Angleterre,800,160,,,livre,,Objets d'industrie,,
62,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,19,Cornes ; à lanterne,angleterre,12430,4972,,12430,livres,,,,0
66,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,4,Cornes ; à lanterne,angleterre,980,,,980,,,,,0
13,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,20,Cornes ; à lanternes,4 villes anséatiques,750,500,,13050,pièce,0,,"1,5",
13,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,20,Cornes ; à lanternes,Angleterre,12300,8200,,13050,pièce,0,,"1,5",
48,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,28,Cornes ; à lanternes,etatsdelempereur,5700,1140,,5700,livres,,,,0
17,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,39,Cornes ; à lanternes,angleterre,176,181,,176,livres,,,,0
49,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,28,Cornes ; de bœuf,hollande,4037,8075,,4037,livres,,,,0
14,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,20,Cornes ; de bœufs,Angleterre,226,"15,1",,226,le cent,"-0,5",erreur de calcul,15,
61,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,19,Cornes ; de bœufs,angleterre,1379,13798,,1707,en nombre,,,,0
61,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,19,Cornes ; de bœufs,portugal,328,3284,,1707,en nombre,,,,0
25,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cornes ; de mouton,Espagne,5997,"749,69",,14433,le cent,0,,8,
25,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cornes ; de mouton,Etat de Barbarie,200,"24,96",,14433,le cent,0,,8,
25,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cornes ; de mouton,Genes,1156,"144,5",,14433,le cent,0,,8,
25,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cornes ; de mouton,"Milan, Toscane et Lucques",352,"43,97",,14433,le cent,0,,8,
25,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cornes ; de mouton,"Naples, Sicile et Parme",512,64,,14433,le cent,0,,8,
25,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cornes ; de mouton,Venise,1556,"194,5",,14433,le cent,0,,8,
25,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Cornes ; de mouton,États du Roi de Sardaigne,4660,"582,56",,14433,le cent,0,,8,
81,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,6,Cornes ; plates ou en feuilles,angleterre,36200,6836,,,livres,,,,0
82,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,6,Coton,angleterre,1545,525,,,livres,,,,0
82,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,6,Coton,etatsdelempereur,2520,1260,,,livres,,,,0
82,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,6,Coton,hollande,73800,36900,,,livres,,,,0
82,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,6,Coton,milantoscaneetlucques,760,380,,,livres,,,,0
17,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Turcoing,50,Coton ; blanc ; filé,etatsdelempereur,480,118,,480,livres,,,,0
34,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Lille,41,Coton ; de laine,etatsdelempereur,14850,9900,,14850,livres,,,,0
32,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Coton ; dit ouatte,les4villesansatiques,1200,400,,1650,livres,,,,0
32,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,15,Coton ; dit ouatte,russie,450,150,,1650,livres,,,,0
33,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Septemes,17,Coton ; en bourre,Marseille,750,750,Provence,,livre,0,,1,
30,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Subordonnés de Dunkerque,19,Coton ; en laine,genveetsuisse,2242,897,,2242,???? Rien,,,,0
28,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Coton ; en laine,Levant et Empire Ottoman,8075245,6408925,,8103817,livre,0,erreur de calcul,,
28,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Coton ; en laine,Lorient,12148,9641,,8103817,livre,0,pas de prix prix identique pratiqué par le port de Lorient et le Levant mais différent du Portugal,,
28,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,20,Coton ; en laine,Portugal,28572,82676,,8103817,livre,0,erreur de calcul,,
31,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,14,Coton ; en laine,angleterre,3685,1675,Etranger,3685,livres,,,,0
14,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,36,Coton ; en laine,lorientmarseille,126197,,,,,,,,0
64,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,19,Coton ; en laine,angleterre,4050,1800,,3053316,livres,,,,0
