goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
chillas palma,1,,,non,0,386596
chima calin,1,,,non,0,386596
china kaolin,0,,,oui,0,386596
chine,2,,,non,0,386596
chinois,3,,,non,0,386596
chiques,4,,,non,0,386596
chiques de pierre,7,,,non,0,386596
chiquette des prises,1,,,non,0,386596
chirederis,1,,,non,0,386596
chise de fourneaux,1,,,non,0,386596
chitspamabage,0,,,oui,0,386596
chitte,71,,,non,1,386596
chitte anglaise,1,,,non,0,386596
chitte d'Amedabad,1,,,non,0,386596
chitte étoffe,2,,,non,0,386596
chitte Keabadis,1,,,non,0,386596
chitte patenas,1,,,non,0,386596
chitte rouge,1,,,non,,386596
chivelles,1,,,non,0,386596
chocolat,944,Hors Canada,,non,1,154386
chocolat en pâte,1,Hors Canada,,non,1,154386
chocolat en patte,0,,,oui,0,386596
chocolat et cacao broyé,4,,,non,0,386596
chocolat et sorbet,1,,,non,0,386596
choises garnies,0,,,oui,0,386596
choix de bœuf salé,2,,,non,0,386596
cholas,1,,,non,0,386596
chomettes de terre,1,,,non,0,386596
chouclas,0,,,oui,0,386596
chouclas des Indes,2,,,non,0,386596
chourales,1,,,non,0,386596
choux,21,,,non,0,386596
choux à planter,7,,,non,0,386596
choux cabus,1,,,non,0,386596
choux confits,3,,,non,0,386596
choux marinés,2,,,non,0,386596
choux salés,1,,,non,0,386596
choux-fleurs,14,,,non,0,386596
choux-fleurs et cabus et artichauts,2,,,non,0,386596
christ d'ivoire,3,,,non,0,386596
christ d'ivoire monté sur velours,1,,,non,0,386596
chromate de plomb,4,,,non,0,386596
chromate de potasse,1,,,non,0,386596
chuquelas,41,,,non,0,386596
cidre,342,,,non,0,386596
cidre jaune,1,,,non,0,386596
cidre poiré et verjus,4,,,non,0,386596
cierge,0,,,oui,0,386596
cierges,7,,,non,0,386596
cierges de cire blanche,8,,,non,0,386596
cierges de cire et bougie de cire,4,,,non,0,386596
cierges de fer,2,,,non,0,386596
cierges et bougie,14,,,non,,386596
cierges et bougies,0,,,oui,0,386596
cierges et flambeau,1,,,non,0,386596
cigares,1,,,non,,386596
cigares par autorisation,1,,,non,0,386596
cikous,1,,,non,0,386596
cime,1,,,non,0,386596
ciment,27,,,non,0,386596
ciment et chaux et pierres et plâtre,8,,,non,0,386596
ciment ou tiras,1,,,non,0,386596
cin de ville,0,,,oui,0,386596
cinabre,207,,,non,0,386596
cinabre broyé,27,,,non,0,386596
cinabre de pierres,6,,,non,0,386596
cinabre en roche,1,,,non,0,386596
cinabre et vermillon,60,Hors Canada,,non,1,154386
cinabre fin,1,,,non,0,386596
cinabre naturel,1,,,non,0,386596
ciradille,1,,,non,0,386596
cirage pour chaussures,1,,,non,0,386596
circaras,0,,,oui,0,386596
circks,1,,,non,0,386596
cire,32,Hors Canada,,non,1,154386
cire à cacheter,111,,,non,0,386596
cire blanche,582,,,non,0,386596
cire blanche de bougie,1,,,non,0,386596
cire blanche et jaune,501,Hors Canada,,non,1,154386
cire blanche et jaune non ouvrée,23,,,non,0,386596
cire blanche non ouvrée,1,,,non,0,386596
cire blanche ouvrée,0,,,oui,0,386596
cire brune,1,,,non,0,386596
cire brune non clarifiée,1,,,non,1,386596
cire brune non clarifiée du Sénégal,1,,,non,0,386596
cire brute,1,,,non,0,386596
cire brute blanche,6,,,non,0,386596
cire brute brune ou jaune,2,,,non,0,386596
cire brute en crasse,0,,,oui,0,386596
cire brute jaune,21,Hors Canada,,non,1,154386
cire brute jaune des entrepôts,1,,,non,0,386596
cire d'Espagne,82,,,non,0,386596
cire d'Espagne à cacheter,1,,,non,0,386596
cire de bougie,5,,,non,0,386596
cire de bougie jaune,1,,,non,0,386596
cire diverse,13,,,non,0,386596
cire en branche,2,,,non,0,386596
cire en crasse,0,,,oui,0,386596
cire en pain,5,,,non,0,386596
cire et chandelle de cire,1,,,non,0,386596
cire grasse,1,,,non,0,386596
cire jaune,1412,Hors Canada,,non,1,154386
cire jaune du levant,1,,,non,0,386596
cire jaune en bougie et chandelle,1,,,non,0,386596
cire jaune en cierge et flambeaux,0,,,oui,0,386596
cire jaune en cierges et flambeaux,1,,,non,,386596
cire jaune en pain,3,,,non,0,386596
cire jaune ouvrée,0,,,oui,,386596
cire moitié cire et moitié suif,1,,,non,0,386596
cire ouvrée,0,,,oui,0,386596
cire ouvrée blanche,0,,,oui,0,386596
cire ouvrée jaune,0,,,oui,0,386596
cire verte,10,Hors Canada,,non,1,154386
cire vierge,6,,,non,0,386596
cirsaca,61,,,non,1,386596
cirsaka,2,,,non,0,386596
cirsaka de coton et de soie,2,,,non,0,386596
ciseaux,20,,,non,0,386596
ciseaux à élaguer,2,,,non,0,386596
citrate de chaux,1,,,non,0,386596
citronniers,1,,,non,0,386596
citrons,3,,,non,0,386596
citrons aigres,14,,,non,0,386596
citrons avariés,2,,,non,0,386596
citrons confits,105,Hors Canada,,non,1,154386
citrons et limons,683,Hors Canada,,non,1,154386
citrons et orange,362,Hors Canada,,non,1,154386
citrons et orange frais,197,Hors Canada,,non,1,154386
citrons et oranges frais,0,,,oui,0,386596
citrons étrangers,2,,,non,0,386596
citrons frais,60,,,non,0,386596
citrons frais et orange fraîche et amandes sèches et figue sèches et raisin sec,29,,,non,0,386596
citrons frais et orange fraîche et amandes sèches et figues sèches et raisin sec,0,,,oui,0,386596
citrons orange et leurs variétés,7,,,non,0,386596
citrons vert,20,,,non,0,386596
citrouilles,1,,,non,0,386596
civadille,100,,,non,0,386596
civette,6,,,non,0,386596
clafou,1,,,non,0,386596
clafou de bois,1,,,non,0,386596
clafou de bois ou merrains de bois,1,,,non,0,386596
clafou en blocs,1,,,non,0,386596
clairons,1,,,non,0,386596
clairons etc.,1,,,non,0,386596
claphout,0,,,oui,0,386596
claphout en blocs,0,,,oui,0,386596
clappes ou douves à barils,1,,,non,0,386596
clappes ou douves à barils de sapin,1,,,non,0,386596
clarges des prises,1,,,non,0,386596
clarifiant,1,,,non,0,386596
clarinette haut-bois,3,,,non,0,386596
clavecin,19,,,non,0,386596
clavecin et épinettes et orgues,0,,,oui,0,386596
clavecin vieux,1,,,non,0,386596
clavecins épinettes orgues,2,,,non,0,386596
clayes à parquer,1,,,non,0,386596
clefs à uin,0,,,oui,0,386596
clefs à vin,1,,,non,0,386596
clefs de fer,2,,,non,0,386596
clinquant d'or faux,1,,,non,0,386596
clinquant en papier,1,,,non,,386596
cloches,18,,,non,0,386596
cloches de bronze,1,,,non,0,386596
cloches de cuivre,1,,,non,0,386596
cloches de fer,1,,,non,0,386596
cloches de fonte,67,,,non,1,386596
cloches de fonte vieilles,1,,,non,,386596
cloches de métal,73,Hors Canada,,non,1,154386
cloches de métal et de plomb et de zinc,0,,,oui,0,386596
cloches de plomb et de zinc,12,,,non,0,386596
cloches de verre,3,,,non,0,386596
cloches vieilles,1,Hors Canada,,non,1,154386
clochettes,12,,,non,0,386596
clochettes de cuivre,6,,,non,0,386596
clochettes de fonte,4,,,non,0,386596
cloportes,2,,,non,0,386596
clous,15,,,non,0,386596
clous à têtes de cuivre doré petits,1,,,non,0,386596
clous de caboche,4,,,non,0,386596
clous de cuivre,11,,,non,0,386596
clous de cuivre doré,5,,,non,0,386596
clous de cuivre jaune,1,,,non,0,386596
clous de fer,1615,,,non,0,386596
clous de fer à barriques,1,,,non,,386596
clous de fer à charrettes,1,,,non,0,386596
clous de fer gonds,1,,,non,0,386596
clous de fer neufs,1,,,non,0,386596
clous de fer ordinaires,1,,,non,0,386596
clous de fer vieux,2,,,non,0,386596
clous de girofle,15,Hors Canada,,non,1,154386
clous de girofle et griffes,3,,,non,1,386596
clous de girofle fleurs,5,,,non,1,386596
clous de girofle fleurs des entrepôts,1,,,non,0,386596
clous de laiton,10,,,non,0,386596
clous dorés,46,,,non,0,386596
clous et acier,1,,,non,0,386596
clous vieux,2,,,non,0,386596
cloutaille,1,,,non,0,386596
cloutiers,1,,,non,0,386596
cmelot au-dessous du sixième de soie,0,,,oui,0,386596
coak,1,,,non,0,386596
coas de soie,1,,,non,0,386596
coati,1,,,non,0,386596
cobalt grillé,4,,,non,0,386596
cobalt métal,3,,,non,0,386596
cobalt métal et minerai,2,,,non,0,386596
cobalt minerai,1,,,non,0,386596
cobalt minéral,1,,,non,0,386596
cocalum,2,,,non,0,386596
cocax,2,,,non,0,386596
cochelis,19,,,non,0,386596
cochenille,1079,Hors Canada,,non,1,154386
cochenille Campêchane,1,,,non,0,386596
cochenille Campêche,1,,,non,0,386596
cochenille et indigo,1,,,non,0,386596
cochenille fil verte,1,,,non,0,386596
cochenille fine,23,,,non,0,386596
cochenille mesteque,0,Hors Canada,,oui,0,154386
cochenille mestèque,68,,,non,1,386596
cochenille mustack,2,,,non,0,386596
cochenille sylvestre,50,,,non,1,386596
cochon,19,,,non,0,386596
cochon confit,0,,,oui,0,386596
cochon de lait,1,,,non,0,386596
cochon de lait au-dessous de 3 mois,0,,,oui,0,386596
cochon petit,2,,,non,0,386596
cochon salé,0,,,oui,0,386596
cochon salé et petit salé,10,,,non,0,386596
cochons de lait,0,,,oui,0,386596
coclearia,11,,,non,0,386596
coco des Indes,0,,,oui,0,386596
coco du Levant,1,,,non,0,386596
coco plate,1,,,non,0,386596
cocoa,0,,,oui,0,386596
cocons,5,,,non,0,386596
cocons de soie,140,,,non,0,386596
cocons de vers à soie,3,,,non,0,386596
cocos,80,Hors Canada,antilles,non,1,154386
cocos caroubes frais,2,,,non,0,386596
cocos des Indes,2,,,non,0,386596
cocos du Levant,2,,,non,0,386596
cocos petits,1,,,non,0,386596
cocos verts,3,Hors Canada,antilles,non,1,154386
coctif,1,,,non,0,386596
cocullus,1,,,non,0,386596
coddes blancs,1,,,non,0,386596
coëtif,11,,,non,0,386596
cœurs de bœuf,3,,,non,0,386596
coffres,7,,,non,0,386596
coffres à étuve,2,,,non,0,386596
coffres à garniture de peau,1,,,non,0,386596
coffres à perruque,1,,,non,0,386596
coffres à thé,1,,,non,0,386596
coffres à vin,1,,,non,0,386596
coffres de bois,24,,,non,0,386596
coffres de chimie,1,,,non,,386596
coffres de chirurgie,116,,,non,0,386596
coffres de commodité,4,,,non,0,386596
coffres de fer,25,,,non,0,386596
coffres de fer et berses,1,,,non,0,386596
coffres de fonte,1,,,non,,386596
coffres de gaz,1,,,non,,386596
coffres de noyer,1,,,non,0,386596
coffres de sapin,2,,,non,0,386596
coffres peints,2,,,non,0,386596
coffres vides,1,,,non,0,386596
coffres vieux,1,,,non,0,386596
coffres-forts,21,,,non,0,386596
coffres-forts de fer,12,,,non,0,386596
cognac,1,,,non,0,386596
cognées de bois,1,,,non,,386596
coiffes,1,,,non,0,386596
coiffes à perruque,2,,,non,0,386596
coiffes blondes,6,,,non,0,386596
coiffes blondes et de gaze,1,,,non,,386596
coiffes blondes et palatine,1,,,non,,386596
coiffes brodées,1,,,non,,386596
coiffes de chapeaux,14,,,non,0,386596
coiffes de dentelle,1,,,non,,386596
coiffes de dentelle de soie,1,,,non,0,386596
coiffes de gaze,10,,,non,0,386596
coiffes de Marly,1,,,non,,386596
coiffes de tambou,1,,,non,0,386596
coiffes et palatines,2,,,non,,386596
coiffes pour chapeaux et coiffes de perruques,1,,,non,,386596
coiffes pour femme,2,,,non,,386596
coiffures,1,,,non,0,386596
coiffures à dentelles,4,,,non,0,386596
coiffures blondes,0,,,oui,0,386596
coiffures blondes et de gaze,0,,,oui,0,386596
coiffures blondes et palatine,0,,,oui,0,386596
coiffures de gaze,0,,,oui,0,386596
coiffures de Marly,0,,,oui,0,386596
coiffures et palatines,0,,,oui,0,386596
coiffures pour chapeaux et coiffes de perruques,0,,,oui,0,386596
coiffures pour femme,0,,,oui,0,386596
coignées de bois,0,,,oui,0,386596
coing fruit,1,,,non,,386596
coins fruit,0,,,oui,0,386596
coïtif,1,,,non,0,386596
çoka,1,,,non,0,386596
col à femme,1,,,non,0,386596
colins,1,,,non,0,386596
colis,1,,,non,0,386596
colle,222,Hors Canada,,non,1,154386
colle à papetier,12,,,non,0,386596
colle à papier,4,,,non,0,386596
colle à poisson,1,,,non,0,386596
colle claire,1,,,non,0,386596
colle commune,70,,,non,0,386596
colle de Flandre,37,,,non,0,386596
colle de papetier,1,,,non,0,386596
colle de peau d'âne,1,,,non,1,386596
colle de poisson,496,Hors Canada,,non,1,154386
colle faible,1,,,non,0,386596
colle forte,651,,,non,0,386596
colle forte de Flandre,1,,,non,0,386596
colle forte de poisson,2,,,non,0,386596
colle poisson,1,,,non,0,386596
collets toile de lin,1,,,non,0,386596
colliers d'ambre,1,,,non,0,386596
colliers de chevaux,8,,,non,0,386596
colliers de corail,1,,,non,0,386596
colliers de femme,3,,,non,0,386596
colliers de grenat,7,,,non,0,386596
colliers de grenat faux,1,,,non,0,386596
colliers de jais,2,,,non,0,386596
colliers de nacre de perles,1,,,non,0,386596
colliers de perles,2,,,non,0,386596
colliers de perles fausses,19,,,non,0,386596
colliers de verre,3,,,non,0,386596
colombine,242,,,non,0,386596
colonne,2,,,non,0,386596
colonne de noyer,1,,,non,0,386596
colophane ou Spingler,1,,,non,0,386596
coloquinte,161,,,non,0,386596
colorant et verdet,1,,,non,0,386596
colorant et vert-de-gris,0,,,oui,0,386596
cols,1,,,non,0,386596
colza navettes et autres,1,,,non,0,386596
combustible,1,,,non,,386596
comestibles,65,,,non,0,386596
comestibles saindoux,3,,,non,0,386596
commode,49,,,non,0,386596
commode avec dessus de marbre,9,,,non,0,386596
commode d'acajou,4,,,non,0,386596
commode de bois,5,,,non,0,386596
commode de bois violet,1,,,non,0,386596
commode de marqueterie,1,,,non,0,386596
commode de noyer,7,,,non,0,386596
commode de sapin,9,,,non,0,386596
commode de sapin peinte,1,,,non,,386596
commode de sapin vernie,1,,,non,,386596
commode ornée,1,,,non,0,386596
commodes,0,,,oui,0,386596
commodes de bois,1,,,non,0,386596
communes,1,,,non,0,386596
compas,3,,,non,0,386596
compas de cuivre,2,,,non,0,386596
compas de fer,2,,,non,0,386596
compas de mer,5,,,non,0,386596
compas de route,4,,,non,0,386596
compas et cartes de nommantes,0,,,oui,0,386596
compas et cartes de nouveautés,1,,,non,0,386596
compas et horloge de sable,1,,,non,0,386596
comperose,1,,,non,0,386596
composition de chimie,1,,,non,0,386596
composition de verre,4,,,non,0,386596
compotiers de porcelaine,1,,,non,0,386596
compotiers de terre,1,,,non,0,386596
concombre et cornichons,1,,,non,0,386596
concombre et cornichons en adobe,1,,,non,0,386596
condonne de fil,0,,,oui,0,386596
conducteur,1,,,non,0,386596
confection,12,,,non,0,386596
confection d'alkermès,3,,,non,0,386596
confection d'hyacinthe,17,,,non,0,386596
confitures,2149,Hors Canada,,non,1,154386
confitures à l'eau-de-vie,5,,,non,0,386596
confitures de cerise,1,,,non,0,386596
confitures de Chine,1,,,non,1,386596
confitures de France,1,,,non,,386596
confitures de l'étranger,1,,,non,0,386596
confitures de miel,1,,,non,0,386596
confitures de sèche,0,Hors Canada,,oui,0,154386
confitures de sèches,0,,,oui,0,386596
confitures et fruit confit au sucre,16,,,non,0,386596
confitures et fruits confits au sucre,17,,,non,0,386596
confitures et succade,1,,,non,0,386596
confitures et sucre,1,,,non,0,386596
confitures fines,4,,,non,0,386596
confitures fluides et sèches,1,,,non,0,386596
confitures fromage moutarde etc.,1,,,non,0,386596
confitures liquides,11,,,non,0,386596
confitures sèches,20,Hors Canada,,non,1,154386
congres,52,,,non,0,386596
connaissement,1,,,non,0,386596
conserve d'alkermès,1,,,non,0,386596
conserve de rose,8,,,non,0,386596
conserves de fleurs d'orange,0,,,oui,0,386596
conserves de fleurs d'oranger,1,,,non,0,386596
conterie,103,,,non,0,386596
conton filé,0,,,oui,0,386596
contra yerba,32,Hors Canada,,non,1,154386
contrabierre,0,Hors Canada,,oui,0,154386
contrahierba,0,,amérique du sud,oui,0,386596
contre-bierre,0,,,oui,0,386596
contrebordé,17,,,non,0,386596
contrebrodé,4,,,non,0,386596
contrefoyer de fer,3,,,non,0,386596
conty,2,,,non,0,386596
copal,0,,,oui,0,386596
copale,3,,,non,0,386596
copeaux pour fourreaux d'épée,1,,,non,0,386596
coqs,2,,,non,0,386596
coqs d'Inde,10,,,non,0,386596
coqs du Levant,3,,,non,0,386596
coque,1,,,non,0,386596
coque de coco,5,,,non,0,386596
coque de mouche à miel,1,,,non,0,386596
coque du Levant,119,,,non,0,386596
coquenard de cuivre,1,,,non,0,386596
coquillage,64,Hors Canada,,non,1,154386
coquillage de mer,3,,,non,0,386596
coquillages homards moules,3,,,non,0,386596
coquillages pleins et homards à la valeur,1,,,non,0,386596
coquillages pleins et homards au kilogramme,1,,,non,0,386596
coquilles de mer,34,,,non,1,386596
coquilles de nacre,32,,,non,1,386596
coquilles de Saint-Jacques,1,,,non,0,386596
corail,100,,,non,1,386596
corail blanc,10,,,non,0,386596
corail brun,4,,,non,0,386596
corail brut,212,,,non,0,386596
corail brut et non monté et taillé,22,,,non,0,386596
corail brut et taillé,23,,,non,0,386596
corail de demitte,1,,,non,0,386596
corail de jardin,54,,,non,0,386596
corail de terraille,1,,,non,0,386596
corail en filières,2,,,non,0,386596
corail et non monté et taillé,8,,,non,0,386596
corail faux,12,,,non,0,386596
corail fin,4,,,non,0,386596
corail gros,31,,,non,0,386596
corail non monté taillé,1,,,non,0,386596
corail ouvré,1,,,non,0,386596
corail râpé,1,,,non,,386596
corail rouge,3,,,non,0,386596
corail rouge ouvré,2,,,non,0,386596
corail taillé,2,,,non,0,386596
corail terraille,22,,,non,0,386596
coraline,2,,,non,0,386596
corbeilles,8,,,non,0,386596
corbeilles d'auf,1,,,non,0,386596
corbeilles d'osier,118,,,non,0,386596
corbeilles d'osier petites,1,,,non,0,386596
corbeilles garnies,1,,,non,0,386596
cordage,751,,,non,0,386596
cordage ???,3,,,non,0,386596
cordage à boyaux,1,,,non,0,386596
cordage blanc,3,,,non,0,386596
cordage d'auf,43,,,non,0,386596
cordage d'autre végétaux,6,,,non,0,386596
cordage d'autre végétaux jonc sparte et tilleul,1,,,non,0,386596
cordage d'emballage,8,,,non,0,386596
cordage d'espars,229,,,non,0,386596
cordage de câbles neufs,1,,,non,0,386596
cordage de caret,1,,,non,0,386596
cordage de chanvre,763,,,non,1,386596
cordage de chanvre neuf,4,,,non,0,386596
cordage de chanvre vieux,6,,,non,0,386596
cordage de filin,1,,,non,0,386596
cordage de jonc,15,,,non,0,386596
cordage de satangres,1,,,non,0,386596
cordage de thil,2,,,non,0,386596
cordage de tilleul,11,,,non,0,386596
cordage de vieux,1,,,non,0,386596
cordage dit filin,1,,,non,0,386596
cordage en morceaux,1,,,non,0,386596
cordage et cordes,2,,,non,0,386596
cordage et ficelle,18,,,non,0,386596
cordage filets neuf,1,,,non,0,386596
cordage filets neuf ou en état de servir,4,,,non,0,386596
cordage goudronné,8,,,non,0,386596
cordage gros,1,,,non,0,386596
cordage herbe,1,,,non,0,386596
cordage menu,1,,,non,0,386596
cordage neuf,6,,,non,0,386596
cordage noir,4,,,non,0,386596
cordage pourri,1,,,non,0,386596
cordage refait,1,,,non,0,386596
cordage vieux,41,,,non,0,386596
cordagnes,0,,,oui,0,386596
corde du Levant,1,,,non,0,386596
cordeillat,109,,,non,0,386596
cordeillat d'Oléron,2,,,non,0,386596
cordeillat de Colmar,13,,,non,0,386596
cordeillat de laine,5,,,non,0,386596
cordeillat de Piémont,1,,,non,0,386596
cordeillat de Provence,2,,,non,0,386596
cordelats,1,,,non,0,386596
cordellerie,3,,,non,0,386596
cordes,3,,,non,0,386596
cordes à arçons,9,,,non,0,386596
cordes à boyau et à violons,0,,,oui,0,386596
cordes à boyaux,0,,,oui,0,386596
cordes à carder,0,,,oui,0,386596
cordes à carder le coton,0,,,oui,0,386596
cordes à corder,0,,,oui,0,386596
cordes à fouets,0,,,oui,0,386596
cordes à instruments,0,,,oui,0,386596
cordes à roseaux,0,,,oui,0,386596
cordes à violons,0,,,oui,0,386596
cordes à violons ???,0,,,oui,0,386596
cordes d'auf,14,,,non,0,386596
cordes d'emballage,9,,,non,0,386596
cordes d'espars,1,,,non,0,386596
cordes d'or,1,,,non,0,386596
cordes de bois à brûler,1,,,non,0,386596
cordes de boyau et pour violons,1,,,non,0,386596
cordes de boyaux,131,,,non,0,386596
cordes de chanvre,31,,,non,0,386596
cordes de fil de fer,1,,,non,0,386596
cordes de guitare,0,,,oui,0,386596
cordes de jonc,3,,,non,0,386596
cordes de roseaux,1,,,non,0,386596
cordes de thil,2,,,non,0,386596
cordes de tilleul,1,,,non,0,386596
cordes de violons,0,,,oui,0,386596
cordes et câble et ficelles,2,,,non,0,386596
cordes et écorce de tilleul,1,,,non,0,386596
cordes et ficelles,12,,,non,0,386596
