Inconnu,marchandises,definition,
0,doréas,"M.de Marlès, Histoire générale de l'Inde ancienne et moderne, tome 4, 1828 : « Le doréas […] est une espèce de mousseline » ",
1,dorpins en pierre,,
1,dospin en pierre,"Pas d’erreur de retranscription (source : Objet -- 1750 -- Hollande – SB_8MS86.pdf, page 30) ; deux occurrences dans la BDD, mais la marchandise ne trouve pas de définition dans les dictionnaires. ",
1,dospin en pierre,,
0,douelle,"Petite douve de tonneau. CNRTL, article ""Douelle"". ",
0,douelle,"Savary, volume 2, 1748 : « Terme du métier de tonnelier. C'est ce qu'on appelle autrement des douves, qui se font ordinairement de bois. » ",
1,doutis,,
0,douve,"« Planche longue et courbée, qui assemblée à d’autres planches analogues entourées de cerceaux, forme le corps d’un tonneau, d’un baril. » (cnrtl)",
0,douzaines de,Sert simplement à quantifier la marchandise ,
0,drache,"Selon le Littré, drache peut s’écrire « drêche », et désigne l’ « orge fermentée dont on a arrêté la germination au moyen de la chaleur et que l'on emploie pour la préparation de la bière. ",
0,drache de bierre,Voir « drache » ci dessus. ,
1,dracodium,"Pas d’erreur de retranscription, mais la définition du mot nous échappe. Une seule occurrence. (Source : Objet -- 1751 -- Flandres – SB_8MS86.pdf, page 16) ",
0,drague de bière,"Savary, volume 2, 1748 : « C'est encore le nom que les brasseurs donnent en quelques lieux à l'orge » ",
1,drap cammise,,
0,drapeau,"Savary, volume 2, 1748 : « Il se dit par ironie, des étoffes, qui, quoique neuves, n'ont pas la qualité... » ou « Ce sont les vieux linges et chiffons de chanvre, ou de lin, qui servent à la fabrique du papier. » ",
0,drilles,"« vieux chiffons de toile de chanvre, ou de lin, qui s’employent dans les manufactures et moulins de papier, et qui font la principale matière qui entre dans sa fabrique. » (Savary)",
1,drogue de misme,"La retranscription semble correcte (source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=unb38jj23aotq5rtd9cfd84h91&param=visu&page=1 page 6). Peut-être faut il considérer que misme=mîme ? Quoiqu’il en soit, il n’y a qu’une seule occurrence. ",
0,drogue médicinale,Trop peu de détails pour pouvoir identifier la marchandise en question. ,
0,drogue tournesol,"Savary, volume 2, 1748 : « ou Maturelle […] Quelques auteurs ont cru cette plante utile pour la guérison de diverses maladies mais les plus habiles Modernes sont persuadés oar leur propre expérience que la médecine n'en peut pas tirer de grands ",
0,droguet de castor,droguet de laine mellé/grande drapperie ,
0,droguet de laine,droguet de laine mellé/grande drapperie ,
0,droguet de laine et fil,droguet de laine mellé/grande drapperie ,
0,droit sur vin de Blaye,"Le vin de Blaye est un vin de Bordeaux. Reste à savoir ce que « droit sur vin » signifie ? Peut être un droit d’octroi, un droit de douane ? ",
0,droit sur vinaigre,Est ce un droit d’octroi ? Un droit de douane ? Une taxe ? ,
0,drol et drouel,"Absent de la BDD centrale, ces marchandises proviennent de sources belges. Aucune indication n’est trouvée dans les dictionnaires français ou de traduction. ",
0,duc-d'Albe,"D’après Wikipédia, « dans le vocabulaire maritime, un duc-d’Albe (ou dolphin) consiste en des pilotis (poteaux de bois, tubes d’acier, blocs de ciment) ancrés dans le fond des bassins ou des chenaux, sur lequel un navire peut s’amarrer ou s’appuyer, en bief, aux abords d’une écluse, dans les darses d’un port de mer. » ",
0,duc-d'Albe de grés,Voir « duc-d’Albe » ci dessus ,
0,duc-d'Albe de terre,Voir « duc-d’Albe » ci dessus ,
1,duyvelsteen,,
1,duyvelsterck,"Terme qui n’apparait pas dans la BDD centrale, mais uniquement parmi les sources étrangères. Il s’agit d’un mot hollandais, mentionné par d’autres livres (voir google books). « duyvel » signifie « diable », tandis que « sterck » signifie « fortement » ",
1,e ???,Impossible de traiter cette marchandise. ,
0,eau cordiale,"Propre à conforter le cœur. Breuvage cordial, potion cordiale, poudre cordiale. Le vin vieux est cordial, c’est un remède cordial. ",
0,eau d'arquebusade,Eau vulnéraire ,
0,eau de cannelle,ou CINAMONE ,
0,eau de genièvre,Eau alcoolisée qui sert de boisson ,
0,eau de la reine d'hongrie,"Cf. P.H.Wallis  :Hungary water was known across Europe for many centuries, and until eau de Cologne appeared in the 18th century, it was the most popular fragrance and remedy applied. Similar to other herb and flower-based products, Hungary wat ",
0,eau de mélisse,Eau de mélisse : eau médicinale ,
0,eau de nard,"Cf. P.H.Wallis  : Eaux de Nards senteur:Celtic spikenard, Valeriana celtica, a dwarf, fragrant valerian of the Alps whose root was formerly used medicinally (OED) ",
0,eau de seltz,eau gazeuse ,
0,eau de senteur de nard,"Cf. P.H.Wallis  : Eaux de Nards senteur:Celtic spikenard, Valeriana celtica, a dwarf, fragrant valerian of the Alps whose root was formerly used medicinally (OED) ",
0,eau forte,Wallis : in 1725 rate book noted as 'for Dyers Use' ,
0,eau médicinale d'arquebusan,Arquebusade ?//www.cnrtl.fr [ci-après CNRTFL] ,
0,eau médicinale de cannelle,ou CINAMONE ,
1,eau médicinale des carmes,L’encyclopédie de Diderot et d’Alembert renvoie à « mélisse » quand on cherche « eau des carme » : la mélisse est un « genre de plante à fleur [...] d’un grand usage en médecine » ,
0,eau ocgeniente,"A priori pas d’erreur de retranscription (Source : Objet Général -- 1777 – AN_F12_245.pdf, page 54) ; phonétiquement, on peut confondre avec « eau oxygénante », ou « eau oxygénée » ",
0,eau octaze,"Il ne semble pas y avoir d’erreur de retranscription (Source : Objet Général -- 1777 – AN_F12_245.pdf, page 55) ; il n’y a pourtant qu’une seule occurrence dans la BDD ",
0,eau sederale,"La retranscription semble correcte bien qu’il est difficile de lire l’écriture du copiste sur le pdf (Source : Objet Général -- 1787 – AN_F12_250.pdf, page 63). On ne trouve toutefois pas de définition appropriée dans les différents dictionnaires. ",
0,eau vulnéraire,"Savary, volume 2, 1748 :  « eau médicinale » ",
0,ecalles (brancards et leurs),« escale  ,
1,écarage (bois d'),bois d'équarissage? ,
1,écarié (bois),"bois équarri, ou écorcé? ",
0,ecart de bœuf,"Doutes sur la signification : sur eBay, il se vend des « pantalons costume folklorique en Écart de boeuf en cuir véritable ». Est-ce un certain type de cuir ? ",
0,echala,Echalas ou Echalats : Morceau de bois en forme de bâton pour planter les vignes. ,
1,echaussillon,"Pas d’erreur de retranscription (Source : Objet Général -- 1758 – BMRouen_Ms_Montbret_155-2.pdf, page 47) ; terme inconnu des dictionnaires ; une seule occurrence dans la BDD ",
1,échelotte," (Précédente remarque) indécidable: échalotte ou échelette, petite échelle ",
1,échelotte,"Gros doute sur la retranscription de l’écriture peu lisible du copiste (Source : Bordeaux -- 1769 -- Exports – AD33_C_4388.pdf, page 2). Une seule occurrence dans la BDD pour un terme inconnu des dictionnaires. ",
0,ecope,"« Ecopes : Sorte de pelle de bois a long manche, dont on se sert à arroser » (Savary) ",
0,ecorce d'orange,"Cortex aurantiorum : The Latin term for ORANGE PEEL and in medicine at least, the SEVILLE ORANGE was used. ",
0,ecorce de bergamotte,"Louis-Jacques Thénard, Traité de chimie élémentaire, théorique et pratique, 1835 : « Essence de bergamotte : s'extrait ordinairement par la pression de l'écorce de bergamote (CITRUS LIMETTA BERGAMOTTA) […] on l'emploie en Médecine et comme cosm ",
1,écorce de boutard,,
1,ecouette,"Il ne semble pas y avoir d’erreur de retranscription (Source : Rouen et Caen -- 1771 – CCI_Rouen_Carton_VIII_110.pdf, page 6). En revanche, le mot n’a pas de définition dans les différents dictionnaires étudiés. ",
0,écran,"Selon le Littré, un écran est une « sorte de meuble dont on se sert pour se garantir de l'action directe du feu », ou encore une « Toile blanche tendue sur un châssis dont les dessinateurs et les graveurs se servent pour amortir l'éclat du jour » ",
0,écrelet,« Sorte de pain d'épices usité dans la Suisse française. » (Littré),
1,écru de cerise,,
1,écume de verre,"L’écume est défini par le Littré comme étant (entre autres) la scorie des métaux en fusions, c’est à dire la matière qui, se séparant pendant la fusion des métaux que l'on purifie, vient se vitrifier à leur surface. ",
0,écumoires à sucre,"Le Littré parle d’écumoire comme d’ « ustensile de cuisine en forme de cuiller ronde, mince, et percée de beaucoup de trous, servant à écumer la marmite. » ",
1,egrat,,
0,eguille a boite,"Savary, volume 2, 1748 : « Que l'on écrit plus ordinairement aiguille » ",
1,elatchas,,
0,elatches,"« Etoffe des Indes, soie et coton » (Savary)",
,elbot,poisson (halibut / flétan – Wiktionnaire),
0,elebor,"Ellébore, plante utilisée pour soigner la folie et l'épilepsie. La meilleure variété médicinale provenait d’Anticyra. ",
0,elebor blanc,"Ellébore, plante utilisée pour soigner la folie et l'épilepsie. La meilleure variété médicinale provenait d’Anticyra. ",
1,elegias,"La retranscription paraît correcte (Source : Nantes -- 1755 -- Exports – AD44_C716.pdf, page 14). Il y a seulement deux sources qui mentionnent cette marchandise, et toutes en direction de Guinée, depuis la façade atlantique.  ",
0,"eleni, eleny, éleni (gomme)","Gomme élémi, article ""Elemi"", Encyclopédie. ",
1,éloc de fer,,
0,émeri,roche ,
1,en pain,"Ce n’est certainement pas une marchandise à identifier ici mais plutôt une manière de la qualifier. Selon le Littré, « certaines substances mises en masse, et dont la forme est comparée à celle d'un pain. Pain de sucre, pain de bougie, pain de vieux oing, pain de savon, etc. se disent de ces matières préparées sous la forme dans laquelle on les vend. EN PAIN de sucre, en forme de cône. ",
1,encrin,,
0,entenolle,Définition trouvée dans le dictionnaire « Trésor du langage des galères » (https://books.google.fr/books?id=LYXmA38GXg8C&pg=PA224&lpg=PA224&dq=entenolle&source=bl&ots=456Fp0_A5M&sig=3mmEbJcEb6icFnzSCfaGiAFpCrY&hl=fr&sa=X&ved=0ahUKEwjO7a6OtrvMAhWiJcAKHQPqD2sQ6AEIHTAA#v=onepage&q=entenolle&f=false) : petite antenne servant à établir la voile de cape. ,
0,"épars, épar","Encyclopédie, article ""Eparts"", ""sont des morceaux de bois plat, de l'épaisseur d'un bon pouce, long environ de cinq piés"". ",
0,épart,"pièce horizontale (ébénisterie, charpente)[Classe] ",
0,épicerie muscade,Cf. P.H.Wallis : food ,
0,épines à planter,"Etant suivi de la locution « à planter », le copiste a sûrement voulu faire référence au terme de métallurgie désginant les pointes qui hérissent le cuivre après l'opération du ressuage et de la liquation. (Littré) ",
1,épingoles,"Très probablement une erreur de retranscription en faveur d’épingles (modification de la source effectuée) (Source : Nantes – 1764 -- Exports -- AD44_C716 (B&W).pdf, page 15) ",
1,épingolus,"Idem, très probablement une erreur de retranscription (de l’écriture du même copiste) en faveur d’épingles (modification de la source effectuée) (Source : Nantes – 1763 -- Exports -- AD44_C716 (B&W).pdf, page 14) ",
0,éponge,Wallis List ,
1,épousterie,"Peut être une erreur de retranscription (Source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=q2mdjsuqidqd07hvh6btah3pr3&param=visu&page=1, page 4). Aurait-il fallu lire « epoustoir », qui serait une mauvaise graphie de « époussetoir » ? ",
1,epriers (bois en),"Difficile de lire l’écriture du copiste, une seule occurrence dans toute la BDD. (Source : 1789 - Importations - Direction de Lille – AN_F12_1667.pdf) ",
0,equine,"Savary, volume 2, 1748 : ESQUINE ou SQUINE « Racine […] Cette drogue dont on fait des décoctions et des tisanes pour la guérison de ces maux que la raison abhorre tant, et que la débauche n'évite presque jamais » ",
1,equine,Voir « equine » ci dessus ,
0,ergot de bœuf,Ergot : synonyme de sabot ,
0,escamite,"« Escamite : Les Dimittes et les escamittes sont des étoffes de coton, dont la différence consiste que l'escamitte est simple et la dimitte est croisée. » (Dictionnaire portatif de commerce, 1770) Viennent du Levant ",
1,escamotte,,
1,escaralles,,
1,escarasse,"Le terme revient souvent dans la BDD, mais ne trouve pas de définition dans le dictionnaires ainsi orthographié. Peut être faut il considérer « êcarasse » (élision du s), marchandise qui apparaît dans quelques livres (https://books.google.fr/books?id=KS8_AQAAMAAJ&pg=PA216&lpg=PA216&dq=ecarasse&source=bl&ots=S2dHaXyemW&sig=96iKsiRHUD3OczgeolyIItQjVpU&hl=fr&sa=X&ved=0ahUKEwi2hKXovr3MAhULDMAKHbRKBcgQ6AEIJjAC#v=onepage&q=ecarasse&f=false, qui servirait lors du travail de la laine) ",
0,escayolle,"Escayolle : Graine qui sert à nourrir les oiseaux : il en vient de Tunis et d'Alger 1000 à 1200 quintaux (Savary, commerce de Marseille). ",
