marchandises_simplification,provenance_nord_américaine,details_provenance,obsolete
equeurs,,,non
equine,,,non
ergots de bœuf,,,non
ergots de caret,Hors Amérique du Nord,,non
érnail,,,non
escabelles,,,non
escabilles,,,oui
escamitte,,,non
escamotte,,,non
escaralles,,,non
escarasse,,,non
escarbille,,,non
escargots,,,non
escargots et crekels,,,non
escarpins,,,non
escarpins de chambre,,,non
escayolles,,,non
esclapes,,,non
esclapes de bois,,,non
esco,,,non
escope,,,non
escortines,,,non
escortines à huile,,,non
escortines d'espars,,,non
escosses,,,non
escot,,,non
escot de bois,,,non
escot de fer,,,non
escot de laine,,,non
escotins de bois,,,non
escots,,,oui
escots de bois,,,oui
escots de fer,,,oui
espadrilles,,,non
espagnolette,,,non
espagnolette à fleurs,,,non
espagnolette croisée,,,non
espagnolette de laine,,,non
espagnolette de laine croisée,,,non
espagnolette de laine lisse,,,non
espagnolette de laine simple,,,non
espagnolette des prises,,,non
espagnolette simple,,,non
espars,,,non
espars de 10 à 15 pieds,,,non
espars de 10 pieds,,,non
espars de 12 à 15 pieds,,,non
espars de 14 à 16 pieds,,,non
espars de 14 pieds,,,non
espars de 15 à 20 pieds,,,non
espars de 15 à 25 centimètres,,,non
espars de 15 centimètres inclusivement à 25 exclusivement,,,non
espars de 18 à 20 pieds,,,non
espars de 18 à 36 pieds,,,non
espars de 18 pieds,,,non
espars de 20 à 22 pieds,,,non
espars de 20 à 25 pieds,,,non
espars de 20 à 26 pieds,,,non
espars de 20 à 30 pieds,,,non
espars de 20 pieds,,,non
espars de 24 à 36 pieds,,,non
espars de 25 à 26 pieds,,,non
espars de 25 à 30 pieds,,,non
espars de 26 à 28 pieds,,,non
espars de 26 pieds,,,non
espars de 27 pieds,,,non
espars de 28 à 30 pieds,,,non
espars de 28 à 36 pieds,,,non
espars de 28 pieds,,,non
espars de 30 à 40 pieds,,,non
espars de 30 pieds,,,non
espars de 35 à 46,,,non
espars de 35 pieds,,,non
espars de 4 à 5 pieds,,,non
espars de 40 à 45 pieds,,,non
espars de 40 à 50 pieds,,,non
espars de 40 pieds,,,non
espars de 45 pieds,,,non
espars de 5 à 6 pieds,,,non
espars de 55 pieds,,,non
espars de 56 à 61 pieds,,,non
espars de 8 à 9 pieds,,,non
espars de différente longueur,,,non
espars de nitriol,,,non
espars de sapin,,,non
espars de sapin de 15 pieds,,,non
espars de sapin de 18 pieds,,,non
espars de sapin de 20 pieds,,,non
espars de sapin de 24 pieds,,,non
espars de sapin de 25 pieds,,,non
espars de sapin de 30 pieds,,,non
espars de sapin de 45 pieds,,,non
espars divers,,,non
espars doubles,,,non
espars marmoyées en argent,,,non
espars petit,,,non
espars petits,,,non
espars pour construction,,,non
espars simple,,,non
espars simples,,,non
espèce monnayée ???,,,non
espingole,,,non
esponton,,,non
esprit,,,non
esprit d'absinthe,,,non
esprit de bergamote,,,non
esprit de cédrat,,,non
esprit de citron,,,non
esprit de coclearia,,,non
esprit de corne de cerf,,,non
esprit de coton,,,non
esprit de feuilles d'orange,,,non
esprit de fil,,,non
esprit de fleurs d'orange,,,oui
esprit de fleurs d'oranger,,,non
esprit de lavande,,,non
esprit de limon,,,non
esprit de miroly,,,non
esprit de myrrhe,,,non
esprit de myrthe,,,non
esprit de nitre,,,non
esprit de romarin,,,non
esprit de sel,,,non
esprit de sel ammoniac,,,non
esprit de sel marin,,,non
esprit de soufre,,,non
esprit de vitriol,,,non
esprit-de-vin,Hors Amérique du Nord,,non
esprots,,,non
esprots fumés,,,non
espuirie,,,non
esquine,,,non
essandoles,,,non
essence,,,non
essence aromatique,,,non
essence au bruit aromatique,,,non
essence d'anis,,,non
essence de bergamote,,,non
essence de cannelle,,,non
essence de cendre de bois,,,non
essence de citron,,,non
essence de fleur d'orange,,,non
essence de girofle,,,non
essence de jasmin,,,non
essence de lavande,,,non
essence de limon,,,non
essence de muscade,,,non
essence de paruce,,,non
essence de pommade,,,non
essence de rose,,,non
essence de térébenthine,,,non
essence de térébenthine et huile de térébenthine,,,non
essence de thym,,,non
essence de vitriol,,,non
essence et huile de térébenthine,,,non
essence et huile de thérébenthine,,,oui
essence et pommade,,,non
essence odoriférante,,,non
essence ou esprit de citron,,,non
essence vitriolique et vitriol huile,,,non
essence vitrioliques et huile de vitriol,,,oui
essieux,,,non
essieux à cabrouets,,,non
essieux de fer,,,non
estagnons,,,non
estagnons de cuivre allié,,,non
estampes,,,non
estampes en feuilles,,,non
estampes encadrées,,,non
estampes et cartes géographiques,,,non
estampes et gravures,,,non
estampes et images,,,non
estampes et librairie,,,non
estampes et tableaux,,,non
estampes sur papier,,,non
estampes sur toile,,,non
estères,,,non
estères de jonc,,,non
estrasse de cocons,,,non
estrasse de Savoie,,,non
estrasse de soie,,,non
esturgeon,,,non
esturgeon en adaube,,,non
esturgeon mariné,,,non
esturgeon salé,,,non
esturgeons,,,oui
étain,Hors Amérique du Nord,,non
étain battu,,,non
étain battu ou limé,,,non
étain brut,Hors Amérique du Nord,,non
étain brut d'Inde,,,non
étain brut d'Inde des entrepôts,,,non
étain brut en masses ouvrages brisés et saumons,,,non
étain d'Angleterre,,,non
étain de glaces,,,non
étain de j ???,,,non
étain de malgue,,,non
étain de Melac,,,non
étain de retour,Hors Amérique du Nord,,oui
étain de retour faute de vente,,,non
étain des Indes,,,non
étain en bloc,,,non
étain en feuilles,,,non
étain en lingots,,,non
étain en plats,,,non
étain en plomb,,,non
étain en saumon,,,non
étain et plomb,,,non
étain fin,,,non
étain fin en bloc,,,non
étain neuf,,,non
étain non ouvré,,,non
étain pour glaces,,,non
étain pour soudure,,,non
étain rouge,,,non
étain seringues,,,non
étain vieux,Hors Amérique du Nord,,non
étais en bois,,,non
etalchasse,,,non
étame,,,oui
étame des prises,,,oui
etamette,,,oui
étamette,,,non
étamette dauphine casinettes,,,non
étamette dauphine casinettes aune,,,oui
étamine,Hors Amérique du Nord,,non
étamine à bluteau,,,non
étamine à passer fromage,,,non
étamine à pavillon,,,non
étamine à peu de soie,,,non
étamine au quart de soie,,,non
étamine aune,,,non
étamine avec soie,,,non
étamine avec vingt brins de soie,,,non
étamine burail,,,non
étamine buratée de laine,,,non
étamine burette,,,non
étamine d'Agen,,,non
étamine d'Allemagne,,,non
étamine d'Amiens,,,non
étamine d'Auvergne,,,non
étamine de Acims,,,non
étamine de belzamine,,,non
étamine de laine,Hors Amérique du Nord,,non
étamine de laine d'Angleterre,,,non
étamine de laine et de soie,,,non
étamine de Nogent,,,non
étamine de Noyau,,,non
étamine de Reims,,,non
étamine de Rouen,,,non
étamine des prises,,,non
étamine du Mans,,,non
étamine du pays,,,non
étamine Maine,,,non
étamine mi soie,,,non
étamine ouvrée,,,non
étamine piquée de soie,,,non
étamine rayée,,,non
étamine virée,,,non
étampes,,,non
étampes de chanvre,,,non
etatchasse,,,non
étaux de fer,,,non
etaya,,,non
étendards,,,non
etendelle,,,non
éternelle de coton,,,non
etocs,,,non
etocs de fer,,,non
étocs de fer,,,non
étoffe,,,non
étoffe à carreaux et de toile de coutil,,,non
étoffe à la valeur,,,non
étoffe à peu,,,non
étoffe à peu de soie,,,non
étoffe au ??? de soie,,,non
étoffe au filoselle,,,non
étoffe au poil sorge de Rome,,,non
étoffe au quart,,,non
étoffe au quart de soie,,,non
étoffe au sixième,,,non
étoffe au sixième de soie,,,non
étoffe au sixième de soie en siamoise,,,non
étoffe au sixième de soie siamoise,,,non
étoffe au tiers de soie,,,non
étoffe au-dessus du sixième de soie,,,non
étoffe avec argent et or,,,non
étoffe avec un brin de soie,,,non
étoffe avec vin brin de soie,,,non
étoffe brochée d'argent et d'or faux de soie pure,,,non
étoffe brochée d'argent et d'or fin de soie pure,,,non
étoffe brochée de coton et de fil siamois,,,non
étoffe brochée de soie de soie pure,,,non
étoffe brochée et brodée,,,non
étoffe cotonne,,,non
étoffe crêpe,,,non
étoffe croisée,,,non
étoffe d'Amiens façonnée,,,non
étoffe d'argent,,,non
étoffe d'argent d'or et de soie,,,non
étoffe d'argent et d'or,,,non
étoffe d'argent et d'or faux,,,non
étoffe d'argent et d'or fin,,,non
étoffe d'argent et de soie,,,non
étoffe d'herbes,,,non
étoffe d'or,,,non
étoffe d'or et de soie,,,non
étoffe d'or faux et de soie,,,non
étoffe de bourre de soie,,,non
étoffe de capiton,,,non
étoffe de chanvre,,,non
étoffe de chanvre et de fil de lin en toile,,,non
étoffe de chanvre et de lin en toile diverse,,,non
étoffe de coton,,,non
étoffe de coton ???,,,non
étoffe de coton au quart de soie,,,non
étoffe de coton brillant blanc,,,non
étoffe de coton brodé,,,non
étoffe de coton de fil,,,non
étoffe de coton de fil et de laine,,,non
étoffe de coton de fil et de soie,,,non
étoffe de coton de fleuret et de soie,,,non
étoffe de coton de laine,,,non
étoffe de coton de laine et de soie,,,non
étoffe de coton de quart de soie,,,non
étoffe de coton de velours,,,non
étoffe de coton des Indes,,,non
étoffe de coton en drap,,,non
étoffe de coton en soie,,,non
étoffe de coton et bonneterie,,,non
étoffe de coton et chapeaux,,,non
étoffe de coton et de fil,,,non
étoffe de coton et de fil de soie,,,non
étoffe de coton et de fil et de laine,,,oui
étoffe de coton et de fil et de laine et de poil chameau,,,non
étoffe de coton et de fil et de laine et de poil de chèvre,,,non
étoffe de coton et de fil et de soie,,,oui
étoffe de coton et de fil mélangés,,,non
étoffe de coton et de fleuret,,,non
étoffe de coton et de laine,,,non
étoffe de coton et de laine diverse,,,non
étoffe de coton et de laine et de filoselle,,,non
étoffe de coton et de laine et de soie mélangés,,,non
étoffe de coton et de laine retour,,,non
étoffe de coton et de soie,,,non
étoffe de coton et de soie des Indes,,,non
étoffe de coton et de soie éternelle,,,non
étoffe de coton et de toile,,,non
étoffe de coton et drap de coton et velours de coton,,,non
étoffe de coton et drap de coton et velours de coton et couverture de coton,,,oui
étoffe de coton et drap de coton et velours de coton et couvertures de coton,,,non
étoffe de coton et mercerie,,,non
étoffe de coton et pellerie,,,non
étoffe de coton et velours commun,,,non
étoffe de coton éternelle,,,oui
étoffe de coton imprimé,,,non
étoffe de coton mélangée,,,non
étoffe de coton mêlée de soie,,,non
étoffe de coton mi soie,,,non
étoffe de coton peint,,,non
étoffe de coton tapisserie,,,oui
étoffe de crin,,,non
étoffe de d'argent et d'or et de soie,,,non
étoffe de dorure de laine et de soie,,,non
étoffe de fil,,,non
étoffe de fil au quart de soie,,,non
étoffe de fil de laine,,,non
étoffe de fil et bourre de chèvre,,,non
étoffe de fil et de laine,,,non
étoffe de fil et de poil,,,non
étoffe de fil et de poil de chèvre,,,non
étoffe de fil et de soie,,,non
étoffe de fil et moquette,,,non
étoffe de fil et poil de chèvre,,,non
étoffe de fil et poil de chèvre aune,,,non
étoffe de filoselle,,,non
étoffe de filoselle et de laine,,,non
étoffe de filoselle et de soie,,,non
étoffe de filoselle et soie,,,oui
étoffe de fleuret,,,non
étoffe de fleuret au brin de soie,,,non
étoffe de fleuret et de laine,,,non
étoffe de fleuret et de soie,,,non
étoffe de fleuret et laine,,,non
étoffe de fleuret pure,,,non
étoffe de galette et de soie,,,non
étoffe de laine,,,non
étoffe de laine ???,,,non
étoffe de laine à faire moufles,,,non
étoffe de laine à fil,,,non
étoffe de laine à la valeur,,,non
étoffe de laine angora,,,non
étoffe de laine au quart de soie,,,non
étoffe de laine avec dorure,,,non
étoffe de laine avec soie,,,non
étoffe de laine bêche,,,non
étoffe de laine beige 309 lignes,,,non
étoffe de laine blanche,,,non
étoffe de laine brodée de dorure et de soie,,,non
étoffe de laine cannelée,,,non
étoffe de laine casimir,,,oui
étoffe de laine chaleur,,,non
étoffe de laine couterie,,,non
étoffe de laine crêpe,,,non
étoffe de laine de Rome,,,non
étoffe de laine en cachemire,,,non
étoffe de laine en croisé,,,non
étoffe de laine en quart de soie,,,non
étoffe de laine en raz de castor,,,non
étoffe de laine en sarain,,,non
étoffe de laine et de fil,,,non
étoffe de laine et de poil,,,non
étoffe de laine et de soie,,,non
étoffe de laine et de soie aune,,,non
étoffe de laine et de soie brodée,,,non
étoffe de laine et de soie diverse,,,non
étoffe de laine et de velours d'Utrecht,,,non
étoffe de laine et poil,,,non
étoffe de laine fabrique de Tournai,,,non
étoffe de laine fabriquée à Arras,,,non
étoffe de laine fleuret au quart,,,non
étoffe de laine fleuret et de soie,,,non
étoffe de laine florentine,,,non
étoffe de laine grains d'orge,,,non
étoffe de laine grosse,,,non
étoffe de laine imprimée,,,non
étoffe de laine large et serge,,,non
étoffe de laine Maroc,,,oui
étoffe de laine mélangée,,,non
étoffe de laine mêlée de soie,,,non
étoffe de laine mêlée ou pure,,,non
étoffe de laine Minorque,,,non
étoffe de laine poil et laine,,,non
étoffe de laine poil et laine velours,,,non
étoffe de laine poil poil et laine,,,non
étoffe de laine pour nègre,,,non
étoffe de laine pure,,,non
étoffe de laine pure aune,,,non
étoffe de laine reste,,,non
étoffe de laine retour,,,non
étoffe de laine riche,,,non
étoffe de laine royale,,,non
étoffe de laine satinée,,,non
étoffe de laine serge à doublure,,,non
étoffe de laine teinte,,,non
étoffe de laine turque,,,non
étoffe de laine velverde,,,non
étoffe de laine verlastine,,,non
étoffe de laine voile noir,,,non
étoffe de panne,,,oui
étoffe de peluches pour nègre,,,non
étoffe de poil,,,non
étoffe de poil de chameau,,,non
étoffe de poil de laine et de velours d'Utrecht,,,non
étoffe de poil et de velour d'Utrecht,,,non
étoffe de poil et de velours,,,non
étoffe de poil et fil,,,non
étoffe de poil et laine velours,,,non
étoffe de poil et laine velours d'Utrecht,,,non
étoffe de prunelle,,,oui
étoffe de riche,,,non
étoffe de Rouen,,,non
étoffe de soie,,,non
étoffe de soie à fil,,,non
étoffe de soie au quart,,,non
étoffe de soie aune,,,non
étoffe de soie avec argent et or,,,non
étoffe de soie brochée d'argent et d'or faux,,,non
étoffe de soie brochée d'argent et d'or fin,,,non
étoffe de soie brochée de soie,,,non
étoffe de soie brodée,,,non
étoffe de soie brodée d'or,,,non
étoffe de soie brodée en dorure,,,non
étoffe de soie brodée en soie retour,,,non
étoffe de soie crêpe,,,non
étoffe de soie crue,,,non
étoffe de soie d'armoisin,,,non
étoffe de soie d'or et d'argent faux,,,non
étoffe de soie d'Utrecht,,,non
étoffe de soie de crêpe,,,non
étoffe de soie de fleuret et soie,,,non
étoffe de soie de laine,,,non
étoffe de soie de lin,,,non
étoffe de soie de renvoi,,,non
étoffe de soie de Saint Bours,,,non
étoffe de soie de velours,,,non
étoffe de soie des Indes,,,non
étoffe de soie dite Florence,,,non
étoffe de soie dite milleret,,,non
étoffe de soie draps,,,non
étoffe de soie du Levant,,,non
étoffe de soie en dorure,,,non
étoffe de soie en dorure aune,,,non
étoffe de soie en drap,,,non
étoffe de soie en laine,,,non
étoffe de soie en velours,,,non
étoffe de soie et ???,,,non
étoffe de soie et de poil,,,non
étoffe de soie et de velours d'Utrecht,,,non
étoffe de soie et de velours de Gênes,,,non
étoffe de soie et galets,,,non
étoffe de soie et prunelle de laine,,,non
étoffe de soie et soierie,,,non
étoffe de soie façonnée,,,non
étoffe de soie fleuret et soie,,,non
étoffe de soie herbage,,,non
étoffe de soie mêlée d'argent et d'or faux,,,non
étoffe de soie mêlée d'argent et d'or fin,,,non
étoffe de soie mêlée de fil,,,non
étoffe de soie mêlée de laine ou de coton,,,non
étoffe de soie mi soie,,,non
étoffe de soie morenine,,,oui
étoffe de soie pays étrangers,,,non
étoffe de soie pièce,,,non
étoffe de soie pou de soie,,,non
étoffe de soie pure,,,non
étoffe de soie pure unie,,,non
étoffe de soie raz ??? cir,,,non
étoffe de soie raz ??? fin,,,non
étoffe de soie riche,,,non
étoffe de soie unie,,,non
étoffe de taffetas,,,non
étoffe de velours,,,non
étoffe de velours d'Utrecht,,,non
étoffe de velours de coton,,,non
étoffe de velours de soie,,,non
étoffe de voile,,,non
étoffe demi soie,,,non
étoffe des Indes,,,non
étoffe dite calutras de coton et de soie,,,non
étoffe dite pauvre madame,,,non
étoffe diverse couverture et draperie pour le gouvernement,,,oui
étoffe diverse couvertures et draperie pour le gouvernement,,,non
étoffe dorure,,,non
étoffe dorure d'argent,,,non
étoffe dorure d'argent et d'or,,,non
étoffe dorure d'argent et d'or faux,,,non
étoffe dorure d'argent fin et d'or,,,non
étoffe dorure d'or,,,non
étoffe dorure d'or faux,,,non
étoffe dorure et de soie,,,non
étoffe dorure fausse,,,non
étoffe dorure fine et de soie,,,non
étoffe droguet,,,non
étoffe du Maroc,,,oui
étoffe en bours du Levant,,,non
étoffe en dorure et galon et passementerie,,,non
étoffe en or mêlée de soie,,,non
étoffe en quart de soie,,,oui
étoffe et galon d'argent et d'or,,,non
étoffe et gaze et toile des Indes,,,non
étoffe et lainages,,,non
étoffe et ruban de soie,,,non
étoffe et rubanerie de fleuret,,,non
étoffe et rubannerie de fleuret,,,oui
étoffe et rubans de soie,,,oui
Étoffe étamine fine,,,non
étoffe éternelle,,,non
étoffe éternelle de laine,,,non
étoffe éternelle mélangée de soie,,,non
étoffe étrangère,,,non
étoffe étrangère de jude,,,non
étoffe façonnée,,,non
étoffe façonnée de soie pure,,,non
