simplification,nbr_occurences_simpl,obsolete,luxe_dans_SITC,nbr_occurences_luxe_dans_SITC
étoffe de coton et soie,2,non,,796571
étoffe de coton et velours commun,1,non,,796571
étoffe de coton imprimé,2,non,,796571
étoffe de coton mêlée,1,non,,796571
étoffe de coton mêlée de soie,1,non,,796571
étoffe de coton mi soie,2,non,,796571
étoffe de coton peint,1,non,,796571
étoffe de coton piqué,1,non,,796571
étoffe de coton simple,2,non,,796571
étoffe de crin,33,non,milieu de gamme,43473
étoffe de crin et de poils,2,non,,796571
étoffe de dorure de laine et de soie,2,non,,796571
étoffe de fil,8,non,,796571
étoffe de fil au quart de soie,1,non,,796571
étoffe de fil de laine,6,non,,796571
étoffe de fil et bourre de chèvre,1,non,,796571
étoffe de fil et de laine,184,non,milieu de gamme,43473
étoffe de fil et de laine de retour,1,non,,796571
étoffe de fil et de poil,1,non,,796571
étoffe de fil et de poil de chèvre,6,non,,796571
étoffe de fil et de soie,239,non,bas de gamme,17938
étoffe de fil et moquette,1,non,,796571
étoffe de fil et poil de chèvre,43,non,,796571
étoffe de fil et soie,1,non,,796571
étoffe de filoselle,48,non,bas de gamme,17938
étoffe de filoselle et de laine,3,non,,796571
étoffe de filoselle et de soie,37,non,,796571
étoffe de filoselle et laine,1,oui,,796571
étoffe de Flandre et de poil,2,non,,796571
étoffe de fleuret,73,non,bas de gamme,17938
étoffe de fleuret au brin de soie,1,non,,796571
étoffe de fleuret et de laine,5,non,,796571
étoffe de fleuret et de soie,10,non,,796571
étoffe de fleuret et laine,3,non,,796571
étoffe de fleuret pure,2,non,,796571
étoffe de galette et de soie,2,non,,796571
étoffe de laine,582,non,bas de gamme,17938
étoffe de laine ???,5,non,,796571
étoffe de laine à faire moufles,9,non,,796571
étoffe de laine à fil,1,non,,796571
étoffe de laine à la valeur,1,non,,796571
étoffe de laine angora,1,non,,796571
étoffe de laine au quart de soie,1,non,,796571
étoffe de laine avec dorure,1,non,,796571
étoffe de laine avec soie,1,non,,796571
étoffe de laine bêche,1,non,,796571
étoffe de laine beige,1,non,,796571
étoffe de laine beige 309 lignes,1,non,,796571
étoffe de laine blanche,3,non,,796571
étoffe de laine brodée de dorure et de soie,1,non,,796571
étoffe de laine cannelée,1,non,,796571
étoffe de laine chaleur,1,non,,796571
étoffe de laine couterie,1,non,,796571
étoffe de laine crêpe,2,non,,796571
étoffe de laine de Rome,1,non,,796571
étoffe de laine en cachemire,2,non,,796571
étoffe de laine en croisé,1,non,,796571
étoffe de laine en quart de soie,1,non,,796571
étoffe de laine en raze de castor,5,non,,796571
étoffe de laine en sarain,1,non,,796571
étoffe de laine et de fil,1,non,,796571
étoffe de laine et de poil,33,non,milieu de gamme,43473
étoffe de laine et de soie,171,non,bas de gamme,17938
étoffe de laine et de soie brodée,1,non,,796571
étoffe de laine et de soie diverse,1,non,,796571
étoffe de laine et de velours d'Utrecht,1,non,,796571
étoffe de laine et poil,11,non,,796571
étoffe de laine fabrique de Tournai,3,non,,796571
étoffe de laine fabriquée à Arras,1,non,,796571
étoffe de laine fleuret au quart,1,non,,796571
étoffe de laine fleuret et de soie,2,non,,796571
étoffe de laine florentine,3,non,,796571
étoffe de laine grains d'orge,1,non,,796571
étoffe de laine grosse,1,non,,796571
étoffe de laine imprimée,4,non,,796571
étoffe de laine large et serge,2,non,,796571
étoffe de laine mêlée,1,non,,796571
étoffe de laine mêlée de soie,3,non,,796571
étoffe de laine mêlée ou pure,151,non,,796571
étoffe de laine Minorque,3,non,,796571
étoffe de laine orientale,1,non,,796571
étoffe de laine piquée,1,non,,796571
étoffe de laine poil et laine,4,non,,796571
étoffe de laine poil et laine velours,1,non,,796571
étoffe de laine poil poil et laine,1,non,,796571
étoffe de laine pour nègre,1,non,,796571
étoffe de laine pure,143,non,,796571
étoffe de laine reste,1,non,,796571
étoffe de laine retour,1,non,,796571
étoffe de laine riche,1,non,,796571
étoffe de laine royale,1,non,,796571
étoffe de laine satinée,1,non,,796571
étoffe de laine sayali,1,non,,796571
étoffe de laine serge à doublure,2,non,,796571
étoffe de laine teinte,9,non,,796571
étoffe de laine turque,2,non,,796571
étoffe de laine velverde,1,non,,796571
étoffe de laine verlastine,1,non,,796571
étoffe de laine voile noir,1,non,,796571
étoffe de lin et de chanvre mêlés,1,non,,796571
étoffe de peluches pour nègre,1,non,,796571
étoffe de plocq,2,non,,796571
étoffe de poil,39,non,milieu de gamme,43473
étoffe de poil de chameau,14,non,,796571
étoffe de poil de laine et de velours d'Utrecht,4,non,,796571
étoffe de poil et de velour d'Utrecht,1,non,,796571
étoffe de poil et de velours,2,non,,796571
étoffe de poil et fil,1,non,,796571
étoffe de poil et laine velours,2,non,,796571
étoffe de poil et laine velours d'Utrecht,1,non,,796571
étoffe de pure soie,2,non,,796571
étoffe de pure soie et unie,3,non,,796571
étoffe de pure soie façonnée,2,non,,796571
étoffe de Reims,1,non,,796571
étoffe de retour,1,non,,796571
étoffe de riche,1,non,,796571
étoffe de Rouen,1,non,,796571
étoffe de soie,3045,non,milieu de gamme,43473
étoffe de soie à fil,1,non,,796571
étoffe de soie au quart,168,non,bas de gamme,17938
étoffe de soie avec argent et or,1,non,,796571
étoffe de soie blonde,5,non,,796571
étoffe de soie brochée,1,non,,796571
étoffe de soie brochée d'argent et d'or faux,1,non,,796571
étoffe de soie brochée d'argent et d'or fin,1,non,,796571
étoffe de soie brochée de soie,2,non,,796571
étoffe de soie brodée,5,non,,796571
étoffe de soie brodée d'or,2,non,,796571
étoffe de soie brodée en dorure,1,non,,796571
étoffe de soie brodée en soie retour,1,non,,796571
étoffe de soie crêpe,10,non,,796571
étoffe de soie croisée,1,non,,796571
étoffe de soie crue,1,non,,796571
étoffe de soie d'armoisin,1,non,,796571
étoffe de soie d'Utrecht,1,non,,796571
étoffe de soie de crêpe,2,non,,796571
étoffe de soie de fleuret et soie,4,non,,796571
étoffe de soie de laine,1,non,,796571
étoffe de soie de lin,1,non,,796571
étoffe de soie de renvoi,2,non,,796571
étoffe de soie de Saint Bours,1,non,,796571
étoffe de soie de velours,4,non,,796571
étoffe de soie des Indes,45,non,milieu de gamme,43473
étoffe de soie dite Florence,1,non,,796571
étoffe de soie dite milleret,1,non,,796571
étoffe de soie diverse,2,oui,,796571
étoffe de soie dorure d'argent,10,non,,796571
étoffe de soie dorure d'argent et d'or,233,non,haut de gamme,11978
étoffe de soie dorure d'argent et d'or faux,10,non,,796571
étoffe de soie dorure d'argent et d'or fin,2,non,,796571
étoffe de soie dorure d'or,43,non,haut de gamme,11978
étoffe de soie dorure d'or faux,1,non,,796571
étoffe de soie du Levant,12,non,,796571
étoffe de soie en coton,1,non,,796571
étoffe de soie en drap,1,non,,796571
étoffe de soie en fleurs,1,non,,796571
étoffe de soie en laine,1,non,,796571
étoffe de soie en or et argent,1,non,,796571
étoffe de soie en velours,3,non,,796571
étoffe de soie et ???,2,non,,796571
étoffe de soie et d'argent,1,non,,796571
étoffe de soie et de fil dorure d'argent,1,non,,796571
étoffe de soie et de poil,1,non,,796571
étoffe de soie et de velours d'Utrecht,22,non,milieu de gamme,43473
étoffe de soie et de velours de Gênes,4,non,,796571
étoffe de soie et galets,1,non,,796571
étoffe de soie et prunelle de laine,1,non,,796571
étoffe de soie et ruban,1,non,,796571
étoffe de soie et soierie,6,non,,796571
étoffe de soie fabriquée,1,non,,796571
étoffe de soie façonnée,4,non,,796571
étoffe de soie fleuret et soie,1,non,,796571
étoffe de soie gros de Tours,1,non,,796571
étoffe de soie herbage,1,non,,796571
étoffe de soie mêlée,2,non,,796571
étoffe de soie mêlée de fil,3,non,,796571
étoffe de soie mêlée de laine ou de coton,1,non,,796571
étoffe de soie mi soie,191,non,bas de gamme,17938
étoffe de soie pays étrangers,6,non,,796571
étoffe de soie pièce,12,non,,796571
étoffe de soie pou de soie,1,non,,796571
étoffe de soie pure,52,non,,796571
étoffe de soie raz de Sicile,1,non,,796571
étoffe de soie raze ??? cir,1,non,,796571
étoffe de soie raze ??? fin,2,non,,796571
étoffe de soie riche,4,non,,796571
étoffe de soie unie,4,non,,796571
étoffe de taffetas,1,non,,796571
étoffe de velours,18,non,,796571
étoffe de velours d'Utrecht,6,non,,796571
étoffe de velours de coton,13,non,,796571
étoffe de velours de soie,157,non,haut de gamme,11978
étoffe de voile,2,non,,796571
étoffe des Iles,4,non,,796571
étoffe des Indes,27,non,haut de gamme,11978
étoffe des Indes et soierie,4,non,,796571
étoffe des Indes vestes brodées,1,non,,796571
étoffe des prises,2,non,,796571
étoffe dite calutras de coton et de soie,1,non,,796571
étoffe dite pauvre madame,18,non,,796571
étoffe diverse couvertures et draperie pour le gouvernement,5,non,,796571
étoffe dorure,24,non,haut de gamme,11978
étoffe dorure d'argent,28,non,,796571
étoffe dorure d'argent et d'or,343,non,haut de gamme,11978
étoffe dorure d'argent et d'or faux,13,non,,796571
étoffe dorure d'argent et d'or fin,45,non,,796571
étoffe dorure d'or,77,non,haut de gamme,11978
étoffe dorure d'or faux,1,non,,796571
étoffe dorure et de soie,5,non,,796571
étoffe droguet,22,non,,796571
étoffe en bours du Levant,1,non,,796571
étoffe en dorure et galon et passementerie,24,non,haut de gamme,11978
étoffe en feuilles,8,non,,796571
étoffe en or mêlée de soie,27,non,haut de gamme,11978
étoffe et fer en barres,1,non,,796571
étoffe et galon d'argent et d'or,1,non,,796571
étoffe et gaze et crêpe et tulle,10,non,milieu de gamme,43473
étoffe et gaze et toile des Indes,1,non,,796571
étoffe et lainages,1,non,,796571
étoffe et ouvrages de soie,1,non,,796571
étoffe et ruban de fleuret,10,non,milieu de gamme,43473
étoffe et ruban de soie,4,non,,796571
Étoffe étamine fine,4,oui,,796571
étoffe éternelle,1,non,,796571
étoffe éternelle au ? de soie,1,non,,796571
étoffe éternelle de laine,2,non,,796571
étoffe éternelle mêlée de soie,1,non,,796571
étoffe étrangère,5,non,,796571
étoffe étrangère de jude,1,non,,796571
étoffe façonnée,100,non,milieu de gamme,43473
étoffe filoselle,4,non,,796571
étoffe filoselle de soie,1,non,,796571
étoffe filoselle et laine,3,non,,796571
étoffe finette,2,non,,796571
étoffe flamande de mauvaise qualité,1,non,,796571
étoffe fleuret,6,non,,796571
étoffe fleuret et de soie,3,non,,796571
étoffe fleuret et soie,8,non,,796571
étoffe flotte,2,non,,796571
étoffe flotte des Indes,1,non,,796571
étoffe grosse de laine,2,non,,796571
étoffe herbage,85,non,,796571
étoffe herbes,1,non,,796571
étoffe impériale,2,non,,796571
étoffe laine de soie,1,non,,796571
étoffe manchettes,1,non,,796571
étoffe mélangée de trois matières,3,non,,796571
Étoffe mêlée,15,oui,,796571
étoffe mêlée,26,non,,796571
étoffe mêlée au ??? soie,5,non,,796571
étoffe mêlée de bourre en molleton,1,non,,796571
étoffe mêlée de fil de soie,8,non,,796571
étoffe mêlée de soie,1,non,,796571
étoffe mêlée de soie ???,2,non,,796571
étoffe mêlée de soie peluches,133,non,bas de gamme,17938
étoffe mêlée diverse,5,oui,,796571
étoffe mi soie,145,non,bas de gamme,17938
étoffe mi-soie,1,oui,,796571
étoffe noire,1,non,,796571
étoffe peinte,1,non,,796571
étoffe peluches communes,1,non,,796571
étoffe peluches de laine,25,non,bas de gamme,17938
étoffe peluches de prise,1,non,,796571
étoffe peluches de soie,7,non,,796571
étoffe poil en panne à long poil,1,non,,796571
étoffe pour talits,1,non,,796571
étoffe pure brochée d'or fin,1,non,,796571
étoffe pure façonnée,1,non,,796571
étoffe pure unie,1,non,,796571
étoffe pures de fleuret et mouchoirs,1,non,,796571
étoffe refoulée,1,non,,796571
étoffe riche,116,non,milieu de gamme,43473
étoffe riche en or,1,non,,796571
étoffe riche en or et argent,24,non,haut de gamme,11978
étoffe riche or et argent,1,non,,796571
étoffe riche ou or et argent,1,non,,796571
étoffe royale,1,non,,796571
étoffe soie crêpe,2,non,,796571
étoffe soie des Indes,1,non,,796571
étoffe soierie,1,non,,796571
étoffe taffetas,5,non,,796571
étoffes dorures et effets de mode,78,non,,796571
étoupes,227,non,,796571
étoupes à calfater,9,non,,796571
étoupes blanches,3,non,,796571
étoupes de chanvre,212,non,,796571
étoupes de coton,1,non,,796571
étoupes de filoselle,1,non,,796571
étoupes de laine,3,non,,796571
étoupes de lin,17,non,,796571
étoupes de soie,90,non,,796571
étoupes de vieux cordage,1,non,,796571
étoupes de vieux cordages,1,oui,,796571
étoupes et cordes de lin,106,non,,796571
étoupes noires,10,non,,796571
étriers,8,non,,796571
étrille de fer,16,non,,796571
étrilles,1,non,,796571
étuis,13,non,,796571
étuis à cachets,1,non,,796571
étuis à cure-dents,2,non,,796571
étuis à lunettes,1,non,,796571
étuis d'or,2,non,,796571
étuis d'or en burgos,1,non,,796571
étuis de bergamote,2,non,,796571
étuis de bois et étuis de paille et boîtes de papier,2,non,,796571
étuis de carton,1,non,,796571
étuis de chapeaux,2,non,,796571
étuis de chirurgie,1,non,,796571
étuis de ciseaux garnis d'argent,1,non,,796571
étuis de mathématique,1,non,,796571
étuis et tabatières et autres bijouteries garnies d'argent et d'or,11,non,,796571
étuis et tabatières garnis d'argent,5,non,,796571
étuis et tabatières garnis d'argent et d'or,3,non,,796571
étuis et tabatières garnis d'or,11,non,,796571
étuis garnis,2,non,,796571
étuis pour plumes à écrire,2,non,,796571
étuve,3,non,,796571
étuve commune,1,non,,796571
étuve de cuivre,2,non,,796571
étuve de fer,130,non,,796571
étuve de fer à sucre,2,non,,796571
euphorbe,42,non,,796571
éventails,243,non,,796571
éventails à brin d'ivoire et écaille,1,non,,796571
éventails à brin d'os et écaille,1,non,,796571
éventails à feuille de soie,1,non,,796571
éventails à feuilles communes,2,non,,796571
éventails communs,123,non,,796571
éventails d'écaille et d'ivoire et de nacre,15,non,,796571
éventails d'ivoire,23,non,,796571
éventails d'ivoire fin,1,non,,796571
éventails d'or,1,non,,796571
éventails d'os,3,non,,796571
éventails de la Chine,2,non,,796571
éventails de nacre,1,non,,796571
éventails de paille,3,non,,796571
éventails de palme,16,non,,796571
éventails de papier,5,non,,796571
éventails de plume,2,non,,796571
éventails de porcelaine,2,non,,796571
éventails de taffetas,116,non,,796571
éventails des Indes,2,non,,796571
éventails et papier dito,114,non,,796571
éventails fins,157,non,,796571
éventails fins et d'ivoire,1,non,,796571
éventails incrustés d'or et de nacre de perles,1,non,,796571
éventails par douzaines,1,non,,796571
éventails sur écaille,1,non,,796571
éviers,1,non,,796571
export,0,non,,796571
extrait ???,0,non,,796571
extrait d'absinthe,2,non,,796571
extrait d'aspic,1,non,,796571
extrait d'odeur,6,non,,796571
extrait de citron,6,non,,796571
extrait de genièvre,19,non,,796571
extrait de lavande,14,non,,796571
facheaux de bois à brûler,1,oui,,796571
facheaux de bois pour brûler,1,non,,796571
fagots,189,non,,796571
fagots de bois,21,non,,796571
fagots de bois à brûler,16,oui,,796571
fagots de bois pour brûler,16,non,,796571
faïence,2212,non,,796571
faïence à miette,1,non,,796571
faïence anglaise,4,non,,796571
faïence commune,5,non,,796571
faïence d'Oneille,1,non,,796571
faïence de Delft,2,non,,796571
faïence de Rouen,3,non,,796571
faïence de Versailles,2,non,,796571
faïence diverse,7,non,,796571
faïence du Faubourg Saint-Antoine,3,non,,796571
faïence en ???,1,non,,796571
faïence et porcelaine et poterie,12,non,,796571
faïence et poterie,31,non,,796571
faïence et poterie de grès et de terre,68,non,,796571
faïence et poterie et verrerie,15,non,,796571
faïence noire,2,non,,796571
faïence pour cheminée,1,non,,796571
faïence pour jardin,1,non,,796571
failles de laine,7,non,,796571
faire la course aux fraudeurs,1,non,,796571
faire la pêche au poisson frais,0,oui,,796571
fais vieux,1,non,,796571
faisans,10,non,,796571
faisceaux,1,non,,796571
faîteaux,2,non,,796571
faitiers,1,non,,796571
falquieres de mulet,4,non,,796571
faltranck suisse,2,non,,796571
fanailes,0,non,,796571
fanal de navire,2,non,,796571
fanal de vaisseaux,1,non,,796571
fanal de verre,1,non,,796571
faneaux de fer-blanc,1,non,,796571
fanon,2,non,,796571
fanon de baleine,16,non,,796571
fanon de baleine apprêté,4,non,,796571
fanon de baleine brut,4,non,,796571
fanon de baleine brut de pêche étrangère,0,non,,796571
fanon de baleine brut de pêche française,1,non,,796571
farces à drapier,0,oui,,796571
fard rouge,1,non,,796571
farine,2494,non,,796571
farine d'avoine,3,non,,796571
farine d'orge,1,non,,796571
farine d'orge et gruau,2,non,,796571
farine de bouquette,4,non,,796571
farine de fleurs,1,non,,796571
farine de froment,65,non,,796571
farine de froment fleur,1,non,,796571
