exportsimports,pays_grouping,direction,marchandises_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Exports,Afrique,Rouen,eau-de-vie,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Afrique,,eau-de-vie d'Hendaye,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Afrique,Nantes,eau-de-vie d'Hendaye et simple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Europe,,eau-de-vie de Cognac,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Afrique,,eau-de-vie de cidre,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,États-Unis d'Amérique,,eau-de-vie de genièvre,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Europe,,eau-de-vie de genièvre et de grains,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Afrique,Nantes,eau-de-vie de genièvre et simple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,,eau-de-vie de genièvre simple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Flandre et autres états de l'Empereur,,eau-de-vie de grain,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Levant et Barbarie,,eau-de-vie de vin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Italie,,eau-de-vie de vin par Marseille,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Angleterre,Guyenne,eau-de-vie diverse,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Nord,,eau-de-vie double,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,États-Unis d'Amérique,,eau-de-vie par Marseille,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),Besancon,eau-de-vie simple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Afrique,,eau-de-vie simple de vin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Suisse,,eau-de-vie triple,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Espagne,,espars,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,Nord,,esprit-de-vin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Angleterre,Rouen,farine,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,Italie,,futaille,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,Afrique,Rouen,fèves,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,Hollande,Rouen,grain avoine,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,Nord,Rouen,grain froment,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Exports,Portugal,La Rochelle,grain maïs,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Exports,Espagne,Bayonne,grain millet,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Imports,Angleterre,Rouen,grain orge,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Imports,Angleterre,Rouen,grain orge germé,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Exports,Hollande,,grain seigle,muids,muids,litres,1873.19,"Doursther page 369 : 1 muid de grains = 1873,19 L"
Imports,Levant et Barbarie,,huile d'olive,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,France,Marseille,huile d'olive fine,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Afrique,Marseille,jus de citron,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Italie,,jus de limon,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Marseille,liqueurs,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Bordeaux,liqueurs au fiasque,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Afrique,"Brest, Port Louis, Rochefort, Morlaix, Saint-Servan, Redon, Honfleur, Cherbourg, Dieppe et Toulon",liqueurs de sirop,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Afrique,Bordeaux,liqueurs diverse,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,États-Unis d'Amérique,,liqueurs et sirop fin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,France,,liqueurs fine,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Flandre et autres états de l'Empereur,,liqueurs rhum,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Italie,,liqueurs sirop fin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Nord,Rouen,noix,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,Flandre et autres états de l'Empereur,La Rochelle,peaux de loup,muids,,,,
Exports,Angleterre,Amiens,plâtre,muids,muids,litres,936.60,"Doursther page 369 : 1 muid de plâtre = 936,60 L"
Imports,Hollande,Rouen,pois et fèves,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,Nord,Rouen,pois secs,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,Espagne,,poisson de mersalé sardine,muids,,,,
Imports,Angleterre,Caen,pommes,muids,,,,
Exports,Colonies françaises,Marseille,ratafia,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Angleterre,Flandre Françoise,rhum,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Angleterre,,rhum de prise,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Colonies françaises,,rhum et tafia,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Espagne,La Rochelle,rocou,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,Colonies françaises,La Rochelle,saindoux,muids,,,,
Exports,Nord,,sel,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Imports,Espagne,Rouen,sel blanc,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Imports,Espagne,Rouen,sel blanc et à pêche,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,Espagne,La Rochelle,sel d'Olonne,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nord,La Rochelle,sel d'Oléron,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nord,La Rochelle,sel d'Oléron de Ré,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Suisse,,sel de Franche-Comté,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,Allemagne et Pologne (par terre),,sel de Lorraine,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,Angleterre,La Rochelle,sel de Marennes,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Hollande,Nantes,sel de Poulinguen,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nord,La Rochelle,sel de Ré,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Afrique,Nantes,sel de mer,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Hollande,La Rochelle,sel des sables d'olonne,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nord,Nantes,sel du Croisic,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Nord,,sel ordinaire,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,Italie,,sel peccain,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,Nord,Rouen,sel vieux,muids,muids,litres,2497.59,Doursther page 369 : 1 muid de sel de France = 2497.59 L
Exports,Colonies françaises,La Rochelle,sels,muids,muids,litres,1200,Doursther page 370 : 1 muid de sel de La Rochelle / Nantes = 1200 L
Exports,Colonies françaises,Marseille,sirop fin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Italie,La Rochelle,sucre blanc,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Exports,Afrique,Rouen,tafia,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Angleterre,Rouen,terre à potier,muids,muids,litres,1828.116,Muid de matière sèche: Wikipedia https://fr.wikipedia.org/wiki/Anciennes_unités_de_mesure_françaises#Unit.C3.A9s_de_longueur
Imports,Allemagne et Pologne (par terre),Langres,toile de coton mousseline,muids,,,,
Exports,Espagne,Montpellier,tonneau,muids,,,,
Exports,Espagne,Rouen,vaisselle d'argent,muids,,,,
Exports,Flandre et autres états de l'Empereur,Montpellier,vin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Hollande,,vin Champagne,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Nantes,vin blanc,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),Chalons,vin commun,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Espagne,Rouen,vin commun d'Espagne,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Suisse,,vin d'Alasce,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Marseille,vin d'Alicante,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Hollande,,vin d'Anjou,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Europe,,vin d'Aunis,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),,vin d'Auxonne,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Angleterre,,vin d'Espagne,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Nord,Rouen,vin d'Orléans,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Allemagne et Pologne (par terre),Châlons,vin de Barrois,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Angleterre,,vin de Bordeaux,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Italie,,vin de Bordeaux au muid,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Flandre et autres états de l'Empereur,,vin de Bordeaux de retour,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Nord,,vin de Bourgogne,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Nord,Rouen,vin de Bourgogne en bouteilles,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),,vin de Bourgogne en muid,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Hollande,Rouen,vin de Cap,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),Châlons,vin de Chablis,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),,vin de Chalosse,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Nord,,vin de Champagne,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Angleterre,,vin de Champagne en muid,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Marseille,vin de Chypre,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Nord,La Rochelle,vin de Cognac,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),,vin de Comté,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Flandre et autres états de l'Empereur,,vin de Coulanges,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Nantes,vin de Côte,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),Lyon,vin de Côte-Rotie,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Italie,,vin de Dauphiné,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Flandre et autres états de l'Empereur,,vin de Dijon,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Espagne,,vin de Flacres,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Flandre et autres états de l'Empereur,,vin de France,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Italie,,vin de France de Champagne,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Suisse,,vin de France de santé en muid,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Angleterre,Amiens,vin de Frontignan,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,La Rochelle,vin de Gaillac,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Dunkerque,vin de Guyenne,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Flandre et autres états de l'Empereur,Valenciennes,vin de Hainaut,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Nord,Rouen,vin de Hongrie,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),,vin de Langres,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Italie,,vin de Languedoc,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Allemagne et Pologne (par terre),,vin de Lorraine,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Suisse,Lyon,vin de Lyon,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,France,Besancon,vin de Lyonnais,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Flandre et autres états de l'Empereur,,vin de Madère,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Marseille,vin de Malaga,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Espagne,,vin de Malvoisie,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),,vin de Moselle,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Allemagne et Pologne (par terre),,vin de Mâcon,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Nord,,vin de Nantes,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Angleterre,Rouen,vin de Pacaret,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,États-Unis d'Amérique,,vin de Porto Rico,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Portugal,Rouen,vin de Portugal,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,États-Unis d'Amérique,,vin de Provence,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Europe,,vin de Périgord,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Nord,,vin de Rhin,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Hollande,Rouen,vin de Rhin en cercles,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Espagne,Rouen,vin de Rota,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Espagne,,vin de Roussillon,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Hollande,,vin de Saintonge,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Espagne,,vin de Tinto,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Nantes,vin de Tonnerre,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Flandre et autres états de l'Empereur,Lille,vin de Touraine,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Portugal,,vin de Ténérife,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Imports,Espagne,,vin de Xérès,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
Exports,Colonies françaises,Bordeaux,vin de haut,muids,muids,litres,268.22,"Doursther page 371 : 1 muid de liquide = 268,22 L"
