simplification,nbr_occurences_simpl,sitc,sitc_FR,sitc_EN,revolutionempire,RE_aggregate,nbr_occurences_RE_aggregate
feuilles d'oranger,32,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
feuilles d'oranger et fleurs d'oranger,11,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Drogues diverses,Drogues,26585
feuilles de bois,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
feuilles de cartes à chaperonnier,1,6c,Papier,Paper products,Papier,Industrie française et étrangère,213317
feuilles de carton,4,6c,Papier,Paper products,Papier,Industrie française et étrangère,213317
feuilles de carton et autres,1,6c,Papier,Paper products,Papier,Industrie française et étrangère,213317
feuilles de carton et ouvrages de carton,31,6c,Papier,Paper products,Papier,Industrie française et étrangère,213317
feuilles de cire blanche,122,4,"Huiles, graisses et cires d'origine animale et végétale",Oils,Cire,Matières premières,167569
feuilles de coralier,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
feuilles de cornes,7,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,213317
feuilles de cuivre,214,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de cuivre et planches de cuivre,18,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de cuivre et planches de cuivre et ???,5,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de cuivre planches de cuivre et ouvrages de cuivre,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de cuivre rouge,16,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de fer,95,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de fer feuillard de fer et tôle de fer,6,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de fer pour cercles,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de fer simples et doubles,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de fer-blanc,1,6j,"Métaux, produits métalliques et outils",Metal products,Fer-blanc,Métaux,18777
feuilles de laiton,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
feuilles de laurier,4,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
feuilles de séné,27,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Séné,Drogues médicinales,18976
feuilles de séné entières ou en grabeau,25,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Séné,Drogues médicinales,18976
feuilles de séné et séné,84,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Séné,Drogues médicinales,18976
feuilles de tabac,842,1,Boissons et tabac,Beverages and tobacco,Tabac,Matières premières,167569
feuilles des prises de tabac,1,1,Boissons et tabac,Beverages and tobacco,Tabac,Matières premières,167569
feuilles et herbes à teindre,19,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières brutes et transformées pour teinture,Matières premières,167569
feuilles à poing,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
feutres pour doublage,1,6i,Autres filés ou tissés,Other threads and fabrics,Étoffes diverses,Objets manufacturés,111009
feutres pour filtrer semelles et autres ouvrages,2,6i,Autres filés ou tissés,Other threads and fabrics,Étoffes diverses,Objets manufacturés,111009
feuves,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
fiasques,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,65687
fiasques de carton,1,6c,Papier,Paper products,Papier,Industrie française et étrangère,213317
ficelle,322,6i,Autres filés ou tissés,Other threads and fabrics,Fils divers,Matières premières,167569
ficelle en botte,1,6i,Autres filés ou tissés,Other threads and fabrics,Fils divers,Matières premières,167569
fiches,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,65687
fichus,5,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fichus brodés de soie en couleur,1,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fichus de gaze,1,,,,,[vide],6697
fichus de gaze de soie,6,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fichus de mousseline,1,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fichus de mousseline brodée de couleur,1,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fichus de soie,8,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fichus de soie des Indes,1,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fichus divers,1,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fichus rayés,4,8,Articles manufacturés divers n.d.a,Various manufactures,Habits et lingerie,Industrie française et étrangère,213317
fideau,131,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
fiente de pigeon,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
fifres et flageolets,2,8,Articles manufacturés divers n.d.a,Various manufactures,"Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
fifres flageolets et flûtes,2,8,Articles manufacturés divers n.d.a,Various manufactures,"Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
figue,1055,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
figue et raisin,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits secs et noix,Subsistances,213261
figue et raisin sec pruneaux et poires tapées,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits secs et noix,Subsistances,213261
figue et sumac,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Divers mélangés,Divers,65687
figue fraîche et fruits verts,7,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
figue prune et raisin,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits frais,Subsistances,213261
figue sèche,79,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Fruits secs et noix,Subsistances,213261
figues,1,,,,,[vide],6697
figuier,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Matières premières diverses,Matières premières,167569
figures,6,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
figures d'albâtre,2,8,Articles manufacturés divers n.d.a,Various manufactures,Marbre brut et ouvré,Matières premières,167569
figures d'ivoire,1,8,Articles manufacturés divers n.d.a,Various manufactures,Objets d'art et d'histoire naturelle,Industrie française et étrangère,213317
figures d'une vierge en bois,1,8,Articles manufacturés divers n.d.a,Various manufactures,Objets d'art et d'histoire naturelle,Industrie française et étrangère,213317
figures de bronze,3,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages métalliques,Industrie française et étrangère,213317
figures de cire,74,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
figures de cire habillées,5,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
figures de cuivre,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages métalliques,Industrie française et étrangère,213317
figures de fer,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages métalliques,Industrie française et étrangère,213317
figures de marbre,2,8,Articles manufacturés divers n.d.a,Various manufactures,Marbre brut et ouvré,Matières premières,167569
figures de plâtre,9,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
figures de terre,2,8,Articles manufacturés divers n.d.a,Various manufactures,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
figures en plâtre,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
figures sur bois,2,8,Articles manufacturés divers n.d.a,Various manufactures,"Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
fil,856,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil a doyne,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
fil auville,1,6i,Autres filés ou tissés,Other threads and fabrics,Fils divers,Matières premières,167569
fil blanc,268,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc bas prix,17,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc commun,1,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc d'Épinal,9,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc de Rennes,3,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc de chanvre,7,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc de lin,2,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc de lin d'Épinal,1,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc et couleur,1,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
fil blanc fin,5,6d,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Fils divers,Matières premières,167569
