simplification,product_simplification,product_revolutionempire,export_import,customs_region,partner_grouping,metric,conv_simplification_to_metric,remarks_unit
bouteilles,sirop de capillaire,Drogues médicinales diverses,Imports,Marseille,Italie,,,
bouteilles,vulnéraires,Drogues médicinales diverses,Imports,Besançon,Suisse,,,
bouteilles,anisette,Eaux-de-vie et liqueurs,Exports,France,Afrique,,,
bouteilles,anisette,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
bouteilles,anisette,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,anisette,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
bouteilles,arak,Eaux-de-vie et liqueurs,Exports,Rennes,Hollande,,,
bouteilles,arak,Eaux-de-vie et liqueurs,Exports,Rennes,Nord,,,
bouteilles,eau citronnelle,Eaux-de-vie et liqueurs,Imports,La Rochelle,Amériques,,,
bouteilles,eau citronnelle,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,eau d'anis,Eaux-de-vie et liqueurs,Exports,Charleville,Flandre et autres états de l'Empereur,,,
bouteilles,eau de Barbade,Eaux-de-vie et liqueurs,Imports,Bordeaux,Amériques,,,
bouteilles,eau de Barbade,Eaux-de-vie et liqueurs,Imports,La Rochelle,Amériques,,,
bouteilles,eau de Barbade,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,eau de Barbade,Eaux-de-vie et liqueurs,Imports,Rouen,Amériques,,,
bouteilles,eau de cannelle,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Exports,Nantes,Angleterre,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Exports,Nantes,Espagne,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Exports,Nantes,Flandre et autres états de l'Empereur,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Exports,Nantes,Hollande,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Exports,Nantes,Nord,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Exports,Nantes,Portugal,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Imports,Bordeaux,Amériques,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Imports,La Rochelle,Amériques,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,eau de citronnelle,Eaux-de-vie et liqueurs,Imports,Rouen,Amériques,,,
bouteilles,eau-de-vie commune,Eaux-de-vie et liqueurs,Exports,Rennes,Asie,,,
bouteilles,eau-de-vie d'Hendaye et simple,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Bayonne,Amériques,,,
bouteilles,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Bayonne,Portugal,,,
bouteilles,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
bouteilles,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Nantes,États-Unis d'Amérique,,,
bouteilles,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
bouteilles,eau-de-vie de lavande et simple,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
bouteilles,eau-de-vie en bouteille simple,Eaux-de-vie et liqueurs,Exports,Châlons,Allemagne,,,
bouteilles,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
bouteilles,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,États-Unis d'Amérique,,,
bouteilles,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Saint-Malo,Hollande,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Asie,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bayonne,Amériques,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Nord,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Asie,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Espagne,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Angleterre,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Nord,,,
bouteilles,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rouen,Hollande,,,
bouteilles,guignolet en ratafia de cerise,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,guignolet en ratafia,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
bouteilles,guignolet en ratafia,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,kirschwasser,Eaux-de-vie et liqueurs,Imports,Besançon,Suisse,,,
bouteilles,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
bouteilles,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Marseille,Hollande,,,
bouteilles,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Marseille,Italie,,,
bouteilles,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,Bordeaux,Hollande,,,
bouteilles,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,La Rochelle,Amériques,,,
bouteilles,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,Marseille,Italie,,,
bouteilles,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,liqueurs communes,Eaux-de-vie et liqueurs,Imports,Charleville,France,,,
bouteilles,liqueurs communes,Eaux-de-vie et liqueurs,Imports,Langres,Allemagne,,,
bouteilles,liqueurs de côte-rôtie,Eaux-de-vie et liqueurs,Exports,Grenoble,Italie,,,
bouteilles,liqueurs de sirop,Eaux-de-vie et liqueurs,Exports,Divers,Afrique,,,
bouteilles,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
bouteilles,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
bouteilles,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Le Havre,Afrique,,,
bouteilles,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Le Havre,Amériques,,,
bouteilles,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
bouteilles,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,liqueurs fines,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,,Asie,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Bayonne,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Besançon,Suisse,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Châlons,Flandre et autres états de l'Empereur,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,Afrique,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,Asie,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,France,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Marseille,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Marseille,Italie,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Allemagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Asie,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Espagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Flandre et autres états de l'Empereur,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Hollande,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Italie,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Nord,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Narbonne,Espagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Rennes,Afrique,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Rennes,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Rennes,Portugal,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Espagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Nord,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Suisse,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Exports,Saint-Malo,Afrique,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,,Allemagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Bayonne,Espagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Besançon,Italie,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Besançon,Suisse,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Bordeaux,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Bordeaux,France,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Châlons,Allemagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Châlons,France,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Charleville,Allemagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,,Italie,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,La Rochelle,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,La Rochelle,Hollande,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,La Rochelle,Outre-mers,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Langres,Allemagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Lyon,Suisse,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Marseille,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Marseille,Italie,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Nantes,Espagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Rennes,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Rennes,Espagne,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Rennes,Hollande,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Rouen,Amériques,,,
bouteilles,liqueurs,Eaux-de-vie et liqueurs,Imports,Rouen,Nord,,,
bouteilles,ratafia,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
bouteilles,ratafia,Eaux-de-vie et liqueurs,Exports,Bourgogne,Allemagne,,,
bouteilles,ratafia,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
bouteilles,ratafia,Eaux-de-vie et liqueurs,Exports,Nantes,Flandre et autres états de l'Empereur,,,
bouteilles,ratafia,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
bouteilles,ratafia,Eaux-de-vie et liqueurs,Imports,Marseille,Italie,,,
bouteilles,ratafia,Eaux-de-vie et liqueurs,Imports,Rennes,Hollande,,,
bouteilles,rhum,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,rossoli,Eaux-de-vie et liqueurs,Imports,Marseille,Italie,,,
bouteilles,tafia,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
bouteilles,tafia,Eaux-de-vie et liqueurs,Exports,Rennes,Asie,,,
bouteilles,tafia,Eaux-de-vie et liqueurs,Exports,Rennes,Hollande,,,
bouteilles,tafia,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
bouteilles,fruits frais,Fruits frais,Exports,Nantes,Nord,,,
bouteilles,olives,Fruits frais,Exports,Nantes,Nord,,,
bouteilles,olives,Fruits frais,Imports,Nantes,Espagne,,,
bouteilles,huile d'olive,Huile d'olive à manger,Exports,,Asie,,,
bouteilles,huile d'olive,Huile d'olive à manger,Exports,Nantes,Nord,,,
bouteilles,huile d'olive,Huile d'olive à manger,Exports,Rennes,Afrique,,,
bouteilles,huile d'olive,Huile d'olive à manger,Exports,Rennes,Amériques,,,
bouteilles,huile d'olive,Huile d'olive à manger,Exports,Rennes,Asie,,,
bouteilles,huile d'olive,Huile d'olive à manger,Exports,Saint-Malo,Amériques,,,
bouteilles,huile de palme,Huiles diverses,Exports,La Rochelle,Amériques,,,
bouteilles,légumes,Légumes,Exports,Lorient,France,,,
bouteilles,élixir de garus,Manne et médicaments,Exports,Saint-Quentin,Flandre et autres états de l'Empereur,,,
bouteilles,remèdes pour la goutte,Manne et médicaments,Imports,Nantes,Amériques,,,
bouteilles,encre à écrire,Matières brutes et transformées pour teinture,Exports,Bayonne,Amériques,,,
bouteilles,encre à écrire,Matières brutes et transformées pour teinture,Exports,Bordeaux,Amériques,,,
bouteilles,encre à écrire,Matières brutes et transformées pour teinture,Exports,La Rochelle,Amériques,,,
bouteilles,encre à écrire,Matières brutes et transformées pour teinture,Exports,Nantes,Amériques,,,
bouteilles,encre à écrire,Matières brutes et transformées pour teinture,Exports,Rouen,Amériques,,,
bouteilles,encre de la petite vertu,Matières brutes et transformées pour teinture,Exports,Nantes,Amériques,,,
bouteilles,encre rouge,Matières brutes et transformées pour teinture,Exports,Rouen,Amériques,,,
bouteilles,encre,Matières brutes et transformées pour teinture,Exports,Bayonne,Amériques,,,
bouteilles,jus de citron,Matières brutes et transformées pour teinture,Imports,Nantes,Amériques,,,
bouteilles,ocre,Matières brutes et transformées pour teinture,Exports,Nantes,Hollande,,,
bouteilles,peintures,Matières brutes et transformées pour teinture,Exports,Rennes,Amériques,,,
bouteilles,vernis,Matières brutes et transformées pour teinture,Exports,Flandre,Flandre et autres états de l'Empereur,,,
bouteilles,vernis,Matières brutes et transformées pour teinture,Exports,Saint-Quentin,Flandre et autres états de l'Empereur,,,
bouteilles,bouteilles,Ouvrages divers et mélangés,Exports,Bayonne,Espagne,,,
bouteilles,eau de Cordoue,Parfumerie et toilette,Imports,Rennes,Portugal,,,
bouteilles,eau de senteur de la reine de Hongrie,Parfumerie et toilette,Exports,Bordeaux,Angleterre,,,
bouteilles,eau de senteur de la reine de Hongrie,Parfumerie et toilette,Exports,Marseille,Espagne,,,
bouteilles,eau de senteur de la reine de Hongrie,Parfumerie et toilette,Exports,Marseille,Italie,,,
bouteilles,eau de senteur de la reine de Hongrie,Parfumerie et toilette,Exports,Nantes,Nord,,,
bouteilles,eau de senteur de la reine de Hongrie,Parfumerie et toilette,Exports,Rennes,Hollande,,,
bouteilles,eau de senteur de la reine de Hongrie,Parfumerie et toilette,Exports,Rouen,Amériques,,,
bouteilles,eau de senteur de lavande,Parfumerie et toilette,Exports,Saint-Quentin,Flandre et autres états de l'Empereur,,,
bouteilles,eau de senteur,Parfumerie et toilette,Exports,Flandre,Flandre et autres états de l'Empereur,,,
bouteilles,eau de senteur,Parfumerie et toilette,Exports,Nantes,Amériques,,,
bouteilles,eau de senteur,Parfumerie et toilette,Exports,Nantes,Nord,,,
bouteilles,parfumerie eau de senteur,Parfumerie et toilette,Exports,Nantes,Amériques,,,
bouteilles,anchois,Poissons et fruits de mer,Imports,Marseille,Italie,,,
bouteilles,anchois,Poissons et fruits de mer,Imports,Nantes,Espagne,,,
bouteilles,anchois,Poissons et fruits de mer,Imports,Rennes,Espagne,,,
bouteilles,eau magistrale,Produits inconnus,Imports,Châlons,Allemagne,,,
bouteilles,provisions,Provisions diverses,Exports,Rennes,Asie,,,
bouteilles,quinquina,Quinquina,Exports,Nantes,Amériques,,,
bouteilles,sel,Sel,Exports,La Rochelle,Amériques,,,
bouteilles,sirop à boire,Sirop et mélasse,Imports,Lorient,France,,,
bouteilles,sirop de limon,Sirop et mélasse,Exports,Nantes,Flandre et autres états de l'Empereur,,,
bouteilles,sirop de limon,Sirop et mélasse,Imports,Bordeaux,Amériques,,,
bouteilles,sirop de limon,Sirop et mélasse,Imports,La Rochelle,Amériques,,,
bouteilles,sirop de limon,Sirop et mélasse,Imports,Nantes,Amériques,,,
bouteilles,sirop de mélasse,Sirop et mélasse,Exports,Nantes,Nord,,,
bouteilles,sirop de sucre,Sirop et mélasse,Imports,Nantes,Amériques,,,
bouteilles,sirop de vinaigre,Sirop et mélasse,Exports,Nantes,Afrique,,,
bouteilles,sirop de vinaigre,Sirop et mélasse,Exports,Nantes,Amériques,,,
bouteilles,sirop de vinaigre,Sirop et mélasse,Imports,Châlons,France,,,
bouteilles,sirop,Sirop et mélasse,Imports,Charleville,Allemagne,,,
bouteilles,soie,Soie,Imports,Rouen,Hollande,,,
bouteilles,câpres,Subsistances diverses et mélangées,Exports,Nantes,Nord,,,
bouteilles,champignons marinés,Subsistances diverses et mélangées,Imports,Rouen,Angleterre,,,
bouteilles,fenouil,Subsistances diverses et mélangées,Exports,La Rochelle,Angleterre,,,
bouteilles,fruits confits à l'eau-de-vie,Subsistances diverses et mélangées,Exports,Nantes,Amériques,,,
bouteilles,fruits confits à l'eau-de-vie,Subsistances diverses et mélangées,Exports,Nantes,Flandre et autres états de l'Empereur,,,
bouteilles,fruits confits à l'eau-de-vie,Subsistances diverses et mélangées,Exports,Rouen,Amériques,,,
bouteilles,moutarde,Subsistances diverses et mélangées,Exports,Nantes,Amériques,,,
bouteilles,moutarde,Subsistances diverses et mélangées,Exports,Nantes,Espagne,,,
bouteilles,tabac de la Ferme,Tabac,Exports,Nantes,Amériques,,,
bouteilles,tabac de la Ferme,Tabac,Exports,Rennes,Amériques,,,
bouteilles,tabac râpé,Tabac,Exports,,Asie,,,
bouteilles,tabac,Tabac,Exports,Rennes,Amériques,,,
bouteilles,tabac,Tabac,Exports,Rennes,Asie,,,
bouteilles,bouteilles de verre,Verrerie,Exports,Bordeaux,Amériques,,,
bouteilles,bouteilles de verre,Verrerie,Exports,Marseille,Amériques,,,
bouteilles,bouteilles de verre,Verrerie,Exports,Marseille,Asie,,,
bouteilles,bouteilles de verre,Verrerie,Exports,Nantes,Flandre et autres états de l'Empereur,,,
bouteilles,bouteilles de verre,Verrerie,Imports,Bayonne,Hollande,,,
bouteilles,bouteilles de verre,Verrerie,Imports,Besançon,Allemagne,,,
bouteilles,bouteilles de verre,Verrerie,Imports,Besançon,France,,,
bouteilles,bouteilles de verre,Verrerie,Imports,Châlons,Allemagne,,,
bouteilles,bouteilles de verre,Verrerie,Imports,Châlons,France,,,
bouteilles,bouteilles de verre,Verrerie,Imports,Langres,Allemagne,,,
bouteilles,verrerie bouteilles,Verrerie,Imports,Bayonne,France,,,
bouteilles,vin de Champagne et liqueurs,,Imports,Saint-Domingue,[vide],,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,,Afrique,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,,Allemagne,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,,Amériques,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,Amiens,Angleterre,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,,Angleterre,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,,Asie,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,Bayonne,Amériques,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,Bayonne,Espagne,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,Bordeaux,Afrique,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,Bordeaux,Amériques,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,Châlons,Allemagne,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,Châlons,France,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,Charleville,Allemagne,,,
bouteilles,vin de liqueurs,Vin de liqueurs,Exports,,Espagne,,,
