numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,Quantité,Unité de poids/quantité,Prix unitaire en  Lt (décimale),Valeur en décimales de livres tournois,Différence,Remarques,Droits totaux indiqués,Droits unitaires,remarks pour les droits
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Boutons de fil d'or,Isles de francoises de l'amerique,"142,00",garnitures,"36,0000000","5112,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Boutons de fil d'or,Isles de francoises de l'amerique,"50,00",grosses,"360,0000000","18000,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Bray sec,Isles de francoises de l'amerique,"103 000,00",Livres,"0,0500000","5150,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Camelot de soye,Isles de francoises de l'amerique,"60,00",Aunes,"4,0000000","240,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Canons de fer,Isles de francoises de l'amerique,"10,00",Pieces,"300,0000000","3000,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Carroles ,Isles de francoises de l'amerique,"120,00",Pieces,"0,0000000","0,00","0,00",manque le prix et valeur,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chandelle,Isles de francoises de l'amerique,"198 700,00",Livres,"0,4000000","79480,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chanvre cru,Isles de francoises de l'amerique,"14 900,00",Livres,"0,1800000","2682,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chapeaux castor,Isles de francoises de l'amerique,"4 944,00",Pieces,"15,0000000","74160,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chapeaux demy castor,Isles de francoises de l'amerique,"323,00",Pieces,"7,0000000","2261,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chapeaux commun,Isles de francoises de l'amerique,"213,00",Douzaines,"36,0000000","7668,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chapeaux de laine,Isles de francoises de l'amerique,"122,00",Douzaines,"18,0000000","2196,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chapeaux de negres,Isles de francoises de l'amerique,"184,00",Douzaines,"16,0000000","2944,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chaselats,Isles de francoises de l'amerique,"60,00",Pieces,"28,0000000","1680,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Chemises garnies,Isles de francoises de l'amerique,"489,00",Douzaines,"150,0000000","73350,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cire blanche ouvré,Isles de francoises de l'amerique,"1 200,00",Livres,"1,7500000","2100,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Clouds de fer,Isles de francoises de l'amerique,"27 400,00",Livres,"0,2500000","6850,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cochon salé,Isles de francoises de l'amerique,"129 900,00",Livres,"0,3000000","38970,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Coëtif,Isles de francoises de l'amerique,"134,00",Pieces,"55,0000000","7370,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Coffre de chirugie,Isles de francoises de l'amerique,,valeurs,"8,0000000","66200,00","66 200,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Coffre de chimie,Isles de francoises de l'amerique,"570,00",Livres,"8,0000000","4560,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cordage,Isles de francoises de l'amerique,"771 000,00",Livres,"0,2200000","169620,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cordillaterie,Isles de francoises de l'amerique,"42 300,00",Livres,"1,5000000","63450,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Coris,Isles de francoises de l'amerique,"9 000,00",Livres,"0,8500000","7650,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cotonine,Isles de francoises de l'amerique,"5 520,00",Aunes,"2,0000000","11040,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cuirs de vache tannés,Isles de francoises de l'amerique,"900,00",Livres,"0,7000000","630,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cuirs de vaches de russe,Isles de francoises de l'amerique,"500,00",Livres,"1,6000000","800,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cuisses d'oye,Isles de francoises de l'amerique,"89,00",Douzaines,"8,0000000","712,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cuivre jaune,Isles de francoises de l'amerique,"200,00",Livres,"0,8000000","160,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Cuivre ouvré,Isles de francoises de l'amerique,"4 800,00",Livres,"1,6000000","7680,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Dorure fine,Isles de francoises de l'amerique,"60,00",Livres,"100,0000000","6000,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Drap d'Abbeville,Isles de francoises de l'amerique,"100,00",Aunes,"22,5000000","2250,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Draperie commun,Isles de francoises de l'amerique,"29 493,00",Aunes,"9,0000000","265437,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Draperie fine,Isles de francoises de l'amerique,"5 272,00",Aunes,"20,0000000","105440,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Draperie petite,Isles de francoises de l'amerique,"7 440,00",Livres,"3,0000000","22320,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Drogues de soye,Isles de francoises de l'amerique,"380,00",Aunes,"9,0000000","3420,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Eau de vie,Isles de francoises de l'amerique,"162 874,00",pots,"0,7500000","122155,50","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Epicerie,Isles de francoises de l'amerique,"450,00",Livres,"0,3500000","157,00","-0,50",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Etain ouvré,Isles de francoises de l'amerique,"900,00",Livres,"1,5000000","1350,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Etamine de laine,Isles de francoises de l'amerique,"1 995,00",Livres,"2,0000000","3990,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Etoffe or et argent,Isles de francoises de l'amerique,,valeurs,"0,0000000","12000,00","12 000,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Etoffe de soye,Isles de francoises de l'amerique,"250,00",Livres,"40,0000000","10000,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Etoupes,Isles de francoises de l'amerique,"38 500,00",Livres,"0,1000000","3850,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Farine,Isles de francoises de l'amerique,"3 317 800,00",Livres,"0,1500000","497670,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Fayance,Isles de francoises de l'amerique,"98 575,00",Livres,"0,4000000","39430,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Fer en barres,Isles de francoises de l'amerique,"100 600,00",Livres,"0,1500000","15090,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Fer de fonte  ouvré,Isles de francoises de l'amerique,"365 900,00",Livres,"0,1200000","43908,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Fer ouvré,Isles de francoises de l'amerique,"12 000,00",Livres,"0,3000000","3600,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Feuillards,Isles de francoises de l'amerique,"150,00",faix,"0,0000000","0,00","0,00",manque le prix et valeur,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Feuillards,Isles de francoises de l'amerique,"23,00",milliers,"5,0000000","115,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Fil de rennes,Isles de francoises de l'amerique,"6 742,00",Livres,"2,0000000","13484,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,7,Fil de senne,Isles de francoises de l'amerique,"24 600,00",Livres,"0,3000000","7380,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Fil a voile,Isles de francoises de l'amerique,"42 800,00",Livres,"0,6000000","25680,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Fromage commun,Isles de francoises de l'amerique,"62 300,00",Livres,"0,3000000","18690,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Fromage de gruyere,Isles de francoises de l'amerique,"2 000,00",Livres,"0,4000000","800,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Fromage d'hollande,Isles de francoises de l'amerique,"2 000,00",Livres,"0,3500000","700,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Fruit a l' eau de vie,Isles de francoises de l'amerique,"88,00",caisses,"50,0000000","4400,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Fusils,Isles de francoises de l'amerique,"100,00",Pieces,"15,0000000","1500,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Galons d'or,Isles de francoises de l'amerique,"7,50",Livres,"144,0000000","1080,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Garas bleu,Isles de francoises de l'amerique,"80,00",Pieces,"28,0000000","2240,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Gingan,Isles de francoises de l'amerique,"320,00",Pieces,"0,0000000","0,00","0,00",manque le prix et valeur,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Gingan,Isles de francoises de l'amerique,"4 100,00",Aunes,"2,0000000","8200,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Gruau,Isles de francoises de l'amerique,"26,00",boisseaux,"12,0000000","312,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Habillement,Isles de francoises de l'amerique,,valeurs,"0,0000000","28800,00","28 800,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Housses garnies d'or,Isles de francoises de l'amerique,"12,00",Pieces,"150,0000000","1800,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Huile d'olive,Isles de francoises de l'amerique,"167 300,00",Livres,"0,3500000","58555,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Huile de poisson,Isles de francoises de l'amerique,"5 000,00",Livres,"0,2500000","1250,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Jambon,Isles de francoises de l'amerique,"93 800,00",Livres,"0,4500000","42210,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Jets de voile,Isles de francoises de l'amerique,,valeurs,"0,0000000","140350,00","140 350,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Indienne,Isles de francoises de l'amerique,"677,00",Pieces,"33,0000000","22341,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Lard,Isles de francoises de l'amerique,"55 800,00",Livres,"0,3500000","19530,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Legumes,Isles de francoises de l'amerique,"3 303,00",boisseaux,"6,0000000","19818,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Limeneas,Isles de francoises de l'amerique,"250,00",Pieces,"24,0000000","6000,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Liqueurs a boire,Isles de francoises de l'amerique,"12 371,00",pots,"2,5000000","30927,50","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Martatapatan,Isles de francoises de l'amerique,"30,00",Pieces,"36,0000000","1080,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Mercerie,Isles de francoises de l'amerique,"16 502,00",Livres,"4,0000000","66008,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Morue seche,Isles de francoises de l'amerique,"17 400,00",Livres,"0,2500000","4350,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Mouchoires de fil,Isles de francoises de l'amerique,"4 159,00",Douzaines,"24,0000000","99818,00","2,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Mouchoires de gaze,Isles de francoises de l'amerique,"320,00",Douzaines,"15,0000000","4800,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Mouchoires des Indes ,Isles de francoises de l'amerique,"380,00",Pieces,"25,0000000","9500,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Mousseline,Isles de francoises de l'amerique,"516,00",Pieces,"210,0000000","108360,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Mousseline,Isles de francoises de l'amerique,"200,00",Aunes,"12,0000000","2400,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Neganepeaux,Isles de francoises de l'amerique,"100,00",Pieces,"32,0000000","3200,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Oziers,Isles de francoises de l'amerique,"30,00",milliers,"5,0000000","150,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Papier blanc,Isles de francoises de l'amerique,"225,00",rames,"4,0000000","900,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Peaux de chamoix,Isles de francoises de l'amerique,"20,00",Douzaines,"12,0000000","240,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Peaux de mouton passées,Isles de francoises de l'amerique,"235,00",Douzaines,"10,0000000","2350,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Peaux de veau apretées,Isles de francoises de l'amerique,"83,00",Douzaines,"20,0000000","1660,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Pipes a fumer,Isles de francoises de l'amerique,"1 170,00",grosses,"2,0000000","2340,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Planches de sapin,Isles de francoises de l'amerique,"131,00",centaines,"150,0000000","19650,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Plomb en grenaille,Isles de francoises de l'amerique,"37 500,00",Livres,"0,2500000","3975,00","-5 400,00",erreur de calcul,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Plomb en planche,Isles de francoises de l'amerique,"11 100,00",Livres,"25,0000000","2775,00","-274 725,00",OUBLIE D'INDIQUER LA DIVISION PAR 100,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Poudre de feu,Isles de francoises de l'amerique,"40 400,00",Livres,"1,0000000","40400,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Poudre a poudrer,Isles de francoises de l'amerique,"2 500,00",Livres,"0,2500000","625,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Provision de caserne,Isles de francoises de l'amerique,"1 900,00",Livres,"0,3000000","570,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Pruneaux,Isles de francoises de l'amerique,"5 000,00",Livres,"0,1500000","750,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Quincaille de fer,Isles de francoises de l'amerique,"35 300,00",Livres,"0,3000000","10590,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Ris,Isles de francoises de l'amerique,"1 200,00",Livres,"0,2000000","240,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Salemporis blanc,Isles de francoises de l'amerique,"20,00",Pieces,"30,0000000","600,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Salemporis bleu,Isles de francoises de l'amerique,"590,00",Pieces,"30,0000000","17700,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Savon ,Isles de francoises de l'amerique,"185 500,00",Livres,"0,3500000","64925,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Sel,Isles de francoises de l'amerique,"355,00",pipes,"40,0000000","14200,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Selle de cheval,Isles de francoises de l'amerique,"62,00",Pieces,"24,0000000","1488,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Serviettes,Isles de francoises de l'amerique,"835,00",Douzaines,"24,0000000","20040,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Serviettes,Isles de francoises de l'amerique,"312,00",Aunes,"0,0000000","0,00","0,00",manque le prix et valeur,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Siamoises,Isles de francoises de l'amerique,"21 797,00",Aunes,"3,0000000","65391,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Souliers d'enfant,Isles de francoises de l'amerique,"100,00",Douzaines,"24,0000000","2400,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Souliers ordinaires,Isles de francoises de l'amerique,"15 908,00",Paires,"3,5000000","55678,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Soyerie,Isles de francoises de l'amerique,"1 700,00",Livres,"36,0000000","0,00","-61 200,00",Manque valeurs,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Soyerie,Isles de francoises de l'amerique,,valeurs,"0,0000000","12000,00","12 000,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Suif,Isles de francoises de l'amerique,"58 500,00",Livres,"0,3500000","20475,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Tabac,Isles de francoises de l'amerique,"70,00",Livres,"3,0000000","210,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,8,Tabatieres d'Ecaille,Isles de francoises de l'amerique,"50,00",Pieces,"15,0000000","750,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,9,Thé,Isles de francoises de l'amerique,"45,00",Aunes,"5,0000000","225,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,9,Toile batiste,Isles de francoises de l'amerique,"1 836,00",Aunes,"10,0000000","18360,00","0,00",,,,
,,AD33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,Local,1749,Exports,Bordeaux,9,Toile blanche,Isles de francoises de l'amerique,"41 995,00",Aunes,"1,5000000","62992,50","0,00",,,,
