numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportimport,direction,sheet,marchandises,pays,value,quantit,quantity_unit,,Remarques
2986,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Feves,Guinée,0,"147,00",Tonneaux,"100,0000000",
2987,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Fil de Bretagne,Guinée,0,"52,00",Livres,"1,5000000",
2988,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Flacons de verre ; a virolles,Guinée,0,"425,00",nombre,"0,1500000",
2989,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Flacons de verre ; sans virolles,Guinée,0,"15,00",nombre,"0,1000000",
2990,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Filieres de corail,Guinée,0,"12,00",En nombre,"10,0000000",
2991,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Sotas,Guinée,0,"174,00",Pièces,"14,0000000",
2992,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Fromage commun,Guinée,0,"120,00",Livres,"0,2500000",
2993,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Fromage de hollande,Guinée,0,"200,00",Livres,"0,3000000",
2994,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Futailles ,Guinée,0,"66,00",Bottes,"10,0000000",
2995,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,14,Futailles ,Guinée,0,"594,00",Bariques,"5,0000000",
2996,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Garas bleu,Guinée,0,"429,00",Pièces,"30,0000000",
2997,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Gaudron,Guinée,0,"3,00",Barils,"20,0000000",
2998,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Goblets de verre,Guinée,0,"36,00",Douzaines,"1,0000000",
2999,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Guingan,Guinée,0,"1 007,00",Pièces,"8,0000000",
3000,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Guinée bleue,Guinée,0,"5 211,00",Pièces,"36,0000000",
3001,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Hamacs,Guinée,0,"1,00",Valeur,"400,0000000",
3002,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Huile de graine,Guinée,0,"640,00",Livres,"0,3000000",
3003,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Huile de lin,Guinée,0,"120,00",Livres,"0,4000000",
3004,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Huile d'olive,Guinée,0,"990,00",Livres,"0,5000000",
3005,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Jambons,Guinée,0,"2 235,00",Livres,"0,4000000",
3006,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Indienne,Guinée,0,"1 929,00",Pièces,"27,0000000",
3007,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Indienne,Guinée,0,"16,00",Livres,"2,0000000",
3008,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Lard,Guinée,0,"6 350,00",Livres,"0,2000000",
3009,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Limeneas,Guinée,0,"718,00",Pièces,"27,0000000",
3010,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Limeneas,Guinée,0,"50,00",Pièces,"17,0000000",
3011,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Linge vieux,Guinée,0,"220,00",Draps,"1,0000000",
3012,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Liqueurs,Guinée,0,"92,00",Bouteilles,"2,0000000",
3013,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Manilles,Guinée,0,"200,00",En nombre,"0,1000000",
3014,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,marchandises mêlées,Guinée,0,"1,00",Valeur,"175,0000000",
3015,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Méches a canon,Guinée,0,"163,00",En nombre,"0,2000000",
3016,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mercerie,Guinée,0,"1 983,00",Livres,"4,5000000",
3017,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mignonette,Guinée,0,"58,00",Aunes,"1,5000000",
3018,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mortier et pilon,Guinée,0,"1,00",En nombre,"3,0000000",
3019,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Morue seche,Guinée,0,"100,00",Livres,"0,2500000",
3020,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mouchoirs de bengale,Guinée,0,"360,00",PIèces,"12,0000000",
3021,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mouchoirs de Cholette,Guinée,0,"226,00",Pièces,"11,0000000",
3022,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mouchoirs de Cholette,Guinée,0,"134,00",Douzaines,"11,0000000",
3023,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mouchoirs de Cholette,Guinée,0,"5 038,00",Livres,"4,0000000",
3024,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mouchoirs des Indes,Guinée,0,"47,00",Pièces,"30,0000000",
3025,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mouchoirs de Pontichery,Guinée,0,"300,00",Pièces,"18,0000000",
3026,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mouchoirs de Rouen,Guinée,0,"336,00",Pièces,"12,0000000",
3027,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mouchoirs de soye,Guinée,0,"12,00",Livres,"40,0000000",
3028,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mousseline,Guinée,0,"0,50",Pièce double,"30,0000000",
3029,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,15,Mousseline,Guinée,0,"30,00",Livres,"15,0000000",
3030,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Moulins a mahy,Guinée,0,"4,00",En nombre,"60,0000000",
3031,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Néganepeaux,Guinée,0,"1 934,00",Pièces,"26,0000000",
3032,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Nelis,Guinée,0,"6,00",Pièces,"11,0000000",
3033,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Neptunes de cuivre,Guinée,0,"50,00",En nombre,"1,5000000",
3034,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Nicaneas,Guinée,0,"1 213,00",Pièces,"28,0000000",
3035,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Nicanées,Guinée,0,"3 530,00",Pièces,"28,0000000",
3036,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Nicanées petits,Guinée,0,"100,00",Pièces,"16,0000000",
3037,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Pagnes,Guinée,0,"192,00",En nombre,"3,0000000",
3038,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Parasols,Guinée,0,"1,00",Valeur,"60,0000000",
3039,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Patenas,Guinée,0,"80,00",Pièces,"20,0000000",
3040,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Percalles,Guinée,0,"120,00",Pièces,"52,0000000",
3041,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Perpetuannes,Guinée,0,"48,00",Pièces,"12,0000000",
3042,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Photes,Guinée,0,"116,00",Pièces,"12,0000000",
3043,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Pierres d'agathe,Guinée,0,"2 000,00",En nombre,"0,2500000",
3044,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Pierres a fusils,Guinée,0,"128 800,00",En nombre,"0,0020000",
3045,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Pierres a fusils,Guinée,0,"3 000,00",Livres,"0,1000000",
3046,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Pierriers,Guinée,0,"6,00",En nombre,"30,0000000",
3047,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Pipes a fumer,Guinée,0,"2 709,00",Grosses,"2,2500000",
3048,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Planches de sapin,Guinée,0,"240,00",nombre,"1,0000000",
3049,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Plomb en grenaille,Guinée,0,"9 110,00",Livres,"0,3000000",
3050,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Plomb en lingots,Guinée,0,"800,00",Livres,"0,2500000",
3051,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Plomb en rouleaux,Guinée,0,"300,00",Livres,"0,3000000",
3052,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Potterie de terre Barbançons,Guinée,0,"245,00",En nombre,"1,0000000",
3053,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Poudre a feu,Guinée,0,"13 320,00",Livres,"0,8000000",
3054,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Quincaille,Guinée,0,"3 200,00",Livres,"1,0000000",
3055,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Rassade,Guinée,0,"37 796,00",Livres,"0,8000000",
3056,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Ris,Guinée,0,"4,00",Bariques,"90,0000000",
3057,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Ris,Guinée,0,"64 000,00",Livres,"0,1750000",
3058,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Rocailles de verre,Guinée,0,"175,00",Livres,"0,2500000",
3059,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Sabres,Guinée,0,"608,00",Livres,"3,0000000",
3060,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Salemporis,Guinée,0,"1 018,00",Pièces,"34,0000000",
3061,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Sardines salées,Guinée,0,"4,00",Bariques,"50,0000000",
3062,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Scies,Guinée,0,"6,00",Livres,"0,6000000",
3063,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,16,Sennes a pêcher,Guinée,0,"2,00",En nombre,"30,0000000",
3064,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Siamoise,Guinée,0,"153,00",PIèces,"30,0000000",
3065,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Siamoise,Guinée,0,"120,00",Aunes,"1,5000000",
3066,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Siamoise,Guinée,0,"3 181,00",Livres,"4,0000000",
3067,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Souliers,Guinée,0,"176,00",Paires,"4,0000000",
3068,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Soye a coudre,Guinée,0,"1,00",Livres,"30,0000000",
3069,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Sucre en pain,Guinée,0,"230,00",Livres,"0,7000000",
3070,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Sucre terré,Guinée,0,"570,00",Livres,"0,5000000",
3071,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Suif,Guinée,0,"3 750,00",Livres,"0,3500000",
3072,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Tabac de la ferme,Guinée,0,"4 349,00",Livres,"2,6000000",
3073,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Tabac en rouleaux,Guinée,0,"60,00",Livres,"2,6000000",
3074,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Tabatieres de fer blanc,Guinée,0,"228,00",En nombre,"0,1000000",
3075,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Taffetas noir,Guinée,0,"39,00",Aunes,"6,0000000",
3076,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Tapsels,Guinée,0,"1 721,00",Pièces,"28,0000000",
3077,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Thé,Guinée,0,"8,00",Livres,"3,7500000",
3078,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Toile blanche,Guinée,0,"3 798,00",Livres,"3,0000000",
3079,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Toile de Bretagne,Guinée,0,"4 379,00",Livres,"3,5000000",
3080,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Toile de Cholet,Guinée,0,"260,00",Livres,"3,5000000",
3081,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Toile de coton,Guinée,0,"654,00",Pièces,"30,0000000",
3082,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Toile guingas,Guinée,0,"490,00",Livres,"2,5000000",
3083,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Toile peinte,Guinée,0,"150,00",PIèces,"27,0000000",
3084,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Toile peinte,Guinée,0,"780,00",Aunes,"2,0000000",
3085,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Toile platille,Guinée,0,"15 764,00",PIèces,"6,5000000",
3086,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Trompettes,Guinée,0,"84,00",En nombre,"0,1500000",
3087,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Velours,Guinée,0,"18,00",Livres,"50,0000000",
3088,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Verres communs,Guinée,0,"300,00",Livres,"0,3000000",
3089,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Verrerie,Guinée,0,"42,00",nicasses,"0,4000000",doute unité de mesure
3090,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Verrerie,Guinée,0,"940,00",Livres,"0,4000000",
3091,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Verroterie,Guinée,0,"180,00",Livres,"0,4000000",
3092,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Vertes,Guinée,0,"12,00",Livres,"0,4000000",
3093,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Vin de Bordeaux,Guinée,0,"25,25",Tonneaux,"400,0000000",
3094,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Vin de Bordeaux,Guinée,0,"3,00",Tierçons,"60,0000000",
3095,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Vin de ville,Guinée,0,"14,25",Tonneaux,"100,0000000",
3096,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Vin de ville,Guinée,0,"6,00",Tierçons,"15,0000000",
3097,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,17,Vin de Cahors,Guinée,0,"5,25",Bariques,"100,0000000",
3098,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Vin de Dome,Guinée,0,"1,00",Bariques,"100,0000000",
3099,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Vin de Gaillac,Guinée,0,"6,00",Tierçons,"70,0000000",
3100,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Vin nantois,Guinée,0,"55,75",Tonneaux,"100,0000000",
3101,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Vin de Quercy,Guinée,0,"6,00",Bariques,"100,0000000",
3102,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Vinaigre,Guinée,0,"11,00",Quarts,"10,0000000",
3103,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Acier,Isles françoises de l'Amérique,0,"7 580,00",Livres,"0,3500000",
3104,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Arçons démontés,Isles françoises de l'Amérique,0,"19,00",En nombre,"300,0000000",
3105,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Alambics,Isles françoises de l'Amérique,0,"2,00",En nombre,"150,0000000",
3106,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Alambics,Isles françoises de l'Amérique,0,"5 061,00",Livres,"1,5500000",
3107,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Alun,Isles françoises de l'Amérique,0,"50,00",Livres,"0,2000000",
3108,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Amandes,Isles françoises de l'Amérique,0,"843,00",Livres,"0,4000000",
3109,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Amidon,Isles françoises de l'Amérique,0,"166,00",Livres,"0,2000000",
3110,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Anatomie,Isles françoises de l'Amérique,0,"1,00",nombre,"150,0000000",
3111,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Andouilles,Isles françoises de l'Amérique,0,"25,00",Livres,"0,5000000",
3112,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Affuts de canon,Isles françoises de l'Amérique,0,"12,00",En nombre,"10,0000000",
3113,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Ajustement,Isles françoises de l'Amérique,0,"1,00",Valeur,"10 437,0000000",
3114,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Arbres fruitiers,Isles françoises de l'Amérique,0,"30,00",En nombre,"0,3000000",
3115,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Ardoises,Isles françoises de l'Amérique,0,"2 160 850,00",nombre,"0,0200000",
3116,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Argenterie,Isles françoises de l'Amérique,0,"64,00",marcs,"57,0000000",
3117,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Armes  a feu ; diverses,Isles françoises de l'Amérique,0,"600,00",Livres,"2,0000000",
3118,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Armes a feu ; fusils,Isles françoises de l'Amérique,700,"107,00",nombre,"0,0000000",
3119,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Armes a feu ; fusils,Isles françoises de l'Amérique,0,"1,00",Valeur,"120,0000000",
3120,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Armes a feu ; pistolets,Isles françoises de l'Amérique,0,"3,00",Pièces,"2,0000000",
3121,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Armoires,Isles françoises de l'Amérique,0,"8,00",En nombre,"50,0000000",
3122,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Armoires de bois d'acajou,Isles françoises de l'Amérique,0,"1,00",nombre,"200,0000000",
3123,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Baguettes de fusils,Isles françoises de l'Amérique,0,"96,00",En nombre,"0,2500000",
3124,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Balances,Isles françoises de l'Amérique,0,"3,00",En nombre,"6,0000000",
3125,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Baracan,Isles françoises de l'Amérique,0,"78,00",Aunes,"3,5000000",
3126,Pascal Fontaine,AD 44 C716,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1763,Export,Nantes,18,Bas de coton,Isles françoises de l'Amérique,0,"8,00",Paires,"4,0000000",
