marchandises_normalisees	marchandises_simplifies	sitc_rev1	sitc_rev2	remarques_marchandises	sitc1digit	sitc18thc	alternativenames
Conserve ; de rose	Conserve ; de rose	2	2				
Conterie	Conterie	6	6	Terme de commerce. Grosse verroterie de Venise, dont on se sert surtout pour commercer avec les nègres.			
Contrahierba	Contrahierba	2	2	Ou contrayerba : Herbe médicinale qui croît sur les pentes des Andes au Pérou			
Contrefoyer de fer	Contrefoyer de fer	6	6				
Coqs	Coqs	0	0a		0	0a	
Coqs ; d'Inde	Coqs ; d'Inde	0	0b				
Coque ; Levant	Coque ; Levant	2	2				
Coquillages	Coquillages	2	2				
Coquilles ; de Mocres	Coquilles ; écaille de tortue et nacre de perle	2	2				
Coquilles ; de mer	Coquilles ; écaille de tortue et nacre de perle	2	2				
Coquilles ; de nacre	Coquilles ; écaille de tortue et nacre de perle	2	2				
Coquilles ; écaille de tortue et nacre de perle		2	2				
Coquilles ; écaille de tortue et nacre de perle	Coquilles ; écaille de tortue et nacre de perle	2	2		2	2	
Corail	Corail	2	2		5	5	
Corail ; blanc	Corail	2	2				
Corail ; brut	Corail	2	2				
Corail ; de jardin	Corail	2	2				
Corail ; en grabeau	Corail	2	2	Espèce de corail bleu			
Corail ; faux	Corail	2	2				
Corail ; gros	Corail	2	2				
Corail ; ouvré	Corail	2	2				
Corail ; rouge	Corail	2	2				
Corail ; terraille	Corail	2	2				
Corbeilles ; d'ozier	Corbeilles ; d'ozier	6	6				
Cordage	Cordage	6	6				
Cordage ; ?	Cordage	6	6				
Cordage ; aussières		6	6				
Cordage ; d'auf	Cordage	6	6				
Cordage ; d'emballage	Cordage	6	6				
Cordage ; d'espars	Cordage	6	6				
Cordage ; de chanvre	Cordage	6	6				
Cordage ; de jonc		6	6				
Cordage ; de joncs	Cordage	6	6				
Cordage ; de tilleul	Cordage	6	6				
Cordage ; divers	Cordage	6	6				
Cordage ; vieux	Cordage	6	6				
Cordage et ficelle		6	6				
Cordages ; d'ethit	Cordage	6	6				
Cordages ; en ficelle		6	6				
Cordages ; en morceaux		6	6				
Cordages ; à boyaux		6	6				
Corde		6	6				
Cordeillard	Cordeillard	…	…				
Cordes ; de tilleul		6	6				
Cordes ; en fibre		6	6				
Cordes ; pour navires		6	6				
Cordes ; vieilles		6	6				
Cordes ; à arçons	Cordes	6	6				
Cordes ; à boyaux	Cordes	6	6				
Cordes ; à carder		6	6				
Cordes ; à violons	Cordes	6	6				
Cordes et ficelles	Cordes	6	6				
Cordes et écorces de tilleul	Cordes	6	6		6	6	
Cordes, cables et ficelles	Cordes	6	6	cordages, cordes et ficelles	6	6	cordages, cordes et ficelles
Cordes ; vieilles	Cordes	6	6		6	6	
Cordes ; à carder	Cordes	6	6				
Cordillaterie	Étoffe ; de laine	6	6b	étoffe de laine grossière du Languedoc semble-t-il.			
Cordon		6	6				
Cordonnets ; de poil	Cordonnets ; de poil	6	6b				
Cordons ; d'argent	Cordons	6	6				
Cordons ; d'or	Cordons	6	6				
Cordons ; d'or et d'argent	Cordons	6	6a				
Cordons ; de fil	Cordons	6	6a				
Cordons ; de fleures	Cordons	6	6c				
Cordons ; de fleurets	Cordons	6	6c				
Cordons ; de montre	Cordons	6	6				
Cordons ; de soie	Cordons	6	6c				
Cordouan	Cordouan	6	6	Sorte de cuir dont on fait communément des souliers			
Coriandre	Coriandre	0	0a				
Corinthes	Corinthes	0	0a		0	0a	
Cornalines	Cornalines	…	…				
Cornes ; ?	Cornes	2	2				
Cornes ; de boucs et chèves		2	2				
Cornes ; de bœuf	Cornes	2	2				
Cornes ; de cerf	Cornes	2	2				
Cornes ; de lanterne	Cornes	2	2				
Cornes ; de mouton	Cornes	2	2				
Cornes ; de vaches	Cornes	2	2		2	2	
Cornes ; diverses	Cornes	2	2				
Cornes ; mêlées	Cornes	2	2				
Cornes ; plate	Cornes	2	2				
Cornes ; à faire peigner		2	2				
Cornes ; à lanternes	Cornes	2	2				
Cornes ; de boucs et chèves	Cornes	2	2		2	2	
Cornichons	Cornichons	0	0a		0	0a	
Corps	Corps	…	…				
Corps ; de jupe	Corps ; de jupe	8	8				
Corps ; piqués	Corps ; piqués	…	…				
Corps d'arbres ;	Corps d'arbres	2	2		2	2	
Corps d'arbres ; brut		2	2				
Corps d'arbres ; de 20 à 30 pieds	Corps d'arbres	2	2		2	2	
Corps d'arbres ; de 30 à 40 pieds	Corps d'arbres	2	2		2	2	
Corps d'arbres ; de 40 à 50 pieds	Corps d'arbres	2	2		2	2	
Corps d'arbres ; de la longeur de 50 à 60 pieds	Corps d'arbres	2	2		2	2	
Corps d'arbres ; en dessous de 20 pieds	Corps d'arbres	2	2		2	2	
Corps d'arbres ; reduit en pieds de gittes		2	2				corps d'arbres bruts déclarés en pieds de gites
Corps d'arbres ; brut	Corps d'arbres	2	2		2	2	
Corps d'arbres ; reduit en pieds de gittes	Corps d'arbres	2	2	corps d'arbres bruts déclarés en pieds de gites	2	2	corps d'arbres bruts déclarés en pieds de gites
Corrois ; de fusils		9	9				
Corrois ; de fusils	Corrois ; de fusils	9	9		9	9	
Cors ; de chasse	Cors ; de chasse	8	8	cors de chasse/cors de chasse et serpens	8	8	cors de chasse/cors de chasse et serpens
Corsane	Corsane	…	…				
Corsets	Corsets	8	8				
Corsets ; de toile	Corsets ; de toile	8	8				
Corty	Corty	…	...				
Coslus	Coslus	2	2				
Costus	Costus	…	…				
Costus ; doux	Costus ; doux	…	…				
Cotinus		…	…				
Coton	Coton	2	2				
Coton ; cardé	Coton	2	2				
Coton ; divers	Coton	2	2				
Coton ; en laine	Coton	2	2		2	2	
Coton ; en laine ; du Brésil	Coton	2	2				
Coton ; en laine ; du Levant	Coton	2	2				
Coton ; en mêche	Coton	6	6d	meches de cotton pour chandelles et lampes	6	6d	meches de cotton pour chandelles et lampes
Coton ; en ouatte		2	2				
Coton ; filé	Coton	6	6d				
Coton ; filé ; blanc		6	6d				
Coton ; filé ; des Iles	Coton	6	6d				
Coton ; filé ; du Levant	Coton	6	6d				
Coton ; rouge	Coton	2	2				
Coton ; sits et mousseline		6	6d				
Coton ; souffré	Coton	2	2				
Coton ; teint	Coton	6	6d				
Coton ; à broder	Coton	6	6d				
Coton et calicot		6	6d				
Cotonnade	Cotonnade	6	6d				
Cotonnette	Cotonnette	6	6d		6	6d	
Cotonnille	Toile ; de coton	6	6d	Cotonnille ou basin uni (Dictionnaire Expilly)			
Cotonnées	Toile ; de coton	6	6d	« Cotonnées, qu'on nomme aussi toisette. Petites étoffes qui se fabriquent en Hollande, ainsi appelées à cause qu'on y emploie du coton » (Savary) 			
Coton ; sits et mousseline	Coton	6	6a		6	6a	
Couettes		8	8				
Couettes ; pour bancs		8	8				
Couffes ; à boulangers	Couffes ; à boulangers	6	6	Paniers ?			
Couffins ; d'espars	Couffins ; d'espars	6	6	Paniers ?			
Couffins ; d'osier	Couffins ; d'osier	6	6	Paniers ?			
Couffins ; de palmes	Couffins ; de palmes	6	6	Paniers ?			
Coulemens de terre	Coulemens de terre	6	6		6	6	
Couleur	Couleur	5	5				
Couleur ou colorant		5	5				
Coupis	Toile ; de coton	6	6d	« Coupis : Toiles de coton a carreaux, qu'on apporte des Indes Orientales, particulièrement de Bengale. » (Savary)			
Courbes ; de bois	Courbes ; de bois	6	6				
Courroubis	Courroubis	…	…				
Courtepointe	Courtepointe	8	8				
Coussins ; de velours		8	8				
Coussins ; à faire dentelle	Coussins ; à faire dentelle	8	8				
Couteaux	Couteaux	6	6				
Couteaux ; communs	Couteaux	6	6				
Couteaux ; de chasse	Couteaux	6	6				
Couteaux ; de table	Couteaux	6	6		6	6	
Couteaux ; de traite		6	6				
Couteaux ; flamand	Couteaux	6	6				
Couteaux ; garnis en argent	Couteaux	6	6		6	6	
Couteaux ; à couper paille et pour tanneurs	Couteaux	6	6		6	6	
Couteaux ; à fendre		6	6				
Couteaux ; à tanneurs	Couteaux	6	6				
Coutelas	Coutelas	6	6				
Coutellerie	Coutellerie	6	6				
Coutellerie ; commune		6	6				
Coutellerie ; diverse	Coutellerie ; diverse	6	6				
Coutil	Coutil	6	6				
Coutil ; de fer	Coutil	6	6				
Coutil ; à lit	Coutil	6	6				
Coutres		7	7	Lame d'acier placée à l'avant d'une charrue			
Couvertures	Couvertures	8	8				
Couvertures ; d'etouppe	Couvertures	6	6	couvertes d'etouppe de chanvre	6	6	couvertes d'etouppe de chanvre
Couvertures ; d'etouppe de laine	Couvertures	6	6b		6	6b	
Couvertures ; d'indienne	Couvertures	6	6d				
Couvertures ; d'étoupes	Couvertures	6	6				
Couvertures ; de Béarn	Couvertures	6	6				
Couvertures ; de Rouen	Couvertures	6	6				
Couvertures ; de bourre ; de soie	Couvertures	6	6c				
Couvertures ; de capiton	Couvertures	6	6				
Couvertures ; de coton	Couvertures	6	6d				
Couvertures ; de cotton	Couvertures	6	6d		6	6d	
Couvertures ; de fil et coton	Couvertures	6	6d				
Couvertures ; de filoselle	Couvertures	6	6c				
Couvertures ; de fleur	Couvertures	6	6c				
Couvertures ; de laine	Couvertures	6	6b				
Couvertures ; de lisières	Couvertures	6	6		6	6	
Couvertures ; de lit	Couvertures	6	6				
Couvertures ; de locques	Couvertures	6	6		6	6	
Couvertures ; de plocq	Couvertures	6	6				
Couvertures ; de soie	Couvertures	6	6c				
Couvertures ; diverses	Couvertures	6	6				
Couvertures ; en laine	Couvertures	6	6b				
Couvertures ; en plocq	Couvertures	6	6				
Couvertures ; peinte	Couvertures	6	6d				
Couvertures ; pour chevaux	Couvertures	6	6		6	6	
Couvertures ; pour nuque	Couvertures	6	6				
Couvertures ; à nègres	Couvertures	8	8				
Coëffures custodes pour chapeaux et coeffes de perruques	Chapeau	6	6		6	6	
Coëtif	Coëtif	…	…				
Crabes et geenaerts	Crabes et geenaerts	0	0a	steur, crabben et gernaerts	0	0a	steur, crabben et gernaerts
Crabes et limaçons	Crabes et limaçons	0	0a		0	0a	
Craie	Craie	5	5				
Craie ; blanche	Craie	5	5				
Craie ; noire	Craie	5	5		5	5	
Craie ; pour écrire	Craie	5	5				
Craie ; rouge	Craie	5	5				
Crampons		6	6				
Crampons ; de fer		6	6				
Crapaudines	Crapaudines	6	6	Petites grilles qui protègent une entrée			
Crapaudines ; de fer	Crapaudines	6	6				
Craquelins (Bretzel)		0	0a				
Crasse ; d'amidon	Crasse	5	5				
Crasse ; d'huile	Crasse	5	5				
Crasse ; de cire	Crasse	5	5				
Crasse ; de suif	Crasse	5	5				
Cravates	Cravates	8	8				
Cravates ; de soie noire		8	8				bourses à cheveux et cravattes de soye noire
Cravates et Mouchoir de coton		8	8				
Cravates ; de soie noire	Cravates	8	8	bourses à cheveux et cravattes de soye noire	8	8	bourses à cheveux et cravattes de soye noire
Cravates et mouchoirs de coton	Cravates et mouchoirs de coton	8	8		8	8	
Crayon, graphite et mine de plomb		8	8				
Crayons	Crayons	8	8				
Cresse	Cresse	…	…				
Creusets	Creusets	6	6		6	6	
Creusets ; de fer	Creusets	6	6				
Creusets ; de terre	Creusets	6	6				
Creusets ; de terre cuite	Creusets	6	6				
Creusets et figures de pierre	Creusets et figures de pierre	6	6		6	6	
Cribles	Cribles	6	6				
Cribles et bulteau de moulins	Cribles et bulteau de moulins	6	6		6	6	
Crin	Crin	2	2				
Crin ; brut	Crin	2	2				
Crin ; de cheval	Crin	2	2				
Crin ; de cheval ; brut	Crin	2	2				
Crin ; de cheval ; griporé	Crin	2	2				
Crin ; de cheval ouvré		6	6				ouvrage de crin
Crin ; frisé	Crin	2	2				
Crin ; plat	Crin	2	2				
Crin ; de cheval	Crin	2	2	crin de cheval et queux de vaches	2	2	crin de cheval et queux de vaches
Crin ; de cheval ouvré	Crin	2	2	ouvrage de crin	2	2	ouvrage de crin
Cristal	Cristal	6	6				
Cristal ; brut	Cristal	6	6				
Cristal ; taillé	Cristal	6	6		6	6	
Cristaux	Cristal	6	6				
Cristaux ; d'office	Cristal	6	6				
Crockvisch	Crockvisch	0	0a		0	0a	
Crocus	Crocus	5	5		5	5	
Croix ; de cuivre	Croix	8	8				
Croix ; de grès	Croix	8	8				
Croix ; à Pierre ; fausses	Croix	8	8				
Croix ; à pierres ; fausses	Croix	8	8				
Crons et débris de maisons	Crons et débris de maisons	2	2	debris de maison	2	2	debris de maison
Cruches		6	6				
Cruches ; de grès	Cruches ; de grès	6	6				
Crucifix	Crucifix	8	8				
Crustacé ; moule		0	0a				
Crépon	Étoffe ; de soie	6	6c	Etoffe de soie (Savary)			
Crème	Crème	5	5				
Crème ; de tartre	Crème	5	5				
Crême ; de tartre	Crème	5	5				
Crêpe	Crêpe	6	6		6	6b	
Crêpe ; de Reims	Crêpe	6	6				
Crêpe ; de laine	Crêpe	6	6b				
Crêpe ; de soie	Crêpe	6	6c				
Crêpe ; pour chapeaux	Crêpe	6	6		6	6	
Crêpon	Crêpon	…	…				
Cubebes	Cubebes	…	…				
Cuillères		6	6				
Cuillères ; de bois	Cuillères	6	6				
Cuillères ; de fer	Cuillères	6	6				
Cuillères ; de laiton	Cuillères	6	6				
Cuir		6	6				
Cuir ; boucles et barrettes		6	6				
Cuir ; de bœuf ; salé		6	6				
Cuir ; déchet		2	2				
Cuirasses	Cuirasses	9	9		9	9	
Cuirs		6	6				
Cuirs ; apprêtés	Cuirs ; apprêtés	6	6				
Cuirs ; blanc		6	6				
Cuirs ; brut		2	2				
Cuirs ; corroyés	Cuirs ; corroyés	6	6				
Cuirs ; corroyés ; divers	Cuirs ; corroyés	6	6				
Cuirs ; crus et à poil	Cuirs ; crûs et à poil	2	2				
Cuirs ; d'Espagne	Cuirs	6	6		6	6	
Cuirs ; d'Espagne dit Maroquin	Cuirs	6	6	cuirs de Turquie en Maroquin	6	6	cuirs de Turquie en Maroquin
Cuirs ; d'Hongrie	Cuirs	6	6		6	6	
Cuirs ; d'Irlande	Cuirs	6	6		6	6	
Cuirs ; d'hongrie	Cuirs	6	6				
Cuirs ; d'âne	Cuirs	6	6				
Cuirs ; de ? ; de Naches		6	6				
Cuirs ; de ? ; en poil		6	6				
Cuirs ; de Bosan		6	6				
Cuirs ; de Bœuf		6	6				
Cuirs ; de Hongrie		6	6				
Cuirs ; de Prusse	Cuirs	6	6	cuirs rouge de Prusse	6	6	cuirs rouge de Prusse
Cuirs ; de Russie	Cuirs	6	6	cuirs de Roussie	6	6	cuirs de Roussie
Cuirs ; de Turqie	Cuirs	6	6		6	6	
Cuirs ; de bœuf		6	6				
Cuirs ; de bœuf ; apprêtés	Cuirs ; apprêtés	6	6				
Cuirs ; de bœuf ; corroyés	Cuirs ; corroyés	6	6				
Cuirs ; de bœuf ; en poil	Cuirs ; crûs et à poil	2	2				
Cuirs ; de bœuf ; tannés	Cuirs ; tannés	6	6				
Cuirs ; de cerf		6	6				
Cuirs ; de cheval		6	6				
Cuirs ; de cheval ; en poil	Cuirs ; crûs et à poil	2	2				
Cuirs ; de cheval ; tannés	Cuirs ; tannés	6	6				
Cuirs ; de chevaux ; tannés		6	6				
Cuirs ; de chèvre		6	6				
Cuirs ; de génisse	Cuirs	6	6				
Cuirs ; de génisse ; corroyés	Cuirs ; corroyés	6	6				
Cuirs ; de génisse ; en poil	Cuirs ; crûs et à poil	2	2				
Cuirs ; de moscovie	Cuirs	6	6	cuirs de Russie et moscovie	6	6	cuirs de Russie et moscovie
Cuirs ; de porc		6	6				
Cuirs ; de vache		6	6				
Cuirs ; de vache ; apprêtés	Cuirs ; apprêtés	6	6				
Cuirs ; de vache ; corroyés	Cuirs ; corroyés	6	6				
Cuirs ; de vache ; en grain	Cuirs ; en grains	2	2				
Cuirs ; de vache ; en poil	Cuirs ; crûs et à poil	2	2				
Cuirs ; de vache ; tannés	Cuirs ; tannés	6	6				
Cuirs ; divers	Cuirs	6	6				
Cuirs ; doré	Cuirs	6	6				
Cuirs ; dorés	Cuirs	6	6	cuirs doré fabrique du pays	6	6	cuirs doré fabrique du pays
Cuirs ; dorés vieux	Cuirs	6	6		6	6	
Cuirs ; d’Espagne		6	6				
Cuirs ; d’alun (jaune)		6	6				
Cuirs ; en grains	Cuirs ; en grains	6	6				
Cuirs ; en poil	Cuirs ; crûs et à poil	6	6				
Cuirs ; en poil ; divers	Cuirs ; crûs et à poil	6	6				
Cuirs ; en retail	Cuirs ; en retail	6	6				
Cuirs ; fin		6	6				
Cuirs ; forts		6	6				
Cuirs ; maroquin		6	6				
Cuirs ; pour bottes		6	6				
Cuirs ; pour semelles		6	6				
Cuirs ; pour soufflets	Cuirs	6	6		6	6	
Cuirs ; rouge		6	6				
Cuirs ; salés ; divers	Cuirs ; salés	6	6				
Cuirs ; salés à poil	Cuirs ; salés à poil	2	2		6	6	
Cuirs ; secs ; en poil		2	2				
Cuirs ; secs et salé	Cuirs ; secs et salé	6	6		6	6	
Cuirs ; secs à poil	Cuirs ; secs à poil	2	2		6	6	
Cuirs ; séché		6	6				
Cuirs ; tannés	Cuirs ; tannés	6	6				
Cuirs ; tannés ; divers	Cuirs ; tannés	6	6				
Cuirs ; tannés pour empeignes	Cuirs ; tannés	6	6	cuirs d''empeigne	6	6	cuirs d''empeigne
Cuirs ; tannés pour semelles	Cuirs ; tannés	6	6		6	6	
Cuirs ; à semelles		6	6				
Cuirs ; épais		6	6				
Cuirs et peaux		2	2				
Cuisses	Cuisses	0	0a				
Cuisses ; d'oie	Cuisses	0	0a				
Cuisses ; d'oie en adobe	Cuisses	0	0a		0	0a	
Cuivre	Cuivre ; en serrures	6	6				
Cuivre ; ?		6	6				
Cuivre ; brun	Cuivre	6	6				
Cuivre ; brut	Cuivre	6	6				
Cuivre ; cru en masse	Cuivre ; crû	6	6		6	6	
Cuivre ; crû	Cuivre ; crû	6	6		2	2	
Cuivre ; crû en bloc	Cuivre ; crû	6	6		6	6	
Cuivre ; crü ou en pLatte		6	6				
Cuivre ; crü ou en plattes	Cuivre ; crû	6	6		6	6	
Cuivre ; de Hongrie		6	6				
Cuivre ; de Namur	Cuivre	6	6		6	6	
Cuivre ; de fourrure	Cuivre ; crû	6	6				
Cuivre ; dite potin	Cuivre	6	6				
Cuivre ; divers	Cuivre	6	6				
Cuivre ; doré	Cuivre	6	6				
Cuivre ; en acume	Cuivre	6	6				
Cuivre ; en barres		6	6				
Cuivre ; en cachets	Cuivre	6	6				
Cuivre ; en chaudrons		6	6				
Cuivre ; en clochette	Cuivre	6	6				
Cuivre ; en coupe	Cuivre	6	6				
Cuivre ; en feuilles	Cuivre	6	6				
Cuivre ; en fonds		6	6				
Cuivre ; en fonds de chaudrons		6	6				
Cuivre ; en fonos	Cuivre	6	6				
Cuivre ; en fourrure	Cuivre	6	6				
Cuivre ; en fourrure et Rozette	Cuivre	6	6				
Cuivre ; en grelots	Cuivre	6	6				
Cuivre ; en lames	Cuivre	6	6				
Cuivre ; en limaille	Cuivre	2	2				
Cuivre ; en lingot		6	6				
Cuivre ; en masse	Cuivre	6	6		6	6	
Cuivre ; en mitraille	Cuivre	2	2				
Cuivre ; en pLatte		6	6				
Cuivre ; en planches	Cuivre	6	6				
Cuivre ; en planches ; gravées		7	7				
Cuivre ; en plaques	Cuivre	6	6				
Cuivre ; en plateaux		6	6				
Cuivre ; en plates	Cuivre	6	6				
Cuivre ; en platines	Cuivre	6	6				
Cuivre ; en plattes	Cuivre	6	6		6	6	
Cuivre ; en potasse		6	6				
Cuivre ; en poterie		6	6				
Cuivre ; en rosette	Cuivre	6	6				
Cuivre ; en rouleau	Cuivre	6	6				
Cuivre ; en serrures		6	6				
Cuivre ; en toupe	Cuivre	6	6				
Cuivre ; fine		6	6				
Cuivre ; forgé	Cuivre	6	6				
Cuivre ; fumée		6	6				
Cuivre ; jaune	Cuivre	6	6				
Cuivre ; jaune avec calamine	Cuivre	6	6		6	6	
Cuivre ; jaune en bloc	Cuivre	6	6		6	6	
Cuivre ; jaune en cloux	Cuivre	6	6		6	6	
Cuivre ; jaune en pLatte		6	6				
Cuivre ; jaune en plattes	Cuivre	6	6		6	6	
Cuivre ; jaune et rouge	Cuivre	6	6				
Cuivre ; jaune fondu	Cuivre	6	6	cuivre jaune coulé	6	6	cuivre jaune coulé
Cuivre ; jaune ouvré	Cuivre ; ouvré	6	6		6	6	
Cuivre ; laminé	Cuivre	6	6				
Cuivre ; ouvré	Cuivre ; ouvré	6	6				
Cuivre ; plaques ; gravées et ciselées		7	7				
Cuivre ; potier		6	6				
Cuivre ; potin		6	6				
Cuivre ; potin ; gris		6	6				
Cuivre ; rouge	Cuivre	6	6				
Cuivre ; rouge crü ou en blocs, pour Namur	Cuivre ; crû	6	6				
Cuivre ; rouge en chaudrons	Cuivre	6	6		6	6	
Cuivre ; rouge en masse pour être raffiner	Cuivre	6	6		6	6	
Cuivre ; rouge en pLatte		6	6				
Cuivre ; rouge en plattes	Cuivre	6	6		6	6	
Cuivre ; rouge ouvré	Cuivre ; ouvré	6	6		6	6	
Cuivre ; tangoul	Cuivre	6	6				
Cuivre ; vieux	Cuivre ; vieux	6	6				
Cuivre ; vieux et en mitraille	Cuivre ; vieux	2	2				
Cuivre ; à chaudrons		6	6				
Cuivre ; à cloche		6	6				
Cuivre ; à couverture		6	6				
Cuivre dit laiton ; en feuilles		6	6				
Cuivre, bronze et laiton	Cuivre, bronze et laiton	6	6				
Cuivrerie		6	6				
Cuivre ; en plateaux	Cuivre	6	6				
Cuivre ; en serrures	Cuivre	6	6				
Cuivre ; plaques ; gravées et ciselées	Cuivre	6	6		6	6	
Cuivre ; ?	Cuivre	6	6				
Culottes	Culottes	8	8				
Culottes ; de peau	Culottes	8	8		8	8	
Culottes ; de toile		8	8				
Culottes ; tricot		8	8				
Culottes ; de toile	Culottes	8	8		6	6	
Culs ; d'artichauts	Artichauts	0	0a				
Cumin	Cumin	0	0b				
Curcuma	Curcuma	0	0b		5	5	
Curlas	Curlas	…	…				
Cuscutes luzerne		0	0a				
Cuve	Cuve	6	6				
Cuvier	Cuvier	6	6				
Cuviers ; de terre	Cuvier	6	6				
Cylindre	Cylindre	7	7				
Cylindres ; en cuivre		7	7				
Câbles	Câbles	6	6a				
Câbles ; de Navire	Câbles	6	6a				
Câpres	Câpres	0	0a				
Cédrat	Cédrat	0	0a	« Cédra ou Cédrat : Espéce de Citronnier, dont le fruit est de bonne odeur. On donne aussi ce nom au citron qu'il produit » (Savary)			
Cédrat ; zeste confit		0	0a				
Céleri		0	0a				
Cèdre	Cèdre	0	0a				
Cèdres	Plante	0	0a				
Dais ; pour Eglise	Dais	6	6				
Dais ; pour église		6	6				
Dalles ; en céramique dure		6	6				
Damas	Étoffe ; de soie	6	6c				
Damas ; à frange ; d'argent	Étoffe ; de soie	6	6c				
Damassé de laine		6	6b				
Dame-jeanne	Dame-jeanne	6	6	Bonbonne de verre ou de grès			
Darins	Darins	…	…				
Dattes	Dattes	0	0a		0	0a	
Dattes et pistaches	Dattes et pistaches	0	0a		0	0a	
Dauphine	Drap	6	6b	« Dauphine : Espece de petit droguet très-léger, tout de laine , non croisé, imperceptiblement jaspé de diverses couleurs... Les Dauphines se font à Reims » (Savary)			
Daœs ; pour Eglise	Daœs ; pour Eglise	…	…				
Debris de vaisseaux et vieux ouvrages de charpente	Debris de vaisseaux et vieux ouvrages de charpente	2	2		2	2	
Degras	Degras	4	4				
Degras ; ?	Degras	4	4				
Degras ; de peau	Degras	4	4				
Demille	Demille	…	…				
Demitte	Demitte	6	6d	Demite ou Demitte : c'est une des deux espèces de toiles de coton qui se sabriquent à Me- nemen & à Scio. Elle diffère de l'escamitte , qui est l'autre espèce de toile , en ce que celle-ci est simple & que là demite est croisée. Ces toiles nous			
Demoiselles	Demoiselles	…	…				
Dentelle	Dentelle	6	6a				
Dentelle ; commune	Dentelle	6	6a				
Dentelle ; d'argent	Dentelle	6	6				
Dentelle ; d'argent ; faux	Dentelle	6	6				
Dentelle ; d'argent ; fin	Dentelle	6	6				
Dentelle ; d'or	Dentelle	6	6				
Dentelle ; d'or ; faux	Dentelle	6	6				
Dentelle ; d'or ; fin	Dentelle	6	6				
Dentelle ; d'or et d'argent	Dentelle	6	6				
Dentelle ; d'or et d'argent ; fin	Dentelle	6	6				
Dentelle ; d'or et d'argent ; faux	Dentelle	6	6		6	6	
Dentelle ; de fil	Dentelle	6	6a				
Dentelle ; de fil ; blanc	Dentelle	6	6a				
Dentelle ; de fil ; commune	Dentelle	6	6a				
Dentelle ; de fil ; d'Alençon	Dentelle	6	6a				
Dentelle ; de fil ; de Bergame	Dentelle	6	6a				
Dentelle ; de fil ; de Caen	Dentelle	6	6a				
Dentelle ; de fil ; de Flandre	Dentelle	6	6a				
Dentelle ; de fil ; de Normandie	Dentelle	6	6a				
Dentelle ; de fil ; de crin	Dentelle	6	6a				
