marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	nbr_lignes_fr
Drogues ; Composées pour ma médecine ; Cantharides	Drogues ; composées pour la médecine ; Cantharides	Drogue ; médicinale ; Cantharides						0	0	1	0					
Drogues ; Composées pour ma médecine ; Cavefico	Drogues ; composées pour la médecine ; Cavefico	Drogue ; médicinale ; Cavefico						0	0	1	0					8
Drogues ; Composées pour ma médecine ; Cristal de tartot	Drogues ; composées pour la médecine ; Cristal de tartot	Drogue ; médicinale ; Cristal de tartot						0	0	1	0					1
Drogues ; Composées pour ma médecine ; Crème de tartre	Drogues ; composées pour la médecine ; Crème à tartre	Drogue ; médicinale ; crème de tartre						0	0	1	0					3
Drogues ; Composées pour ma médecine ; Diverses	Drogues ; composées pour la médecine ; Diverses	Drogue ; médicinale ; Diverses						0	0	1	0					1
Drogues ; Composées pour ma médecine ; Jus de réglise	Drogues ; composées pour la médecine ; Jus de réglise	Drogue ; médicinale ; Jus de réglisse						0	0	1	0					
Drogues ; Composées pour ma médecine ; Mane	Drogues ; composées pour la médecine ; Mane	Drogue ; médicinale ; manne						0	0	1	0					6
Drogues ; Composées pour ma médecine ; Poudre brillant	Drogues ; composées pour la médecine ; Poudre brillant	Drogue ; médicinale ; Poudre brillant						0	0	1	0					1
Drogues ; Composées pour ma médecine ; Sableuée	Drogues ; composées pour la médecine ; Sableuée	Drogue ; médicinale ; Sableuée						0	0	1	0					12
Drogues ; Composées pour ma médecine ; Sang dragon	Drogues ; composées pour la médecine ; Sang dragon	Drogue ; médicinale ; Sang dragon						0	0	1	0					2
Drogues ; Composées pour ma médecine ; Scamonée	Drogues ; composées pour la médecine ; Scamonée	Drogue ; médicinale ; Scamonée						0	0	1	0					1
Drogues ; Composées pour ma médecine ; Storax	Drogues ; composées pour la médecine ; Storax	Drogue ; médicinale ; storax						0	0	1	0					20
Drogues ; Gommes ; Lacque	Drogues ; Gommes ; Lacque	Gomme ; laque						0	0	1	0					1
Drogues ; Gommes ; Myrrhe	Drogues ; Gommes ; Myrrhe	Gomme ; myrrhe						0	0	1	0					1
Drogues ; Gommes ; Sandarac	Drogues ; Gommes ; Sandarac	Gomme ; Sandarac						0	0	1	0					1
Drogues ; Gommes ; Sénégal	Drogues ; Gommes ; Sénégal	Gomme ; Sénégal						0	0	1	0					1
Drogues ; Huile de vitol	Drogues ; Huile de vitriol	Drogue ; Huile de vitriol						0	0	1	0					2
Drogues ; Huile de vitriol	Drogues ; Huile de vitriol	Drogue ; Huile de vitriol						0	0	1	0					89
Drogues ; Medecinales en plantes ; ***	Drogues ; médicinales en plantes ; ?	Drogue ; médicinale ; plante						0	0	1	0					
Drogues ; Medecinales en plantes ; Carrue	Drogues ; médicinales en plantes ; Carrue	Drogue ; médicinale ; plante ; Carrue						0	0	1	0					1
Drogues ; Medecinales en plantes ; Casse en baton	Drogues ; médicinales en plantes ; Casse en baton	Drogue ; médicinale ; plante ; Casse ; en bâton						0	0	1	0					3
Drogues ; Medecinales en plantes ; Cassia siguea	Drogues ; médicinales en plantes ; Cassia siguea	Drogue ; médicinale ; Cassia lignea						0	0	1	0					2
Drogues ; Medecinales en plantes ; Civadille	Drogues ; médicinales en plantes ; Civadille	Drogue ; médicinale ; Cévadille						0	0	1	0					1
Drogues ; Medecinales en plantes ; Coloquinte	Drogues ; médicinales en plantes ; Coloquinte	Drogue ; médicinale ; Coloquinte						0	0	1	0					17
Drogues ; Medecinales en plantes ; Coque levant	Drogues ; médicinales en plantes ; Coque levant	Drogue ; médicinale ; plante ; Coque levant						0	0	1	0					1
Drogues ; Medecinales en plantes ; Cumin	Drogues ; médicinales en plantes ; Cumin	Drogue ; médicinale ; plante ; Cumin						0	0	1	0					1
Drogues ; Medecinales en plantes ; Diverses	Drogues ; médicinales en plantes ; Diverses	Drogue ; médicinale ; plante						0	0	1	0					1
Drogues ; Medecinales en plantes ; Fleur de benjoin	Drogues ; médicinales en plantes ; Fleur de benjoin	Drogue ; médicinale ; plante ; Fleur de benjoin						0	0	1	0					4
Drogues ; Medecinales en plantes ; Galanga	Drogues ; médicinales en plantes ; Galanga	Drogue ; médicinale ; plante ; Galanga						0	0	1	0					1
Drogues ; Medecinales en plantes ; Genseng	Drogues ; médicinales en plantes ; Ginseng	Drogue ; médicinale ; plante ; Ginseng						0	0	1	0					2
Drogues ; Medecinales en plantes ; Jalop	Drogues ; médicinales en plantes ; Jalop	Drogue ; médicinale ; plante ; Jalop						0	0	1	0					6
Drogues ; Medecinales en plantes ; Ogarie	Drogues ; médicinales en plantes ; Ogarie	Drogue ; médicinale ; plante ; Ogarie						0	0	1	0					12
Drogues ; Medecinales en plantes ; Quinquina	Drogues ; médicinales en plantes ; Qumquina	Drogue ; médicinale ; plante ; Qumquina						0	0	1	0					1
Drogues ; Medecinales en plantes ; Racines diverses	Drogues ; médicinales en plantes ; Racines diverses	Drogue ; médicinale ; plante ; Racines						0	0	1	0					1
Drogues ; Medecinales en plantes ; Reglisse	Drogues ; médicinales en plantes ; Réglisse	Drogue ; médicinale ; réglisse						0	0	1	0					1
Drogues ; Medecinales en plantes ; Rhubarbe	Drogues ; médicinales en plantes ; Rhubarbe	Drogue ; médicinale ; plante ; Rhubarbe						0	0	1	0					42
Drogues ; Medecinales en plantes ; Saffran	Drogues ; médicinales en plantes ; Safran	Drogue ; safran						0	0	1	0					1
Drogues ; Medecinales en plantes ; Salsepareille	Drogues ; médicinales en plantes ; Salsepareille	Drogue ; médicinale ; plante ; Salsepareille						0	0	1	0					9
Drogues ; Medecinales en plantes ; Sebestre	Drogues ; médicinales en plantes ; Sebestre	Drogue ; médicinale ; plante ; Sebestre						0	0	1	0					1
Drogues ; Medecinales en plantes ; Sené	Drogues ; médicinales en plantes ; Séné	Drogue ; médicinale ; séné						0	0	1	0					1
Drogues ; Medecinales en plantes ; Tamarin	Drogues ; médicinales en plantes ; Tamarin	Drogue ; médicinale ; plante ; Tamarin						0	0	1	0					2
Drogues ; Medecinales en plantes ; Tournesol	Drogues ; médicinales en plantes ; Tournesol	Drogue ; Tournesol						0	0	1	0					4
Drogues ; Metalliques ; Argent vif	Drogues ; métalliques ; Argent vif	Drogue ; métallique ; Argent vif						0	0	1	0					1
Drogues ; Metalliques ; Auchinoise	Drogues ; métalliques ; Auchinoise	Drogue ; métallique ; Auchinoise						0	0	1	0					11
Drogues ; Metalliques ; Mercure	Drogues ; métalliques ; Mercure	Drogue ; métallique ; Mercure						0	0	1	0					1
Drogues ; Metalliques ; Piharge	Drogues ; métalliques ; Piharge	Drogue ; métallique ; Piharge						0	0	1	0					1
Drogues ; Metalliques ; Vitriol	Drogues ; métalliques ; Vitriol	Drogue ; métallique ; Vitriol						0	0	1	0					13
Drogues ; Médecinales en plantes ; Aristoloche	Drogues ; médicinales en plantes ; Aristoloche	Drogue ; médicinale ; plante ; Aristoloche						0	0	1	0					1
Drogues ; Médecinales en plantes ; Cassialiguca	Drogues ; médicinales en plantes ; Cassialiguca	Drogue ; médicinale ; Cassia lignea						0	0	1	0					1
Drogues ; Médecinales en plantes ; Civadille	Drogues ; médicinales en plantes ; Civadille	Drogue ; médicinale ; Cévadille						0	0	1	0					1
Drogues ; Médecinales en plantes ; Coloquinte	Drogues ; médicinales en plantes ; Coloquinte	Drogue ; médicinale ; Coloquinte						0	0	1	0					18
Drogues ; Médecinales en plantes ; Coque levant	Drogues ; médicinales en plantes ; Coque levant	Drogue ; médicinale ; plante ; Coque levant						0	0	1	0					18
Drogues ; Médecinales en plantes ; Coriandre	Drogues ; médicinales en plantes ; Coriandre	Drogue ; médicinale ; plante ; Coriandre						0	0	1	0					1
Drogues ; Médecinales en plantes ; Cumin	Drogues ; médicinales en plantes ; Cumin	Drogue ; médicinale ; plante ; Cumin						0	0	1	0					2
Drogues ; Médecinales en plantes ; Diverses	Drogues ; médicinales en plantes ; Diverses	Drogue ; médicinale ; plante						0	0	1	0					1
Drogues ; Médecinales en plantes ; Qumquina	Drogues ; médicinales en plantes ; Qumquina	Drogue ; médicinale ; plante ; Qumquina						0	0	1	0					9
Drogues ; Médecinales en plantes ; Rhubarbe	Drogues ; médicinales en plantes ; Rhubarbe	Drogue ; médicinale ; plante ; Rhubarbe						0	0	1	0					1
Drogues ; Médecinales en plantes ; Réglisse	Drogues ; médicinales en plantes ; Réglisse	Drogue ; médicinale ; réglisse						0	0	1	0					1
Drogues ; Médecinales en plantes ; Saffran	Drogues ; médicinales en plantes ; Safran	Drogue ; safran						0	0	1	0					2
Drogues ; Médecinales en plantes ; Salsepareille	Drogues ; médicinales en plantes ; Salsepareille	Drogue ; médicinale ; plante ; Salsepareille						0	0	1	0					1
Drogues ; Médecinales en plantes ; Simarouba	Drogues ; médicinales en plantes ; Simarouba	Drogue ; médicinale ; plante ; Simarouba						0	0	1	0					1
Drogues ; Médecinales en plantes ; Séné	Drogues ; médicinales en plantes ; Séné	Drogue ; médicinale ; séné						0	0	1	0					1
Drogues ; Médecinales en plantes ; Tamarin	Drogues ; médicinales en plantes ; Tamarin	Drogue ; médicinale ; plante ; Tamarin						0	0	1	0					4
Drogues ; Médecinales en plantes ; Tournesol	Drogues ; médicinales en plantes ; Tournesol	Drogue ; Tournesol						0	0	1	0					1
Drogues ; Médécinales ; *****	Drogues ; médicinales ; ?	Drogue ; médicinale						0	0	1	0					2
Drogues ; Médécinales ; Beaume de Copahu	Drogues ; médicinales ; Beaume de Copahu	Drogue ; médicinale ; Beaume de Copahu						0	0	1	0					1
Drogues ; Médécinales ; Benjoin	Drogues ; médicinales ; Benjoin	Drogue ; médicinale ; Benjoin						0	0	1	0					1
Drogues ; Médécinales ; Camphre	Drogues ; médicinales ; Camphre	Drogue ; médicinale ; Camphre						0	0	1	0					1
Drogues ; Médécinales ; Canefice	Drogues ; médicinales ; Canefice	Drogue ; médicinale ; Canéfice						0	0	1	0					1
Drogues ; Médécinales ; Cantharides	Drogues ; médicinales ; Cantharides	Drogue ; médicinale ; Cantharides						0	0	1	0					1
Drogues ; Médécinales ; Capilaire	Drogues ; médicinales ; Capillaire	Drogue ; médicinale ; Capillaire						0	0	1	0					1
Drogues ; Médécinales ; Casse	Drogues ; médicinales ; Casse	Drogue ; médicinale ; casse						0	0	1	0					1
Drogues ; Médécinales ; Casse en ***	Drogues ; médicinales ; ?	Drogue ; médicinale						0	0	1	0					1
Drogues ; Médécinales ; Cassia lignea	Drogues ; médicinales ; Cassia lignea	Drogue ; médicinale ; Cassia lignea						0	0	1	0					2
Drogues ; Médécinales ; Cevadille	Drogues ; médicinales ; Cevadille	Drogue ; médicinale ; Cévadille						0	0	1	0					9
Drogues ; Médécinales ; Chicolin	Drogues ; médicinales ; Chicolin	Drogue ; médicinale ; Chicolin						0	0	1	0					12
Drogues ; Médécinales ; Chimiques ; Eau forte	Drogues ; médicinales ; Chimiques ; Eau forte	Drogue ; médicinale ; chimique ; Eau forte						0	0	1	0					1
Drogues ; Médécinales ; Coloquinte	Drogues ; médicinales ; Coloquinte	Drogue ; médicinale ; Coloquinte						0	0	1	0					1
Drogues ; Médécinales ; Cordial	Drogues ; médicinales ; Cordial	Drogue ; médicinale ; Cordial						0	0	1	0					18
Drogues ; Médécinales ; Corque du Levant	Drogues ; médicinales ; Coque du Levant	Drogue ; médicinale ; Coque du Levant						0	0	1	0					7
Drogues ; Médécinales ; Crème de tartre	Drogues ; médicinales ; Crème de tartre	Drogue ; médicinale ; crème de tartre						0	0	1	0					10
Drogues ; Médécinales ; Cumin	Drogues ; médicinales ; Cumin	Drogue ; médicinale ; Cumin						0	0	1	0					3
Drogues ; Médécinales ; Diverses	Drogues ; médicinales ; Diverses	Drogue ; médicinale ; Diverses						0	0	1	0					3
Drogues ; Médécinales ; Eau sederale	Drogues ; médicinales ; Eau sederale	Drogue ; médicinale ; Eau sederale						0	0	1	0					7
Drogues ; Médécinales ; Eau vulneraire	Drogues ; médicinales ; Eau vulnéraire	Drogue ; médicinale ; Eau vulnéraire						0	0	1	0					2
Drogues ; Médécinales ; Extrait ***	Drogues ; médicinales ; ?	Drogue ; médicinale						0	0	1	0					19
Drogues ; Médécinales ; Gentiane	Drogues ; médicinales ; Gentiane	Drogue ; médicinale ; Gentiane						0	0	1	0					4
Drogues ; Médécinales ; Huile d'amande douce	Drogues ; médicinales ; Huile d'amande douce	Huile ; d'amande douce						0	0	1	0					13
Drogues ; Médécinales ; Jalap	Drogues ; médicinales ; Jalap	Drogue ; médicinale ; jalap						0	0	1	0					97
Drogues ; Médécinales ; Jus de reglisse	Drogues ; médicinales ; Jus de réglisse	Drogue ; médicinale ; Jus de réglisse						0	0	1	0					4
Drogues ; Médécinales ; Manne	Drogues ; médicinales ; Manne	Drogue ; médicinale ; manne						0	0	1	0					119
Drogues ; Médécinales ; Opium	Drogues ; médicinales ; Opium	Drogue ; médicinale ; Opium						0	0	1	0					3
Drogues ; Médécinales ; Pignons d'Inde	Drogues ; médicinales ; Pignons d'Inde	Drogue ; médicinale ; Pignon d'Inde						0	0	1	0					1
Drogues ; Médécinales ; Précipité	Drogues ; médicinales ; Précipité	Drogue ; médicinale ; Précipité						0	0	1	0					2
Drogues ; Médécinales ; Quinquina	Drogues ; médicinales ; Quinquina	Drogue ; médicinale ; quinquina						0	0	1	0					
Drogues ; Médécinales ; Racines diverses	Drogues ; médicinales ; Racines diverses	Drogue ; médicinale ; Racines diverses						0	0	1	0					4
Drogues ; Médécinales ; Reglisse	Drogues ; médicinales ; Jus de réglisse	Drogue ; médicinale ; Jus de réglisse						0	0	1	0					1
Drogues ; Médécinales ; Rhubarbe	Drogues ; médicinales ; Rhubarbe	Drogue ; médicinale ; rhubarbe						0	0	1	0					1
Drogues ; Médécinales ; Réglisse	Drogues ; médicinales ; Jus de réglisse	Drogue ; médicinale ; Jus de réglisse						0	0	1	0					3
Drogues ; Médécinales ; Saffran	Drogues ; médicinales ; Safran	Drogue ; safran						0	0	1	0					5
Drogues ; Médécinales ; Salsepareille	Drogues ; médicinales ; Salsepareille	Drogue ; médicinale ; Salsepareille						0	0	1	0					5
Drogues ; Médécinales ; Seamanée	Drogues ; médicinales ; Seamanée	Drogue ; médicinale ; Seamanée						0	0	1	0					2
Drogues ; Médécinales ; Seamonée	Drogues ; médicinales ; Seamanée	Drogue ; médicinale ; Seamanée						0	0	1	0					1
Drogues ; Médécinales ; Semen contra	Drogues ; médicinales ; Semen contra	Drogue ; médicinale ; Semen contra						0	0	1	0					6
Drogues ; Médécinales ; Sené	Drogues ; médicinales ; Séné	Drogue ; médicinale ; séné						0	0	1	0					2
Drogues ; Médécinales ; Senée	Drogues ; médicinales ; Séné	Drogue ; médicinale ; séné						0	0	1	0					1
Drogues ; Médécinales ; Stafisaigre	Drogues ; médicinales ; Stafisaigre	Drogue ; médicinale ; Stafisaigre						0	0	1	0					1
Drogues ; Médécinales ; Storax	Drogues ; médicinales ; Storax	Drogue ; médicinale ; storax						0	0	1	0					1
Drogues ; Médécinales ; Tamarin	Drogues ; médicinales ; Tamarin	Drogue ; médicinale ; Tamarin						0	0	1	0					7
Drogues ; Médécinales ; Thériaque	Drogues ; médicinales ; Thériaque	Drogue ; médicinale ; Thériaque						0	0	1	0					1
Drogues ; Médécinales ; Vanille	Drogues ; médicinales ; Vanille	Drogue ; médicinale ; Vanille						0	0	1	0					34
Drogues ; Médécinales ; Zedonire	Drogues ; médicinales ; Zedonire	Drogue ; médicinale ; Zedonire						0	0	1	0					
Drogues ; Métalliques ; **	Drogues ; métalliques ; ???	Drogue ; métallique						0	0	1	0					4
Drogues ; Métalliques ; *****	Drogues ; métalliques ; ???	Drogue ; métallique						0	0	1	0					3
Drogues ; Métalliques ; Antimoine	Drogues ; métalliques ; Antimoine	Drogue ; chimique et métallique ; antimoine						0	0	1	0					2
Drogues ; Métalliques ; Antimoire	Drogues ; métalliques ; Antimoine	Drogue ; métallique ; Antimoine						0	0	1	0					107
Drogues ; Métalliques ; Argent vif	Drogues ; métalliques ; Argent vif	Drogue ; métallique ; Argent vif						0	0	1	0					154
Drogues ; Métalliques ; Arsenic	Drogues ; métalliques ; Arsenic	Drogue ; métallique ; Arsenic						0	0	1	0					1
Drogues ; Métalliques ; Arsenif	Drogues ; métalliques ; Arsenic	Drogue ; métallique ; Arsenic						0	0	1	0					4
Drogues ; Métalliques ; Diverses	Drogues ; métalliques ; Diverses	Drogue ; métallique ; Divers						0	0	1	0					5
Drogues ; Métalliques ; Litharge	Drogues ; métalliques ; Litharge	Drogue ; Litharge						0	0	1	0					1
Drogues ; Métalliques ; Mercure	Drogues ; métalliques ; Mercure	Drogue ; métallique ; Mercure						0	0	1	0					1
Drogues ; Métalliques ; Toutenague	Drogues ; métalliques ; Toutenague	Drogue ; métallique ; Toutenague						0	0	1	0					6
Drogues ; Métalliques ; Viriol	Drogues ; métalliques ; Vitriol	Drogue ; métallique ; Vitriol						0	0	1	0					8
Drogues ; Métalliques ; Vitriol	Drogues ; métalliques ; Vitriol	Drogue ; métallique ; Vitriol						0	0	1	0					1
Drogues ; Mêlées ; Asfafélida	Drogues ; mêlées ; Asfafélida	Drogue ; Asfafélida						0	0	1	0					1
Drogues ; Mêlées ; Bongras animal	Drogues ; mêlées ; Bongras animal	Drogue ; Bongras animal						0	0	1	0					15
Drogues ; Mêlées ; Diverses	Drogues ; mêlées ; Diverses	Drogue						0	0	1	0					1
Drogues ; Mêlées ; Essence de vitriol	Drogues ; mêlées ; Essence de vitriol	Drogue ; Essence de vitriol						0	0	1	0					3
Drogues ; Mêlées ; Gousses arabiques	Drogues ; mêlées ; Gousses arabiques	Drogue ; Gousses arabiques						0	0	1	0					1
Drogues ; Mêlées ; Gousses diverses	Drogues ; mêlées ; Gousses diverses	Drogue ; Gousses diverses						0	0	1	0					1
Drogues ; Odorantes ; Ambre gris	Drogues ; Odorantes ; Ambre gris	Drogue ; odorantes ; Ambre gris						0	0	1	0					1
Drogues ; Odorantes ; Ambre jaune	Drogues ; Odorantes ; Ambre jaune	Drogue ; odorantes ; Ambre jaune						0	0	1	0					1
Drogues ; Odorantes ; Diverses	Drogues ; Odorantes ; Diverses	Drogue ; odorante						0	0	1	0					1
Drogues ; Odorantes ; Ecens	Drogues ; Odorantes ; encens	Drogue ; odorantes ; encens						0	0	1	0					1
Drogues ; Odorantes ; Encens	Drogues ; Odorantes ; encens	Drogue ; odorantes ; encens						0	0	1	0					1
Drogues ; Odorantes ; Musc	Drogues ; Odorantes ; Musc	Drogue ; odorantes ; Musc						0	0	1	0					1
Drogues ; Odorantes ; Muse	Drogues ; Odorantes ; Musc	Drogue ; odorantes ; Musc						0	0	1	0					1
