marchandises_normalisees	marchandises_simplifies	sitc_rev1	sitc_rev2	remarques_marchandises	sitc1digit	sitc18thc	nbr_lignes_fr_bis
Drogue ; chimique ; Sel ammoniac	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel d'epsum	Drogue	5	5				22
Drogue ; chimique ; Sel d'epsum	Drogues ; Chimiques	5	5				
Drogue ; Chimique ; sel d'opium	Drogue	5	5				1
Drogue ; chimique ; Sel de Globert	Drogue	5	5				1
Drogue ; chimique ; Sel de Globert	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel de paume	Drogue	5	5				1
Drogue ; chimique ; Sel de paume	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel de plomb	Drogue	5	5				1
Drogue ; chimique ; Sel de plomb	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel de potasse	Drogue	5	5				2
Drogue ; chimique ; Sel de potasse	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel de tamarin	Drogue	5	5				2
Drogue ; chimique ; Sel de tamarin	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel divers	Drogue	5	5				50
Drogue ; chimique ; Sel divers	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel gemme	Drogue	5	5				2
Drogue ; chimique ; Sel gemme	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel saturne	Drogue	5	5				124
Drogue ; chimique ; Sel saturne	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sel sublimé	Drogue	5	5				2
Drogue ; chimique ; Sel sublimé	Drogues ; Chimiques	5	5				
Drogue ; chimique ; Sublimé	Drogue	5	5				2
Drogue ; chimique ; Sublimé	Drogues ; Chimiques	5	5				
Drogue ; chimique et métallique	Drogue	5	5				4
Drogue ; chimique et métallique ; antimoine	Drogue	5	5				48
Drogue ; chimique et métallique ; sels ; divers	Drogue	5	5				4
Drogue ; chimique et métallique ; zinc	Drogue	5	5				2
Drogue ; Divers	Drogue	5	5				7
Drogue ; diverse	Drogue	5	5				4
Drogue ; diverses ; sagon	Drogue	5	5				2
Drogue ; Doraze	Drogues	5	5				
Drogue ; Drogue réunies ; Diverses	Drogue	5	5				15
Drogue ; émeri	Drogue	5	5				1
Drogue ; Essence de térébenthine	Drogues	5	5				
Drogue ; Essence de vitriol	Drogues	5	5				
Drogue ; Galbanum	Drogues	5	5	Substance entre la résine et la gomme qui vient du Levant par la voie de Marseille (Savary)			
Drogue ; Gomme ; copal	Drogue	2	2				3
Drogue ; Gommes ; Adragante	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Arabique	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Commune	Drogues ; Gommes	2	2				
Drogue ; Gommes ; D'Amérique	Drogues ; Gommes	2	2				
Drogue ; Gommes ; De Barbarie	Drogues ; Gommes	2	2				
Drogue ; Gommes ; De Cenzier	Drogues ; Gommes	2	2				
Drogue ; Gommes ; De Gayac	Drogues ; Gommes	2	2				
Drogue ; Gommes ; De Sandarac	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Diverses	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Elastiques	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Elemy	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Euphorbe	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Galanga	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Gedda	Drogues ; Gommes	2	2				
Drogue ; Gommes ; Gutte	Drogue	2	2				2
Drogue ; Gommes ; Laque	Drogue	2	2				8
Drogue ; Gommes ; Sénégal	Drogue	2	2				0
Drogue ; Gousses arabiques	Drogues	2	2				
Drogue ; Gousses de sandarac	Drogues	2	2				
Drogue ; Gousses diverses	Drogue	2	2				1
Drogue ; Gousses diverses	Drogues	2	2				
Drogue ; Gousses du Senegal	Drogue	2	2				3
Drogue ; Gousses du Senegal	Drogues	2	2				
Drogue ; Gousses gatte	Drogue	2	2				0
Drogue ; Gousses gatte	Drogues	2	2				
Drogue ; Gousses lagne	Drogue	2	2				1
Drogue ; Gousses lagne	Drogues	2	2				
Drogue ; Graines diverses	Drogue	2	2				18
Drogue ; Graines diverses	Drogues	2	2				
Drogue ; Huile d'amande	Drogue	4	4				15
Drogue ; Huile d'amande	Drogues	4	4				
Drogue ; Huile de térébenthine	Drogues	5	5				
Drogue ; Huile de vitriol	Drogue	5	5				100
Drogue ; Huile et essence de Térébenthine	Drogue	5	5				
Drogue ; Litharge	Drogue	5	5				5
Drogue ; Mastic	Drogue	5	5				8
Drogue ; Mastic	Drogues	5	5				
Drogue ; mauris	Drogue	5	5				1
Drogue ; médicinale	Drogue	5	5				31
Drogue ; médicinale	Drogue ; médicinale	5	5				
Drogue ; médicinale	Drogue ; médicinale	5	5				
Drogue ; médicinale	Drogue ; médicinale	5	5				
Drogue ; médicinale ; ?	Drogue	5	5				31
Drogue ; Médicinale ; agaric	Drogue	5	5				13
Drogue ; Médicinale ; agaric ; gros	Drogue	5	5				12
Drogue ; médicinale ; aloès	Drogue	2	2				63
Drogue ; médicinale ; Aloès	Drogue ; médicinale	5	5				
Drogue ; médicinale ; aloès ; capalin	Drogue	2	2				2
Drogue ; médicinale ; assa fétide	Drogue	2	2				5
Drogue ; médicinale ; baumes ; divers	Drogue	5	5				1
Drogue ; médicinale ; Beaume de Copahu	Drogue	5	5				1
Drogue ; médicinale ; Beaume de Copahu	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Beaume du Pérou	Drogue	5	5				1
Drogue ; médicinale ; Beaume du Pérou	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Benjoin	Drogue	2	2				7
Drogue ; médicinale ; Benjoin	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Benjoin	Drogue ; médicinale	5	5				
Drogue ; médicinale ; beunne		2	2				1
Drogue ; médicinale ; bois ; de réglisse	Drogue	2	2				1
Drogue ; médicinale ; bois ; réglisse		2	2				1
Drogue ; médicinale ; bol d'Arménie	Drogue	5	5				2
Drogue ; Médicinale ; borax	Drogue	5	5				9
Drogue ; médicinale ; borax	Drogue	5	5				13
Drogue ; médicinale ; camomille	Drogue	2	2				10
Drogue ; médicinale ; Camphre	Drogue	2	2				27
Drogue ; médicinale ; Camphre	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Camphre	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Canefice	Drogue	2	2				6
Drogue ; médicinale ; Canefice	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Canéfice	Drogue	2	2				0
Drogue ; médicinale ; Canéfice	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Cantharides	Drogue	2	2				2
Drogue ; médicinale ; Cantharides	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Cantharides	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Canyolore	Drogue	5	5				2
Drogue ; médicinale ; Canyolore	Drogue ; médicinale	5	5				
Drogue ; médicinale ; capia liguea	Drogue	2	2				12
Drogue ; médicinale ; Capilaire	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Capillaire	Drogue	5	5				2
Drogue ; médicinale ; cardamone	Drogue	2	2				6
Drogue ; médicinale ; Casse	Drogue	2	2				1
Drogue ; médicinale ; casse		2	2				3
Drogue ; médicinale ; Casse	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Cassia lignea	Drogue	2	2				41
Drogue ; médicinale ; Cassia lignea	Drogue ; médicinale	2	2				
Drogue ; médicinale ; cassie lignea		2	2				2
Drogue ; médicinale ; Cavefico	Drogue	5	5				8
Drogue ; médicinale ; Cavefico	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Cévadille	Drogue ; médicinale	2	2	Plante bulbeuse originaire du Mexique dont les graines ont été utilisées comme parasiticide en raison de leur toxicité pour les animaux à sang froid			
Drogue ; médicinale ; Cévadille	Drogue	5	5				21
Drogue ; médicinale ; Chévaque	Drogue	5	5				0
Drogue ; médicinale ; Chévaque	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Chicolin	Drogue	5	5				14
Drogue ; médicinale ; Chicolin	Drogue ; médicinale	5	5				
Drogue ; médicinale ; chimique ; Eau forte	Drogue	5	5				1
Drogue ; médicinale ; Chimiques ; Eau forte	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Coloquinte	Drogue ; médicinale	2	2	La pulpe du fruit, blanche, de saveur très amère, utilisé comme purgatif drastique surtout en art vétérinaire			
Drogue ; médicinale ; Coloquinte	Drogue	5	5				103
Drogue ; médicinale ; Coque du Levant	Drogue	5	5				9
Drogue ; médicinale ; Cordial	Drogue	5	5				18
Drogue ; médicinale ; Cordial	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Corque du Levant	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Crème à tartre	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Crème de tartre	Drogue	5	5				17
Drogue ; médicinale ; crème de tartre		5	5				6
Drogue ; médicinale ; Crème de tartre	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Creuse de Sartre	Drogue	5	5				109
Drogue ; médicinale ; Cristal de tartot	Drogue	5	5				1
Drogue ; médicinale ; Cristal de tartot	Drogue ; médicinale	5	5				
Drogue ; médicinale ; cristal de tartre		5	5				2
Drogue ; médicinale ; Cumin	Drogue	2	2				3
Drogue ; médicinale ; Cumin	Drogue ; médicinale	2	2				
Drogue ; médicinale ; diagedum		5	5				1
Drogue ; médicinale ; Divers	Drogue	5	5				1
Drogue ; médicinale ; Diverses	Drogue	5	5				37
Drogue ; médicinale ; Diverses	Drogue ; médicinale	5	5				
Drogue ; médicinale ; eau de felzer		5	5				1
Drogue ; médicinale ; Eau sederale	Drogue	5	5				7
Drogue ; médicinale ; Eau sederale	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Eau vulnéraire	Drogue	5	5				2
Drogue ; médicinale ; Eau vulnéraire	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Gentiane	Drogue	2	2				4
Drogue ; médicinale ; Gentiane	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Herbe	Drogue	2	2				3
Drogue ; médicinale ; Huile d'amande douce	Drogue	4	4				
Drogue ; médicinale ; Huile d'amande douce	Drogue ; médicinale	4	4				
Drogue ; médicinale ; Huile de Benjoin	Drogue	4	4				7
Drogue ; médicinale ; Ipécacuana	Drogue	2	2				184
Drogue ; médicinale ; Ipécacuana	Drogue ; médicinale	2	2	Racine brunâtre d' une saveur âcre et nauséabonde, de la famille des Rubiacées, de l' Amérique du Sud, et qu' on emploie en médecine.			
Drogue ; médicinale ; Jalap	Drogue	2	2				98
Drogue ; médicinale ; jalap	Drogue	2	2				70
Drogue ; médicinale ; Jalap	Drogue ; médicinale	2	2				
Drogue ; médicinale ; jalap ; racines	Drogue	2	2				6
Drogue ; médicinale ; jalap ; résine	Drogue	2	2				14
Drogue ; médicinale ; Jus de réglisse	Drogue	5	5				4
Drogue ; médicinale ; Jus de réglisse	Drogue	5	5				36
Drogue ; médicinale ; jus de réglisse	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Jus de réglisse	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Jus de réglisse	Drogue ; médicinale	5	5				
Drogue ; médicinale ; magnésie		5	5				7
Drogue ; médicinale ; magnésie	Drogue	5	5				41
Drogue ; médicinale ; Manne	Drogue ; médicinale	2	2	Exsudation sucrée provenant de plusieurs végétaux			
Drogue ; médicinale ; manne		5	5				6
Drogue ; médicinale ; manne		5	5				136
Drogue ; médicinale ; manne		5	5				34
Drogue ; médicinale ; manne	Drogue	5	5				1
Drogue ; médicinale ; manne	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Mousse ; de mer	Drogue	2	2				3
Drogue ; médicinale ; Opium	Drogue	2	2				15
Drogue ; médicinale ; Opium	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Opium	Drogue ; médicinale	2	2				
Drogue ; médicinale ; orge ; perlée	Drogue	2	2				156
Drogue ; médicinale ; orge ; perlée		2	2				5
Drogue ; médicinale ; Pignon d'Inde	Drogue	2	2				1
Drogue ; médicinale ; Pignons d'Inde	Drogue ; médicinale	5	5				
Drogue ; médicinale ; plante	Drogue	2	2				2
Drogue ; médicinale ; plante	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Aristoloche	Drogue	2	2				1
Drogue ; médicinale ; plante ; Aristoloche	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Carrue	Drogue	2	2				1
Drogue ; médicinale ; plante ; Carrue	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Casse ; en bâton	Drogue	2	2				3
Drogue ; médicinale ; plante ; Casse en baton	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Cassia siguea	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Cassialiguca	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Civadille	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Coloquinte	Drogue ; médicinale	2	2	La pulpe du fruit, blanche, de saveur très amère, utilisé comme purgatif drastique surtout en art vétérinaire			
Drogue ; médicinale ; plante ; Coque levant	Drogue	2	2				19
Drogue ; médicinale ; plante ; Coque levant	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Coriandre	Drogue	2	2				1
Drogue ; médicinale ; plante ; Coriandre	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Cumin	Drogue	2	2				3
Drogue ; médicinale ; plante ; Cumin	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Diverses	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Fleur de benjoin	Drogue	2	2				14
Drogue ; médicinale ; plante ; Fleur de benjoin	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Galanga	Drogue	2	2				1
Drogue ; médicinale ; plante ; Galanga	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Ginseng	Drogue	2	2				2
Drogue ; médicinale ; plante ; Ginseng	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Guajocum		2	2				6
Drogue ; médicinale ; plante ; Jalop	Drogue	2	2				6
Drogue ; médicinale ; plante ; Jalop	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Ogarie	Drogue	2	2				12
Drogue ; médicinale ; plante ; Ogarie	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Qumquina	Drogue	2	2				10
Drogue ; médicinale ; plante ; Qumquina	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Racines	Drogue	2	2				1
Drogue ; médicinale ; plante ; Racines diverses	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Réglisse	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Rhubarbe	Drogue	2	2				43
Drogue ; médicinale ; plante ; Rhubarbe	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Salsepareille	Drogue	2	2				10
Drogue ; médicinale ; plante ; Salsepareille	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Sebestre	Drogue	2	2				1
Drogue ; médicinale ; plante ; Sebestre	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Simarouba	Drogue	2	2				1
Drogue ; médicinale ; plante ; Simarouba	Drogue ; médicinale	2	2				
Drogue ; médicinale ; plante ; Tamarin	Drogue	2	2				6
Drogue ; médicinale ; plante ; Tamarin	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Poudre brillant	Drogue	5	5				1
Drogue ; médicinale ; Poudre brillant	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Précipité	Drogue	5	5				5
Drogue ; médicinale ; Précipité	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Précipité	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Quinquina	Drogue	2	2				43
Drogue ; médicinale ; quinquina	Drogue	2	2				9
Drogue ; médicinale ; Quinquina	Drogue ; médicinale	5	5				
Drogue ; médicinale ; quinquina ; extrait	Drogue	5	5				1
Drogue ; médicinale ; Racines diverses	Drogue	2	2				4
Drogue ; médicinale ; Racines diverses	Drogue ; médicinale	2	2				
Drogue ; médicinale ; réglisse	Drogue	2	2				6
Drogue ; médicinale ; réglisse ; jus		5	5				1
Drogue ; médicinale ; réglisse ; jus	Drogue	5	5				37
Drogue ; médicinale ; réglisse ; racine	Drogue	2	2				1
Drogue ; médicinale ; réglisse ; sur bâne	Drogue	2	2				1
Drogue ; médicinale ; réglisse; bois	Drogue	2	2				6
Drogue ; médicinale ; Résine de Jalap	Drogue	2	2				2
Drogue ; médicinale ; Résine de Jalap	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Réunies	Drogue	5	5				32
Drogue ; médicinale ; Réunies	Drogue ; médicinale	5	5				
Drogue ; médicinale ; rhubarbe	Drogue	2	2				1
Drogue ; médicinale ; rhubarbe		2	2				10
Drogue ; médicinale ; Rhubarbe	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Sableuée	Drogue	5	5				12
Drogue ; médicinale ; Sableuée	Drogue ; médicinale	5	5				
Drogue ; médicinale ; safran		2	2				151
Drogue ; médicinale ; Salsepareille	Drogue	2	2				31
Drogue ; médicinale ; Salsepareille	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Sang dragon	Drogue	5	5				6
Drogue ; médicinale ; Sang dragon	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Scamonée	Drogue	5	5				1
Drogue ; médicinale ; Scamonée	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Scamousée	Drogue	5	5				86
Drogue ; médicinale ; Scamousée	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Seamanée	Drogue	5	5				3
Drogue ; médicinale ; Seamanée	Drogue ; médicinale	…	…				
Drogue ; Médicinale ; Sel ammoniac	Drogue	5	5				
Drogue ; médicinale ; Sel ammoniac		5	5				1
Drogue ; médicinale ; Semen contra	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Semen contra	Drogue	5	5				27
Drogue ; médicinale ; Séné	Drogue	2	2				56
Drogue ; médicinale ; Séné	Drogue ; médicinale	2	2	Plante employée comme purgatif			
Drogue ; médicinale ; séné		5	5				26
Drogue ; médicinale ; Séné ; en grabau	Drogue	2	2				13
Drogue ; médicinale ; sercé ; en feuilles	Drogue	2	2				4
Drogue ; médicinale ; Stafisaigre	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Stafisaigre	Drogue	5	5				1
Drogue ; médicinale ; Storax	Drogue	2	2	Storax : Gomme naturelle qui provient du Levant.			21
Drogue ; médicinale ; Storax	Drogue ; médicinale	2	2	Storax : Gomme naturelle qui provient du Levant.			
Drogue ; médicinale ; Storax	Drogue ; médicinale	2	2				
Drogue ; médicinale ; storax		5	5				2
Drogue ; médicinale ; Storax ; liquide	Drogue	5	5				2
Drogue ; médicinale ; Sublime	Drogue	5	5				3
Drogue ; médicinale ; Sublime	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Sublime ; corosif	Drogue	5	5				0
Drogue ; médicinale ; Tamarin	Drogue	2	2				44
Drogue ; médicinale ; Tamarin	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Thériaque	Drogue	5	5				1
Drogue ; médicinale ; Thériaque	Drogue ; médicinale	5	5				
Drogue ; médicinale ; Vanille	Drogue	2	2				34
Drogue ; médicinale ; Vanille	Drogue ; médicinale	2	2				
Drogue ; médicinale ; yeux d'écrevisse		2	2				0
Drogue ; médicinale ; Zedonire	Drogue ; médicinale	2	2				
Drogue ; médicinale ; Zedonire	Drogue	5	5				0
Drogue ; mêlées ; Diverses ; Blanc de Baleine	Drogue	2	2				4
Drogue ; mêlées ; Doraze	Drogue	5	5				11
Drogue ; mêlées ; Essence de vitriol	Drogue	5	5				84
Drogue ; mêlées ; Galbanum	Drogue	5	5				1
Drogue ; mêlées ; Gousses arabiques	Drogue	2	2				1
Drogue ; mêlées ;?	Drogue	5	5				8
Drogue ; métallique	Drogue	5	5				17
Drogue ; métallique ; Antimoine	Drogue	5	5				107
Drogue ; métallique ; Argent vif	Drogue	5	5				155
Drogue ; métallique ; Arsenic	Drogue	5	5				42
Drogue ; métallique ; Auchinoise	Drogue	5	5				11
Drogue ; métallique ; Divers	Drogue	5	5				5
Drogue ; métallique ; Litharge	Drogue	5	5				8
Drogue ; métallique ; mercerie	Drogue	5	5				1
Drogue ; métallique ; Mercure	Drogue	5	5				2
Drogue ; métallique ; Piharge	Drogue	5	5				1
Drogue ; métallique ; salamouris	Drogue	5	5				1
Drogue ; métallique ; Toutenague	Drogue	5	5				6
Drogue ; métallique ; Vitriol	Drogue	5	5				23
Drogue ; métallique ; Vitriol ; bleue	Drogue	5	5				3
Drogue ; métallique ; Vitriol ; de Chypre	Drogue	5	5				0
Drogue ; métallique et chimique ; sel ; d'étain	Drogue	5	5				3
Drogue ; musc	Drogue	2	2				2
Drogue ; odorantes ; Ambre gris	Drogue	2	2				1
Drogue ; odorantes ; Ambre jaune	Drogue	2	2				1
Drogue ; odorantes ; Diverses	Drogue	5	5				3
Drogue ; odorantes ; encens	Drogue	5	5				3
Drogue ; odorantes ; Musc	Drogue	2	2				2
Drogue ; pour la peinture et la teinture	Drogue	5	5				94
Drogue ; pour la peinture et la teinture	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; ?	Drogue	5	5				3
Drogue ; pour la peinture et la teinture ; Alizari	Drogue	2	2				36
Drogue ; pour la peinture et la teinture ; Alizari	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; Alizari ; graines	Drogue	2	2				11
Drogue ; pour la peinture et la teinture ; Alizari ; racines	Drogue	2	2				3
Drogue ; pour la peinture et la teinture ; Alquifou	Drogue	5	5				28
Drogue ; pour la peinture et la teinture ; Alquifoux	Drogue ; pour la peinture et la teinture	2	2				
Drogue ; pour la peinture et la teinture ; Alun	Drogue ; pour la peinture et la teinture	2	2				
Drogue ; pour la peinture et la teinture ; Alun	Drogue	5	5				162
Drogue ; pour la peinture et la teinture ; alun		5	5				0
Drogue ; pour la peinture et la teinture ; alun ; en dracy		5	5				1
Drogue ; pour la peinture et la teinture ; Azur	Drogue	5	5				93
Drogue ; pour la peinture et la teinture ; Azur	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; azur		5	5				1
Drogue ; pour la peinture et la teinture ; Azur et bleu de Prusse	Drogue	5	5				2
Drogue ; pour la peinture et la teinture ; Azur et bleu de prusse	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; billon	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; blanc		5	5				1
Drogue ; pour la peinture et la teinture ; Blanc d'Espagne	Drogue	5	5				4
Drogue ; pour la peinture et la teinture ; Blanc d'Espagne	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; blanc de ?	Drogue	5	5				1
Drogue ; pour la peinture et la teinture ; Blanc de céruse	Drogue	5	5				29
Drogue ; pour la peinture et la teinture ; Blanc de céruse	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; Blanc de ferax	Drogue	5	5				13
Drogue ; pour la peinture et la teinture ; Blanc de ferax	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; Blanc de Herps	Drogue	5	5				12
Drogue ; pour la peinture et la teinture ; Blanc de Herps	Drogue ; pour la peinture et la teinture	5	5				
Drogue ; pour la peinture et la teinture ; Bleu	Drogue	5	5				65
Drogue ; pour la peinture et la teinture ; Bleu ; commun	Drogue	5	5				6
Drogue ; pour la peinture et la teinture ; Bleu ; de paille	Drogue	5	5				3
Drogue ; pour la peinture et la teinture ; Bleu ; de smalt	Drogue	5	5				1
Drogue ; pour la peinture et la teinture ; bleu ; en pierres		5	5				5
