Numéro de ligne,Data entry by,Source,exportimports,Year,Sheet,Marchandises,Pays,Quantité,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
1275,Milewski,Montbret 1551273,Exports,1754,45,Darins,Hollande,,6810.00,0.00,0.00,0.00,
1276,Milewski,Montbret 1551274,Exports,1754,45,Dattes,Espagne,,461.00,0.00,0.00,0.00,
1277,Milewski,Montbret 1551275,Exports,1754,45,Degras de peau,Allemagne,,73.65,0.00,0.00,1725.90,
1278,Milewski,Montbret 1551276,Exports,1754,45,Degras de peau,Flandre,,796.25,0.00,0.00,1725.90,
1279,Milewski,Montbret 1551277,Exports,1754,45,Degras de peau,Hollande,,40.00,0.00,0.00,1725.90,
1280,Milewski,Montbret 1551278,Exports,1754,45,Degras de peau,Savoye,,816.00,0.00,0.00,1725.90,
1281,Milewski,Montbret 1551279,Exports,1754,45,Demitte,Italie,,75.00,0.00,0.00,600.00,
1282,Milewski,Montbret 1551280,Exports,1754,45,Demitte,Nord,,525.00,0.00,0.00,600.00,
1283,Milewski,Montbret 1551281,Exports,1754,45,Dents ; d'Elephant,Allemagne,,1560.00,2460.00,0.00,6820.00,
1284,Milewski,Montbret 1551282,Exports,1754,45,Dents ; d'Elephant,Levant,,900.00,2460.00,0.00,6820.00,
1285,Milewski,Montbret 1551283,Exports,1754,45,Dents ; de vache marine,Hollande,,4360.00,0.00,0.00,6820.00,
1286,Milewski,Montbret 1551284,Exports,1754,45,Dentelle ; de fil ; de bergame,Espagne,,1110.00,0.00,2076442.00,2516291.30,
1287,Milewski,Montbret 1551285,Exports,1754,45,Dentelle ; de fil ; blanc,Allemagne,,3368.00,847664.50,2076442.00,2516291.30,le total aurait du être 847 644 - 10
1288,Milewski,Montbret 1551286,Exports,1754,45,Dentelle ; de fil ; blanc,Espagne,,20284.00,847664.50,2076442.00,2516291.30,
1289,Milewski,Montbret 1551287,Exports,1754,45,Dentelle ; de fil ; blanc,Flandre,,1800.00,847664.50,2076442.00,2516291.30,
1290,Milewski,Montbret 1551288,Exports,1754,45,Dentelle ; de fil ; blanc,Isles,,4292.50,847664.50,2076442.00,2516291.30,
1291,Milewski,Montbret 1551289,Exports,1754,45,Dentelle ; de fil ; blanc,Italie,,30400.00,847664.50,2076442.00,2516291.30,
1292,Milewski,Montbret 1551290,Exports,1754,45,Dentelle ; de fil ; blanc,Levant,,784300.00,847664.50,2076442.00,2516291.30,
1293,Milewski,Montbret 1551291,Exports,1754,45,Dentelle ; de fil ; blanc,Suisse,,3200.00,847664.50,2076442.00,2516291.30,
1294,Milewski,Montbret 1551292,Exports,1754,45,Dentelle ; de fil ; commune,Angleterre,,400.00,65457.50,2076442.00,2516291.30,
1295,Milewski,Montbret 1551293,Exports,1754,45,Dentelle ; de fil ; commune,Danemark,,7.50,65457.50,2076442.00,2516291.30,
1296,Milewski,Montbret 1551294,Exports,1754,45,Dentelle ; de fil ; commune,Isles,,63000.00,65457.50,2076442.00,2516291.30,
1297,Milewski,Montbret 1551295,Exports,1754,45,Dentelle ; de fil ; commune,Savoye,,240.00,65457.50,2076442.00,2516291.30,
1298,Milewski,Montbret 1551296,Exports,1754,45,Dentelle ; de fil ; commune,Suisse,,1810.00,65457.50,2076442.00,2516291.30,
1299,Milewski,Montbret 1551297,Exports,1754,45,Dentelle ; de fil ; fine,Isles,,7200.00,0.00,2076442.00,2516291.30,
1300,Milewski,Montbret 1551298,Exports,1754,45,Dentelle ; de fil ; de Flandre,Espagne,,1000.00,0.00,2076442.00,2516291.30,
1301,Milewski,Montbret 1551299,Exports,1754,45,Dentelle ; de fil ; grosse,Espagne,,480.00,0.00,2076442.00,2516291.30,
1302,Milewski,Montbret 1551300,Exports,1754,45,Dentelle ; de fil ; de Normandie,Espagne,,90.00,1930.00,2076442.00,2516291.30,
1303,Milewski,Montbret 1551301,Exports,1754,45,Dentelle ; de fil ; de Normandie,Savoye,,1840.00,1930.00,2076442.00,2516291.30,
1304,Milewski,Montbret 1551302,Exports,1754,46,Dentelle ; de fil ; du Puy,Espagne,,769300.00,1151600.00,2076442.00,2516291.30,
1305,Milewski,Montbret 1551303,Exports,1754,46,Dentelle ; de fil ; du Puy,Hollande,,249500.00,1151600.00,2076442.00,2516291.30,
1306,Milewski,Montbret 1551304,Exports,1754,46,Dentelle ; de fil ; du Puy,Isles,,46200.00,1151600.00,2076442.00,2516291.30,
1307,Milewski,Montbret 1551305,Exports,1754,46,Dentelle ; de fil ; du Puy,Italie,,61350.00,1151600.00,2076442.00,2516291.30,
1308,Milewski,Montbret 1551306,Exports,1754,46,Dentelle ; de fil ; du Puy,Levant,,10250.00,1151600.00,2076442.00,2516291.30,
1309,Milewski,Montbret 1551307,Exports,1754,46,Dentelle ; de fil ; du Puy,Savoye,,15000.00,1151600.00,2076442.00,2516291.30,
1310,Milewski,Montbret 1551308,Exports,1754,46,Dentelle ; d'argent,Flandre,,725.00,1250.00,6025.35,2516291.30,
1311,Milewski,Montbret 1551309,Exports,1754,46,Dentelle ; d'argent,Hollande,,525.00,1250.00,6025.35,2516291.30,
1312,Milewski,Montbret 1551310,Exports,1754,46,Dentelle ; d'or faux,Allemagne,,440.00,820.00,6025.35,2516291.30,
1313,Milewski,Montbret 1551311,Exports,1754,46,Dentelle ; d'or faux,Flandre,,380.00,820.00,6025.35,2516291.30,
1314,Milewski,Montbret 1551312,Exports,1754,46,Dentelle ; or et argent fin,Allemagne,,496.00,3955.35,6025.35,2516291.30,
1315,Milewski,Montbret 1551313,Exports,1754,46,Dentelle ; or et argent fin,Flandre,,2334.35,3955.35,6025.35,2516291.30,
1316,Milewski,Montbret 1551314,Exports,1754,46,Dentelle ; or et argent fin,Isles,,1125.00,3955.35,6025.35,2516291.30,
1317,Milewski,Montbret 1551315,Exports,1754,46,Dentelle ; de soye,Allemagne,,259240.60,433823.95,0.00,2516291.30,
1318,Milewski,Montbret 1551316,Exports,1754,46,Dentelle ; de soye,Angleterre,,22487.50,433823.95,0.00,2516291.30,
1319,Milewski,Montbret 1551317,Exports,1754,46,Dentelle ; de soye,Espagne,,88200.00,433823.95,0.00,2516291.30,
1320,Milewski,Montbret 1551318,Exports,1754,46,Dentelle ; de soye,Flandre,,27940.25,433823.95,0.00,2516291.30,
1321,Milewski,Montbret 1551319,Exports,1754,46,Dentelle ; de soye,Hollande,,3415.60,433823.95,0.00,2516291.30,
1322,Milewski,Montbret 1551320,Exports,1754,46,Dentelle ; de soye,Isles,,165.00,433823.95,0.00,2516291.30,
1323,Milewski,Montbret 1551321,Exports,1754,46,Dentelle ; de soye,Italie,,875.00,433823.95,0.00,2516291.30,
1324,Milewski,Montbret 1551322,Exports,1754,46,Dentelle ; de soye,Suisse,,31500.00,433823.95,0.00,2516291.30,
1325,Milewski,Montbret 1551323,Exports,1754,46,Dez a coudre,Espagne,,12.00,0.00,0.00,0.00,
1326,Milewski,Montbret 1551324,Exports,1754,46,Dominoterie,Allemagne,,7450.00,0.00,0.00,12495.00,
1327,Milewski,Montbret 1551325,Exports,1754,46,Dominoterie,Angleterre,,250.00,0.00,0.00,12495.00,
1328,Milewski,Montbret 1551326,Exports,1754,46,Dominoterie,Flandre,,4795.00,0.00,0.00,12495.00,
1329,Milewski,Montbret 1551327,Exports,1754,46,Dorure ; fausse,Allemagne,,475.00,2075.00,0.00,3385577.50,
1330,Milewski,Montbret 1551328,Exports,1754,46,Dorure ; fausse,Espagne,,1600.00,2075.00,0.00,3385577.50,
1331,Milewski,Montbret 1551329,Exports,1754,46,Dorure ; fine,Allemagne,,756462.50,3383502.50,0.00,3385577.50,
1332,Milewski,Montbret 1551330,Exports,1754,46,Dorure ; fine,Angleterre,,9520.00,3383502.50,0.00,3385577.50,
1333,Milewski,Montbret 1551331,Exports,1754,46,Dorure ; fine,Espagne,,1144650.00,3383502.50,0.00,3385577.50,
1334,Milewski,Montbret 1551332,Exports,1754,46,Dorure ; fine,Flandre,,219540.00,3383502.50,0.00,3385577.50,
1335,Milewski,Montbret 1551333,Exports,1754,46,Dorure ; fine,Hollande,,57660.00,3383502.50,0.00,3385577.50,
1336,Milewski,Montbret 1551334,Exports,1754,46,Dorure ; fine,Isles,,10000.00,3383502.50,0.00,3385577.50,
1337,Milewski,Montbret 1551335,Exports,1754,46,Dorure ; fine,Italie,,779640.00,3383502.50,0.00,3385577.50,
1338,Milewski,Montbret 1551336,Exports,1754,46,Dorure ; fine,Levant,,267800.00,3383502.50,0.00,3385577.50,
1339,Milewski,Montbret 1551337,Exports,1754,46,Dorure ; fine,Portugal,,66420.00,3383502.50,0.00,3385577.50,
1340,Milewski,Montbret 1551338,Exports,1754,46,Dorure ; fine,Russie,,6750.00,3383502.50,0.00,3385577.50,
1341,Milewski,Montbret 1551339,Exports,1754,46,Dorure ; fine,Savoye,,21720.00,3383502.50,0.00,3385577.50,
1342,Milewski,Montbret 1551340,Exports,1754,46,Dorure ; fine,Suisse,,43340.00,3383502.50,0.00,3385577.50,
1343,Milewski,Montbret 1551341,Exports,1754,47,Dragées,Allemagne,,97.00,0.00,0.00,1450.60,
1344,Milewski,Montbret 1551342,Exports,1754,47,Dragées,Espagne,,59.00,0.00,0.00,1450.60,
1345,Milewski,Montbret 1551343,Exports,1754,47,Dragées,Isles,,789.00,0.00,0.00,1450.60,
1346,Milewski,Montbret 1551344,Exports,1754,47,Dragées,Russie,,430.00,0.00,0.00,1450.60,
1347,Milewski,Montbret 1551345,Exports,1754,47,Dragées,Savoye,,75.60,0.00,0.00,1450.60,
1348,Milewski,Montbret 1551346,Exports,1754,47,Drap ; d'abbeville,Allemagne,,141675.00,0.00,0.00,31902401.30,
1349,Milewski,Montbret 1551347,Exports,1754,47,Draps ; d'andelis,Espagne,,7040.00,0.00,0.00,31902401.30,
1350,Milewski,Montbret 1551348,Exports,1754,47,Draps ; d'arnetal,Espagne,,2940.00,10383.75,0.00,31902401.30,
1351,Milewski,Montbret 1551349,Exports,1754,47,Draps ; d'arnetal,Flandre,,2073.75,10383.75,0.00,31902401.30,
1352,Milewski,Montbret 1551350,Exports,1754,47,Draps ; d'arnetal,Portugal,,5370.00,10383.75,0.00,31902401.30,
1353,Milewski,Montbret 1551351,Exports,1754,47,Draps ; de Beauvais,Guinée,,4800.00,0.00,0.00,31902401.30,
1354,Milewski,Montbret 1551352,Exports,1754,47,Draps ; de Carcassonne,Espagne,,2816.00,314084.00,0.00,31902401.30,
1355,Milewski,Montbret 1551353,Exports,1754,47,Draps ; de Carcassonne,Guinée,,43255.00,314084.00,0.00,31902401.30,
1356,Milewski,Montbret 1551354,Exports,1754,47,Draps ; de Carcassonne,Isles,,8473.00,314084.00,0.00,31902401.30,
1357,Milewski,Montbret 1551355,Exports,1754,47,Draps ; de Carcassonne,Portugal,,259540.00,314084.00,0.00,31902401.30,
1358,Milewski,Montbret 1551356,Exports,1754,47,Draps ; écarlatte,Allemagne,,4140.00,246096.00,0.00,31902401.30,
1359,Milewski,Montbret 1551357,Exports,1754,47,Draps ; écarlatte,Espagne,,31308.00,246096.00,0.00,31902401.30,
1360,Milewski,Montbret 1551358,Exports,1754,47,Draps ; écarlatte,Flandre,,204.00,246096.00,0.00,31902401.30,
1361,Milewski,Montbret 1551359,Exports,1754,47,Draps ; écarlatte,Guinée,,600.00,246096.00,0.00,31902401.30,
1362,Milewski,Montbret 1551360,Exports,1754,47,Draps ; écarlatte,Isles,,85380.00,246096.00,0.00,31902401.30,
1363,Milewski,Montbret 1551361,Exports,1754,47,Draps ; écarlatte,Italie,,53784.00,246096.00,0.00,31902401.30,
1364,Milewski,Montbret 1551362,Exports,1754,47,Draps ; écarlatte,Savoye,,68328.00,246096.00,0.00,31902401.30,
1365,Milewski,Montbret 1551363,Exports,1754,47,Draps ; écarlatte,Suisse,,2352.00,246096.00,0.00,31902401.30,
1366,Milewski,Montbret 1551364,Exports,1754,47,Draps ; d'Elbeuf,Allemagne,,235209.00,569679.00,0.00,31902401.30,
1367,Milewski,Montbret 1551365,Exports,1754,47,Draps ; d'Elbeuf,Espagne,,52387.50,569679.00,0.00,31902401.30,
1368,Milewski,Montbret 1551366,Exports,1754,47,Draps ; d'Elbeuf,Flandre,,19275.00,569679.00,0.00,31902401.30,
1369,Milewski,Montbret 1551367,Exports,1754,47,Draps ; d'Elbeuf,Italie,,203940.00,569679.00,0.00,31902401.30,
1370,Milewski,Montbret 1551368,Exports,1754,47,Draps ; d'Elbeuf,Nord,,6292.50,569679.00,0.00,31902401.30,
1371,Milewski,Montbret 1551369,Exports,1754,47,Draps ; d'Elbeuf,Portugal,,5955.00,569679.00,0.00,31902401.30,
1372,Milewski,Montbret 1551370,Exports,1754,47,Draps ; d'Elbeuf,Savoye,,4320.00,569679.00,0.00,31902401.30,
1373,Milewski,Montbret 1551371,Exports,1754,47,Draps ; d'Elbeuf,Suisse,,42300.00,569679.00,0.00,31902401.30,
1374,Milewski,Montbret 1551372,Exports,1754,47,Draps ; fins,Isles,,11500.00,0.00,0.00,31902401.30,
1375,Milewski,Montbret 1551373,Exports,1754,47,Draps ; de France,Espagne,,75544.00,76594.00,0.00,31902401.30,
1376,Milewski,Montbret 1551374,Exports,1754,47,Draps ; de France,Isles,,1050.00,76594.00,0.00,31902401.30,
1377,Milewski,Montbret 1551375,Exports,1754,47,Draps ; de laine,Allemagne,,120.00,328840.00,0.00,31902401.30,
1378,Milewski,Montbret 1551376,Exports,1754,47,Draps ; de laine,Espagne,,70500.00,328840.00,0.00,31902401.30,
1379,Milewski,Montbret 1551377,Exports,1754,47,Draps ; de laine,Flandre,,73119.00,328840.00,0.00,31902401.30,
1380,Milewski,Montbret 1551378,Exports,1754,47,Draps ; de laine,Hollande,,56.00,328840.00,0.00,31902401.30,
1381,Milewski,Montbret 1551379,Exports,1754,47,Draps ; de laine,Isles,,126320.00,328840.00,0.00,31902401.30,
1382,Milewski,Montbret 1551380,Exports,1754,47,Draps ; de laine,Italie,,6690.00,328840.00,0.00,31902401.30,
1383,Milewski,Montbret 1551381,Exports,1754,47,Draps ; de laine,Nord,,250.00,328840.00,0.00,31902401.30,
1384,Milewski,Montbret 1551382,Exports,1754,47,Draps ; de laine,Portugal,,21230.00,328840.00,0.00,31902401.30,
1385,Saadia Mai,Montbret 1551383,Exports,1754,48,Draps ; de laine,Russie,,11400.00,328840.00,23086074.75,31902401.30,
1386,Saadia Mai,Montbret 1551384,Exports,1754,48,Draps ; de laine,Savoye,,1230.00,328840.00,23086074.75,31902401.30,
1387,Saadia Mai,Montbret 1551385,Exports,1754,48,Draps ; de laine,Suisse,,17925.00,328840.00,23086074.75,31902401.30,
1388,Saadia Mai,Montbret 1551386,Exports,1754,48,Draps ; de Languedoc,Espagne,,18600.00,18915.00,23086074.75,31902401.30,
1389,Saadia Mai,Montbret 1551387,Exports,1754,48,Draps ; de Languedoc,Isles,,315.00,18915.00,23086074.75,31902401.30,
1390,Saadia Mai,Montbret 1551388,Exports,1754,48,Draps ; de Lille,Flandre,,480.00,8160.00,23086074.75,31902401.30,
1391,Saadia Mai,Montbret 1551389,Exports,1754,48,Draps ; de Lille,Levant,,7680.00,8160.00,23086074.75,31902401.30,
1392,Saadia Mai,Montbret 1551390,Exports,1754,48,Draps ; de Limoux,Espagne,,4500.00,23086074.75,0.00,31902401.30,
1393,Saadia Mai,Montbret 1551391,Exports,1754,48,Draps ; Londrin,Espagne,,75775.00,20838825.00,23086074.75,31902401.30,
1394,Saadia Mai,Montbret 1551392,Exports,1754,48,Draps ; Londrin,Italie,,377125.00,20838825.00,23086074.75,31902401.30,
1395,Saadia Mai,Montbret 1551393,Exports,1754,48,Draps ; Londrin,Levant,,20381942.00,20838825.00,23086074.75,31902401.30,
1396,Saadia Mai,Montbret 1551394,Exports,1754,48,Draps ; Londrin,Nord,,3983.00,20838825.00,23086074.75,31902401.30,
1397,Saadia Mai,Montbret 1551395,Exports,1754,48,Draps ; de Louviers,Allemagne,,26328.00,127176.00,23086074.75,31902401.30,
1398,Saadia Mai,Montbret 1551396,Exports,1754,48,Draps ; de Louviers,Espagne,,7740.00,127176.00,23086074.75,31902401.30,
1399,Saadia Mai,Montbret 1551397,Exports,1754,48,Draps ; de Louviers,Flandre,,5571.00,127176.00,23086074.75,31902401.30,
1400,Saadia Mai,Montbret 1551398,Exports,1754,48,Draps ; de Louviers,Hollande,,918.00,127176.00,23086074.75,31902401.30,
1401,Saadia Mai,Montbret 1551399,Exports,1754,48,Draps ; de Louviers,Isles,,960.00,127176.00,23086074.75,31902401.30,
1402,Saadia Mai,Montbret 1551400,Exports,1754,48,Draps ; de Louviers,italie,,53586.00,127176.00,23086074.75,31902401.30,
1403,Saadia Mai,Montbret 1551401,Exports,1754,48,Draps ; de Louviers,Portugal,,5184.00,127176.00,23086074.75,31902401.30,
1404,Saadia Mai,Montbret 1551402,Exports,1754,48,Draps ; de Louviers,Savoye,,23865.00,127176.00,23086074.75,31902401.30,
1405,Saadia Mai,Montbret 1551403,Exports,1754,48,Draps ; de Louviers,Suisse,,3024.00,127176.00,23086074.75,31902401.30,
1406,Saadia Mai,Montbret 1551404,Exports,1754,48,Draps ; de Montagne,Espagne,,3780.00,3801.00,23086074.75,31902401.30,
1407,Saadia Mai,Montbret 1551405,Exports,1754,48,Draps ; de Montagne,Savoye,,21.00,3801.00,23086074.75,31902401.30,
1408,Saadia Mai,Montbret 1551406,Exports,1754,48,Draps ; de Montauban,Espagne,,80370.00,23086074.75,0.00,31902401.30,
1409,Saadia Mai,Montbret 1551407,Exports,1754,48,Draps ; de Rouen,Allemagne,,22870.00,23086074.75,0.00,31902401.30,
1410,Saadia Mai,Montbret 1551408,Exports,1754,48,Draps ; de Sedan,Danemark,,8000.00,226060.00,23086074.75,31902401.30,
1411,Saadia Mai,Montbret 1551409,Exports,1754,48,Draps ; de Sedan,Espagne,,48560.00,226060.00,23086074.75,31902401.30,
1412,Saadia Mai,Montbret 1551410,Exports,1754,48,Draps ; de Sedan,Isles,,900.00,226060.00,23086074.75,31902401.30,
1413,Saadia Mai,Montbret 1551411,Exports,1754,48,Draps ; de Sedan,Portugal,,168600.00,226060.00,23086074.75,31902401.30,
1414,Saadia Mai,Montbret 1551412,Exports,1754,48,Draps ; de Segovie,Savoye,,450.00,23086074.75,0.00,31902401.30,
1415,Saadia Mai,Montbret 1551413,Exports,1754,48,Draps ; de Silesie,Allemagne,,1200.00,35304.00,23086074.75,31902401.30,
1416,Saadia Mai,Montbret 1551414,Exports,1754,48,Draps ; de Silesie,Espagne,,4320.00,35304.00,23086074.75,31902401.30,
1417,Saadia Mai,Montbret 1551415,Exports,1754,48,Draps ; de Silesie,Flandre,,672.00,35304.00,23086074.75,31902401.30,
1418,Saadia Mai,Montbret 1551416,Exports,1754,48,Draps ; de Silesie,Italie,,5322.00,35304.00,23086074.75,31902401.30,
1419,Saadia Mai,Montbret 1551417,Exports,1754,48,Draps ; de Silesie,Portugal,,21930.00,35304.00,23086074.75,31902401.30,
1420,Saadia Mai,Montbret 1551418,Exports,1754,48,Draps ; de Silesie,Suisse,,1860.00,35304.00,23086074.75,31902401.30,
1421,Saadia Mai,Montbret 1551419,Exports,1754,48,Draps ; de Varobais,Espagne,,4800.00,7152.00,23086074.75,31902401.30,
1422,Saadia Mai,Montbret 1551420,Exports,1754,48,Draps ; de Varobais,Guinee,,2208.00,7152.00,23086074.75,31902401.30,
1423,Saadia Mai,Montbret 1551421,Exports,1754,48,Draps ; de Varobais,Suede,,144.00,7152.00,23086074.75,31902401.30,
1424,Saadia Mai,Montbret 1551422,Exports,1754,48,Draps ; verd,Isles,,200.00,23086074.75,0.00,31902401.30,
1425,Saadia Mai,Montbret 1551423,Exports,1754,48,Draps ; devir,Isles,,1600.00,23086074.75,0.00,31902401.30,
1426,Saadia Mai,Montbret 1551424,Exports,1754,49,Draps ; draperie ; d'Amiens,Espagne,,3888.00,7302775.50,7302775.50,31902401.30,
1427,Saadia Mai,Montbret 1551425,Exports,1754,49,Draps ; draperie ; d'aufine,Allemagne,,40742.50,152185.00,7302775.50,31902401.30,
1428,Saadia Mai,Montbret 1551426,Exports,1754,49,Draps ; draperie ; d'aufine,Flandre,,15982.50,152185.00,7302775.50,31902401.30,
1429,Saadia Mai,Montbret 1551427,Exports,1754,49,Draps ; draperie ; d'aufine,italie,,84710.00,152185.00,7302775.50,31902401.30,
1430,Saadia Mai,Montbret 1551428,Exports,1754,49,Draps ; draperie ; d'aufine,Portugal,,500.00,152185.00,7302775.50,31902401.30,
1431,Saadia Mai,Montbret 1551429,Exports,1754,49,Draps ; draperie ; d'aufine,Suisse,,10250.00,152185.00,7302775.50,31902401.30,
1432,Saadia Mai,Montbret 1551430,Exports,1754,49,Draps ; draperie ; fine,Isles,,141152.00,7302775.50,0.00,31902401.30,
1433,Saadia Mai,Montbret 1551431,Exports,1754,49,Draps ; draperie ; de Languedoc,Espagne,,127696.00,7302775.50,0.00,31902401.30,
1434,Saadia Mai,Montbret 1551432,Exports,1754,49,Draps ; draperie ; de Montauban,Espagne,,16080.00,7302775.50,0.00,31902401.30,
1435,Saadia Mai,Montbret 1551433,Exports,1754,49,Draps ; draperie ; ordinaire,Allemagne,,156408.00,3594584.00,7302775.50,31902401.30,
1436,Saadia Mai,Montbret 1551434,Exports,1754,49,Draps ; draperie ; ordinaire,Espagne,,63954.00,3594584.00,7302775.50,31902401.30,
1437,Saadia Mai,Montbret 1551435,Exports,1754,49,Draps ; draperie ; ordinaire,Flandre,,29400.00,3594584.00,7302775.50,31902401.30,
1438,Saadia Mai,Montbret 1551436,Exports,1754,49,Draps ; draperie ; ordinaire,Guinee,,1360.00,3594584.00,7302775.50,31902401.30,
1439,Saadia Mai,Montbret 1551437,Exports,1754,49,Draps ; draperie ; ordinaire,Italie,,374919.00,3594584.00,7302775.50,31902401.30,
1440,Saadia Mai,Montbret 1551438,Exports,1754,49,Draps ; draperie ; ordinaire,Portugal,,1350.00,3594584.00,7302775.50,31902401.30,
1441,Saadia Mai,Montbret 1551439,Exports,1754,49,Draps ; draperie ; ordinaire,Savoye,,2428047.00,3594584.00,7302775.50,31902401.30,
1442,Saadia Mai,Montbret 1551440,Exports,1754,49,Draps ; draperie ; ordinaire,Suisse,,539146.00,3594584.00,7302775.50,31902401.30,
1443,Saadia Mai,Montbret 1551441,Exports,1754,49,Draps ; draperie ; petite,Allemagne,,58701.50,3267190.50,7302775.50,31902401.30,
1444,Saadia Mai,Montbret 1551442,Exports,1754,49,Draps ; draperie ; petite,Angleterre,,2250.00,3267190.50,7302775.50,31902401.30,
1445,Saadia Mai,Montbret 1551443,Exports,1754,49,Draps ; draperie ; petite,Danemark,,78.00,3267190.50,7302775.50,31902401.30,
1446,Saadia Mai,Montbret 1551444,Exports,1754,49,Draps ; draperie ; petite,Espagne,,1359526.50,3267190.50,7302775.50,31902401.30,
1447,Saadia Mai,Montbret 1551445,Exports,1754,49,Draps ; draperie ; petite,Flandre,,44344.00,3267190.50,7302775.50,31902401.30,
1448,Saadia Mai,Montbret 1551446,Exports,1754,49,Draps ; draperie ; petite,Isles,,180.00,3267190.50,7302775.50,31902401.30,
1449,Saadia Mai,Montbret 1551447,Exports,1754,49,Draps ; draperie ; petite,Italie,,1379871.00,3267190.50,7302775.50,31902401.30,
1450,Saadia Mai,Montbret 1551448,Exports,1754,49,Draps ; draperie ; petite,Levant,,371412.00,3267190.50,7302775.50,31902401.30,
1451,Saadia Mai,Montbret 1551449,Exports,1754,49,Draps ; draperie ; petite,Portugal,,36006.00,3267190.50,7302775.50,31902401.30,
1452,Saadia Mai,Montbret 1551450,Exports,1754,49,Draps ; draperie ; petite,Savoye,,11739.00,3267190.50,7302775.50,31902401.30,
1453,Saadia Mai,Montbret 1551451,Exports,1754,49,Draps ; draperie ; petite,Suede,,17.50,3267190.50,7302775.50,31902401.30,
1454,Saadia Mai,Montbret 1551452,Exports,1754,49,Draps ; draperie ; petite,Suisse,,3065.00,3267190.50,7302775.50,31902401.30,
1455,Saadia Mai,Montbret 1551453,Exports,1754,49,Draps ; droguet ; fil a laine,Allemagne,,3536.75,3776.75,7756.25,31902401.30,
1456,Saadia Mai,Montbret 1551454,Exports,1754,49,Draps ; droguet ; fil a laine,Angleterre,,240.00,3776.75,7756.25,31902401.30,
1457,Saadia Mai,Montbret 1551455,Exports,1754,49,Draps ; droguet ; de milan,Angleterre,,135.00,0.00,7756.25,31902401.30,
1458,Saadia Mai,Montbret 1551456,Exports,1754,49,Draps ; droguet ; de laine,Allemagne,,990.00,3844.50,7756.25,31902401.30,
1459,Saadia Mai,Montbret 1551457,Exports,1754,49,Draps ; droguet ; de laine,Espagne,,1642.50,3844.50,7756.25,31902401.30,
1460,Saadia Mai,Montbret 1551458,Exports,1754,49,Draps ; droguet ; de laine,Flandre,,1212.00,3844.50,7756.25,31902401.30,
1461,Saadia Mai,Montbret 1551459,Exports,1754,49,Draps ; raz ; de castor,Espagne,,3675.00,3955.00,1319530.00,31902401.30,
