numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
278,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Chapeaux ; poil et laine,Hollande,20.00,douzaines,60.0,,,60.0000000,1200,,,1200.00,"1,200.00",0.00,,
279,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Citrons,Hollande,25.00,milliers,15.0,,,15.0000000,375,,,375.00,375.00,0.00,,
280,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Cochenille,Hollande,711.00,livres,20.0,,,20.0000000,14220,,,14220.00,"14,220.00",0.00,,
281,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Confitures,Hollande,"3,190.00",livres,,16,,0.8000000,2602,,,2602.00,"2,552.00",50.00,,
282,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Corail ; jardin,Hollande,"5,040.00",livres,,10,,0.5000000,2520,,,2520.00,"2,520.00",0.00,,
283,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Corail ; ouvré,Hollande,79.00,livres,160.0,,,160.0000000,12640,,,12640.00,"12,640.00",0.00,,
284,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Coton ; en laine,Hollande,"28,500.00",livres,,20,,1.0000000,28500,,,28500.00,"28,500.00",0.00,,
285,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Creme ; de tartre,Hollande,"10,170.00",livres,,10,,0.5000000,5085,,,5085.00,"5,085.00",0.00,,
286,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Cuivre ; ouvré,Hollande,"1,830.00",livres,,30,,1.5000000,2745,,,2745.00,"2,745.00",0.00,,
287,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Cumin,Hollande,"50,556.00",livres,,3,,0.1500000,7583,,,7583.00,"7,583.40",-0.40,,
288,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Drogueries,Hollande,"14,080.00",livres,,20,,1.0000000,14080,,,14080.00,"14,080.00",0.00,,
289,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Eau ; de fleur ; d'orange,Hollande,700.00,livres,,20,,1.0000000,700,,,700.00,700.00,0.00,,
290,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Eau ; de la Reine d'hongrie,Hollande,"4,245.00",livres,,15,,0.7500000,3183,,,3183.00,"3,183.75",-0.75,,
291,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Encens,Hollande,"5,430.00",livres,,12,,0.6000000,3258,,,3258.00,"3,258.00",0.00,,
292,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Esprit ; tamarin,Hollande,114.00,livres,3.0,,,3.0000000,342,,,342.00,342.00,0.00,,
293,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Essence,Hollande,260.00,livres,3.0,,,3.0000000,780,,,780.00,780.00,0.00,,
294,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Etoffe ; de soye,Hollande,180.00,livres,40.0,,,40.0000000,7200,,,7200.00,"7,200.00",0.00,,
295,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Fayance,Hollande,"1,475.00",livres,,5,,0.2500000,368,,,368.00,368.75,-0.75,,
296,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Fleur ; de laurier,Hollande,250.00,livres,,2,,0.1000000,25,,,25.00,25.00,0.00,,
297,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Fruits ; a l'eau de vie,Hollande,725.00,livres,,20,,1.0000000,725,,,725.00,725.00,0.00,,
298,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Galles,Hollande,"163,550.00",livres,,10,,0.5000000,81775,,,81775.00,"81,775.00",0.00,,
299,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Garance,Hollande,"2,569.00",livres,0.5,,,0.5000000,1284,,,1284.00,"1,284.50",-0.50,,
300,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Gomme ; adragant,Hollande,"5,400.00",livres,,20,,1.0000000,5400,,,5400.00,"5,400.00",0.00,,
301,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Graine ; d'aspic,Hollande,"4,414.00",livres,,4,,0.2000000,882,,,882.00,882.80,-0.80,,
302,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Graine ; de genievre,Hollande,"1,110.00",livres,,2,,0.1000000,111,,,111.00,111.00,0.00,,
303,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Graine ; de jardin,Hollande,650.00,livres,,30,,1.5000000,975,,,975.00,975.00,0.00,,
304,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Graine ; jaune,Hollande,"7,811.00",livres,,6,,0.3000000,2340,,,2340.00,"2,343.30",-3.30,,
305,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Herbes ; capillaires,Hollande,340.00,livres,,30,,1.5000000,510,,,510.00,510.00,0.00,,
306,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Huille ; d'aspic,Hollande,67.00,livres,,20,,1.0000000,67,,,67.00,67.00,0.00,,
307,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Huille ; d'olive,Hollande,"64,152.00",livres,,8,,0.4000000,25660,,,25660.00,"25,660.80",-0.80,,
308,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Indigo,Hollande,"6,226.00",livres,5.0,,,5.0000000,31130,,,31130.00,"31,130.00",0.00,,
309,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Jais,Hollande,"2,040.00",livres,,6,,0.3000000,612,,,612.00,612.00,0.00,,
310,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Jus ; de reglisse,Hollande,"19,977.00",livres,,6,,0.3000000,5993,,,5993.00,"5,993.10",-0.10,,
311,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Laine ; de chevron,Hollande,"1,510.00",livres,,30,,1.5000000,2265,,,2265.00,"2,265.00",0.00,,
312,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Laine ; de Segovie,Hollande,"3,640.00",livres,,30,,1.5000000,5460,,,5460.00,"5,460.00",0.00,,
313,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Laine ; surge,Hollande,"3,650.00",livres,,12,,0.6000000,2190,,,2190.00,"2,190.00",0.00,,
314,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Librairies,Hollande,"3,440.00",livres,,40,,2.0000000,6880,,,6880.00,"6,880.00",0.00,,
315,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Liege,Hollande,"29,817.00",livres,,10,,0.5000000,14908,,,14908.00,"14,908.50",-0.50,,
316,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Liqueurs,Hollande,"1,920.00",livres,,20,,1.0000000,1920,,,1920.00,"1,920.00",0.00,,
317,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Mercerie,Hollande,"2,615.00",livres,3.0,10,,3.5000000,9152,,,9152.00,"9,152.50",-0.50,,
318,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Manne,Hollande,"1,850.00",livres,,30,,1.5000000,2775,,,2775.00,"2,775.00",0.00,,
319,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Miel,Hollande,"14,952.00",livres,,3,,0.1500000,2242,,,2242.00,"2,242.80",-0.80,,
320,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Miny,Hollande,180.00,livres,0.2,,,0.2000000,36,,,36.00,36.00,0.00,,
321,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Modes,Hollande,100.00,livres,50.0,,,50.0000000,5000,,,5000.00,"5,000.00",0.00,,
322,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,5,Morue ; seche,Hollande,159.00,livres,,4,,0.2000000,31,,,31.00,31.80,-0.80,,
323,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Mouchoirs ; de soye,Hollande,80.00,douzaines,36.0,,,36.0000000,2880,,,2880.00,"2,880.00",0.00,,
324,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Oignons ; de fleurs,Hollande,736.00,livres,,8,,0.4000000,294,,,294.00,294.40,-0.40,,
325,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Olives,Hollande,"17,940.00",livres,,2,,0.1000000,1794,,,1794.00,"1,794.00",0.00,,
326,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Papier ; blanc,Hollande,88.00,rames,6.0,,,6.0000000,528,,,528.00,528.00,0.00,,
327,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Parchemin,Hollande,350.00,livres,3.0,,,3.0000000,1050,,,1050.00,"1,050.00",0.00,,
328,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Planches ; de sapin,Hollande,33.00,douzaines,12.0,,,12.0000000,396,,,396.00,396.00,0.00,,
329,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Poissons ; salés,Hollande,"44,900.00",livres,,5,,0.2500000,11222,,,11222.00,"11,225.00",-3.00,,
330,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Prunes,Hollande,"28,050.00",livres,,5,,0.2500000,7012,,,7012.00,"7,012.50",-0.50,,
331,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Quinquina,Hollande,420.00,livres,3.0,,,3.0000000,1260,,,1260.00,"1,260.00",0.00,,
332,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Raisin ; sec,Hollande,"400,368.00",livres,,4,,0.2000000,80073,,,80073.00,"80,073.60",-0.60,,
333,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Ruban ; de soye,Hollande,10.00,livres,25.0,,,25.0000000,250,,,250.00,250.00,0.00,,
334,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Saffranon,Hollande,"70,629.00",livres,0.8,,,0.8000000,56503,,,56503.00,"56,503.20",-0.20,,
335,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Savon,Hollande,"1,187,050.00",livres,,5,,0.2500000,296762,,,296762.00,"296,762.50",-0.50,,
336,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Savonettes,Hollande,118.00,livres,,20,,1.0000000,118,,,118.00,118.00,0.00,,
337,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Sel ; ammoniac,Hollande,"7,431.00",livres,,30,,1.5000000,11146,,,11146.00,"11,146.50",-0.50,,
338,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Sirop ; d'alkerme,Hollande,"1,105.00",livres,3.0,,,3.0000000,3315,,,3315.00,"3,315.00",0.00,,
339,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Sirop ; de capilaire,Hollande,624.00,livres,,20,,1.0000000,624,,,624.00,624.00,0.00,,
340,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Souffre,Hollande,"85,200.00",livres,0.1,,,0.0800000,6816,,,6816.00,"6,816.00",0.00,,
341,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Sucre ; blanc,Hollande,"546,650.00",livres,,8,,0.4000000,218660,,,218660.00,"218,660.00",0.00,,
342,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Sucre ; brut,Hollande,"950,842.00",livres,,5,,0.2500000,237710,,,237710.00,"237,710.50",-0.50,,
343,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Sumac,Hollande,"59,194.00",livres,0.1,,,0.0800000,4735,,,4735.00,"4,735.52",-0.52,,
344,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Thon ; mariné,Hollande,875.00,livres,,24,,1.2000000,1050,,,1050.00,"1,050.00",0.00,,
345,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Toille ; blanche,Hollande,296.00,livres,5.0,,,5.0000000,1480,,,1480.00,"1,480.00",0.00,,
346,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Toile ; piquée,Hollande,300.00,livres,10.0,,,10.0000000,3000,,,3000.00,"3,000.00",0.00,,
347,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Tournesol,Hollande,500.00,livres,,10,,0.5000000,250,,,250.00,250.00,0.00,,
348,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Truffes,Hollande,800.00,livres,,30,,1.5000000,1200,,,1200.00,"1,200.00",0.00,,
349,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Verdet,Hollande,"7,774.00",livres,,16,,0.8000000,6119,,,6119.00,"6,219.20",-100.20,,
350,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Vin ; muscat,Hollande,2.00,milleroles,40.0,,,40.0000000,80,,,80.00,80.00,0.00,,
351,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Vin ; rouge,Hollande,863.00,milleroles,12.0,,,12.0000000,10356,,,10356.00,"10,356.00",0.00,,
352,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Acier,Italie,"2,910.00",livres,,20,,1.0000000,2910,,,2910.00,"2,910.00",0.00,,
353,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Ajamis,Italie,"2,242.00",pièces,9.0,,,9.0000000,20178,,,20178.00,"20,178.00",0.00,,
354,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,6,Alun,Italie,"17,464.00",livres,,4,,0.2000000,3452,,,3452.00,"3,492.80",-40.80,,
