numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
735,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Silesie,Suisse,4600,460.0,16898123,livres,278885,8853716,
736,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Van Robet,Allemagne,64836,3602.0,16898123,livres,184806,8853716,
737,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Van Robet,Espagne,36630,2035.0,16898123,livres,184806,8853716,
738,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Van Robet,Flandre,31410,1745.0,16898123,livres,184806,8853716,
739,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Van Robet,Italie,50670,2815.0,16898123,livres,184806,8853716,
740,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; de laine ; de Van Robet,Suisse,1260,70.0,16898123,livres,184806,8853716,
741,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; draperie ; bayette,Guinée,60346,3033.0,16898123,pièces,8044407,,
742,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; draperie ; crespe,Allemagne,2200,44.0,16898123,pièces,5275,8044407,
743,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,48,Drap ; draperie ; crespe,Flandre,3075,61.5,16898123,pièces,5275,8044407,
744,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; daufine,Allemagne,47872,19149.0,16898123,livres,57826,8044407,
745,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; daufine,Flandre,1550,620.0,16898123,livres,57826,8044407,
746,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; daufine,Italie,4762,1905.0,16898123,livres,57826,8044407,
747,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; daufine,Savoye,1130,460.0,16898123,livres,57826,8044407,
748,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; daufine,Suisse,2512,1005.0,16898123,livres,57826,8044407,
749,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; droguet,Allemagne,2130,213.0,16898123,livres,8044407,,
750,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; espagnolette,Allemagne,34283,5097.0,16898123,livres,121790,8044407,
751,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; espagnolette,Espagne,23527,3361.0,16898123,livres,121790,8044407,
752,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; espagnolette,Flandre,2828,404.0,16898123,livres,121790,8044407,
753,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; espagnolette,Geneve,6188,884.0,16898123,livres,121790,8044407,
754,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; espagnolette,Hollande,12201,1743.0,16898123,livres,121790,8044407,
755,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; espagnolette,Italie,12320,1760.0,16898123,livres,121790,8044407,
756,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; espagnolette,Savoye,24108,3444.0,16898123,livres,121790,8044407,
757,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; espagnolette,Suisse,6335,905.0,16898123,livres,121790,8044407,
758,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; flanelle,Allemagne,1600,400.0,16898123,livres,57990,8044407,
759,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; flanelle,Espagne,38330,9582.0,16898123,livres,57990,8044407,
760,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; flanelle,Italie,12040,3010.0,16898123,livres,57990,8044407,
761,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; flanelle,Savoye,6020,1505.0,16898123,livres,57990,8044407,
762,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; froc,Guinée,56384,14096.0,16898123,livres,8044407,,
763,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; futaine,Espagne,1900,560.0,16898123,livres,2900,8044407,
764,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; futaine,Geneve,1000,200.0,16898123,livres,2900,8044407,
765,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; molton,Allemagne,5874,1175.0,16898123,livres,17035,8044407,
766,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; molton,Espagne,5301,1525.0,16898123,livres,17035,8044407,
767,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; molton,Flandre,2796,699.0,16898123,livres,17035,8044407,
768,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; molton,Hollande,1980,495.0,16898123,livres,17035,8044407,
769,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; molton,Nord,1084,271.0,16898123,livres,17035,8044407,
770,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Allemagne,177731,25699.0,16898123,livres,4544470,8044407,
771,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Angleterre,96250,,16898123,,4544470,8044407,
772,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Espagne,311266,54671.0,16898123,livres,4544470,8044407,
773,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Flandre,11620,1660.0,16898123,livres,4544470,8044407,
774,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Geneve,220949,26718.0,16898123,livres,4544470,8044407,
775,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Hollande,25362,4227.0,16898123,livres,4544470,8044407,
776,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Italie,1393259,216399.0,16898123,livres,4544470,8044407,
777,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Naples,116005,23201.0,16898123,livres,4544470,8044407,
778,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Genes,97180,19436.0,16898123,livres,4544470,8044407,
779,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Portugal,6344,1591.0,16898123,livres,4544470,8044407,
780,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Savoye,1502184,231737.0,16898123,livres,4544470,8044407,
781,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Suisse,566935,81257.0,16898123,livres,4544470,8044407,
782,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; ordinaire,Isles,19385,3270.0,16898123,livres,4544470,8044407,
783,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Allemagne,136526,45426.0,16898123,livres,1164272,8044407,
784,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Espagne,782735,213177.0,16898123,livres,1164272,8044407,
785,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Flandre,75868,25136.0,16898123,livres,1164272,8044407,
786,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Geneve,2043,681.0,16898123,livres,1164272,8044407,
787,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Italie,80334,26778.0,16898123,livres,1164272,8044407,
788,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Levant,8400,2800.0,16898123,livres,1164272,8044407,
789,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Nord,9695,1385.0,16898123,livres,1164272,8044407,
790,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Portugal,10030,1810.0,16898123,livres,1164272,8044407,
791,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Savoye,12405,4135.0,16898123,livres,1164272,8044407,
792,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,50,Drap ; draperie ; petite,Suisse,46236,15412.0,16898123,livres,1164272,8044407,
793,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; pinchina,Flandre,3000,12.0,16898123,pièces,8044407,,
794,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; ratine,Allemagne,2695,385.0,16898123,livres,9012,8044407,
795,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; ratine,Espagne,1435,205.0,16898123,livres,9012,8044407,
796,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; ratine,Flandre,2320,232.0,16898123,livres,9012,8044407,
797,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; ratine,Savoye,2562,366.0,16898123,livres,9012,8044407,
798,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Allemagne,252470,25247.0,16898123,livres,1594595,8044407,
799,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Espagne,38130,3813.0,16898123,livres,1594595,8044407,
800,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Flandre,28215,2821.5,16898123,livres,1594595,8044407,
801,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Hollande,5200,26.0,16898123,pièces,1594595,8044407,
802,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Italie,259670,25967.0,16898123,livres,1594595,8044407,
803,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Geneve,7850,785.0,16898123,livres,1594595,8044407,
804,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Portugal,875160,87516.0,16898123,livres,1594595,8044407,
805,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Savoye,48620,4862.0,16898123,livres,1594595,8044407,
806,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Suisse,31330,3133.0,16898123,livres,1594595,8044407,
807,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; raz de maroc,Indes,47950,4795.0,16898123,livres,1594595,8044407,
808,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; serge,Allemagne,109606,21291.0,16898123,livres,347382,8044407,
809,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; serge,Espagne,75493,18812.0,16898123,livres,347382,8044407,
810,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; serge,Flandre,50915,10185.0,16898123,livres,347382,8044407,
811,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; serge,Hollande,80150,16030.0,16898123,livres,347382,8044407,
812,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; serge,Italie,9365,1818.0,16898123,livres,347382,8044407,
813,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; serge,Portugal,3000,1200.0,16898123,livres,347382,8044407,
814,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; serge,Savoye,16935,3387.0,16898123,livres,347382,8044407,
815,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drap ; draperie ; serge,Suisse,1918,274.0,16898123,livres,347382,8044407,
816,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Allemagne,43223,21613.0,584783,livres,,,
817,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Angleterre,1000,500.0,584783,livres,,,
818,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Espagne,139618,69809.0,584783,livres,,,
819,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Flandre,1503,751.5,584783,livres,,,
820,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Geneve,1600,,584783,,,,
821,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Hollande,8474,4237.0,584783,livres,,,
822,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Italie,38614,19306.0,584783,livres,,,
823,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Naples,4560,2280.0,584783,livres,,,
824,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Genes,31628,15814.0,584783,livres,,,
825,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Levant,24816,12408.0,584783,livres,,,
826,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Nord,5042,2521.0,584783,livres,,,
827,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Savoye,13664,6832.0,584783,livres,,,
828,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Suisse,5829,2914.0,584783,livres,,,
829,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Isles,205586,102793.0,584783,livres,,,
830,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Guinée,15496,7748.0,584783,livres,,,
831,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Drogueries,Indes,44130,22065.0,584783,livres,,,
832,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,52,Eau de Cologne,Allemagne,3680,1840.0,37691,livres,,,
833,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,54,Eau ; forte,Espagne,2525,2325.0,37691,livres,6076,,
834,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,54,Eau ; forte,Savoye,3551,3551.0,37691,livres,6076,,
835,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,54,Eau ; de raze,Italie,10258,41033.0,37691,livres,11669,,
836,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,54,Eau ; de raze,Naples,1411,5646.0,37691,livres,11669,,
837,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,54,Eau ; de senteur,Allemagne,5164,5164.0,37691,livres,16266,,
838,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,54,Eau ; de senteur,Angleterre,1328,804.0,37691,livres,16266,,
839,Saadia Mai,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,54,Eau ; de senteur,Danemark,1780,890.0,37691,livres,16266,,
