simplification,categorization,note
nœud d'épée et cordon de montre,,
noyer et cerisier,,
noyau ; de pêche,noyaux,
noyau,noyaux,
nousouque,nousouque,
nougat,nougat,
not a product,,
noronges,noronges,
noix et riz,,
noix ; épillée,,
noix ; vomique,noix ; vomiques,
drogue ; pour la peinture et la teinture ; noix,,
noix ; grosse,,
noix ; venimeux,,
noix ; de galle,,
noix ; de fumée,,
noix ; de coco,,
noix,noix,
noisette,noisette,
noir ; à noircir,,
noir ; à imprimer,noir,
noir ; à broyer,,
noir ; de fumée,,
noir ; de Chypre,noir,
noir ; d'or,,
noir ; d'Espagne,noir,
noir ; commun ; de fumée,,
noir,,
nippe et atour,,
nippe,nippes,
nina,nina,
nid ; d'oiseau,nids d'oiseaux,
nicanéas,,
nervure,,
nerf de bœuf,,
nepres,nepres,
nelis ; étoffe,étoffe,
nelis,étoffe,
neganepeau,,
navette ; à drapier,navettes,
navette,navettes,
navet,légume,
naveau,,
naurougue,,
nature ; de baleine,nature ; de baleine,
natte ; ronde,,
natte ; de paille,natte,
natte ; de moscovie,,
natte ; de jonc large,,
natte ; de jonc et paille étroite,,
natte ; de jonc et de paille large,,
natte ; de jonc,,
natte ; de chanvre,,
natte,,
nattron,nattrons,
poisson ; de mer ; narval,,
nappe et serviette,,
nappe ; unie,nappe,
nappe ; ouvrée,nappe,
nappe ; faite,,
nappe,nappe,
étoffe ; coton ; nankin,étoffe,
nacre,nacre,
nacette,,
nacelle,nacelles,
fruit ; mûre,,
métillon ; en gerbe,,
métillon,,
métier ; à filer,,
métier ; à faire tapisserie,,
métier ; à faire bas,,
métier ; de tisserand,,
métier ; de drapier,,
métier,,
méteil,,
métal ; petit morceau,,
métal ; moulé,,
"métal ; frappé, ouvré et moulé",,
métal et bronze ; moulé,,
métal ; de fonte,,
métal ; de flèche,,
métal ; de cloche,métal,
métal ; pour horlogerie,,
métal ; composé,,
métal ; divers,,
métal,métal,
médicament ; composé,,
médicament,drogues ; médicaments,
médaille ; antique,médailles ; antiques,
médaille,,
mèche ; à flambeau,,
mèche ; à fanon,,
mèche ; à canon,,
"mèche ; flambeau, chandelle et lampe",,
mèche,,
mât ; pour navire ; grand,,
mât ; pour navire ; de sapin,,
mât ; pour navire ; de 40 à 50 pieds,,
mât ; pour navire ; assorti,,
mât ; pour navire,,
mât ; petit,mât,
mât ; peint,,
mât ; grand,,
mât ; façonné,,
mât ; de vaisseau,,
mât ; de sapin ; moyen,,
mât ; de sapin ; assorti,,
mât ; de sapin,,
mât ; de hune,,
mât ; de divers grandeur,,
mât ; de navire,mât,
mât ; de barque,,
mât ; de 4 paumes,,
mât ; de 24 a 30,,
mât ; de 20 pieds,,
mât ; assorti,,
mâche,,
musique,musique,
muselet et fil d'acier,,
muse,muse,
raisin ; à l'eau de vie,,
muscade et macis,,
épicerie ; muscade ; feuille et noix,,
muscade ; de perle,muscades ; de perles,
musc,musc,
munition de guerre et projectile,,
munition de guerre,,
munition,,
mulet et âne,,
mulet ; de natte,,
mulet,mulets,
mule et mulet,mules et mulets,
mufle à chandelle,,
moût,,
mouvement ; de pendule,,
mouvement ; de montre,mouvements ; de montres,
moutarde ; graine,moutarde,
moutarde ; feuille,,
moutarde,moutarde,
mousseron et morille,,
mousseron ; sec,,
mousseron,mousserons,
mousseline ; nationale,,
mousseline et toile de coton blanc,,
mousseline ; des Indes,,
mousseline ; de la compagnie,,
mousseline ; brodée,,
mousseline,mousseline,
mousse de lin,,
mousse ; de roche,mousseline,
mousse ; de mer et herbe à teindre,,
mousse ; de mer,,
mousse ; de bois,mousse,
mousse,mousse,
moureaux ; de mulet,,
moureaux,panier,
moulure,,
moulon ; à faire chaux,,
moulon et kibbelinck,,
moulon,moulons,
moulinet ; à filer,moulins,
moulin ; à tordre fil,,
moulin ; à tabac,moulins,
moulin ; à sucre,moulins,
moulin ; à poivre,moulins,
moulin ; à moutarde,moulins,
moulin ; à moudre grain,,
moulin ; à grain ; maïs,moulins,
moulin ; à lapidaire,moulins,
moulin ; à grain,moulins,
moulin ; à filer,,
moulin ; à dessécher,moulins,
moulin ; à café ; doux,,
moulin ; à café,,
moulin ; à bras,,
moulin ; de fer,moulins,
moulin ; de bois,,
moule ; pour chandelle,,
moule,moules,
moufle,,
mouffette,,
mouchoir et cravate de soie mêlée,,
mouchoir et cravate de mousseline,,
mouchoir demi soie,,
mouchoir de toile,,
mouchoir ; à vignette,mouchoirs,
mouchoir ; à peu de soie,mouchoirs,
mouchoir ; à la valeur,,
mouchoir ; à carreau,mouchoirs,
mouchoir ; remalse,,
mouchoir ; peint,mouchoirs,
mouchoir ; imprimé,mouchoirs,
mouchoir ; fin,mouchoirs,
mouchoir ; en soie,mouchoirs,
mouchoir ; du Levant,mouchoirs,
mouchoir ; divers,mouchoirs,
mouchoir ; des Indes ; dit bandanas,mouchoirs,
mouchoir ; des Indes ; de soie,mouchoirs,
mouchoir ; des Indes ; de coton,mouchoirs,
mouchoir ; des Indes,mouchoirs,
mouchoir ; demi soie,,
mouchoir ; de toile ; de lin,,
mouchoir ; de toile ; de Cholet,mouchoirs,
mouchoir ; de toile ; blanche,,
mouchoir ; de coton et soie,mouchoirs,
mouchoir ; de soie,mouchoirs,
mouchoir ; de siamoise,mouchoirs,
mouchoir ; de mousseline,mouchoirs,
mouchoir ; de masulipatan,mouchoirs,
mouchoir ; de linon,,
mouchoir ; de laine,mouchoirs,
mouchoir ; de l'hote,mouchoirs,
mouchoir ; de gingas,,
mouchoir ; de gaze ; divers,,
mouchoir ; de gaze,mouchoirs,
mouchoir ; de foulard,mouchoirs,
mouchoir de fil et coton découpé,,
mouchoir ; de fil et coton,mouchoirs,
mouchoir ; de coton ; étranger,,
mouchoir ; de coton peint,mouchoirs,
mouchoir de coton découpé,,
mouchoir ; de coton ; de l'Inde,,
mouchoir ; de coton ; de France,,
mouchoir ; de coton,mouchoirs,
mouchoir ; de batiste,,
mouchoir ; de Zurich,mouchoirs,
mouchoir ; de Saumur,mouchoirs,
mouchoir ; de Rouen,mouchoirs,
mouchoir ; de Romald,mouchoirs,
mouchoir ; de Pondichéry,mouchoirs,
mouchoir ; de Paliacate,,
mouchoir ; de Madras,mouchoirs,
mouchoir ; de Laval,,
mouchoir ; de Hollande,,
mouchoir ; de Craité,,
mouchoir ; de Cholet,mouchoirs,
mouchoir ; de Champagne,mouchoirs,
mouchoir ; de Béarn,mouchoirs,
mouchoir ; de Bougatte,,
mouchoir ; de Betton,mouchoirs,
mouchoir ; de ?,,
mouchoir ; d'indienne,mouchoirs,
mouchoir ; d'aleph,mouchoirs,
mouchoir ; commun,mouchoirs,
mouchoir ; brodé,mouchoirs,
mouchoir ; blanc,mouchoirs,
mouchoir ; bandanoe,,
mouchoir ; Madras,,
mouchoir ; Komel et Renis,mouchoirs,
mouchoir,mouchoirs,
mouche à miel,,
mouche ; de taffetas,,
mouche ; de soie,,
mouche ; cantharide,,
moucade,étoffe,
poisson ; de mer ; morue ; tête,poisson,
poisson ; de mer ; salé ; morue et salée,,
poisson ; de mer ; salé ; morue,poisson,
poisson ; de mer ; morue,poisson,
mortier ; de pierre,mortiers,
mortier ; de métal,mortiers,
mortier ; de marbre,mortiers,
mortier ; de fonte,mortiers,
mortier ; de fer,,
mors ; de bride,mors ; de brides,
morille,morilles,
bois ; morceau,,
moquette,moquette,
moque de gréz,,
ouvrage ; bois ; pour fusil,,
montre et pendule,,
montre ; de poche ; à caisse d'or,,
montre ; de poche ; à caisse d'argent,,
montre ; de poche,,
montre ; de cuivre,montres,
montre ; d'or,montres,
monnaie étrangère et lingot,,
monnaie ; étrangère,monnaie,
mongistere,mongistere,
mongette,légume,
moncayard,moncayard,
momoye de cuivre,,
momie,momie,
momade,momade,
étoffe ; molleton ; simple fil,,
étoffe ; molleton ; double fil,,
étoffe ; de laine ; en molton,étoffe,
molleron,,
molenaers,,
moka,,
moelle ; de bœuf,moelle ; de bœuf,
moelle,moelle,
mode,,
mocade,,
mobilier ; de bois,,
mitraille ; de cuivre,,
mitraille,,
mite ; de soie,mites,
mite,mites,
mitaine ; liserée,mitaines,
mitaine ; garnie de soie,mitaines,
mitaine ; de peau,,
mitaine ; brodée,mitaines,
mitaine,mitaines,
mise à feu,,
miroir ; à cadre doré,,
miroir,,
mirke,mirke,
mireau,,
myrrhe,,
minutie,,
minium et mine orange,,
minium,,
mini,mini,
minerai ; de plomb,,
mine ; de roche,mine,
mine ; de fer,mine,
mine ; de cuivre rouge,,
mine ; de cuivre,mine,
mine ; d'asphalte,mine,
millet,millet,
milleret et agrément ; de soie,,
milleret et agrément,,
migon,migon,
mignonnette,mignonnette,
miel ; de Narbonne,,
miel,miel,
meunier,,
meule ; à tannerie,meule,
meule ; à taillandier,,
meule ; à huile,meule,
meule ; à favre,meule,
meule ; à couturier,,
meule ; à callandre,meule,
meule ; à aiguiser ; petite,,
meule ; à aiguiser ; moyenne,,
meule ; à aiguiser ; grande,,
meule ; à aiguiser ; batarde,,
meule ; à aiguiser,meule,
meule ; à acoustique,,
meule ; à moulin,meule,
meule ; bâtarde,,
meule ; affiloir,,
meule,meule,
mobilier et miroir,mobilier,
meuble et effet,meuble,
meuble ; à coutelier,,
mobilier ; vieux,mobilier,
mobilier,mobilier,
mesure ; d'étain,mesures ; d'étain,
mesat de clocher,,
mervillon,mervillons,
merrain ; à tonneau,,
merrain ; à quart,,
merrain ; à fond,,
merrain ; à bœuf,,
merrain ; en barrique,,
merrain ; de maille,,
merrain ; basique,,
merrain ; arabique,,
merrain ; aqua,,
merrain ; a busse,,
poisson ; merlu,poisson,
merle,,
poisson ; merlan,poisson,
mercure ; précipité,,
mercure ; doux,mercure,
mercure,mercure,
mercerie et quincaille,,
mercerie et bibelot,,
mercerie ; à la valeur,,
mercerie ; ordinaire,,
mercerie ; grossière,,
mercerie ; fine et aiguille,,
mercerie ; fine ; epingle,mercerie,
mercerie ; fine,mercerie,
mercerie ; épingle,mercerie,
mercerie ; tabatière ; corne,mercerie,
quincaillerie,quincaillerie,
mercerie ; peigne ; de bois,mercerie,
mercerie ; peigne ; de corne,mercerie,
mercerie ; en peigne ; de bois,,
mercerie ; en peigne ; d'ivoire,,
mercerie ; en lignet et hameçon,mercerie,
mercerie ; bouton,mercerie,
mercerie ; en bouton ; de crin,mercerie,
mercerie ; en aiguille ; à coudre,,
mercerie ; de bois,,
mercerie ; cru,,
mercerie ; bimbeloterie,,
mercerie ; aiguille,mercerie,
mercerie,,
menuté,,
menuiserie,menuiserie,
mente ; à taillandier,mentes ; à taillandier,
mente ; à moulir,mentes ; à moulir,
menie,,
melon,,
megelanne,,
meffle,,
mecoacam,mecoacam,
mazon,,
mazamet,,
maur,,
maugrebine,toile ; de coton,
matériau,,
matre,,
matocaux,,
matières d'or ; en quadruple ou pièce d'or ; d'Espagne,,
matières d'argent ; en piastre ; d'Espagne,,
matières ; d'or et d'argent,,
matière tannante,,
matière colorante,,
matelas ; vieux,,
matelas ; de laine,matelas,
matelas ; de crin et noppe,,
matelas ; de crin,matelas,
matelas,matelas,
mat ; beaupré,,
mastic ; en larme,,
mastic,mastic,
massy,,
massicot,massicot,
masse ; de mail,masse ; de mail,
masse ; en fer,,
masse ; de bois,,
masque ; de Venise,masque,
masque ; commun,,
masque,masque,
marègue,drap ; de laine,
marteau ; de forge,,
marteau ; en fer,,
marteau,,
marsouin,,
marquise,marquise,
drap ; Maroc,drap,
marne,,
marmite ; en fer,,
marmite ; de cuivre,,
marmite ; de fonte,marmites,
marmite ; de fer,marmites,
marmite,marmites,
marmelade,,
mareule,mareule,
marechauderie,poisson,
marchandise non classifiée,,
marchandise exportée par les port et pays du royaume traité comme étranger,marchandises diverses,
marchandise de retour faute de vente ( AMAC),,
marchandise ; sèche,marchandises diverses,
marchandise ; mêlée ; à la valeur,,
marchandise ; mêlée,,
marchandise ; en fer ; blanc,,
marchandise ; en fer,,
marchandise ; des prise,marchandises diverses,
marchandise ; des citoyen,,
marchandise ; des Indes ; toile des Indes ; nankin,,
marchandise ; des Indes ; toile des Indes ; guingamp,,
marchandise ; des Indes ; toile des Indes ; diverse,,
marchandise ; des Indes ; thé,,
marchandise ; des Indes ; porcelaine,,
marchandise ; des Indes ; poivre,,
marchandise ; des Indes ; mousseline,,
marchandise ; des Indes ; mouchoir des Indes,,
marchandise ; des Indes ; diverse,,
marchandise ; des Indes ; cannelle,,
marchandise ; des Indes ; café ; de bourbon,,
marchandise ; des Indes,marchandises diverses,
marchandise ; de mode,marchandises diverses,
marchandise ; de la cote,marchandises diverses,
marchandise ; de Montauban,marchandises diverses,
marchandise ; blanche ; de la compagnie,,
marchandise ; blanche,marchandises diverses,
marcerie,,
marcassite,marcassite,
marcassin,,
marc de raisin,marc,
marc d'olive,marc,
marc ; divers,marc,
marc,marc,
marbre ; à jouer,marbre ; ouvré,
marbre ; travaillé,,
marbre ; rouge et gris,,
marbre ; rond,,
marbre ; ouvré,marbre ; ouvré,
marbre ; noir ; travaillé,,
marbre ; en table,,
marbre ; en pierre,,
marbre ; en bloc,,
marbre ; divers,marbre,
marbre ; brut,marbre,
marbre ; brun,marbre,
marbre ; blanc,,
marbre,marbre,
maquet,maquet,
maquereau ; salé,,
maquereau,,
mantelet ; de soie,,
mantelet ; court,,
mantelet,mantelets,
manteau ; vieux,manteaux,
manteau ; de fourrure d'agneau,,
manteau ; court,,
manteau,manteaux,
manne ; fine,,
manne ; de Calabre,,
manne,drogue ; médicinale,
manivelle,,
manille,manille,
maniguette,,
manicot,manicot,
manganèse,manganèse,
mande et berce ; d'osier,,
mandarin,mandarins,
manchon ; laine,,
manchon ; fin,manchons,
manchon ; de velours,,
manchon ; de tigre,,
manchon ; de renard,,
manchon ; de plume,,
manchon ; de martre,,
manchon ; commun,manchons,
manchon,manchons,
manchette et mouchoir ; de mousseline,,
manchette et mouchoir ; brodée,,
manchette ; de dentelle,manchettes,
manchette ; brodée,manchettes,
manchette,manchettes,
manche ; à lave place,manches,
manche ; de mail,manches,
manche ; de gaffe,manches,
manche ; pour jardinage,manches,
manche ; de balai,manches,
manche ; brodée,,
manade,,
malt,,
mallette ; travaillée,,
malle ; vide,malles,
malle ; valise et coffre,,
malle ; travaillée,,
malle ; de cuir,malles,
malle,malles,
malemole,malemole,
malbroug,malbroug,
pierre,,
maillicot,,
maiclais,maiclais,
mahaleb,,
madrier ; de sapin,,
madrier ; de noyer,,
madrier ; de merisier,,
madrier ; de chêne,,
madrier ; de bois de couleur,,
madrier ; d'acajou,,
madrier,,
madras,,
machine ; à feu,,
machine ; pour fabriquer le tabac,,
mache ; de fer,,
légume ; à la daube,,
légume ; vert et sec,,
légume ; trèfle,légume,
légume ; sec,légume,
légume ; pomme de terre,légume,
"légume ; poix, fève et haricot",légume,
légume ; poix,légume,
légume ; haricot,légume,
légume ; fève,légume,
légume ; chou-fleur,légume,
légume ; champignon,,
légume ; ail,,
légume,légume,
lystre,,
lycopode,,
luze,luzes,
lustrine,lustrine,
lustre ; de cristal et verre,,
lustre ; de Venise,lustre,
lustre,lustre,
lunette,lunettes,
luge,,
louveas,,
loup marin,,
long ; vieux,,
lièvre,gibier,
liège et provision,,
liège ; planche et bouchon,,
liège ; ouvré,liège,
liège ; planche,liège,
liège ; en catalant,liège,
liège ; divers,,
liège,liège,
livre ; relié,,
livre ; registre,,
livre ; non relié,,
livre ; en blanc,livre,
livre,livre,
litharge ; dur,,
litharge ; d'or,,
litharge,,
lit ; de sangle,lit,
lit ; de plume,lit,
lit ; de fer,lit,
lit ; de bourre de chèvre,lit,
lit ; de bourre,lit,
literie,lit,
lissoir de verre,lissoirs de verre,
lisière et rognure ; de drap,,
lisière ; de velours,lisière,
lisière ; de drap,lisière,
lisière,lisière,
"liqueur, rhum et sirop ; fin",,
liqueur et sirop ; fin,,
liqueur et sirop ; divers,,
liqueur et rhum,,
liqueur ; à boire,,
liqueur ; tafia,liqueur,
liqueur ; sirop ; fin,,
liqueur ; sirop,liqueur,
liqueur ; rhum,,
liqueur ; fine,,
liqueur ; sirop ; mélasse,liqueur,
liqueur ; diverse,,
liqueur ; distillée,,
liqueur ; de Marseille,,
liqueur,liqueur,
linon,,
linnieuse,linnieuse,
lingette,lingettes,
lingerie ; ouvrée,lingerie,
lingerie ; en chanvre,lingerie,
lingerie ; de toile ; de lin,lingerie,
lingerie ; de toile ; d'étoupe,lingerie,
lingerie ; de coton,,
lingerie ; chemise,lingerie,
lingerie,lingerie,
linge ; à tapisserie,,
linge ; vieux,linge,
linge ; travaillé,,
linge,,
linge ; de table ; ouvré,linge,
linge ; de table ; neuf,linge,
linge ; de table ; damassé,linge,
linge ; de table ; commune,,
linge ; de table ; chemise,linge,
linge ; de table,linge,
linge ; de lin ; fin,,
linceul ; vieux,,
lina,lina,
lin ; vert ; roui et non roui,,
lin ; tressé,,
lin ; sec ; non roui,,
lin ; sans paille et en potasse,lin,
lin ; prét à filer,,
lin ; pour paillasson,,
lin ; peigné,lin,
lin ; en pierre,lin,
lin ; en car,,
lin ; divers,,
lin ; cru,lin,
lin ; brut,,
lin ; apprêté,lin,
lin,,
limon ou citron,,
limon ; salée,,
quincaillerie ; de fer ; lime,quincaillerie ; de fer,
lime ; d'acier et de fer,,
lime ; d'acier,limes,
lime ; d'Autriche,,
lime,limes,
limas,limas,
limande,,
limaille de fer,,
limaille ; de laiton,,
limaille ; de cuivre,limaille,
limaille ; d'argent,,
limaille,limaille,
ligneul,,
ligne ; à pêcher,lignes ; à pêcher,
ligne ; d'acier,,
ligature ou droguet ; de fil et laine,,
ligature ; de fil et soie,,
ligature,ligatures,
lien ; de fil,lie,
lie de vin,lie,
lie de bière,,
lie d'huile,,
librairie ; reliée,librairie,
librairie ; en feuille,librairie,
librairie ; en blanc,librairie,
librairie ; en almanach ; relié,librairie,
librairie ; en almanach ; en blanc,librairie,
librairie ; en almanach ; broché,librairie,
librairie ; brochée,librairie,
librairie,librairie,
libraire ; livre ; en feuille,librairie,
libraire ; carte géographique,librairie,
libans,,
levure de bière,levure de bière,
levier ferré,leviers ferrés,
lettre de change ; imprimée,,
lest,,
lessive ; grasse,lessive ; grasse,
leole,,
lentille,lentilles,
lelarge,lelarge,
lave-place,,
lavande et hysope,,
lavande,lavande,
lauze,lauzes,
laurier,laurier,
latte et perche,,
latte ; sciée en planche,,
latte ; sciée,,
latte ; pour cuve de brassage,,
latte ; pour cuve,,
latte ; pour couvreur de tuile,,
latte ; en paille,,
latte ; double,,
latte ; dite du nord,,
latte ; dite Solververen,,
latte ; de sapin,,
latte,lattes,
lard ; salé,,
lard,lard,
laque ; en bois,laques,
laque ; de Venise,,
laque ; de Florence,,
lapin,lapin,
lapereau,,
lanterne,,
lanière,,
lanis ; à cacheter,,
lanillas,drap ; de laine,
langue ; salée ; de porc,,
langue ; salée,,
langue ; fumée,,
langue ; de mouton,,
langue ; de cochon,,
langue ; de bœuf et vache,,
langue ; de bœuf ; salée,,
langue,,
lancet à rozer voile,,
lance et mât,,
lance et beaupré,,
lance et piquet,,
lance ; de fer,,
lance,,
lamproie,lamproie,
lampe ; de verre,lampes,
lampe ; de terre,,
lampe ; de laiton,lampes,
lampe ; de fer ; blanc,,
lampe ; de fer,lampes,
lampe ; de cuivre,lampes,
lampe,lampes,
lampareille ; de Lille,,
étoffe ; de poil ; lampareille,étoffe,
lame ; de sabre,lames,
lame ; de fleuret,lames,
lame ; de fer,,
lame ; de couteau de chasse,lames,
lame ; de couteau,lames,
lame ; de bois,,
lame ; d'épée,lames,
lame,,
lama,lama,
laiton et cuivre,,
laiton ; vieux,laiton,
laiton ; non gratté,laiton,
laiton ; gravé ou gratté,laiton,
laiton ; gravé,laiton,
laiton ; gras,laiton,
laiton ; filé et en planche,,
laiton ; en planche,laiton,
laiton ; en feuille,laiton,
laiton ; cuivré,laiton,
laiton ; brut,laiton,
laiton ; brun,laiton,
laiton ; braisé,laiton,
laiton,laiton,
"lait, doux",,
lait ; battu,,
laine ; écrin ; lavée,laine,
laine ; à tricoter,laine,
laine ; à tapisserie,laine,
laine ; à matelas,laine,
laine ; à lisière,laine,
laine ; à broder,laine,
laine ; toison,,
laine ; teinte,laine,
laine ; tannée,,
drap ; serge,serge,
laine ; pour chapelier,,
laine ; place,,
laine ; petite,laine,
laine ; pelade,laine,
laine ; peignée,laine,
laine ; ordinaire en masse,,
laine ; ordinaire,,
laine ; non peignée,,
laine ; mêlée,,
"laine ; mérinos, lavée et en suint",,
laine ; mérinos lavée,,
laine ; mérinos en suint,,
laine ; menue,laine,
laine ; lavée,laine,
laine ; grosse,laine,
laine ; grasse et filée,,
"laine ; fine, filée et teinte",,
"laine ; fine, blanche, filée et teinte",,
laine ; fine mérinos lavée,,
laine ; fine mérino en suint,,
laine ; fine et filée,,
laine ; fine et de chevron,,
laine ; fine,laine,
laine ; filée et fine,,
laine ; filée,laine,
laine ; en toison,laine,
laine ; en surge,,
laine ; en suint,laine,
laine ; en rame,laine,
laine ; en poil de chameau,,
laine ; en laine,laine,
laine ; en flotte,laine,
