numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
2202,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,82,Mercerie,Savoye,261820.5,11950381,,,
2203,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,82,Mercerie,Suede,66000.0,11950381,,,
2204,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,82,Mercerie,Suisse,295257.0,11950381,,,
2205,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Merlans,Flandre,36.0,0,,,
2206,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Metal de cloche,Flandre,150.0,0,,,
2207,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meubles,Allemagne,4577.0,18743,,,
2208,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meubles,Flandre,13966.0,18743,,,
2209,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meubles,Geneve,200.0,18743,,,
2210,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meules ; à moulin,Allemagne,37189.3,40983,40839,,
2211,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meules ; à moulin,Espagne,200.0,40983,40839,,
2212,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meules ; à moulin,Flandre,2950.0,40983,40839,,
2213,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meules ; à moulin,Geneve,300.0,40983,40839,,
2214,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meules ; à moulin,Genes,200.0,40983,40839,,
2215,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Meules ; à taillandier,Suisse,144.0,40983,,,
2216,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Allemagne,1916.0,162329,,,
2217,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Angleterre,9.6,162329,,,
2218,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Espagne,3945.0,162329,,,
2219,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Flandre,5877.5,162329,,,
2220,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Geneve,78.0,162329,,,
2221,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Hollande,135082.2,162329,,,
2222,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Naples,4747.0,162329,,,
2223,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Genes,327.0,162329,,,
2224,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Levant,6661.0,162329,,,
2225,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Miel,Savoye,3686.0,162329,,,
2226,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Mignonnette,Espagne,40.0,1768,,,
2227,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Mignonnette,Suisse,1728.0,1768,,,
2228,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,83,Migon,Savoye,223.0,0,,,
2229,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Mine ; de plomb,Flandre,50.0,50,,,
2230,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Miroirs,Allemagne,40.0,15781,,,
2231,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Miroirs,Espagne,317.0,15781,,,
2232,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Miroirs,Flandre,1364.0,15781,,,
2233,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Miroirs,Genes,14000.0,15781,,,
2234,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Miroirs,Savoye,60.0,15781,,,
2235,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Molton,Allemagne,90.0,2229,,,
2236,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Molton,Espagne,860.0,2229,,,
2237,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Molton,Flandre,76.0,2229,,,
2238,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Molton,Suisse,1202.5,2229,,,
2239,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Moquette,Allemagne,4865.0,11375,,,
2240,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Moquette,Espagne,840.0,11375,,,
2241,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Moquette,Flandre,280.0,11375,,,
2242,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Moquette,Hollande,630.0,11375,,,
2243,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Moquette,Portugal,2730.0,11375,,,
2244,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Moquette,Savoye,910.0,11375,,,
2245,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Moquette,Suisse,1120.0,11375,,,
2246,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Morue ; seche,Espagne,55683.5,90767,66729,,
2247,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Morue ; seche,Isles,192.0,90767,66729,,
2248,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Morue ; seche,Italie,7557.0,90767,66729,,
2249,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Morue ; seche,Genes,192.0,90767,66729,,
2250,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Morue ; seche,Levant,317.0,90767,66729,,
2251,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,84,Morue ; seche,Savoye,2787.0,90767,66729,,
2252,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Morue ; verte,Allemagne,38.8,90767,24039,,
2253,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Morue ; verte,Geneve,17400.0,90767,24039,,
2254,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Morue ; verte,Suisse,6600.0,90767,24039,,
2255,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouches de soye,Allemagne,79216.7,144717,,,
2256,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouches de soye,Flandre,1000.0,144717,,,
2257,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouches de soye,Hollande,33000.0,144717,,,
2258,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouches de soye,Suisse,31500.0,144717,,,
2259,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de Bengal,Hollande,6426.0,350037,,,
2260,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de cholet,Isles,210.0,350037,,,
2261,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de coton,Allemagne,5128.0,350037,49453,,
2262,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de coton,Espagne,2683.0,350037,49453,,
2263,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de coton,Flandre,38586.0,350037,49453,,
2264,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de coton,Geneve,136.0,350037,49453,,
2265,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de coton,Isles,2560.0,350037,49453,,
2266,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de coton,suede,360.0,350037,49453,,
2267,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil,Allemagne,1.5,350037,42365,,
2268,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil,Espagne,27148.0,350037,42365,,
2269,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil,Flandre,500.0,350037,42365,,
2270,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil,Hollande,1800.0,350037,42365,,
2271,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil,Levant,37.0,350037,42365,,
2272,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil,Portugal,12305.0,350037,42365,,
2273,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil,Suisse,573.0,350037,42365,,
2274,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil et coton,Espagne,1175.0,350037,3192,,
2275,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil et coton,Flandre,1426.5,350037,3192,,
2276,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de fil et coton,Portugal,590.0,350037,3192,,
2277,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de Indes,Espagne,450.0,350037,27450,,
2278,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de Indes,Isles,27000.0,350037,27450,,
2279,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; d'Indienne,Espagne,480.0,350037,8568,,
2280,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; d'Indienne,Italie,5648.0,350037,8568,,
2281,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; d'Indienne,Naples,1600.0,350037,8568,,
2282,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; d'Indienne,Genes,600.0,350037,8568,,
2283,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; d'Indienne,Savoye,240.0,350037,8568,,
2284,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de mousseline,Suisse,24.0,350037,,,
2285,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,85,Mouchoirs ; de Rouen,Isles,207000.0,350037,,,
2286,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mouchoirs ; de soye,Allemagne,760.0,350037,4746,,
2287,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mouchoirs ; de soye,Flandre,260.0,350037,4746,,
2288,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mouchoirs ; de soye,Hollande,825.5,350037,4746,,
2289,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mouchoirs ; de soye,Genes,2880.0,350037,4746,,
2290,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mouchoirs ; de soye,Suisse,40.0,350037,4746,,
2291,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mouchoirs ; à peu de soye,Allemagne,100.0,350037,,,
2292,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mouchoirs ; peints,Espagne,504.0,350037,,,
2293,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moulins ; à poivre,Espagne,24.0,24,,,
2294,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moureaux de mulets,Savoye,51.0,0,,,
2295,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mousse,Espagne,1328.0,0,,,
2296,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mousseline,Espagne,2144.0,3144,,,
2297,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Mousseline,Hollande,1000.0,3144,,,
2298,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moutarde,Allemagne,9.0,50,,,
2299,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moutarde,Russie,20.0,50,,,
2300,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moutarde,Savoye,21.0,50,,,
2301,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moutons,Allemagne,35760.0,43133,,,
2302,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moutons,Espagne,2160.0,43133,,,
2303,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moutons,Geneve,855.0,43133,,,
2304,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moutons,Savoye,825.0,43133,,,
2305,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,86,Moutons,Suisse,3532.5,43133,,,
