numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,Double compte
431,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toiles de coton peintes,Sénégal et Guinée,3480,87,Nantes,pièces,,0
432,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile solonaise,St Domingue,1600,1200,Rouen,aunes,,0
433,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile solonaise,Sénégal et Guinée,2195,1308,Rouen,aunes,,0
434,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile à voile,St Domingue,3575,2100,Bretagne,aunes,,1
435,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile à voile,St Domingue,3575,700,Bretagne,en valeur,,2
436,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile à voile,St Domingue,1710,1448,Abbeville,aunes,,0
437,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,84,Toile à voile,St Domingue,17931,11954,Angers,aunes,,0
438,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Toile indienne,Sénégal et Guinée,1225,700,Dunkerque,aunes,,0
439,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Toile indienne,Sénégal et Guinée,3600,1680,L'Orient,aunes,,0
440,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Toile indienne,Sénégal et Guinée,26325,15496,Ostende,aunes,,0
441,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Toile indienne,Sénégal et Guinée,400,300,Hambourg,aunes,,0
442,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Toile indienne,St Domingue,8850,2582,Rouen,aunes,,0
443,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Ustensiles de pêche,St Domingue,300,,St Malo,,,0
444,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Verrerie,St Domingue,4264,,Rouen,,,0
445,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Verrerie,Sénégal et Guinée,80,,Rouen,,,0
446,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Verrerie,St Domingue,6300,,Bordeaux,,,0
447,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Verrerie,La Martinique,225,,Dunkerque,,,0
448,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Verrerie,La Guadeloupe,825,,Dunkerque,,,0
449,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Verroterie,Sénégal et Guinée,5150,3969,Hollande,livres,,0
450,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Verroterie,Sénégal et Guinée,619,495,Nuremberg,livres,,0
451,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Verroterie,Sénégal et Guinée,2800,1533,Angleterre,livres,,0
452,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Bière,St Domingue,880,"30,5555555556",Dieppe,muids,,0
454,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Bière,La Guadeloupe,300,"6,5",St Valery,muids,,0
456,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Bière,St Domingue,1040,"15,5138888889",Honfleur,muids,,0
458,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Bière,Sénégal et Guinée,30,168,Honfleur,pintes,,0
459,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Bière,St Domingue,628,"10,9027777778",Angleterre,muids,,0
461,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Bière,La Guadeloupe,1200,1860,Angleterre,bouteilles,,0
462,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Bière,St Domingue,1860,"16,6666666667",Hollande,muids,,1
464,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Bière,St Domingue,1860,1100,Hollande,bouteilles,,2
465,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Cidre,St Domingue,1035,"30,625",Normandie,muids,,0
467,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Cidre,Sénégal et Guinée,78,"1,8055555556",Normandie,muids,,0
469,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vins divers,St Domingue,260,"2,0868055556",,muids,,0
471,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vins divers,La Martinique,189,,,,,0
472,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vins divers,Sénégal et Guinée,3740,"4,0277777778",,muids,,1
474,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vins divers,Sénégal et Guinée,3740,130,,en valeur,,2
475,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,St Domingue,25655,"305,8715277778",Bordeaux,muids,,0
477,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,La Martinique,5496,"55,6006944444",Bordeaux,muids,,0
479,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,Sénégal et Guinée,25130,"247,65625",Bordeaux,muids,,0
481,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,Sénégal et Guinée,25130,1200,Bordeaux,bouteilles,,2
482,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,Sénégal et Guinée,1200,"10,4166666667",Quercy,muids,,0
484,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,St Domingue,1380,"19,5",Languedoc,muids,,0
486,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,La Martinique,700,"24,3055555556",Saintonge,muids,,0
488,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,Sénégal et Guinée,3150,"109,375",Saintonge,muids,,0
490,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,St Domingue,360,5,Marennes,muids,,0
491,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,St Domingue,87,250,Médoc,pintes,,0
492,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,La Martinique,311,"3,0381944444",Médoc,muids,,0
494,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,La Guadeloupe,7350,"173,6111111111",Blaye,muids,,0
496,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vin,Sénégal et Guinée,560,"10,8541666667",Espagne,muids,,0
498,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vinaigre,Sénégal et Guinée,90,"2,6041666667",Rochefort,muids,,0
500,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vinaigre,Sénégal et Guinée,240,7,Isle de Rhé,muids,,0
501,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vinaigre,St Domingue,27,36,Bordeaux,pintes,,0
502,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Vinaigre,Sénégal et Guinée,627,"9,9583333333",Bordeaux,muids,,0
504,Cyril Mouton,ANOM Col F 2B 13 (tableau 27),Colonies/1788 – Petits Ports – Exports colonies,Colonies,1788,Exports,"Blaye, Saint-Valéry, Rochefort, Dieppe, Honfleur, Cherbourg, Granville, Medon, Saint-Servan, Port-Louis",,85,Tabac du Brésil pris à Lisbonne par les bâtiments négriers expédiés des côtes de France pour la côte d'or,Sénégal et Guinée,91800,204000,,livres,,0
