numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,leurvaleursubtotal_2,remarks,doubleaccounts,leurvaleursubtotal_1
501,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer ouvré,St Domingue,21154,320,Guyenne,??? pièces,,Doute sur l'unité,2,35200
502,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer ouvré,La Martinique,9993,33310,Guyenne,livres,,,0,35200
503,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer ouvré,La Guadeloupe,3723,12410,Guyenne,livres,,,0,35200
504,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer ouvré,Cayenne et Guyanne,330,1100,Guyenne,livres,,,0,35200
505,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer ouvré,Sénégal et Guinée,1296,4320,Guyenne,livres,,,0,
506,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer ouvré,St Domingue,781,2270,Bretagne,livres,,,1,
507,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer ouvré,St Domingue,781,100,Bretagne,??? pièces,,Doute sur l'unité,2,
508,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,??? Ferre en carte,St Domingue,30042,100140,Guyenne,livres,,,0,37008
509,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,??? Ferre en carte,La Martinique,5622,18740,Guyenne,livres,,,0,37008
510,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,??? Ferre en carte,La Guadeloupe,1104,3680,Guyenne,livres,,,0,37008
511,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,??? Ferre en carte,Cayenne et Guyanne,240,800,Guyenne,livres,,,0,37008
512,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,??? Ferre en carte,Sénégal et Guinée,1185,3950,Guyenne,livres,,,0,37008
513,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer en marmites,St Domingue,1450,9668,Languedoc,livres,,,0,
514,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer en marmites,Sénégal et Guinée,883,5889,Languedoc,livres,,,0,
515,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer en chaudière,St Domingue,99360,662400,Languedoc,livres,,,0,123240
516,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer en chaudière,La Martinique,11640,77600,Languedoc,livres,,,0,123240
517,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer en chaudière,La Guadeloupe,10920,72800,Languedoc,livres,,,0,123240
518,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,7,Fer en chaudière,Cayenne et Guyanne,1320,8800,Languedoc,livres,,,0,123240
519,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en chaudière,St Domingue,2400,16000,Cousserans,livres,,,0,
520,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en chaudière,St Domingue,6810,45400,Guyenne,livres,,,0,15330
521,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en chaudière,La Martinique,6120,40800,Guyenne,livres,,,0,15330
522,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en chaudière,La Guadeloupe,2400,16000,Guyenne,livres,,,0,15330
523,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en chaudière,St Domingue,1800,12000,Saintonge,livres,,,0,
524,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,St Domingue,10005,66700,Pays des Basques,livres,,,0,
525,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,St Domingue,3750,25000,Pays d'Aunis,livres,,,0,
526,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,Sénégal et Guinée,5610,37400,Pays d'Aunis,livres,,,0,
527,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,St Domingue,15056,100372,Bretagne,livres,,,0,17006
528,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,La Martinique,1350,9000,Bretagne,livres,,,0,17006
529,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,La Guadeloupe,600,4000,Bretagne,livres,,,0,17006
530,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,Sénégal et Guinée,5745,38300,Bretagne,livres,,,0,
531,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,St Domingue,15720,104800,Étranger,livres,,,0,25308
532,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,La Martinique,8658,57700,Étranger,livres,,,0,25308
533,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,La Guadeloupe,930,6200,Étranger,livres,,,0,25308
534,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en barres,Sénégal et Guinée,15073,100488,Étranger,livres,,,0,
535,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en feuilles,St Domingue,216,1200,Pays d'Aunis,livres,,,0,
536,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en feuilles,La Martinique,990,5500,Étranger,livres,,,0,2106
537,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en feuilles,La Guadeloupe,1116,6200,Étranger,livres,,,0,2106
538,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en feuilles,Sénégal et Guinée,891,4950,Étranger,livres,,,0,
539,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer de fonte,St Domingue,12480,156000,Languedoc,livres,,,0,14320
540,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer de fonte,La Martinique,888,11100,Languedoc,livres,,,0,14320
541,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer de fonte,La Guadeloupe,952,11900,Languedoc,livres,,,0,14320
542,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer de fonte,Sénégal et Guinée,194,2425,Languedoc,livres,,,0,
543,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer de fonte,St Domingue,875,10942,Normandie,livres,,,0,
544,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer en poids,St Domingue,428,4285,Étranger,livres,,,0,
545,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer blanc en feuilles,St Domingue,7541,10055,Étranger,livres,,,0,10841
546,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer blanc en feuilles,La Guadeloupe,3300,4400,Étranger,livres,,,0,10841
547,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer ouvré,St Domingue,3230,,Guyenne,,,Pas de quantité indiquée /// Erreur de calcul pour le total (résultat du pdf : 7130),0,4830
548,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer ouvré,La Martinique,1600,,Guyenne,,,Pas de quantité indiquée /// Erreur de calcul pour le total (résultat du pdf : 7130),0,4830
549,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fer ouvré,Sénégal et Guinée,1912,,Guyenne,,,,0,
550,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à coudre,St Domingue,124200,27600,Bretagne,livres,,,0,129658
551,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à coudre,La Martinique,3307,735,Bretagne,livres,,,0,129658
552,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à coudre,La Guadeloupe,2016,448,Bretagne,livres,,,0,129658
553,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à coudre,Cayenne et Guyanne,135,30,Bretagne,livres,,,0,129658
554,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à coudre,Sénégal et Guinée,360,80,Bretagne,livres,,,0,
555,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à coudre,St Domingue,5700,950,Flandres,livres,,,0,
556,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à voile,St Domingue,103374,89891,Guyenne,livres,,,0,205174
557,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à voile,La Martinique,67116,58362,Guyenne,livres,,,0,205174
558,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à voile,La Guadeloupe,34569,30060,Guyenne,livres,,,0,205174
559,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil à voile,Cayenne et Guyanne,115,100,Guyenne,livres,,,0,205174
560,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil de fenne,St Domingue,51156,59484,Guyenne,livres,,,0,81350
561,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fil de fenne,La Martinique,30194,35109,Guyenne,livres,,,0,81350
562,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage de gruyere,St Domingue,31425,52375,Lyonnais,livres,,,0,60945
563,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage de gruyere,La Martinique,4608,7680,Lyonnais,livres,,,0,60945
564,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage de gruyere,La Guadeloupe,294,490,Lyonnais,livres,,,0,60945
565,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage de gruyere,Cayenne et Guyanne,240,400,Lyonnais,livres,,,0,60945
566,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage de gruyere,Sénégal et Guinée,330,550,Lyonnais,livres,,,0,
567,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage de roquefort,St Domingue,4152,3460,Rouergue,livres,,,0,4452
568,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage de roquefort,La Guadeloupe,300,250,Rouergue,livres,,,0,4452
569,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage d'hollande,St Domingue,207787,346311,Étranger,livres,,,0,254047
570,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage d'hollande,La Martinique,33864,56440,Étranger,livres,,,0,254047
571,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage d'hollande,La Guadeloupe,11010,18350,Étranger,livres,,,0,254047
572,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage d'hollande,Cayenne et Guyanne,1386,2310,Étranger,livres,,,0,254047
573,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fromage d'hollande,Sénégal et Guinée,4554,7590,Étranger,livres,,,0,
574,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits confits,St Domingue,153,,Guyenne,,,Pas de quantité indiquée,0,
575,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits en confitures,St Domingue,15317,9573,Guyenne,livres,,,0,17430
576,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits en confitures,La Martinique,603,377,Guyenne,livres,,,0,17430
577,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits en confitures,La Guadeloupe,1510,944,Guyenne,livres,,,0,17430
578,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits en confitures,Sénégal et Guinée,210,336,Guyenne,livres,,,0,
579,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits en olives,St Domingue,1680,5600,Provence,livres,,,0,2448
580,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits en olives,La Martinique,552,1840,Provence,livres,,,0,2448
581,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits en olives,La Guadeloupe,216,720,Provence,livres,,,0,2448
582,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits en olives,Sénégal et Guinée,528,1760,Provence,livres,,,0,
583,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits à l'eau de vie,St Domingue,16968,8484,Guyenne,pots,,,0,23158
584,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits à l'eau de vie,La Martinique,2642,1321,Guyenne,pots,,,0,23158
585,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits à l'eau de vie,La Guadeloupe,3352,1676,Guyenne,pots,,,0,23158
586,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits à l'eau de vie,Cayenne et Guyanne,196,98,Guyenne,pots,,,0,23158
587,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits à l'eau de vie,Sénégal et Guinée,434,217,Guyenne,pots,,,0,
588,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits aux vinaigre,St Domingue,2413,2194,Provence,livres,,,0,3357
589,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits aux vinaigre,La Martinique,301,274,Provence,livres,,,0,3357
590,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits aux vinaigre,La Guadeloupe,643,585,Provence,livres,,,0,3357
591,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits aux vinaigre,Sénégal et Guinée,200,182,Provence,livres,,,0,
592,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits cornichons,St Domingue,3223,2930,Guyenne,livres,,,0,4051
593,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits cornichons,La Martinique,496,451,Guyenne,livres,,,0,4051
594,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits cornichons,La Guadeloupe,332,302,Guyenne,livres,,,0,4051
595,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits secs,St Domingue,42124,168495,Guyenne,livres,,,0,48836
596,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits secs,La Martinique,3767,15070,Guyenne,livres,,,0,48836
597,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits secs,La Guadeloupe,2620,10482,Guyenne,livres,,,0,48836
598,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits secs,Cayenne et Guyanne,325,1300,Guyenne,livres,,,0,48836
599,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits secs,Sénégal et Guinée,190,760,Guyenne,livres,,,0,
600,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits raisins,St Domingue,384,1280,Provence,livres,,,0,
601,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits raisins,St Domingue,535,1783,Guyenne,livres,,,0,
602,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Fruits raisins,St Domingue,960,3200,Marseille,livres,,,0,
603,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Futailles,St Domingue,58257,6473,Guyenne,en nombre,,,0,60732
604,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Futailles,La Martinique,1575,175,Guyenne,en nombre,,,0,60732
605,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Futailles,La Guadeloupe,900,100,Guyenne,en nombre,,,0,60732
606,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Futailles,Sénégal et Guinée,23814,2646,Guyenne,en nombre,,,0,
607,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Galon d'argent,La Guadeloupe,300,,Isle de France,,,Pas de quantité indiquée,0,
608,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Galon de soye,La Guadeloupe,360,360,Lyonnais,aunes,,,0,
609,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Galon d'or,St Domingue,8627,"8,5625",Isle de France,livres,,,0,
611,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Galon d'or,St Domingue,8627,14,Isle de France,pièces,,,0,
612,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,8,Epaulettes,St Domingue,1200,50,Isle de France,en nombre,,,0,
