numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,origine,quantity_unit,Leurvaleursubtotal_1,remarks,Double compte
666,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre écrue,St Domingue,319861,213241,Bretagne,aunes,463380,,0
667,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre écrue,La Martinique,99959,66639,Bretagne,aunes,463380,,0
668,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre écrue,La Guadeloupe,43560,29040,Bretagne,aunes,463380,,0
669,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,Sénégal et Guinée,750,500,Ostende,aunes,,,0
670,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,800,470,Rouen,aunes,4300,,0
671,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,Tabago,3500,2250,Rouen,aunes,4300,,0
672,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,194817,129878,Bretagne,aunes,322872,,0
673,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,La Martinique,105930,70620,Bretagne,aunes,322872,,0
674,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,La Guadeloupe,22125,14750,Bretagne,aunes,322872,,0
675,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,4237,2643,Nancy,aunes,,,0
676,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,145410,114720,Mortagne,aunes,196699,,0
677,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,La Martinique,51289,41031,Mortagne,aunes,196699,,0
678,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,8100,3600,Morlaix,aunes,29300,,0
679,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,La Martinique,21200,10400,Morlaix,aunes,29300,,0
680,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,25000,24929,Dinan,aunes,32500,,0
681,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,La Martinique,7500,3000,Dinan,aunes,32500,,0
682,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,1225,700,Picardie,aunes,,,0
683,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,22050,20050,Combourg,aunes,31850,,0
684,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,La Martinique,9800,8757,Combourg,aunes,31850,,0
685,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,7500,6541,Fougere,aunes,,,0
686,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile de chanvre blanche,St Domingue,460,400,St George,aunes,,,0
687,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile baffetas,Sénégal et Guinée,858,33,Angleterre,pièces,,,0
688,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile baffetas,St Domingue,600,200,Rouen,aunes,,,0
689,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile baffetas,Sénégal et Guinée,1800,600,Rouen,aunes,,,0
690,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile bajutapaux,Sénégal et Guinée,10416,372,Ostende,pièces,,,0
691,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile bajutapaux,Sénégal et Guinée,18508,661,Rouen,pièces,,,0
692,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile bajutapaux,Sénégal et Guinée,11312,404,Angleterre,pièces,,,0
693,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile bajutapaux,Sénégal et Guinée,11760,420,Hollande,pièces,,,0
694,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile bajutapaux,Sénégal et Guinée,22540,805,Lorient,pièces,,,0
695,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile bajutapaux,Sénégal et Guinée,20132,719,Lisbonne,pièces,,,0
696,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile bethille,Sénégal et Guinée,11190,373,Hollande,pièces,,,0
697,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile brauls,Sénégal et Guinée,1200,150,Rouen,pièces,,,0
698,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile chasselas,Sénégal et Guinée,33540,1118,Rouen,pièces,,,0
699,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile chasselas,Sénégal et Guinée,5490,183,Angleterre,pièces,,,0
700,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,36,Toile chasselas,Sénégal et Guinée,24210,807,Lorient,pièces,,,0
701,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile casselis,Sénégal et Guinée,4000,250,Angers,pièces,,,0
702,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile casselis,Sénégal et Guinée,3360,210,Rouen,pièces,,,0
703,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile coupis,Sénégal et Guinée,810,30,Rouen,pièces,,,0
704,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile coupis,Sénégal et Guinée,5157,191,Lorient,pièces,,,0
705,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guinée blanc,Sénégal et Guinée,1502200,42920,Lorient,pièces,,,0
706,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guinée blanc,Sénégal et Guinée,9250,250,Rouen,pièces,,,0
707,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guinée blanc,Sénégal et Guinée,21735,621,Ostende,pièces,,,0
708,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guinée blanc,Sénégal et Guinée,2220,60,Nantes,pièces,,,0
709,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guinée blanc,Sénégal et Guinée,6300,180,Hollande,pièces,,,0
710,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guinée blanc,Sénégal et Guinée,24675,705,Angleterre,pièces,,,0
711,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guinée blanc,Sénégal et Guinée,2220,60,Hambourg,pièces,,,0
712,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guingams,Sénégal et Guinée,595,85,Ostende,pièces,,,0
713,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile guingams,Sénégal et Guinée,500,39,Angleterre,pièces,,,0
714,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile limencas,Sénégal et Guinée,99576,3766,Ostende,pièces,,,0
715,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile limencas,Sénégal et Guinée,2520,70,Nantes,pièces,,,0
716,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile limencas,Sénégal et Guinée,900,25,St Malo,pièces,,,0
717,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile limencas,Sénégal et Guinée,3600,100,Angleterre,pièces,,,0
718,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile korrots,Sénégal et Guinée,1450,145,Rouen,pièces,,,0
719,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile neganepaux,Sénégal et Guinée,4374,162,Rouen,pièces,,,0
720,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile neganepaux,Sénégal et Guinée,4104,152,Lorient,pièces,,,0
721,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile neganepaux,Sénégal et Guinée,486,18,Ostende,pièces,,,0
722,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile nieanéas,Sénégal et Guinée,31460,1430,Rouen,pièces,,,0
723,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile nieanéas,Sénégal et Guinée,5082,231,Angleterre,pièces,,,0
724,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile nieanéas,Sénégal et Guinée,3520,160,Ostende,pièces,,,0
725,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile nieanéas,Sénégal et Guinée,19756,898,Lorient,pièces,,,0
726,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile nieanéas,Sénégal et Guinée,18480,840,Lisbonne,pièces,,,0
727,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile platille,Sénégal et Guinée,36744,4593,Hambourg,pièces,,,0
728,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile platille,Sénégal et Guinée,3600,600,Rouen,pièces,,,0
729,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile romals,Sénégal et Guinée,2980,149,Lorient,pièces,,,0
730,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile romals,Sénégal et Guinée,1800,100,Hollande,pièces,,,0
731,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile romals,Sénégal et Guinée,6952,316,Angleterre,pièces,,,0
732,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile romals,Sénégal et Guinée,3300,150,Rouen,pièces,,,0
733,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile tapsels,Sénégal et Guinée,8993,391,Rouen,pièces,,,0
734,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile tapsels,Sénégal et Guinée,12949,563,Lorient,pièces,,,0
735,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile tapsels,Sénégal et Guinée,220,10,Angleterre,pièces,,,0
736,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile photes,Sénégal et Guinée,220,11,Ostende,pièces,,,0
737,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile photes,Sénégal et Guinée,7296,456,Rouen,pièces,,,0
738,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile photes,Sénégal et Guinée,1664,104,Angleterre,pièces,,,0
739,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile à voile,St Domingue,2380,1190,Russie,aunes,,,0
740,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile à voile,Sénégal et Guinée,18280,9140,Russie,aunes,,,0
741,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Toile à voile,Sénégal et Guinée,1300,650,Ostende,aunes,,,0
742,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Ustensils pour la pêche,St Domingue,922,,Le Havre,,,Pas de quantité indiquée,0
743,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verrerie,St Domingue,45152,,Baccarat,,57665,Pas de quantité indiquée,0
744,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verrerie,La Martinique,5411,,Baccarat,,57665,Pas de quantité indiquée,0
745,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verrerie,La Guadeloupe,7102,,Baccarat,,57665,Pas de quantité indiquée,0
746,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verrerie,Sénégal et Guinée,1558,,Baccarat,,,Pas de quantité indiquée,0
747,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verrerie,Tabago,1510,,Angleterre,,,,0
748,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verrerie,Sénégal et Guinée,130,,Angleterre,,,,0
749,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verrerie,St Domingue,400,,Rouen,,2100,,0
750,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verrerie,La Martinique,1700,,Rouen,,2100,,0
751,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verre en bouteille,St Domingue,4428,12300,Dunkerque,en nombre,6696,,0
752,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verre en bouteille,La Martinique,2268,6300,Dunkerque,en nombre,6696,,0
753,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verre en bouteille,Sénégal et Guinée,180,500,Dunkerque,en nombre,,,0
754,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verre en dame jannes,St Domingue,20727,6909,Dunkerque,en nombre,35187,,0
755,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verre en dame jannes,La Martinique,9510,3170,Dunkerque,en nombre,35187,,0
756,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verre en dame jannes,La Guadeloupe,4950,1650,Dunkerque,en nombre,35187,,0
757,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verre en flacons,Sénégal et Guinée,2512,5850,Hollande,en nombre,,,0
758,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,verre à vitres,Tabago,3750,1500,Rouen,livres,,,0
759,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verroterie,Sénégal et Guinée,3078,1026,Angleterre,livres,,,0
760,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verroterie,Sénégal et Guinée,38430,12810,Hollande,livres,,,0
761,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verroterie,Sénégal et Guinée,47310,15773,Hambourg,livres,,,0
762,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,37,Verroterie,Sénégal et Guinée,32400,10800,Marseille,livres,,,0
763,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,St Domingue,1409,"17,1666666667",,muids,1589,,0
765,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Martinique,180,"2,25",,muids,1589,,0
767,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,Sénégal et Guinée,414,"4,3333333333",,muids,,,0
769,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,St Domingue,7114,"22,4583333333",Champagne,muids,8739,,0
771,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Martinique,248,226,Champagne,pintes,8739,,0
772,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Guadeloupe,110,100,Champagne,pintes,8739,,0
773,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,Tabago,1267,4,Champagne,muids,8739,,0
774,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,St Domingue,1536,"17,7777777778",Cette,muids,4560,,0
776,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Martinique,972,"11,25",Cette,muids,4560,,0
778,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,Tabago,2052,"23,75",Cette,muids,4560,,0
780,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,Sénégal et Guinée,1218,"14,1041666667",Cette,muids,,,0
782,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,St Domingue,1872,"21,6666666667",Marseille,muids,2909,,0
784,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Guadeloupe,65,216,Marseille,pintes,2909,,0
785,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,Tabago,972,"11,25",Marseille,muids,2909,,0
787,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,Sénégal et Guinée,39038,"451,8368055556",Marseille,muids,,,0
789,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,St Domingue,80970,"374,8611111111",Bordeaux,muids,111358,,0
791,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Martinique,21550,"99,7708333333",Bordeaux,muids,111358,,0
793,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Guadeloupe,5842,"26,5833333333",Bordeaux,muids,111358,,0
795,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,Tabago,2996,"14,3333333333",Bordeaux,muids,111358,,0
797,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,Sénégal et Guinée,211077,"977,2083333333",Bordeaux,muids,,,0
799,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,St Domingue,250,250,Tonnerre,bouteilles,532,,0
800,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Martinique,160,160,Tonnerre,bouteilles,532,,0
801,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers,La Guadeloupe,122,122,Tonnerre,bouteilles,532,,0
802,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers de liqueurs,St Domingue,194,,,,519,Pas de quantité indiquée,0
803,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers de liqueurs,Tabago,325,,,,519,Pas de quantité indiquée,0
804,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vins divers de liqueurs,Sénégal et Guinée,1864,,,,,,0
805,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vinaigre composé,St Domingue,480,,Paris,,1118,,0
806,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vinaigre composé,La Martinique,638,,Paris,,1118,,0
807,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Vinaigre composé,Sénégal et Guinée,1746,"41,5416666667",Bordeaux,muids,,,0
809,Cyril Mouton,ANOM Col F 2B 14 (tableau 19),Colonies/1789 - Le Havre - Exports colonies.csv,Colonies,1789,Exports,38,Voitures diverses,St Domingue,4000,,Paris,,,,0
