numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,Droits totaux indiqués,doubleaccounts
656,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Armes ; de guerre, à feu, portatitves ",Colonies,,31584,kg,,,,0,
657,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Armes ; canons et affûts,Colonies,,69616,en nombre,,,,0,
658,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Armes ; autres ; blanches,Monde (Hors Colonies),,6580,kg,,,,"3413,36",2
659,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Armes ; autres ; blanches,Colonies,,1447,kg,,,,0,
660,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Armes ; autres ; à feu ; dites de luxe,Monde (Hors Colonies),,43829,kg,,,,"3413,36",3
661,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Armes ; autres ; à feu ; dites de luxe,Colonies,,16297,kg,,,,0,
662,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Armes ; autres ; à feu ; de traite,Monde,,28893,kg,,,,"3413,36",4
663,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Horlogerie. - Ouvrages montés,Monde (Hors Colonies),,225265,kg,,,,"7433,76",
664,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Horlogerie. - Ouvrages montés,Colonies,,2226,kg,,,,0,
665,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Poterie ; de terre ; grossière,Monde (Hors Colonies),,1284414,kg,,,,"5830,75",1
666,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Poterie ; de terre ; grossière,Colonies,,219191,kg,,,,0,
667,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Poterie ; de terre ; faïence,Monde (Hors Colonies),,333881,kg,,,,"5830,75",2
668,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Poterie ; de terre ; faïence,Colonies,,76296,kg,,,,0,
669,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Poterie ; de grès, commune et fine",Monde (Hors Colonies),,107169,kg,,,,"5830,75",3
670,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Poterie ; de grès, commune et fine",Colonies,,84,kg,,,,0,
671,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Porcelaine commune et fine,Monde (Hors Colonies),,554886,kg,,,,"6093,04",
672,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Porcelaine commune et fine,Colonies,,41430,kg,,,,0,
673,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Bouteilles ; pleines,Monde (Hors Colonies),,4046578,litre,,,,"46420,5",1
674,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Bouteilles ; pleines,Colonies,,7024,litre,,,,0,
675,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Bouteilles ; vides,Monde (Hors Colonies),,693870,kg,,,,"46420,5",2
676,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Bouteilles ; vides,Colonies,,37343,kg,,,,0,
677,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Cristaux et verres à boire, à vitres, etc",Monde (Hors Colonies),,2284173,kg,,,,"7003,86",
678,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Cristaux et verres à boire, à vitres, etc",Colonies,,37434,kg,,,,0,
679,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; simple ; écru ; d'étoupes,Monde,,7454,kg,,,,"4400,13",1
680,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; simple ; écru ; à voile,Monde (Hors Colonies),,7354,kg,,,,"4400,13",2
681,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; simple ; écru ; à voile,Colonies,,317,kg,,,,0,
682,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; simple ; blanchi,Monde (Hors Colonies),,8559,kg,,,,"4400,13",3
683,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; simple ; blanchi,Colonies,,450,kg,,,,0,
684,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; simple ; teint,Monde,,41,kg,,,,"4400,13",4
685,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; retors ; écru,Monde (Hors Colonies),,35347,kg,,,,"5487,01",
686,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; retors ; écru,Colonies,,9862,kg,,,,0,
687,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; retors ; blanchi,Monde (Hors Colonies),,31644,kg,,,,"5487,04",
688,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; retors ; blanchi,Colonies,,7822,kg,,,,0,
689,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Fil de lin et de chanvre ; retors ; teint,Monde,,32772,kg,,,,"5487,01",
690,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Chapeaux de pailles ou d'écorces, fins et grossiers",Monde (Hors Colonies),,113688,en nombre,,,,"6252,84",
691,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de lin ou de chanvre ; Toiles ; écrues, sans apprêt et apprêtées",Colonies,,998,en nombre,,,,0,
692,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de lin ou de chanvre ; Toiles ; écrues, sans apprêt et apprêtées",Monde (Hors Colonies),,656328,kg,,,,"11551,4",
693,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de lin ou de chanvre ; Toiles ; écrues, sans apprêt et apprêtées",Colonies,,90043,kg,,,,0,
694,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de lin ou de chanvre ; Toiles ; blanhes,Monde (Hors Colonies),,650767,kg,,,,"11453,52",
695,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de lin ou de chanvre ; Toiles ; blanhes,Colonies,,94304,kg,,,,0,
696,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de lin ou de chanvre ; Batiste et linon,Monde (Hors Colonies),,74176,kg,,,,"4079,69",
697,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de lin ou de chanvre ; Batiste et linon,Colonies,,360,kg,,,,0,
698,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de lin ou de chanvre ; Dentelles,Monde (Hors Colonies),1327355,,francs,,,,"3650,23",
699,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de laine ; en pièces, draps, couvertures et étoffes",Colonies,2122,,francs,,,,0,
700,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de laine ; en pièces, draps, couvertures et étoffes",Monde (Hors Colonies),,1190199,kg,,,,"21146,59",1
701,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de laine ; en pièces, draps, couvertures et étoffes",Colonies,,19682,kg,,,,0,
702,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de laine ; en bonneterie,Monde (Hors Colonies),,91342,kg,,,,"21146,59",2
703,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de laine ; en bonneterie,Colonies,,194,kg,,,,0,
704,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de soie ; étoffes pures ; unies et façonnées, mouchoirs et shals",Monde (Hors Colonies),,593080,kg,,,,"13047,77",
705,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de soie ; étoffes pures ; unies et façonnées, mouchoirs et shals",Colonies,,7294,kg,,,,0,
706,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de soie ; étoffes pures ; brochées ; d'or ou d'argent fin,Monde,,7348,kg,,,,"7057,73",1
707,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Tissus ; de soie ; étoffes pures ; brochées ; d'or ou d'argent faux,Monde,,8947,kg,,,,"7057,73",2
708,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de soie ; gazes, crêpes et tulles",Monde (Hors Colonies),,58071,kg,,,,"7057,73",3
709,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de soie ; gazes, crêpes et tulles",Colonies,,302,kg,,,,0,
710,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de soie ; Dentelles de soie, dites blondes",Monde,782998,,francs,,,,"7057,73",4
711,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de soie ;Rubans et passementerie, soie pure",Monde (Hors Colonies),,194220,kg,,,,"4272,86",
712,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de soie ;Rubans et passementerie, soie pure",Colonies,,537,kg,,,,0,
713,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de coton, étoffes, toiles, mousselines, etc",Monde (Hors Colonies),,560769,kg,,,,"3085,05",
714,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,"Tissus ; de coton, étoffes, toiles, mousselines, etc",Colonies,,377336,kg,,,,0,
715,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Papier ; blanc,Monde (Hors Colonies),,617882,kg,,,,"6796,71",
716,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Papier ; blanc,Colonies,,59107,kg,,,,0,
717,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Papier ; peint pour rentures,Monde (Hors Colonies),,440357,kg,,,,"4843,93",
718,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Papier ; peint pour rentures,Colonies,,3485,kg,,,,0,
719,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Livres en langues française et étrangères,Monde (Hors Colonies),,581347,kg,,,,"6393,34",
720,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,13,Livres en langues française et étrangères,Colonies,,12494,kg,,,,0,
721,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,"Chapellerie de feutre ; fine, de laine ou de castor",Monde (Hors Colonies),,82742,en nombre,,,,"13652,43",
722,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Mercerie ; commune,Colonies,,54817,en nombre,,,,0,
723,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,"Chapellerie ; commune, de poil ou de laine",Monde,,110788,en nombre,,,,"18280,04",
724,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Embarcations. - Navires marchands,Monde,,7436,tonne,,,,"10507,81",
725,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Mercerie ; commune,Monde (Hors Colonies),,867072,kg,,,,"12293,27",1
726,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Mercerie ; commune,Colonies,,31169,kg,,,,0,
727,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Mercerie ; fine,Monde (Hors Colonies),3144180,15248,kg,,,,"12293,27",2
728,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Parapluies en soie,Colonies,,6860,kg,,,,0,
729,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Ouvrages de mode sans autre indication,Monde,,,francs,,,,"12701,31",1
730,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Modes ; en bandes de tulles brodées,Monde (Hors Colonies),928610,,francs,,,,"12701,31",2
731,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Parapluies en soie,Colonies,93336,,francs,,,,0,
732,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Modes ; en fleurs artificielles,Monde,545869,,francs,,,,"12701,31",3
733,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Parapluies en soie,Monde (Hors Colonies),,36611,en nombre,,,,"4017,21",
734,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Parapluies en soie,Colonies,,4379,en nombre,,,,0,
735,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Meubles de toutes sortes,Monde (Hors Colonies),1312082,,francs,,,,"3608,23",
736,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Exports,,14,Meubles de toutes sortes,Colonies,160043,,francs,,,,0,
