numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,remarks,doubleaccounts
750,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,208,Planches ; de sapin,Danemark,7231.5,9642,287617.6,ordinaires,280937.6,,0
751,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,208,Planches ; de sapin,Danemark,41963,41963,287617.6,en nombre,280937.6,,0
752,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,209,Plomb ; en saumon,Danemark,783.4,3917,783.4,livres,,,0
753,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,209,Poutrelles ; de sapin,Danemark,90,30,90,en nombre,,,0
754,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,209,Roques ; de morüe,Danemark,11275,451,111475,barils,,,0
755,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,209,Roques ; de stofiche,Danemark,100200,2004,111475,barils,,,0
756,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,210,Sapins ; à f. comble,Danemark,8340,8340,18427.5,en nombre,18409.5,,0
757,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,210,Sapins ; à f. comble,Danemark,10069.5,6713,18427.5,en nombre,18409.5,,0
758,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,210,Sapins ; à f. échelle,Danemark,18,36,18427.5,en nombre,18,,0
759,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,210,Saumon ; salé,Danemark,2475,49.5,2615,tonnes,,,0
760,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,210,Saumon ; salé,Danemark,140,2,2615,barils,,,0
761,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,210,Solives ; de sapin,Danemark,4080,680,4080,en nombre,,,0
762,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,210,Soliveaux ; de sapin,Danemark,5,4,5,en nombre,,,0
763,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,211,Suif,Danemark,1200,4000,1200,livres,,,0
764,Jérémy Hervelin,Fonds Gournay - M87,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,211,Thé,Danemark,3860,965,3860,livres,,,0
1362,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,118,Acier,"Espagne, Canaries et Indes Occidentales",20414.5,58327,20414.5,livres,,,0
1363,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,118,Agaric,"Espagne, Canaries et Indes Occidentales",50,50,50,livres,,,0
1364,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,118,Ajamis,"Espagne, Canaries et Indes Occidentales",442080,49120,442080,pièces,,,0
1365,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rouen,118,Aiguilles,"Espagne, Canaries et Indes Occidentales",1120,280,1120,livres,,,0
1366,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,118,Aloës,"Espagne, Canaries et Indes Occidentales",16.3,13,16.3,livres,,,0
1367,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,118,Alun,"Espagne, Canaries et Indes Occidentales",8587.200000000001,71560,8587.200000000001,livres,,,0
1368,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,118,Amadou,"Espagne, Canaries et Indes Occidentales",3313.8,4734,3313.8,livres,,,0
1369,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,119,Amandes ; cassées,"Espagne, Canaries et Indes Occidentales",960,4800,960,livres,,,0
1370,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bayonne,119,Amidon,"Espagne, Canaries et Indes Occidentales",1,4,674,livres,,,0
1371,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,119,Amidon,"Espagne, Canaries et Indes Occidentales",673,3365,674,livres,,,0
1372,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,120,Anis,"Espagne, Canaries et Indes Occidentales",5,25,5,livres,,,0
1373,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,120,Antimoine,"Espagne, Canaries et Indes Occidentales",75,500,75,livres,,,0
1374,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rouen,120,Arbres ; à planter,"Espagne, Canaries et Indes Occidentales",35,,35,,,,0
1375,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,120,Arcenic,"Espagne, Canaries et Indes Occidentales",325.5,1085,325.5,livres,,,0
1376,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Narbonne,120,Ardoises,"Espagne, Canaries et Indes Occidentales",90,3600,90,livres,,,0
1377,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bayonne,120,Argenterie,"Espagne, Canaries et Indes Occidentales",100997.2,1836,101497.2,marcs,,,0
1378,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,120,Argenterie,"Espagne, Canaries et Indes Occidentales",500,10,101497.2,marcs,,,0
1379,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,120,Asnes,"Espagne, Canaries et Indes Occidentales",20,1,20,en nombre,,,0
1380,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Narbonne,120,Assiettes ; de terre,"Espagne, Canaries et Indes Occidentales",1.2,2,1.2,douzaines,,,0
1381,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,121,Baigues,"Espagne, Canaries et Indes Occidentales",4345,79,4345,pièces,,,0
1382,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,121,Balais ; de palme,"Espagne, Canaries et Indes Occidentales",15.3,17,15.3,douzaines,,,0
1383,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,121,Baleine ; coupée,"Espagne, Canaries et Indes Occidentales",3260,652,3260,livres,,,0
1384,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Amiens,121,Baracan,"Espagne, Canaries et Indes Occidentales",14025,4675,45435,livres,,,0
1385,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,121,Baracan,"Espagne, Canaries et Indes Occidentales",31410,1047,45435,pièces,,,0
1386,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bordeaux,122,Bas ; de coton,"Espagne, Canaries et Indes Occidentales",28,7,3820818.8,paires,17211,,0
1387,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,122,Bas ; de coton,"Espagne, Canaries et Indes Occidentales",16730,3346,3820818.8,livres,17211,,0
1388,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Nantes,122,Bas ; de coton,"Espagne, Canaries et Indes Occidentales",453,151,3820818.8,paires,17211,,0
1389,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,122,Bas ; d'estames,"Espagne, Canaries et Indes Occidentales",2.3,1,3820818.8,livres,2.3,,0
1390,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,122,Bas ; de fil,"Espagne, Canaries et Indes Occidentales",8350,1670,3820818.8,livres,8350,,0
1391,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,122,Bas ; de filozelle,"Espagne, Canaries et Indes Occidentales",1083420,72228,3820818.8,livres,1083420,,0
1392,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,122,Bas ; de fleuret,"Espagne, Canaries et Indes Occidentales",885,88,3820818.8,livres,885,,0
1393,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bordeaux,122,Bas ; de laine,"Espagne, Canaries et Indes Occidentales",780,390,3820818.8,paires,628320.5,,0
1394,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,122,Bas ; de laine,"Espagne, Canaries et Indes Occidentales",121.5,27,3820818.8,livres,628320.5,,0
1395,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,122,Bas ; de laine,"Espagne, Canaries et Indes Occidentales",624162,104027,3820818.8,livres,628320.5,,0
1396,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,122,Bas ; de laine,"Espagne, Canaries et Indes Occidentales",129,86,3820818.8,livres,628320.5,,0
1397,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rouen,122,Bas ; de laine,"Espagne, Canaries et Indes Occidentales",3128,391,3820818.8,livres,628320.5,,0
1398,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bayonne,122,Bas ; de soye,"Espagne, Canaries et Indes Occidentales",20475,455,3820818.8,livres,2081730,,0
1399,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bordeaux,122,Bas ; de soye,"Espagne, Canaries et Indes Occidentales",3705,247,3820818.8,paires,2081730,,0
1400,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,122,Bas ; de soye,"Espagne, Canaries et Indes Occidentales",186270,4656,3820818.8,livres,2081730,,0
1401,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,122,Bas ; de soye,"Espagne, Canaries et Indes Occidentales",1838160,45954,3820818.8,livres,2081730,,0
1402,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,122,Bas ; de soye,"Espagne, Canaries et Indes Occidentales",30760,769,3820818.8,livres,2081730,,0
1403,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Narbonne,122,Bas ; de soye,"Espagne, Canaries et Indes Occidentales",120,3,3820818.8,livres,2081730,,0
1404,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rennes,122,Bas ; de soye,"Espagne, Canaries et Indes Occidentales",240,24,3820818.8,paires,2081730,,0
1405,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rouen,122,Bas ; de soye,"Espagne, Canaries et Indes Occidentales",2000,50,3820818.8,livres,2081730,,0
1406,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,122,Bas ; de soye ; à coins d'or,"Espagne, Canaries et Indes Occidentales",900,15,3820818.8,livres,900,,0
1407,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,122,Batanonis,"Espagne, Canaries et Indes Occidentales",3096,774,3096,pièces,,,0
1408,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Flandre,123,Bayette,"Espagne, Canaries et Indes Occidentales",1740,20,1740,pièces,,,0
1409,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,123,Bazannes ; tannées,"Espagne, Canaries et Indes Occidentales",81,108,117,peaux,,,0
1410,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Narbonne,123,Bazannes ; tannées,"Espagne, Canaries et Indes Occidentales",36,4,117,douzaines,,,0
1411,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bayonne,123,Bazin,"Espagne, Canaries et Indes Occidentales",13977,776,111432,pièces,,,0
1412,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bayonne,123,Bazin,"Espagne, Canaries et Indes Occidentales",52740,8790,111432,livres,,,0
1413,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Lyon,123,Bazin,"Espagne, Canaries et Indes Occidentales",1305,261,111432,livres,,,0
1414,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,123,Bazin,"Espagne, Canaries et Indes Occidentales",43410,7235,111432,livres,,,0
1415,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,123,Bedelium,"Espagne, Canaries et Indes Occidentales",110,100,110,livres,,,0
1416,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,123,Beufs ; salé,"Espagne, Canaries et Indes Occidentales",1200,4000,58620,livres,,,0
1417,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bayonne,123,Beufs ; en vie,"Espagne, Canaries et Indes Occidentales",57420,522,58620,en nombre,,,0
1418,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Amiens,123,Beure,"Espagne, Canaries et Indes Occidentales",813.8,2325,7687.1,livres,,,0
1419,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bayonne,123,Beure,"Espagne, Canaries et Indes Occidentales",4275,9500,7687.1,livres,,,0
1420,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,123,Beure,"Espagne, Canaries et Indes Occidentales",909.6,2274,7687.1,livres,,,0
1421,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Nantes,123,Beure,"Espagne, Canaries et Indes Occidentales",289.8,1159,7687.1,livres,,,0
1422,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rennes,123,Beure,"Espagne, Canaries et Indes Occidentales",1204,3010,7687.1,livres,,,0
1423,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rouen,123,Beure,"Espagne, Canaries et Indes Occidentales",195,325,7687.1,livres,,,0
1424,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Amiens,123,Bierre,"Espagne, Canaries et Indes Occidentales",462,10,1217,muids,,,0
1425,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Amiens,123,Bierre,"Espagne, Canaries et Indes Occidentales",755,719,1217,pintes,,,0
1426,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Châlons,123,Bijouterie,"Espagne, Canaries et Indes Occidentales",554,,554,,,,0
1427,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rouen,123,Billes ; d'yvoire,"Espagne, Canaries et Indes Occidentales",950,,950,,,,0
1428,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,123,Biscuit ; de mer,"Espagne, Canaries et Indes Occidentales",18,150,18,livres,,,0
1429,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Narbonne,124,Blanquette,"Espagne, Canaries et Indes Occidentales",12,2,12,livres,,,0
1430,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Marseille,124,Bled ; froment,"Espagne, Canaries et Indes Occidentales",1304600,52184,1304600,charges,,,0
1431,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Rennes,124,Bleu,"Espagne, Canaries et Indes Occidentales",264.4,661,264.4,livres,,,0
1432,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Montpellier,124,Bois ; de Brezil,"Espagne, Canaries et Indes Occidentales",10,25,84132.5,livres,10,,0
1433,Jérémy Hervelin,Fonds Gournay - M85,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Exports,Bayonne,124,Bois ; de campeche,"Espagne, Canaries et Indes Occidentales",3010,3600,84132.5,livres,15654,,0
