dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Etats Sardes,5192.5,10385,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Pays-Bas,744,1488,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Toscane,1297,2594,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; Graine de moutarde,Turquie,326,652,46687,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Myrobolans confits,Belgique,95,95,95,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Myrobolans confits,Martinique,0,0,95,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Angleterre,730.5,487,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Bourbon,121.5,81,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Brésil,18,12,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Chili,36,24,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Cuba et P.R.,15,10,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Etats-Unis,7.5,5,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Guadeloupe,651,434,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Haïti,0,0,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Indes françaises,9,6,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Martinique,876,584,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,Mexique,130.5,87,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; confirs dans le sucre,St Thomas,78,52,2673,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Allemagne,531,1180,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Angleterre,5.4,12,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Brésil,37.8,84,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Etats Sardes,384.75,855,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Guadeloupe,75.15,167,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Haïti,58.5,130,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Martinique,2.25,5,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Pays-Bas,2795.4,6212,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; Tamarins ; en gousses,Villes anséatiques,1432.8,3184,5313,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Allemagne,1941,1941,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Angleterre,30876,30876,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Autriche,3128,3128,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Belgique,1333,1333,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Bourbon,11,11,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Brésil,25,25,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Cayenne,55,55,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Cuba et P.R.,0,0,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Deux-Siciles,1602,1602,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Egypte,1143,1143,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Espagne,3619,3619,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Etats Sardes,17334,17334,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Etats barbares,12221,12221,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Etats romains,0,0,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Etats-Unis,2485,2485,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Grèce,41,41,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Guadeloupe,449,449,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Haïti,78,78,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Indes anglaises,0,0,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Martinique,6310,6310,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Mexique,0,0,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Pays-Bas,1043,1043,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Suisse,222,222,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Sénégal,60,60,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Toscane,19044,19044,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Turquie,1019,1019,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; autres,Venezuela,298,298,104337,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; casse sans apprét.,Cuba et P.R.,0,0,256859,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; casse sans apprét.,Guadeloupe,2203.5,1469,256859,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; casse sans apprét.,Haïti,262.5,175,256859,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; casse sans apprét.,Martinique,254353.5,169569,256859,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,171,Fruits ; casse sans apprét.,Mexique,39,26,256859,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; follicules de séné,Belgique,386.4,138,21666,Kilo,2.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; follicules de séné,Pays-Bas,5.6,2,21666,Kilo,2.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Fruits ; follicules de séné,Toscane,21274.4,7598,21666,Kilo,2.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; absinthe,Allemagne,13.5,27,5383,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; absinthe,Etats Sardes,2.5,5,5383,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; absinthe,Suisse,5367,10734,5383,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Allemagne,75.5,151,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Angleterre,88.5,177,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Belgique,192.5,385,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Bourbon,382.5,765,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Brésil,2.5,5,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Cayenne,6,12,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Chili,0,0,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Deux-Siciles,3,6,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Espagne,10,20,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Etats Sardes,2788.5,5577,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Guadeloupe,3,6,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Indes anglaises,109,218,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Indes françaises,30.5,61,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Martinique,8.5,17,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Pays-Bas,6,12,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Pérou,0.5,1,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Suisse,786.5,1573,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,170,Herbes ; autres,Venezuela,14,28,4507,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Ipécacuenha,Allemagne,130,10,27248,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Ipécacuenha,Espagne,0,0,27248,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Ipécacuenha,Etats Sardes,13637,1049,27248,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Ipécacuenha,Mexique,6851,527,27248,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Ipécacuenha,N.-Grenade,0,0,27248,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Ipécacuenha,Portugal,0,0,27248,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Ipécacuenha,Toscane,13,1,27248,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Ipécacuenha,Villes anséatiques,6617,509,27248,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Iris de Florence,Alger,0,0,36198,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Iris de Florence,Allemagne,199.8,111,36198,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Iris de Florence,Etats Sardes,799.2,444,36198,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Iris de Florence,Etats barbares,0,0,36198,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Iris de Florence,Suisse,10.8,6,36198,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Iris de Florence,Toscane,35188.2,19549,36198,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Jalap,Allemagne,12.8,4,14576,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Jalap,Cuba et P.R.,3932.8,1229,14576,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Jalap,Espagne,1136,355,14576,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Jalap,Etats Sardes,678.4,212,14576,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Jalap,Etats-Unis,0,0,14576,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Jalap,Mexique,5155.2,1611,14576,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Jalap,Pays-Bas,3222.4,1007,14576,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Jalap,Toscane,438.4,137,14576,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Allemagne,369,369,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Angleterre,55,55,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Belgique,82,82,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Deux-Siciles,274020,274020,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Espagne,136808,136808,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Etats Sardes,13711,13711,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Etats romains,0,0,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Suisse,16,16,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Jus de réglisse,Toscane,696,696,425797,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Lichens médicinaux,Allemagne,87,290,1900,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Lichens médicinaux,Angleterre,52.5,175,1900,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Lichens médicinaux,Belgique,0.6,2,1900,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Lichens médicinaux,Bourbon,15.6,52,1900,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Lichens médicinaux,Etats-Unis,2.4,8,1900,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Lichens médicinaux,Guadeloupe,2.4,8,1900,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Lichens médicinaux,Mekel. Schw.,21.9,73,1900,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,172,Lichens médicinaux,Suisse,1717.2,5724,1900,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Manne,Alger,205.2,114,81587,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Manne,Allemagne,502.2,279,81587,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Manne,Autriche,635.4,353,81587,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Manne,Belgique,86.4,48,81587,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Manne,Deux-Siciles,62290.8,34606,81587,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Manne,Etats Sardes,20705.4,11503,81587,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Manne,Pays-Bas,90,50,81587,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Manne,Toscane,72,40,81587,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Alger,416,13,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Angleterre,22144,692,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Belgique,5088,159,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Egypte,0,0,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Etats Sardes,6464,202,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Ile Maurice,0,0,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Indes anglaises,32,1,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Pays-Bas,32,1,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Toscane,2304,72,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,165,Opium,Turquie,137632,4301,174112,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Alger,27243,9081,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Allemagne,18087,6029,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Angleterre,5817,1939,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Autriche,34239,11413,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Belgique,4827,1609,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Bourbon,348,116,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Brésil,903,301,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Chili,2409,803,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Chine,0,0,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Egypte,0,0,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Espagne,4392,1464,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Etats Sardes,16224,5408,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Etats-Unis,0,0,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Guadeloupe,9,3,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Ile Maurice,57,19,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Indes anglaises,90,30,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Indes hollandaises,12,4,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Martinique,15,5,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Pays-Bas,1368,456,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Pérou,0,0,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Suisse,1398,466,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Toscane,3210,1070,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Venezuela,513,171,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,169,Racines non dénommées,Villes anséatiques,696,232,121857,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Allemagne,1285,257,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Angleterre,7810,1562,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Belgique,6435,1287,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Chine,0,0,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Etats Sardes,10,2,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Etats-Unis,0,0,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Indes hollandaises,32955,6591,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Pays-Bas,9320,1864,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Philippines,4515,903,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Suisse,35,7,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Rhubarbe et Méchoacan,Toscane,615,123,62980,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Râpures ; de cornes de cerf,Allemagne,345.8,494,5373,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Râpures ; de cornes de cerf,Angleterre,1850.8,2644,5373,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Râpures ; de cornes de cerf,Autriche,277.2,396,5373,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Râpures ; de cornes de cerf,Belgique,2527,3610,5373,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,143,Râpures ; de cornes de cerf,Suisse,372.4,532,5373,Kilo,0.7
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Réglisse,Espagne,198242.55,440539,199803,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Réglisse,Etats Sardes,1560.15,3467,199803,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; Scamonée,Angleterre,240,6,21240,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; Scamonée,Etats Sardes,2800,70,21240,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; Scamonée,Pays-Bas,40,1,21240,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; Scamonée,Toscane,5680,142,21240,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; Scamonée,Turquie,12480,312,21240,Kilo,40
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; compacte,Angleterre,0.6,3,64,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; compacte,Espagne,10.4,52,64,Kilo,0.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; compacte,Suisse,53.2,266,64,Kilo,0.2
