numerodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantity,quantity_unit,value,prix_unitaire,Remarques
988,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,tabac filé,Rouen,Hollande,41050,livres,,"0,5",
989,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,Thé,Rouen,Hollande,485,livres,,8,
990,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,Toile de Hollande 30 aunes,Rouen,Hollande,440,pièces,,120,
991,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,Tournesol en pain,Rouen,Hollande,11100,livres,,"0,9",
992,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,Vermillons,Rouen,Hollande,12970,livres,,5,
993,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,Vernis à peindre,Rouen,Hollande,3325,livres,,"0,9",
994,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,Verre cristallins,Rouen,Hollande,144,livres,,"1,25",
995,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,Vin d’Espagne,Rouen,Hollande,340,pots,,2,
996,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1735,Imports,Vin du Rhin,Rouen,Hollande,2,muids,,200,
997,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,soie de porc,Rouen,Hollande,21225,livres,,"1,2",
998,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Suif,Rouen,Hollande,33300,livres,,"0,4",
999,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,tabac en feuilles,Rouen,Hollande,1428575,livres,,"0,25",
1000,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,tabac fabriqué,Rouen,Hollande,150625,livres,,"0,25",
1001,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Thé,Rouen,Hollande,420,livres,,8,
1002,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Toile de Hollande 30 aunes,Rouen,Hollande,764,pièces,,120,
1003,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Tournesol en pain,Rouen,Hollande,19075,livres,,"0,9",
1004,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Vermillons,Rouen,Hollande,11770,livres,,5,
1005,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Vernis à peindre,Rouen,Hollande,8250,livres,,"0,9",
1006,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Verre communs à boire,Rouen,Hollande,750,livres,,"1,25",
1007,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Verre cristallins,Rouen,Hollande,330,livres,,"1,25",
1008,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Vin de Hongrie,Rouen,Hollande,12,muids,,200,
1009,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Vin de liqueur,Rouen,Hollande,380,muids,,400,
1010,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Vin de Mosele,Rouen,Hollande,400,bouteilles,,"0,75",
1011,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Vin du Rhin,Rouen,Hollande,6,muids,,200,
1012,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,63,1736,Imports,Vitriol de Chypre,Rouen,Hollande,310,livres,,"1,1",
1013,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,76,1750,Imports,Etain en bloc,Rouen,angleterre,176394,livres,,"0,9",
1014,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,76,1750,Imports,Etain en bloc,Rouen,Hollande,1075,livres,,"0,9",
1015,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,76,1750,Imports,Etain en bloc d'Inde,Rouen,Hollande,21762,livres,,"0,9",
1016,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1728,Imports,Cuivre,Rouen,Hollande,102026,livres,,"1,1",
1017,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1728,Imports,Cuivre,Rouen,Hollande,1590,livres,,"1,1",
1018,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1728,Imports,Cuivre,Rouen,Hollande,30,livres,,"1,1",
1019,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1728,Imports,Cuivre,Rouen,Levant,48450,livres,,"1,1",
1020,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1728,Imports,Cuivre,Rouen,nord,24050,livres,,"1,1",
1021,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1728,Imports,Cuivre,Rouen,nord,183725,livres,,"1,1",
1022,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1728,Imports,Cuivre,Rouen,nord,2850,livres,,"1,1",
1023,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1728,Imports,Cuivre,Rouen,nord,565,livres,,"1,1",
1024,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1731,Imports,Cuivre,Rouen,angleterre,450,livres,,"1,1",
1025,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1731,Imports,Cuivre,Rouen,Hollande,60470,livres,,"1,1",
1026,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1731,Imports,Cuivre,Rouen,Hollande,17450,livres,,"1,1",
1027,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1731,Imports,Cuivre,Rouen,nord,136290,livres,,"1,1",
1028,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1731,Imports,Cuivre,Rouen,nord,600,livres,,"1,1",
1029,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1731,Imports,Cuivre,Rouen,nord,10850,livres,,"1,1",
1030,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1755,Imports,Etaim,Rouen,angleterre,182855,livres,,"1,2",
1031,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1755,Imports,Etaim,Rouen,Hollande,12682,livres,,"4,2",
1032,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1755,Imports,Etaim d'Inde,Rouen,Hollande,4933,livres,,"1,5",
1033,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim,Rouen,angleterre,54112,livres,,"1,5",
1034,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim,Rouen,angleterre,30860,livres,,"1,5",
1035,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim,Rouen,angleterre,21250,livres,,"1,5",
1036,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim,Rouen,Flandre,21250,livres,,"1,5",
1037,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim,Rouen,Hollande,128,livres,,"1,5",
1038,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim,Rouen,Hollande,377,livres,,"1,5",
1039,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim,Rouen,nord,2330,livres,,"1,5",
1040,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim d'Inde,Rouen,Hollande,67537,livres,,"1,5",
1041,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1763,Imports,Etaim d'Inde,Rouen,Hollande,35035,livres,,"1,5",
1042,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1764,Imports,Etaim,Rouen,angleterre,187674,livres,,"1,5",
1043,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1764,Imports,Etaim,Rouen,Flandre,10400,livres,,"1,5",
1044,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1764,Imports,Etaim,Rouen,Hollande,5123,livres,,"1,5",
1045,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1764,Imports,Etaim d'Inde,Rouen,Hollande,,,46725,"1,5",
1046,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1766,Imports,Etaim,Rouen,angleterre,198034,livres,,"1,5",
1047,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1766,Imports,Etaim,Rouen,Flandre,15725,livres,,"1,5",
1048,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1766,Imports,Etaim,Rouen,Hollande,79159,livres,,"1,5",
1049,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,77,1766,Imports,Etaim,Rouen,nord,955,livres,,"1,5",
1050,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut,Rouen,Hollande,98269,livres,,"1,4",
1051,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut,Rouen,Hollande,22260,livres,,"1,4",
1052,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut,Rouen,nord,162776,livres,,"1,4",
1053,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut,Rouen,nord,36775,livres,,"1,4",
1054,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut,Rouen,nord,1750,livres,,"1,4",
1055,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut,Rouen,Suéde,2137,livres,,"1,4",
1056,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut,Rouen,Suéde,76000,livres,,"1,4",
1057,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut en monnaie,Rouen,Hollande,7075,livres,,"1,75",
1058,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut en monnaie,Rouen,Suéde,20963,livres,,"1,75",
1059,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1750,Imports,Cuivre brut vieux,Rouen,Ile français,2325,livres,,1,
1060,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1768,Imports,Etaim,Rouen,angleterre,352877,livres,,"1,5",
1061,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1768,Imports,Etaim,Rouen,Espagne,275,livres,,"1,5",
1062,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1768,Imports,Etaim,Rouen,Flandre,4400,livres,,"1,5",
1063,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1768,Imports,Etaim,Rouen,Hollande,1520,livres,,"1,5",
1064,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1768,Imports,Etaim,Rouen,Hollande,42444,livres,,"1,5",
1065,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1768,Imports,Etaim,Rouen,nord,837,livres,,"1,5",
1066,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1768,Imports,Etaim d'Inde,Rouen,Hollande,45112,livres,,"1,5",
1067,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1768,Imports,Etaim d'Inde,Rouen,Hollande,1175,livres,,"1,5",
1068,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1770,Imports,Etaim,Rouen,angleterre,261511,livres,,"1,5",
1069,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1770,Imports,Etaim,Rouen,Espagne,462,livres,,"1,1",
1070,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1770,Imports,Etaim,Rouen,Flandre,17912,livres,,"1,1",
1071,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1770,Imports,Etaim,Rouen,Hollande,32945,livres,,"1,1",
1072,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1770,Imports,Etaim,Rouen,Hollande,265,livres,,"1,1",
1073,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1770,Imports,Etaim,Rouen,nord,1710,livres,,"1,1",
1074,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1770,Imports,Etaim d'Inde,Rouen,Hollande,50342,muids encerclés,,"1,5",
1075,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1772,Imports,Etaim,Rouen,angleterre,197895,livres,,"1,1",
1076,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1772,Imports,Etaim,Rouen,Flandre,10455,livres,,"1,1",
1077,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1772,Imports,Etaim,Rouen,Hollande,12488,livres,,"1,1",
1078,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1772,Imports,Etaim,Rouen,Hollande,508,livres,,"1,1",
1079,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1772,Imports,Etaim,Rouen,nord,430,livres,,"1,1",
1080,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1772,Imports,Etaim,Rouen,nord,35,livres,,"1,1",
1081,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1772,Imports,Etaim d'Inde,Rouen,Hollande,71457,livres,,"1,5",
1082,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1773,Imports,Etaim,Rouen,angleterre,251922,livres,,"1,1",
1083,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1773,Imports,Etaim,Rouen,Flandre,60905,livres,,"1,1",
1084,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1773,Imports,Etaim d'Inde,Rouen,Hollande,,,71770,"1,5",
1085,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1773,Imports,Etaim en bloc,Rouen,Hollande,17890,livres,,"0,9",
1086,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1773,Imports,Etaim vieux,Rouen,Espagne,10315,livres,,"0,75",
1087,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1775,Imports,Etaim,Rouen,angleterre,327650,livres,,"1,1",
1088,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1775,Imports,Etaim,Rouen,Flandre,29669,livres,,"1,1",
1089,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1775,Imports,Etaim d'Inde,Rouen,Hollande,97940,livres,,"1,5",
1090,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,78,1775,Imports,Etaim en bloc,Rouen,Hollande,38177,livres,,"0,9",
1091,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Acier,Rouen,Hollande,98025,livres,,1,
1092,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Acier,Rouen,nord,270250,livres,,1,
1093,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Fil de Léton,Rouen,Hollande,139440,livres,,"1,3",
1094,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Fil de Léton,Rouen,nord,174432,livres,,"1,3",
1095,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Léton gratté,Rouen,Hollande,1300,livres,,"1,4",
1096,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Léton gratté,Rouen,nord,3675,livres,,"1,4",
1097,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Plomb en saumon,Rouen,angleterre,995600,livres,,"0,2",
1098,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Plomb en saumon,Rouen,Hollande,48675,livres,,"0,2",
1099,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Plomb en saumon,Rouen,Hollande,400,livres,,"0,2",
1100,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1728,Imports,Plomb en saumon,Rouen,Nord,248675,livres,,"0,2",
1101,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Acier,Rouen,angleterre,30,livres,,1,
1102,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Acier,Rouen,Hollande,38825,livres,,1,
1103,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Acier,Rouen,nord,92300,livres,,1,
1104,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Fil de Léton,Rouen,Hollande,34300,livres,,"1,3",
1105,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Fil de Léton,Rouen,nord,219300,livres,,"1,3",
1106,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Léton gratté,Rouen,Hollande,300,livres,,"1,4",
1107,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Léton gratté,Rouen,nord,31000,livres,,"1,4",
1108,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Plomb en saumon,Rouen,angleterre,1474150,livres,,"0,2",
1109,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Plomb en saumon,Rouen,Hollande,63700,livres,,"0,2",
1110,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Plomb en saumon,Rouen,nord,353700,livres,,"0,2",
1111,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1731,Imports,Pomb en saumon en grenaille,Rouen,Hollande,2025,livres,,"0,2",
1112,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1733,Imports,Acier,Rouen,Hollande,37800,livres,,1,
1113,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1733,Imports,Acier,Rouen,nord,69725,livres,,1,
1114,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1733,Imports,Fil de Léton,Rouen,Hollande,46550,livres,,"1,3",
1115,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1733,Imports,Fil de Léton,Rouen,nord,143475,livres,,"1,3",
1116,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1733,Imports,Léton gratté,Rouen,nord,2100,livres,,"1,4",
1117,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1733,Imports,Plomben saumon,Rouen,angleterre,492700,livres,,"0,2",
1118,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1733,Imports,Plomben saumon,Rouen,Hollande,48175,livres,,"0,2",
1119,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1733,Imports,Plomben saumon,Rouen,nord,248325,livres,,"0,2",
1120,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,Espagne,412,livres,,1,
1121,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,Hollande,297,livres,,1,
1122,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,Hollande,112807,livres,,1,
1123,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,Hollande,100,livres,,1,
1124,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,Hollande,1410,livres,,1,
1125,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,Hollande,425,livres,,1,
1126,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,nord,5125,livres,,1,
1127,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,nord,10945,livres,,1,
1128,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,nord,117415,livres,,1,
1129,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,79,1755,Imports,Cuivre brut ,Rouen,nord,3225,livres,,1,
