numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,doubleaccounts
627,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Vermichel,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,640804,livres,,0
628,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,41,Verrerie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",17484,,,,0
629,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Thé,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,124265,livres,,0
630,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Thérébentine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,447572,livres,,0
631,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles nat. de toutes sortes,"De l’Amérique, Isles Antilles ou Colonies françaises",11693490,,,,0
632,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles nat. de toutes sortes,Afrique,782245,,,,0
633,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles nat. de toutes sortes,Asie,746453,,,,0
634,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles mêlées de lin et de chanvre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",4398197,,,,0
635,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles de chanvre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",8988158,,,,0
636,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles de coton diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",6373425,,,,0
637,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Toiles dites peintes, et siamoise","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",4076085,,,,0
638,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles dites de mousseline,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1811464,,,,0
639,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Toiles de fil et coton, et sismoise","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1705805,,,,0
640,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Toiles de lin, diverses","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",8184695,,,,0
641,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles batiste et linon,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",11863870,,,,0
642,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Toiles étrangères,Afrique,134636,,,,0
643,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Toiles des Indes, du commerce français","De l’Amérique, Isles Antilles ou Colonies françaises",420693,,,,0
644,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Toiles des Indes, du commerce français",Afrique,2032825,,,,0
645,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Toiles des Indes, du commerce étranger","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",337342,,,,0
646,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Toiles des Indes, du commerce étranger","De l’Amérique, Isles Antilles ou Colonies françaises",62908,,,,0
647,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Toiles des Indes, du commerce étranger",Afrique,853173,,,,0
648,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Tournesol,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,15716,livres,,0
649,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,"Tuiles, carreaux et briques","De l’Amérique, Isles Antilles ou Colonies françaises",120135,,,,0
650,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Ustensiles de pêches,Pêches françaises,31306,,,,0
651,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Verdet,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,467290,livres,,0
652,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vermillon,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2161,livres,,0
653,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Verrerie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1037442,,,,0
654,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Verrerie,"De l’Amérique, Isles Antilles ou Colonies françaises",214160,,,,0
655,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Verrerie,Asie,73248,,,,0
656,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"45854,78",muids,,0
657,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,26707,bouteilles,,0
658,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,"De l’Amérique, Isles Antilles ou Colonies françaises",,"48882,34",muids,,0
659,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,"De l’Amérique, Isles Antilles ou Colonies françaises",,36854,bouteilles,,0
660,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,Afrique,,"1248,52",muids,,0
661,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,Afrique,,500,bouteilles,,0
662,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,Asie,,"3196,44",muids,,0
663,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,Asie,,2985,bouteilles,,0
664,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Vins divers de France,Pêches françaises,,"609,39",muids,,0
665,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,Des ci-devant Provinces d'Alsace,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"31004,63",muids,,0
666,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,42,d'Anjou et Touraine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"15661,95",muids,,0
667,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,Vins de liqueur,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"1918,43",muids,,0
668,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,Vins étrangers de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"8269,03",muids,,0
669,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,Vins étrangers de toutes sortes,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2363,bouteilles,,0
670,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,Voitures,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",45405,,,,0
671,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,Zing,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,20205,livres,,0
672,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,"Marchandises diverses, mêlées en une infinité d'articles, chacun séparément de moindre importance.","De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",7096698,,,,0
673,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,"Marchandises diverses, mêlées en une infinité d'articles, chacun séparément de moindre importance","De l’Amérique, Isles Antilles ou Colonies françaises",236594,,,,0
674,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,"Marchandises diverses, mêlées en une infinité d'articles, chacun séparément de moindre importance",Asie,102974,,,,0
675,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,43,"Marchandises diverses, mêlées en une infinité d'articles, chacun séparément de moindre importance",Pêches françaises,960,,,,0
676,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins d'Aunis,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"1473,21",muids,,0
677,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins du Barrois,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,3649,muids,,0
678,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Béarn et Gascogne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,3849,muids,,0
679,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bordeaux ou Guienne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"119613,08",muids,,0
680,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bordeaux ou Guienne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,15991,bouteilles,,0
681,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bordeaux ou Guienne,"De l’Amérique, Isles Antilles ou Colonies françaises",,"60541,57",muids,,0
682,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bordeaux ou Guienne,"De l’Amérique, Isles Antilles ou Colonies françaises",,36662,bouteilles,,0
683,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bordeaux ou Guienne,Afrique,,"2225,51",muids,,0
684,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bordeaux ou Guienne,Afrique,,2675,bouteilles,,0
685,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bordeaux ou Guienne,Asie,,"10381,53",muids,,0
686,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bordeaux ou Guienne,Asie,,28556,bouteilles,,0
687,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bourgogne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"6695,45",muids,,0
688,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Bourgogne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,79656,bouteilles,,0
689,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Chalosse,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"503,5",muids,,0
690,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Champagne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"3369,4",muids,,0
691,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Champagne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,459119,bouteilles,,0
692,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Comté,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"2703,5",muids,,0
693,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Comté,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,6093,bouteilles,,0
694,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins du Dauphiné,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"2898,97",muids,,0
695,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins du Dauphiné,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2111,bouteilles,,0
696,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Languedoc,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"38477,74",muids,,0
697,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins du Lyonnais,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,580,muids,,0
698,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de la Moselle,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1390,muids,,0
699,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de la Moselle,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,6662,bouteilles,,0
700,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins du Périgord,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"7200,5",muids,,0
701,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Provence,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"33674,12",muids,,0
702,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins du Roussillon,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"830,36",muids,,0
703,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de Saintonge,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"5700,33",muids,,0
704,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vins de liqueur,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,318,muids,,0
705,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Vinaigre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,"4483,69",muids,,0
706,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Marchandises diverses mêlées en une infinité d'articles chacun séparément de moindre importance,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",20069766,,,,0
707,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Marchandises diverses mêlées en une infinité d'articles chacun séparément de moindre importance,"De l’Amérique, Isles Antilles ou Colonies françaises",1215009,,,,0
708,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Marchandises diverses mêlées en une infinité d'articles chacun séparément de moindre importance,Afrique,304902,,,,0
709,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Marchandises diverses mêlées en une infinité d'articles chacun séparément de moindre importance,Asie,455104,,,,0
710,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,44,Marchandises diverses mêlées en une infinité d'articles chacun séparément de moindre importance,Pêches françaises,88163,,,,0
711,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Cacao,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,609466,livres,,0
712,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Café,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,58803276,livres,,0
713,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Coton,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2054700,livres,,0
714,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Gingembre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,9772,livres,,0
715,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Indigo,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,724182,livres,,0
716,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Rocou,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,191574,livres,,0
717,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Sirop mélasse,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,6049003,livres,,0
718,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Sucre brut,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,30058156,livres,,0
719,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Sucre blanc et terré,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,36918135,livres,,0
720,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Sucre raffiné,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1631003,livres,,0
721,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Sucre tête,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1465030,livres,,0
722,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Denrées des Isles Françaises de l'Amérique : Objets réunis,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",48335,,,,0
723,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Café de l'isle de la Réunion,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,649598,livres,,0
724,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Café Moka,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,400348,livres,,0
725,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Cauris,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,162331,livres,,0
726,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Coton en laine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,335414,livres,,0
727,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Indigo,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,6916,livres,,0
728,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Mouchoirs divers,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1628425,,,,0
729,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Poivre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,149789,livres,,0
730,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Quinquina,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,19200,livres,,0
731,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Salpêtre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,183922,livres,,0
732,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Thé,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,51247,livres,,0
733,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Toiles diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",18391358,,,,0
734,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Toiles Mousseline,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",3495389,,,,0
735,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Objets réunis,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",448818,,,,0
