numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts
684,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Coton en laine,Le Levant,"160357,5",356350,Livres,.45,0,,0
685,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Coton filé commun,Le Levant,16250,16250,Livres,1,0,,0
686,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Coton teint,Le Levant,220,200,Livres,1.1,0,,0
687,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Cire jaune,Le Levant,"18122,5",16475,Livres,1.1,0,,0
688,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Crasse de cire,Le Levant,705,2350,Livres,.3,0,,0
689,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Cuivre tangou,Le Levant,16725,16725,Livres,1,0,,0
690,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Coloquinte,Le Levant,99,55,Livres,1.8,0,,0
691,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Dattes,Le Levant,280,2800,Livres,.1,0,,0
692,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Drogues communes,Le Levant,51800,51800,Livres,1,0,,0
693,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Drogues fines,Le Levant,"303,75",135,Livres,2.25,0,,0
694,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Encens commun,Le Levant,1020,1700,Livres,.6,0,,0
695,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Eponges,Le Levant,4050,2700,Livres,1.5,0,,0
696,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Fil de poil de chevre,Le Levant,6330,2110,Livres,3,0,"erreur dans la source, confusion entre livres et sous",0
697,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Graine de canarie,Le Levant,650,5200,Livres,.125,0,,0
698,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Gales d'alep,Le Levant,20775,27700,Livres,.75,0,,0
699,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Gomme arabique,Le Levant,6164,15410,Livres,.4,0,,0
700,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Huile d'olive,Le Levant,"62032,5",206775,Livres,.3,0,,0
701,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Jus de citron,Le Levant,12720,7950,Livres,1.6,0,,0
702,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Lin cru,Le Levant,"82,5",75,Livres,1.1,0,,0
703,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Laine pellade,Le Levant,"378437,5",1081250,Livres,.35,0,,0
704,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Laine surge,Le Levant,"710392,5",2367975,Livres,.3,0,,0
705,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Opium,Le Levant,210,42,Livres,5,0,,0
706,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Peaux de marroquin,Le Levant,228,6,Douzaines,38,0,,0
707,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Pierres ponce,Le Levant,"8,75",175,Livres,.05,0,,0
708,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Ris,Le Levant,"22015,6",176125,Livres,.125,-3,,0
709,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Rhubarbe,Le Levant,570,19,Livres,30,0,,0
710,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Sené,Le Levant,3060,3060,Livres,1,0,,0
711,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Semenecontra,Le Levant,"562,5",150,Livres,3.75,0,,0
712,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Salsepareille,Le Levant,261,116,Livres,2.25,0,,0
713,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Sel armoniac,Le Levant,720,960,Livres,.75,0,,0
714,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Sang d'arac,Le Levant,20,20,Livres,1,0,,0
715,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Safranon,Le Levant,10100,5050,Livres,2,0,,0
716,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Tamarins,Le Levant,180,300,Livres,.6,0,,0
717,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Tutie,Le Levant,180,100,Livres,1.8,0,,0
718,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Terra merita,Le Levant,30,40,Livres,.75,0,,0
719,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Amandes cassées,La Hollande,"11075,625",49225,Livres,.225,0,,0
720,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Bas de soye,La Hollande,19040,476,Livres,40,0,,0
721,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Confitures seiches,La Hollande,60,100,Livres,.6,0,,0
722,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Chataignes seiches,La Hollande,"2651,25",35350,Livres,.075,0,,0
723,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Capres,La Hollande,"356,25",475,Livres,.75,0,,0
724,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Confection d'hyacinte,La Hollande,240,20,Livres,12,0,,0
725,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Conserve d'Alkerme,La Hollande,250,200,Livres,1.25,0,,0
726,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Cristal de tartre,La Hollande,3625,14500,Livres,.25,0,,0
727,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Citrons,La Hollande,432,72,Milliers,6,0,,0
728,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Esprit de vin,La Hollande,14,56,Verges,.25,0,,0
729,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Eau de vie,La Hollande,396920,198460,Verges,2,0,,0
730,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Essence de thin,La Hollande,90,90,Livres,1,0,,0
731,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Eau de fleur d'orange,La Hollande,190,950,Livres,.2,0,,0
732,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Fleurs de romarin,La Hollande,60,30,Livres,2,0,,0
733,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,62,Fromage de Roquefort,La Hollande,1890,3150,Livres,.6,0,,0
734,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Figues,La Hollande,"506,25",3375,Livres,.15,0,,0
735,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Graine de jardin,La Hollande,5460,27300,Livres,.2,0,,0
736,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Huile d'olive fine,La Hollande,3610,9025,Livres,.4,0,,0
737,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Huile de senteur,La Hollande,1600,3200,Livres,.5,0,,0
738,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Huile d'aspic,La Hollande,25,25,Livres,1,0,,0
739,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Liqueurs a boire,La Hollande,26680,66700,Livres,.4,0,,0
740,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Lièges en planches,La Hollande,14120,70600,Livres,.2,0,,0
741,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Marbre brut,La Hollande,14920,149200,Livres,.1,0,,0
742,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Olives,La Hollande,5925,19750,Livres,.3,0,,0
743,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Oranges,La Hollande,20,10,Milliers,2,0,,0
744,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Prunes brugnolles,La Hollande,100,400,Livres,.25,0,,0
745,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Pruneaux noirs,La Hollande,"2373,75",31650,Livres,.075,0,,0
746,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Pommade de senteur,La Hollande,"312,5",125,Livres,2.5,0,,0
747,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Liqueurs de Marseille,La Hollande,55,1,Valeur,55,0,,0
748,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Raisin sec,La Hollande,"112,5",750,Livres,.15,0,,0
749,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Saucissons,La Hollande,35,35,Livres,1,0,,0
750,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Soye teinte,La Hollande,2304,128,Livres,18,0,,0
751,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Soye crue,La Hollande,8280,690,Livres,12,0,,0
752,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Savon,La Hollande,"382,5",1700,Livres,.225,0,,0
753,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Savonettes de senteur,La Hollande,25,50,Livres,.5,0,,0
754,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Souffre,La Hollande,90,900,Livres,.1,0,,0
755,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Soude,La Hollande,425,17000,Livres,.025,0,,0
756,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Ton mariné,La Hollande,35,70,Livres,.5,0,,0
757,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Vin rouge,La Hollande,219420,4876,Muids,45,0,,0
758,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Verdet,La Hollande,101060,101060,Livres,1,0,,0
759,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Bas de soye,L'Espagne,62400,1560,Livres,40,0,,0
760,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Bas de fleuret,L'Espagne,18340,1310,Livres,14,0,,0
761,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Bas d'estame,L'Espagne,25032,4172,Livres,6,0,,0
762,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Bonnets de laine fins,L'Espagne,1404,117,Livres,12,0,,0
763,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Boutons de fil d'or,L'Espagne,40,1,Valeur,40,0,,0
764,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Bouteilles de verre,L'Espagne,3275,13100,Livres,.25,0,,0
765,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Congre,L'Espagne,"22,5",150,Livres,.15,0,,0
766,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Chataignes seiches,L'Espagne,1065,14200,Livres,.075,0,,0
767,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Couty,L'Espagne,304,152,Livres,2,0,,0
768,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Cire blanche,L'Espagne,"5887,5",4710,Livres,1.25,0,,0
769,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Crasse de cire,L'Espagne,825,2750,Livres,.3,0,,0
770,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Dentelle Du puy,L'Espagne,677950,13559,Livres,50,0,,0
771,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Draperie fine,L'Espagne,276297,39471,Livres,7,0,,0
772,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Draperie petite,L'Espagne,1053090,351030,Livres,3,0,,0
773,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Etoffe de soye,L'Espagne,15800,395,Livres,40,0,,0
774,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Etoffe my soye,L'Espagne,17536,1096,Livres,16,0,,0
775,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Etamine du Mans,L'Espagne,6185,1237,Livres,5,0,,0
776,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Fromage de Roquefort,L'Espagne,405,675,Livres,.6,0,,0
777,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Fromage d'Auvergne,L'Espagne,1610,8050,Livres,.2,0,,0
778,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Fil en masse,L'Espagne,4875,3250,Livres,1.5,0,,0
779,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Fayance,L'Espagne,370,1850,Livres,.2,0,,0
780,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Galon or et argent,L'Espagne,10800,100,Livres,108,0,,0
781,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Harancades,L'Espagne,500,20,Barriques,25,0,,0
782,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Librairie,L'Espagne,1250,250,Livres,5,0,,0
783,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Mercerie fine,L'Espagne,56574,9429,Livres,6,0,,0
784,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Ouatte de soye,L'Espagne,"122,5",70,Livres,1.75,0,,0
785,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Poisson salé,L'Espagne,600,4000,Livres,.15,0,,0
786,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Poisson frais,L'Espagne,800,8000,Livres,.1,0,,0
787,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Perruques de cheveux,L'Espagne,475,19,Estimés,25,0,,0
788,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,63,Perruques de poil de chèvre,L'Espagne,480,60,Nombre,8,0,,0
789,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Plume de soye,L'Espagne,1530,1530,Livres,1,0,,0
790,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Peaux de veau tannées,L'Espagne,1200,40,Douzaines,30,0,,0
791,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Peaux apprêtées,L'Espagne,3952,3952,Livres,1,0,,0
791,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Peaux de chevrau en poil,L'Espagne,1572,2620,Livres,.6,0,,0
792,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Peignes de Buy,L'Espagne,"31,25",25,Livres,1.25,0,,0
793,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Quincaille de fer et acier,L'Espagne,17850,17850,Livres,1,0,,0
794,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Ruban de soye,L'Espagne,49740,829,Livres,60,0,,0
795,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Rubarbe,L'Espagne,200,4,Livres,50,0,,0
796,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Soye a coudre,L'Espagne,675,27,Livres,25,0,,0
797,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Souffre,L'Espagne,35,350,Livres,.1,0,,0
798,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Tapisserie d'Auvergne,L'Espagne,6600,1100,Livres,6,0,,0
799,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Toile de coton,L'Espagne,460,92,Livres,5,0,,0
800,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Toile blanche,L'Espagne,24963,8321,Livres,3,0,,0
801,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Toile crue,L'Espagne,11079,7386,Livres,1.5,0,,0
802,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Talons de bois,L'Espagne,5940,900,Douzaines,6.6,0,,0
803,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Amidon,L'Italie,180,900,Livres,.2,0,,0
804,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Bled froment,L'Italie,1016000,1016000,Livres,1,0,,0
805,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Bled froment,L'Italie,"530562,5",106112.5,Septiers,5,0,,0
806,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Biere,L'Italie,280,7,Barriques,40,0,,0
807,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Bas de soye,L'Italie,1880,47,Livres,40,0,,0
808,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Bas de fleuret,L'Italie,12810,915,Livres,14,0,,0
809,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Bas d'estame,L'Italie,140190,23365,Livres,6,0,,0
810,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Bas de laine fin,L'Italie,23028,1919,Livres,12,0,,0
811,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Basin,L'Italie,460,230,Livres,2,0,,0
812,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Bougie de cire blanche,L'Italie,700,500,Livres,1.4,0,,0
813,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Chair salée,L'Italie,4830,16100,Livres,.3,0,,0
814,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Caffé,L'Italie,56888,28444,Livres,2,0,,0
815,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Champignons secs,L'Italie,33,110,Livres,.3,0,,0
816,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Couvertures de laine,L'Italie,73,73,Livres,1,0,,0
817,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Cuirs de vache tannés,L'Italie,1175,47,Nombre,25,0,,0
818,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Cuivre rouge ouvré,L'Italie,4536,2835,Livres,1.6,0,,0
819,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Cardes vieilles,L'Italie,64,16,Douzaines,4,0,,0
820,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Cardes vieilles,L'Italie,1356,6780,Livres,.2,0,,0
821,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Corail de jardin,L'Italie,25,500,Livres,.05,0,,0
822,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Colombine,L'Italie,"5893,75",471500,Livres,.0125,0,,0
823,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Dentelle Du puy,L'Italie,34200,684,Livres,50,0,,0
824,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Draperie fine,L'Italie,313698,44814,Livres,7,0,,0
825,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Draperie petite,L'Italie,376602,125534,Livres,3,0,,0
826,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,64,Eau de vie,L'Italie,173476,86738,Verges,2,0,,0
