numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
450,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile fougere,Rennes,Espagne," 1 660,00    ",Aunes,"0,000","0,00","0,00","0,00",
451,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile haut brin,Rennes,Espagne," 766,00    ",Aunes,"0,000","0,00","0,00","0,00",
452,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile bas brin,Rennes,Espagne," 447,00    ",Aunes,"0,000","0,00","0,00","0,00",
453,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de langueneau,Rennes,Espagne," 1 073,00    ",Aunes,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
454,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de Morlaix,Rennes,Espagne," 4 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
455,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de bretagne large,Rennes,Espagne," 10 000,00    ",Pièces,"0,000","0,00","0,00","0,00",
456,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de bretagne étroite,Rennes,Espagne," 1 050,00    ",Pièces,"0,000","0,00","0,00","0,00",
457,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de bretagne étroite,Rennes,Espagne," 6 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
458,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile Roscone,Rennes,Espagne," 210 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
459,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de Leon,Rennes,Espagne," 1 200,00    ",Aunes,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
460,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile écruë,Rennes,Espagne," 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
461,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile crée rayée,Rennes,Espagne," 350,00    ",Aunes,"0,000","0,00","0,00","0,00",
462,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de laval,Rennes,Espagne," 3 314,00    ",Aunes,"0,000","0,00","0,00","0,00",
463,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de quintin,Rennes,Espagne," 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
464,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de quintin,Rennes,Espagne," 3 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
465,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile a voile,Rennes,Espagne," 300,00    ",Aunes,"0,000","0,00","0,00","0,00",
466,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Beuf salé,Rennes,Isles françoises de l'Amerique," 5 000,00    ",Livres,"0,000","0,00","0,00","0,00",
467,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Camelot de Smirne,Rennes,Isles françoises de l'Amerique," 103,00    ",Pièces,"0,000","0,00","0,00","0,00",
468,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Chapeaux de castor,Rennes,Isles françoises de l'Amerique," 2,00    ",Nombres,"0,000","0,00","0,00","0,00",
469,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Eau de vie,Rennes,Isles françoises de l'Amerique," 3,13    ",Tonneaux,"0,000","0,00","0,00","0,00",
470,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Fer d'Espagne,Rennes,Isles françoises de l'Amerique," 40 000,00    ",Livres,"0,000","0,00","0,00","0,00",
471,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de Bretagne,Rennes,Isles françoises de l'Amerique," 20 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
472,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de Rouën,Rennes,Isles françoises de l'Amerique," 36 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
473,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile olande de Paris,Rennes,Isles françoises de l'Amerique," 400,00    ",Livres,"0,000","0,00","0,00","0,00",
474,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Vin d'Espagne,Rennes,Isles françoises de l'Amerique," 33,33    ",Bariques,"0,000","0,00","0,00","0,00",
475,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Cidre,Rennes,Flandre autrichienne," 7,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
476,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Eau de vie,Rennes,Flandre autrichienne," 1,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
477,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Ecorce de citron,Rennes,Flandre autrichienne," 100,00    ",Livres,"0,000","0,00","0,00","0,00",
478,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Piere de moulage,Rennes,Flandre autrichienne," 100,00    ",Quartiers,"0,000","0,00","0,00","0,00",
479,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Savon,Rennes,Flandre autrichienne," 650,00    ",Livres,"0,000","0,00","0,00","0,00",
480,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Thé,Rennes,Flandre autrichienne," 79,00    ",Livres,"0,000","0,00","0,00","0,00",
481,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de halle,Rennes,Flandre autrichienne," 600,00    ",Aunes,"0,000","0,00","0,00","0,00",
482,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,15,1714,Toile de Morlaix,Rennes,Flandre autrichienne," 100,00    ",Aunes,"0,000","0,00","0,00","0,00",
483,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Toile de quintin,Rennes,Flandre autrichienne," 125,00    ",Aunes,"0,000","0,00","0,00","0,00",
484,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Toile royale,Rennes,Flandre autrichienne," 155,00    ",Aunes,"0,000","0,00","0,00","0,00",
485,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Vin ,Rennes,Flandre autrichienne," 1,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
486,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Vinaigre,Rennes,Flandre autrichienne," 1,00    ",Quarteaux,"0,000","0,00","0,00","0,00",
487,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Amandes,Rennes,Angleterre," 366,00    ",Livres,"0,000","0,00","0,00","0,00",
488,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Beure,Rennes,Angleterre," 500,00    ",Livres,"0,000","0,00","0,00","0,00",
489,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Cerizes,Rennes,Angleterre," 4,00    ",Paniers,"0,000","0,00","0,00","0,00",
490,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Chandelles,Rennes,Angleterre," 150,00    ",Livres,"0,000","0,00","0,00","0,00",
491,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Cannes a main,Rennes,Angleterre," 9,00    ",Douzaines,"0,000","0,00","0,00","0,00",
492,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Cordage,Rennes,Angleterre," 600,00    ",Livres,"0,000","0,00","0,00","0,00",
493,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Drap de Carcasonne,Rennes,Angleterre," 18,00    ",Pièces,"0,000","0,00","0,00","0,00",
494,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Eau de vie,Rennes,Angleterre," 2,25    ",Tonneaux,"0,000","0,00","0,00","0,00",
495,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Figues,Rennes,Angleterre," 160,00    ",Livres,"0,000","0,00","0,00","0,00",
496,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Gaudron,Rennes,Angleterre," 14,00    ",Barils,"0,000","0,00","0,00","0,00",
497,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Limons,Rennes,Angleterre," 500,00    ",Nombres,"0,000","0,00","0,00","0,00",
498,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Liege,Rennes,Angleterre," 1 700,00    ",Livres,"0,000","0,00","0,00","0,00",
499,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Miel,Rennes,Angleterre," 700,00    ",Livres,"0,000","0,00","0,00","0,00",
500,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Moulage avec son plâtre,Rennes,Angleterre," 100,00    ",Quartiers,"0,000","0,00","0,00","0,00",
501,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Peaux de veaux en poil,Rennes,Angleterre," 800,00    ",Nombres,"0,000","0,00","0,00","0,00",
502,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Plumes a lit,Rennes,Angleterre," 200,00    ",Livres,"0,000","0,00","0,00","0,00",
503,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Savon,Rennes,Angleterre," 3 065,00    ",Livres,"0,000","0,00","0,00","0,00",
504,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Toile de halle,Rennes,Angleterre," 1 620,00    ",Aunes,"0,000","0,00","0,00","0,00",
505,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Toile de marigni,Rennes,Angleterre," 1 800,00    ",Aunes,"0,000","0,00","0,00","0,00",
506,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Toile de Leon,Rennes,Angleterre," 4 700,00    ",Aunes,"0,000","0,00","0,00","0,00",
507,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Toile de morlaix,Rennes,Angleterre," 200,00    ",Aunes,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
508,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Toile a voile,Rennes,Angleterre," 3 120,00    ",Aunes,"0,000","0,00","0,00","0,00",
509,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Toile de serpillere,Rennes,Angleterre," 50,00    ",Aunes,"0,000","0,00","0,00","0,00",
510,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Vin d'Espagne,Rennes,Angleterre," 20,00    ",Pots,"0,000","0,00","0,00","0,00",
511,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Vin de Bordeaux,Rennes,Angleterre," 4,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
512,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Vinaigre,Rennes,Angleterre," 1,00    ",Bariques,"0,000","0,00","0,00","0,00",
513,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Bas de soie pour homme,Rennes,Hollande," 1 040,00    ",Paires,"0,000","0,00","0,00","0,00",
514,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,16,1714,Bas de soie pour femme,Rennes,Hollande," 262,00    ",Paires,"0,000","0,00","0,00","0,00",
515,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Cire blanche,Rennes,Hollande," 4 000,00    ",Livres,"0,000","0,00","0,00","0,00",
516,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Damas,Rennes,Hollande," 750,00    ",Pièces,"0,000","0,00","0,00","0,00",
517,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Eventails,Rennes,Hollande," 288,00    ",Nombres,"0,000","0,00","0,00","0,00",
518,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Fil blanc de Rennes,Rennes,Hollande," 1 500,00    ",Livres,"0,000","0,00","0,00","0,00",
519,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Fil de couleur,Rennes,Hollande," 400,00    ",Livres,"0,000","0,00","0,00","0,00",
520,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Gorgoran,Rennes,Hollande," 3,00    ",Pièces,"0,000","0,00","0,00","0,00",
521,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Grisette,Rennes,Hollande," 103,00    ",Pièces,"0,000","0,00","0,00","0,00",
522,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Graine vieille de lin,Rennes,Hollande," 246,00    ",Boisseaux,"0,000","0,00","0,00","0,00",
523,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Lampas,Rennes,Hollande," 11,00    ",Pièces,"0,000","0,00","0,00","0,00",
524,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Miel,Rennes,Hollande," 8 400,00    ",Livres,"0,000","0,00","0,00","0,00",
525,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Mouchoir de soie,Rennes,Hollande," 540,00    ",Nombres,"0,000","0,00","0,00","0,00",
526,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,mouchoir de fleurets,Rennes,Hollande," 36,00    ",Nombres,"0,000","0,00","0,00","0,00",
527,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Mouchoir de coton,Rennes,Hollande," 167,00    ",Nombres,"0,000","0,00","0,00","0,00",
528,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Pekin,Rennes,Hollande," 652,00    ",Pièces,"0,000","0,00","0,00","0,00",
529,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Papier,Rennes,Hollande," 106,00    ",Rames,"0,000","0,00","0,00","0,00",
530,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Peaux de veaux en poil,Rennes,Hollande," 2 300,00    ",Nombres,"0,000","0,00","0,00","0,00",
531,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Peaux de chevreaux,Rennes,Hollande," 100,00    ",Nombres,"0,000","0,00","0,00","0,00",
532,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Robe de chambre,Rennes,Hollande," 3,00    ",Nombres,"0,000","0,00","0,00","0,00",
533,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,"Satin brodé, tapis",Rennes,Hollande," 2,00    ",Nombres,"0,000","0,00","0,00","0,00",
534,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,"Satin brodé, toilette",Rennes,Hollande," 1,00    ",Nombres,"0,000","0,00","0,00","0,00",
535,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,"Satin  brodé, lit complet",Rennes,Hollande," 1,00    ",Nombres,"0,000","0,00","0,00","0,00",
536,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,"Satin brodé, morceaux",Rennes,Hollande," 25,00    ",Nombres,"0,000","0,00","0,00","0,00",
537,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Soie a coudre,Rennes,Hollande," 1 099,00    ",Livres,"0,000","0,00","0,00","0,00",
538,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Savon,Rennes,Hollande," 150,00    ",Livres,"0,000","0,00","0,00","0,00",Mesure d'origine livre
539,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Thé vert,Rennes,Hollande," 82,00    ",Livres,"0,000","0,00","0,00","0,00",
540,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Tafetas petit,Rennes,Hollande," 2,00    ",Pièces,"0,000","0,00","0,00","0,00",
541,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile de bretagne large,Rennes,Hollande," 13 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
542,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile de bretagne étroite,Rennes,Hollande," 10 300,00    ",Pièces,"0,000","0,00","0,00","0,00",
543,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile de mousseline,Rennes,Hollande," 17,00    ",Pièces,"0,000","0,00","0,00","0,00",
544,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile de laval,Rennes,Hollande," 2 850,00    ",Aunes,"0,000","0,00","0,00","0,00",
545,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile de cholet,Rennes,Hollande," 504,00    ",Pièces,"0,000","0,00","0,00","0,00",
546,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile de Rouen,Rennes,Hollande," 67 600,00    ",Aunes,"0,000","0,00","0,00","0,00",
547,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile a voile,Rennes,Hollande," 190,00    ",Pièces,"0,000","0,00","0,00","0,00",
548,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile de marigni blanche,Rennes,Hollande," 5 700,00    ",Aunes,"0,000","0,00","0,00","0,00",
549,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Toile de marigni écruë,Rennes,Hollande," 900,00    ",Aunes,"0,000","0,00","0,00","0,00",
550,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Velours,Rennes,Hollande," 2,00    ",Pièces,"0,000","0,00","0,00","0,00",
551,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Amandes,Rennes,Nord," 4 000,00    ",Livres,"0,000","0,00","0,00","0,00",
552,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,17,1714,Eau de vie,Rennes,Nord," 1,25    ",Tonneaux,"0,000","0,00","0,00","0,00",
553,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Huile d'olive,Rennes,Nord," 10 000,00    ",Livres,"0,000","0,00","0,00","0,00",
554,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Ris,Rennes,Nord," 2 200,00    ",Livres,"0,000","0,00","0,00","0,00",
555,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Savon,Rennes,Nord," 3 000,00    ",Livres,"0,000","0,00","0,00","0,00",
556,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Vinaigre,Rennes,Nord," 1,00    ",Bariques,"0,000","0,00","0,00","0,00",
557,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Vin d'Espagne,Rennes,Nord," 11,00    ",Bariques,"0,000","0,00","0,00","0,00",
558,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Vin de Bordeaux,Rennes,Nord," 1,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
559,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Confiture,Rennes,Espagne," 48,00    ",Livres,"0,000","0,00","0,00","0,00",
560,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Chapeaux de castor,Rennes,Espagne," 36,00    ",Nombres,"0,000","0,00","0,00","0,00",
561,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Papier blanc,Rennes,Espagne," 992,00    ",Rames,"0,000","0,00","0,00","0,00",
562,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Toile de bretagne large,Rennes,Espagne," 5 800,00    ",Pièces,"0,000","0,00","0,00","0,00",
563,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,18,1714,Toile de bretagne étroite,Rennes,Espagne," 10 000,00    ",Pièces,"0,000","0,00","0,00","0,00",
