numrodeligne,sourcepath,exportsimports,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,marchandises_simplification,year,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
391,National/Divers - in/Détail des I et X_1792.csv,Imports,33,"Morphil, dents d'éléphant, ou ivoire",Afrique,8010,livres,,dents d'éléphant,1792,kg,.48949999,dents d'éléphantlivres,3.7896836,
389,National/Divers - in/Détail des I et X_1792.csv,Imports,33,"Morphil, dents d'éléphant, ou ivoire",Europe,13507,livres,,dents d'éléphant,1792,kg,.48949999,dents d'éléphantlivres,3.7896836,
390,National/Divers - in/Détail des I et X_1792.csv,Imports,33,"Morphil, dents d'éléphant, ou ivoire",Amérique,24481,livres,,dents d'éléphant,1792,kg,.48949999,dents d'éléphantlivres,3.7896836,
180,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Dorure fine,Amérique,60,livres,,dorure fine,1792,kg,.48949999,dorure finelivres,149.86411,
196,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie d'Andaie,Europe,114,muids,,eau-de-vie d'Hendaye,1792,,,eau-de-vie d'Hendayemuids,311.48053,
869,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Eau-de-vie d'Andaye,République de Hollande,113,muids,,eau-de-vie d'Hendaye,1792,,,eau-de-vie d'Hendayemuids,311.48053,
870,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Eau-de-vie d'Andaye,République de Hollande,241,pintes,,eau-de-vie d'Hendaye,1792,litres,.952146,eau-de-vie d'Hendayepintes,,1.08152962
197,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie de Cognac,Europe,79,muids,,eau-de-vie de Cognac,1792,litres,268.22,eau-de-vie de Cognacmuids,,
199,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie de grains et de Genièvre,Afrique,667,muids,,eau-de-vie de genièvre et de grains,1792,,,eau-de-vie de genièvre et de grainsmuids,,
198,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie de grains et de Genièvre,Europe,15236,muids,,eau-de-vie de genièvre et de grains,1792,,,eau-de-vie de genièvre et de grainsmuids,,
162,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Eau-de-vie de grains et de Genièvre,Europe,17645.8,muids,,eau-de-vie de genièvre et de grains,1792,litres,268.22,eau-de-vie de genièvre et de grainsmuids,,
726,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Eau-de-vie de genièvre,Angleterre y compris l'Ecosse et l'Irlande,6707,muids,,eau-de-vie de genièvre,1792,,,eau-de-vie de genièvremuids,163.23338,
167,National/Divers - in/Résultats du CE 1792.csv,Exports,46,Eau-de-vie de genièvre,Portugal,279,muids,,eau-de-vie de genièvre,1792,,,eau-de-vie de genièvremuids,163.23338,
847,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Eau-de-vie de genièvre,République de Hollande,6273,muids,,eau-de-vie de genièvre,1792,,,eau-de-vie de genièvremuids,163.23338,
1487,National/Divers - in/Résultats du CE 1792.csv,Imports,104,Eau-de-vie de genièvre,Prusse,103.6458333333,muids,,eau-de-vie de genièvre,1792,,,eau-de-vie de genièvremuids,163.23338,
727,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Eau-de-vie de genièvre,Angleterre y compris l'Ecosse et l'Irlande,164,pintes,,eau-de-vie de genièvre,1792,litres,.952146,eau-de-vie de genièvrepintes,,0.56678257
168,National/Divers - in/Résultats du CE 1792.csv,Exports,46,Eau-de-vie de genièvre,Portugal,132,pintes,,eau-de-vie de genièvre,1792,litres,.952146,eau-de-vie de genièvrepintes,,0.56678257
848,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Eau-de-vie de genièvre,République de Hollande,132,pintes,,eau-de-vie de genièvre,1792,litres,.952146,eau-de-vie de genièvrepintes,,0.56678257
1098,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Eau-de-vie de grains,Etats de l'empereur en Allemagne et en Flandre,545,muids,,eau-de-vie de grain,1792,litres,268.22,eau-de-vie de grainmuids,,
557,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Eau-de-vie de grains,Royaume de Naples et de Sicile et Duché de Parmes,390,muids,,eau-de-vie de grain,1792,,,eau-de-vie de grainmuids,,
989,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Eau-de-vie de grains,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",638,muids,,eau-de-vie de grain,1792,,,eau-de-vie de grainmuids,,
1099,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Eau-de-vie de grains,Etats de l'empereur en Allemagne et en Flandre,184,pintes,,eau-de-vie de grain,1792,litres,.952146,eau-de-vie de grainpintes,,
990,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Eau-de-vie de grains,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",160,pintes,,eau-de-vie de grain,1792,litres,.952146,eau-de-vie de grainpintes,,
556,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Eau-de-vie de vin ; par Marseille,Royaume de Naples et de Sicile et Duché de Parmes,3290,muids,,eau-de-vie de vin par Marseille,1792,litres,268.22,eau-de-vie de vin par Marseillemuids,,
987,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Eau-de-vie de vin,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",206,muids,,eau-de-vie de vin,1792,,,eau-de-vie de vinmuids,,
988,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Eau-de-vie de vin,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",208,pintes,,eau-de-vie de vin,1792,litres,.952146,eau-de-vie de vinpintes,,
722,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Eau-de-vie double,Angleterre y compris l'Ecosse et l'Irlande,3147,muids,,eau-de-vie double,1792,,,eau-de-vie doublemuids,,
89,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Eau-de-vie double,Espagne,88,muids,,eau-de-vie double,1792,,,eau-de-vie doublemuids,,
190,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie double,Europe,5582,muids,,eau-de-vie double,1792,,,eau-de-vie doublemuids,,
1094,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Eau-de-vie double,Etats de l'empereur en Allemagne et en Flandre,155,muids,,eau-de-vie double,1792,,,eau-de-vie doublemuids,,
865,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Eau-de-vie double,République de Hollande,10,muids,,eau-de-vie double,1792,,,eau-de-vie doublemuids,,
238,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Eau-de-vie double,Etats du Roi de Sardaigne,20,muids,,eau-de-vie double,1792,,,eau-de-vie doublemuids,,
1409,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Eau-de-vie double,Danemarck et Norvège,74,muids,,eau-de-vie double,1792,litres,268.22,eau-de-vie doublemuids,,
20,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Eau-de-vie double,Espagne,17,muids,,eau-de-vie double,1792,,,eau-de-vie doublemuids,,
160,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Eau-de-vie double,Europe,41740.87,muids,,eau-de-vie double,1792,,,eau-de-vie doublemuids,,
723,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Eau-de-vie double,Angleterre y compris l'Ecosse et l'Irlande,112,pintes,,eau-de-vie double,1792,litres,.952146,eau-de-vie doublepintes,,
1095,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Eau-de-vie double,Etats de l'empereur en Allemagne et en Flandre,144,pintes,,eau-de-vie double,1792,litres,.952146,eau-de-vie doublepintes,,
866,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Eau-de-vie double,République de Hollande,24,pintes,,eau-de-vie double,1792,litres,.952146,eau-de-vie doublepintes,,
239,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Eau-de-vie double,Etats du Roi de Sardaigne,254,pintes,,eau-de-vie double,1792,litres,.952146,eau-de-vie doublepintes,,
1410,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Eau-de-vie double,Danemarck et Norvège,144,pintes,,eau-de-vie double,1792,litres,.952146,eau-de-vie doublepintes,,
21,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Eau-de-vie double,Espagne,48,pintes,,eau-de-vie double,1792,litres,.952146,eau-de-vie doublepintes,,
1635,National/Divers - in/Résultats du CE 1792.csv,Imports,114,"Eau-de-vie, par Marseille",Etats Unis,595,muids,,eau-de-vie par Marseille,1792,litres,268.22,eau-de-vie par Marseillemuids,,
1636,National/Divers - in/Résultats du CE 1792.csv,Imports,114,"Eau-de-vie, par Marseille",Etats Unis,72,pintes,,eau-de-vie par Marseille,1792,litres,.952146,eau-de-vie par Marseillepintes,,
1666,National/Divers - in/Résultats du CE 1792.csv,Exports,115,Eau de vie simple,Etats Unis,72,bouteilles,,eau-de-vie simple,1792,,,eau-de-vie simplebouteilles,,
193,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie simple,Afrique,1764,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1181,National/Divers - in/Résultats du CE 1792.csv,Exports,90,Eau-de-vie simple,Allemagne et Pologne,81,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
724,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Eau-de-vie simple,Angleterre y compris l'Ecosse et l'Irlande,7565,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
194,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie simple,Asie,3410,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
90,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Eau-de-vie simple,Espagne,900,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
191,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie simple,Europe,33761,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1096,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Eau-de-vie simple,Etats de l'empereur en Allemagne et en Flandre,1328,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
867,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Eau-de-vie simple,République de Hollande,989,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
240,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Eau-de-vie simple,Etats du Roi de Sardaigne,293,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
352,National/Divers - in/Résultats du CE 1792.csv,Exports,55,Eau-de-vie simple,République de Gênes,25,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
582,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Eau-de-vie simple,Royaume de Naples et de Sicile et Duché de Parmes,70,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
472,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Eau-de-vie simple,Milanez et Toscane,227,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1411,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Eau-de-vie simple,Danemarck et Norvège,1178,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1461,National/Divers - in/Résultats du CE 1792.csv,Exports,102,Eau-de-vie simple,Suède,258,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1494,National/Divers - in/Résultats du CE 1792.csv,Exports,105,Eau-de-vie simple,Prusse,201,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1018,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Eau-de-vie simple,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",2347,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
165,National/Divers - in/Résultats du CE 1792.csv,Exports,46,Eau-de-vie simple,Portugal,44,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
195,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie simple,Pêches françaises,463,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1324,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Eau-de-vie simple,"Suisse, ses alliés et Genève",434,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1665,National/Divers - in/Résultats du CE 1792.csv,Exports,115,Eau de vie simple,Etats Unis,75,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
192,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Eau de vie simple,Amérique,1493,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1149,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Eau-de-vie simple,Allemagne et Pologne,540,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
22,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Eau-de-vie simple,Espagne,18236,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
161,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Eau-de-vie simple,Europe,60.84,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
845,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Eau-de-vie simple,République de Hollande,50,muids,,eau-de-vie simple,1792,,,eau-de-vie simplemuids,174.11951,
1182,National/Divers - in/Résultats du CE 1792.csv,Exports,90,Eau-de-vie simple,Allemagne et Pologne,211,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
725,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Eau-de-vie simple,Angleterre y compris l'Ecosse et l'Irlande,100,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
91,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Eau-de-vie simple,Espagne,216,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
1097,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Eau-de-vie simple,Etats de l'empereur en Allemagne et en Flandre,232,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
868,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Eau-de-vie simple,République de Hollande,132,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
241,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Eau-de-vie simple,Etats du Roi de Sardaigne,187,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
583,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Eau-de-vie simple,Royaume de Naples et de Sicile et Duché de Parmes,144,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
1495,National/Divers - in/Résultats du CE 1792.csv,Exports,105,Eau-de-vie simple,Prusse,232,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
1412,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Eau-de-vie simple,Danemarck et Norvège,24,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
1462,National/Divers - in/Résultats du CE 1792.csv,Exports,102,Eau-de-vie simple,Suède,160,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
1019,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Eau-de-vie simple,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",200,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
166,National/Divers - in/Résultats du CE 1792.csv,Exports,46,Eau-de-vie simple,Portugal,138,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
1325,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Eau-de-vie simple,"Suisse, ses alliés et Genève",87,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
1150,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Eau-de-vie simple,Allemagne et Pologne,268,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
23,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Eau-de-vie simple,Espagne,46,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
846,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Eau-de-vie simple,République de Hollande,192,pintes,,eau-de-vie simple,1792,litres,.952146,eau-de-vie simplepintes,.81467724,
436,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Eau-de-vie,Milanez et Toscane,639,muids,,eau-de-vie,1792,,,eau-de-viemuids,177.65517,
318,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Eau-de-vie,République de Gênes,41,muids,,eau-de-vie,1792,,,eau-de-viemuids,177.65517,
319,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Eau-de-vie,République de Gênes,24,pintes,,eau-de-vie,1792,litres,.952146,eau-de-viepintes,1.0573713,
437,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Eau-de-vie,Milanez et Toscane,72,pintes,,eau-de-vie,1792,litres,.952146,eau-de-viepintes,1.0573713,
201,National/Divers - in/Détail des I et X_1792.csv,Imports,27,Ecaille de tortue,Europe,6485,livres,,écaille de tortue,1792,kg,.48949999,écaille de tortuelivres,,
849,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Ecailles de tortue,République de Hollande,11.75,quintaux,,écaille de tortue,1792,kg,48.949999,écaille de tortuequintaux,,
24,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Ecailles,Espagne,45.52,quintaux,,écaille,1792,kg,48.949999,écaillequintaux,,
221,National/Divers - in/Détail des I et X_1792.csv,Exports,28,Ecorces de cacao,Europe,71400,livres,,écorce de cacao,1792,kg,.48949999,écorce de cacaolivres,,
222,National/Divers - in/Détail des I et X_1792.csv,Exports,28,Ecorces de chêne,Europe,266370,livres,,écorce de chêne,1792,kg,.48949999,écorce de chênelivres,.067828745,
223,National/Divers - in/Détail des I et X_1792.csv,Exports,28,Encens,Europe,110913,livres,,encens,1792,kg,.48949999,encenslivres,,
204,National/Divers - in/Détail des I et X_1792.csv,Imports,27,Encens,Europe,77095,livres,,encens,1792,kg,.48949999,encenslivres,,
474,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Encens,Milanez et Toscane,321.34,quintaux,,encens,1792,kg,48.949999,encensquintaux,,
584,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Encens,Royaume de Naples et de Sicile et Duché de Parmes,59,quintaux,,encens,1792,kg,48.949999,encensquintaux,,
1020,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Encens,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",350.75,quintaux,,encens,1792,kg,48.949999,encensquintaux,,
1638,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Encens,Etats Unis,117.6,quintaux,,encens,1792,kg,48.949999,encensquintaux,,
