numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_2,remarks,doubleaccounts
437,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Matières première///Articles réunis,Royaume de Genes,38800,18841200,216900,,0
438,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Matières première///Articles réunis,Empire ottoman et toscane,4700,18841200,216900,,0
439,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Matières première///Articles réunis,Royaume de sardaigne,18000,18841200,216900,,0
440,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Matières première///Articles réunis,Empire d'Autriche,8100,18841200,216900,,0
441,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,1///Matières première///Articles réunis,Angleterre,17300,18841200,216900,,0
442,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,"2///Matières première///Brai, goudron et résine",Royaume d'Espagne,162200,13159500,600100,,0
443,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,"2///Matières première///Brai, goudron et résine",Hollande,26100,13159500,600100,,0
444,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,"2///Matières première///Brai, goudron et résine",Royaume de Prusse,2000,13159500,600100,,0
445,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,"2///Matières première///Brai, goudron et résine",Villes anséatiques,9900,13159500,600100,,0
446,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,"2///Matières première///Brai, goudron et résine",Royaume de Danemarck,1200,13159500,600100,,0
447,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,"2///Matières première///Brai, goudron et résine",Milanes et toscane,6200,13159500,600100,,0
448,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Royaume de Genes,14500,13159500,600100,,0
449,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Empire ottoman et barbarie,17700,13159500,600100,,0
450,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Royaume de Naples,9800,13159500,600100,,0
451,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Royaume de sardaigne,5700,13159500,600100,,0
452,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Empire d'Autriche,20700,13159500,600100,,0
453,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Empire de Russie,2700,13159500,600100,,0
454,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Royaume de Portugal,56300,13159500,600100,,0
455,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Etats de Rome,2800,13159500,600100,,0
456,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine",Angleterre,20700,13159500,600100,,0
457,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,"2///Matières première///Brai, goudron et résine","Colonies francaises en Amérique,Asie et afrique",241600,13159500,600100,,0
458,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Bois divers,Royaume d'Espagne,148500,13159500,1564100,,0
459,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Bois divers,Hollande,78000,13159500,1564100,,0
460,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Bois divers,Etats d'Allemagne,32800,13159500,1564100,,0
461,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Bois divers,République de suisse,27600,13159500,1564100,,0
462,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Bois divers,Villes anséatiques,16200,13159500,1564100,,0
463,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Bois divers,Royaume de Suede,2400,13159500,1564100,,0
464,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Bois divers,Milanes et toscane,86200,13159500,1564100,,0
465,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,Royaume de Genes,19900,13159500,1564100,,0
466,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,Empire ottoman et barbarie,144100,13159500,1564100,,0
467,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,Royaume de Naples,31600,13159500,1564100,,0
468,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,Royaume de sardaigne,36200,13159500,1564100,,0
469,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,Empire d'Autriche,45500,13159500,1564100,,0
470,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,Royaume de Portugal,1300,13159500,1564100,,0
471,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,Etats de Rome,25400,13159500,1564100,,0
472,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,Angleterre,42500,13159500,1564100,,0
473,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,République de VENISE,10100,13159500,1564100,,0
474,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Bois divers,"Colonies francaises en Amérique,Asie et afrique",815800,13159500,1564100,,0
475,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cires jaune et blanche,Royaume d'Espagne,156200,13159500,499600,,0
476,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cires jaune et blanche,Hollande,3900,13159500,499600,,0
477,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cires jaune et blanche,République de suisse,32800,13159500,499600,,0
478,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cires jaune et blanche,Royaume de Suede,13500,13159500,499600,,0
479,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cires jaune et blanche,Milanes et toscane,19400,13159500,499600,,0
480,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cires jaune et blanche,Royaume de Genes,8800,13159500,499600,,0
481,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cires jaune et blanche,Empire ottoman et barbarie,5600,13159500,499600,,0
482,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cires jaune et blanche,Royaume de Naples,85600,13159500,499600,,0
483,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cires jaune et blanche,Royaume de sardaigne,161800,13159500,499600,,0
484,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cires jaune et blanche,Empire d'Autriche,1600,13159500,499600,,0
485,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cires jaune et blanche,Royaume de Portugal,1100,13159500,499600,,0
486,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cires jaune et blanche,Angleterre,3100,13159500,499600,,0
487,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cires jaune et blanche,République de VENISE,6200,13159500,499600,,0
488,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cuirs appretés,Royaume d'Espagne,370000,13159500,1488100,,0
489,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cuirs appretés,Hollande,3100,13159500,1488100,,0
490,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cuirs appretés,Etats d'Allemagne,6500,13159500,1488100,,0
491,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cuirs appretés,République de suisse,61100,13159500,1488100,,0
492,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cuirs appretés,Villes anséatiques,8500,13159500,1488100,,0
493,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cuirs appretés,Royaume de Suede,1000,13159500,1488100,,0
494,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Cuirs appretés,Milanes et toscane,19900,13159500,1488100,,0
495,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,Royaume de Genes,82000,13159500,1488100,,0
496,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,Empire ottoman et barbarie,79100,13159500,1488100,,0
497,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,Royaume de Naples,173700,13159500,1488100,,0
498,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,Royaume de sardaigne,272100,13159500,1488100,,0
499,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,Empire d'Autriche,82100,13159500,1488100,,0
500,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,Royaume de Portugal,29500,13159500,1488100,,0
501,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,Etats de Rome,180900,13159500,1488100,,0
502,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,Angleterre,18900,13159500,1488100,,0
503,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Cuirs appretés,"Colonies francaises en Amérique,Asie et afrique",99700,13159500,1488100,,0
504,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de trèfle,Hollande,5000,13159500,307900,,0
505,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de trèfle,Etats d'Allemagne,2300,13159500,307900,,0
506,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de trèfle,République de suisse,3400,13159500,307900,,0
507,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de trèfle,Villes anséatiques,3200,13159500,307900,,0
508,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines de trèfle,Royaume de Genes,31200,13159500,307900,,0
509,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines de trèfle,Royaume de sardaigne,16400,13159500,307900,,0
510,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines de trèfle,Empire d'Autriche,129600,13159500,307900,,0
511,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines de trèfle,Angleterre,116800,13159500,307900,,0
512,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de jardin,Hollande,94000,13159500,234600,,0
513,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de jardin,Royaume de Prusse,11800,13159500,234600,,0
514,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de jardin,République de suisse,46800,13159500,234600,,0
515,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de jardin,Villes anséatiques,30900,13159500,234600,,0
516,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines de jardin,Milanes et toscane,1900,13159500,234600,,0
517,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines de jardin,Empire d'Autriche,4500,13159500,234600,,0
518,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines de jardin,Angleterre,44700,13159500,234600,,0
519,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines diverses,Royaume d'Espagne,49600,13159500,560700,,0
520,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines diverses,Hollande,78800,13159500,560700,,0
521,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines diverses,République de suisse,47600,13159500,560700,,0
522,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines diverses,Villes anséatiques,3600,13159500,560700,,0
523,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines diverses,Royaume de Danemarck,1200,13159500,560700,,0
524,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Graines diverses,Milanes et toscane,14500,13159500,560700,,0
525,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines diverses,Royaume de Genes,31200,13159500,560700,,0
526,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines diverses,Royaume de sardaigne,29400,13159500,560700,,0
527,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines diverses,Empire d'Autriche,38500,13159500,560700,,0
528,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines diverses,Angleterre,212600,13159500,560700,,0
529,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Graines diverses,"Colonies francaises en Amérique,Asie et afrique",53700,13159500,560700,,0
530,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Huile de graine,Royaume d'Espagne,33600,13159500,285500,,0
531,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Huile de graine,Hollande,1800,13159500,285500,,0
532,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Huile de graine,Etats d'Allemagne,2000,13159500,285500,,0
533,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Huile de graine,République de suisse,142600,13159500,285500,,0
534,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Huile de graine,Royaume de sardaigne,8400,13159500,285500,,0
535,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Huile de graine,Empire d'Autriche,5100,13159500,285500,,0
536,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Huile de graine,Angleterre,4800,13159500,285500,,0
537,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Huile de graine,"Colonies francaises en Amérique,Asie et afrique",87200,13159500,285500,,0
538,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Pain de navette,Empire d'Autriche,457400,13159500,457400,,0
539,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Suif,"Colonies francaises en Amérique,Asie et afrique",236100,13159500,236100,,0
540,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Charbons,Etats d'Allemagne,5900,13159500,664700,,0
541,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,9,2///Matières première///Charbons,Etats-Unis d'Amérique,1100,13159500,664700,,0
542,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Charbons,Royaume de sardaigne,6400,13159500,664700,,0
543,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,10,2///Matières première///Charbons,Empire d'Autriche,597600,13159500,664700,,0
