numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts,remarks
809,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Etoffes,Villes Anséatiques et Hollande,2700,0,
810,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Soieries et dorure,Villes Anséatiques et Hollande,6500,0,
811,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Etoffes mélangées de soie,Villes Anséatiques et Hollande,46100,0,
812,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Etoffes mêlées,Villes Anséatiques et Hollande,12900,0,
813,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Ouvrages mélangés ; Gazes, crêpes et tuls",Villes Anséatiques et Hollande,2200,0,
814,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Bonneterie,Villes Anséatiques et Hollande,700,0,
815,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Mouchoirs,Villes Anséatiques et Hollande,39300,0,
816,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Dentelles de fil et de soie,Villes Anséatiques et Hollande,13000,0,
817,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Rubanerie diverse,Villes Anséatiques et Hollande,16700,0,
818,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles mêlées de lin et de chanvre,Villes Anséatiques et Hollande,400,0,
819,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles mêlées de fil et coton,Villes Anséatiques et Hollande,3900,0,
820,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de chanvre,Villes Anséatiques et Hollande,17200,0,
821,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin,Villes Anséatiques et Hollande,36100,0,
822,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin batiste et linon,Villes Anséatiques et Hollande,18900,0,
823,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de courtil et à carreaux,Villes Anséatiques et Hollande,200,0,
824,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Toiles cirées, gommées et de crin",Villes Anséatiques et Hollande,600,0,
825,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles à voiles,Villes Anséatiques et Hollande,21200,0,
826,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Amidon,Villes Anséatiques et Hollande,300,0,
827,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Argenterie,Villes Anséatiques et Hollande,4500,0,
828,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Armes diverses,Villes Anséatiques et Hollande,1100,0,
829,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bijouterie,Villes Anséatiques et Hollande,47400,0,
830,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bouchons de liège,Villes Anséatiques et Hollande,8700,0,
831,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chandelle,Villes Anséatiques et Hollande,14000,0,
832,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cordages,Villes Anséatiques et Hollande,1600,0,
833,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Esprit de vin,Villes Anséatiques et Hollande,10900,0,
834,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Faïence et poterie,Villes Anséatiques et Hollande,32500,0,
835,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gants de peaux,Villes Anséatiques et Hollande,32000,0,
836,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Habillemens et lingerie,Villes Anséatiques et Hollande,74400,0,
837,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Horlogerie,Villes Anséatiques et Hollande,49400,0,
838,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Instruments divers,Villes Anséatiques et Hollande,900,0,
839,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Librairie,Villes Anséatiques et Hollande,9300,0,
840,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Mercerie,Villes Anséatiques et Hollande,264200,0,
841,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Meubles et glaces,Villes Anséatiques et Hollande,4500,0,
842,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de bois,Villes Anséatiques et Hollande,200,0,
843,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuir,Villes Anséatiques et Hollande,21500,0,
844,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuivre doré et argenté,Villes Anséatiques et Hollande,6900,0,
845,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de modes et fleurs artificielles,Villes Anséatiques et Hollande,30000,0,
846,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de passementerie,Villes Anséatiques et Hollande,600,0,
847,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de peaux,Villes Anséatiques et Hollande,2000,0,
848,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de terre cuire,Villes Anséatiques et Hollande,3500,0,
849,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Papeterie,Villes Anséatiques et Hollande,105600,0,
850,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parasols,Villes Anséatiques et Hollande,1000,0,
851,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parfumerie,Villes Anséatiques et Hollande,10200,0,
852,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Pierres et meules,Villes Anséatiques et Hollande,14000,0,
853,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Plumes de toutes sortes,Villes Anséatiques et Hollande,22100,0,
854,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Porcelaines,Villes Anséatiques et Hollande,5700,0,
855,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quincaillerie,Villes Anséatiques et Hollande,57600,0,
856,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Savon,Villes Anséatiques et Hollande,43200,0,
857,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tableaux et estampes,Villes Anséatiques et Hollande,3900,0,
858,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verrerie,Villes Anséatiques et Hollande,48900,0,
859,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Villes Anséatiques et Hollande,39400,0,
860,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cuivre,Royaume de Danemarck,36100,0,
861,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fers divers,Royaume de Danemarck,29100,0,
862,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fers aciers,Royaume de Danemarck,2600,0,
863,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fers blancs,Royaume de Danemarck,300,0,
864,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Plomb,Royaume de Danemarck,1900,0,
865,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Métaux divers,Royaume de Danemarck,200,0,
866,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chapellerie,Royaume de Danemarck,2700,0,
867,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Bonnetterie de coton et fil,Royaume de Danemarck,9800,0,
868,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Etoffes,Royaume de Danemarck,29900,0,
869,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Mouchoirs de coton et fil,Royaume de Danemarck,95000,0,
870,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Cotonnade ; Toiles, basin et nankin",Royaume de Danemarck,15100,0,
871,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Toiles mousseline,Royaume de Danemarck,2500,0,
872,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Toiles peintes et indiennes,Royaume de Danemarck,207300,0,
873,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Mouchoirs et schals,Royaume de Danemarck,700,0,
874,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Bonneterie,Royaume de Danemarck,1700,0,
875,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Draperies,Royaume de Danemarck,47800,0,
876,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Draperies ordinaires,Royaume de Danemarck,176900,0,
877,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Etoffes,Royaume de Danemarck,33000,0,
878,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages : Schals,Royaume de Danemarck,3400,0,
879,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Bonneterie,Royaume de Danemarck,14000,0,
880,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries : Etoffes,Royaume de Danemarck,512400,0,
881,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Soieries ; Gazes, crêpes et fuls",Royaume de Danemarck,21100,0,
882,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Mouchoirs et schals,Royaume de Danemarck,18300,0,
883,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Passementerie,Royaume de Danemarck,2100,0,
884,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Rubans,Royaume de Danemarck,173700,0,
885,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Etoffes,Royaume de Danemarck,8200,0,
886,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Soieries et dorure,Royaume de Danemarck,8600,0,
887,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Etoffes mélangées de soie,Royaume de Danemarck,9700,0,
888,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Etoffes mêlées,Royaume de Danemarck,2400,0,
889,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Ouvrages mélangés ; Gazes, crêpes et tuls",Royaume de Danemarck,3700,0,
890,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Dentelles de fil et de soie,Royaume de Danemarck,1500,0,
891,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Rubanerie diverse,Royaume de Danemarck,36700,0,
892,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles mêlées de lin et de chanvre,Royaume de Danemarck,50600,0,
893,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de chanvre,Royaume de Danemarck,68100,0,
894,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin,Royaume de Danemarck,2979100,0,
895,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin batiste et linon,Royaume de Danemarck,2400,0,
896,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de courtil et à carreaux,Royaume de Danemarck,324500,0,
897,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Toiles cirées, gommées et de crin",Royaume de Danemarck,2400,0,
898,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles à voiles,Royaume de Danemarck,5100,0,
899,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Amidon,Royaume de Danemarck,10500,0,
900,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Argenterie,Royaume de Danemarck,3200,0,
901,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bijouterie,Royaume de Danemarck,1500,0,
902,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bouchons de liège,Royaume de Danemarck,21800,0,
903,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chandelle,Royaume de Danemarck,3200,0,
904,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cordages,Royaume de Danemarck,2300,0,
905,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Faïence et poterie,Royaume de Danemarck,6700,0,
906,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Habillemens et lingerie,Royaume de Danemarck,107700,0,
907,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Horlogerie,Royaume de Danemarck,43300,0,
908,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Instruments divers,Royaume de Danemarck,5400,0,
909,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Librairie,Royaume de Danemarck,18100,0,
910,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Mercerie,Royaume de Danemarck,125600,0,
911,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Meubles et glaces,Royaume de Danemarck,213500,0,
912,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuir,Royaume de Danemarck,4000,0,
913,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de modes et fleurs artificielles,Royaume de Danemarck,6100,0,
914,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de passementerie,Royaume de Danemarck,400,0,
915,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de peaux,Royaume de Danemarck,600,0,
916,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Papeterie,Royaume de Danemarck,92100,0,
917,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Peaux et pelleterie,Royaume de Danemarck,12400,0,
918,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parfumerie,Royaume de Danemarck,6700,0,
919,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Pierres et meules,Royaume de Danemarck,2300,0,
920,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Plumes de toutes sortes,Royaume de Danemarck,75400,0,
921,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Porcelaines,Royaume de Danemarck,3000,0,
922,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quincaillerie,Royaume de Danemarck,62500,0,
923,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Savon,Royaume de Danemarck,15200,0,
924,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tableaux et estampes,Royaume de Danemarck,2900,0,
925,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verrerie,Royaume de Danemarck,115700,0,
926,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Royaume de Danemarck,40800,0,
927,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Bonneterie,Royaume de Suède,39300,0,
928,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries : Etoffes,Royaume de Suède,449500,0,
929,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Mouchoirs et schals,Royaume de Suède,20100,0,
930,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Rubans,Royaume de Suède,30700,0,
931,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Etoffes mélangées de soie,Royaume de Suède,2100,0,
932,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Mouchoirs,Royaume de Suède,2800,0,
933,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gants de peaux,Royaume de Suède,12800,0,
934,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Habillemens et lingerie,Royaume de Suède,900,0,
935,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Mercerie,Royaume de Suède,800,0,
936,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de peaux,Royaume de Suède,1100,0,
937,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de terre cuire,Royaume de Suède,15500,0,
938,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Papeterie,Royaume de Suède,13200,0,
939,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parfumerie,Royaume de Suède,4700,0,
940,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Porcelaines,Royaume de Suède,3900,0,
941,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quincaillerie,Royaume de Suède,300,0,
