numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value,remarks
632,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Fer blanc,99000,
633,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Plomb,20000,
634,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Articles réunis,15000,
635,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Toiles de coton et nankin,6302000,
636,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Articles réunis,3000,
637,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Merceries,2000,
638,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Ouvrages divers,1000,
639,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Colles de toute sorte,1000,
640,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Librairie,16000,
641,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Danemarck,Articles réunis,20000,
642,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Alun,17000,
643,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,"Cuivre, bronze et laiton",2000,
644,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Fers et aciers,700000,
645,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",539000,
646,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Suède,Articles réunis,2000,
647,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Garance,156000,
648,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Drogues diverses réunies,6000,
649,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Toiles diverses de lin et de chanvre,2000,
650,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Toiles de coton et nankin,2000,
651,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Peaux et pelleteries,2000,
652,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Savons,54000,
653,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Plumes d'autruche,9000,
654,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire Ottoman et Barbarie,Articles réunis,6000,
655,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Naples,Noix de galle,6000,
656,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Naples,Toiles de coton et nankin,4000,
657,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Naples,Articles réunis,8000,
658,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Naples,Marbres,19000,
659,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Rocou,23000,
660,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Noix de galle,14000,
661,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Drogues diverses réunies,1000,
662,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Anes,14000,
663,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Mulets,75000,
664,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,"Cuivre, bronze et laiton",7000,
665,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Fers et aciers,19000,
666,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Articles réunis,4000,
667,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Chapeaux de paille et d'écorce de bois,199000,
668,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Etoffes de soie,17000,
669,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,"Gazes, crèpes et rubans de soie",96000,
670,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Toiles diverses de lin et de chanvre,8000,
671,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Toiles de coton et nankin,6000,
672,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Articles réunis,52000,
673,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Peaux et pelleteries,56000,
674,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",2000,
675,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Marbres,5000,
676,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Merceries,10000,
677,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Ouvrages divers,3000,
678,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Habillement et lingerie,3000,
679,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Librairie,19000,
680,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Plumes d'autruche,33000,
681,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Meuble et miroirs,2000,
682,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Sardaigne,Articles réunis,84000,
683,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire de Russie,Fers et aciers,8000,
684,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Empire de Russie,Articles réunis,6000,
685,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Portugal,Indigo,13000,
686,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Portugal,Merceries,6000,
687,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Portugal,Articles réunis,2000,
688,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Alun,94000,
689,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Garance,156000,
690,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Noix de galle,199000,
691,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Drogues diverses réunies,3000,
692,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,"Cuivre, bronze et laiton",16000,
693,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Fers et aciers,16000,
694,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Toiles de coton et nankin,86000,
695,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Articles réunis,20000,
696,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Peaux et pelleteries,53000,
697,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",13000,
698,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Savons,34000,
699,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Marbres,14000,
700,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Merceries,9000,
701,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Ouvrages divers,5000,
702,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Librairie,14000,
703,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Plumes de toute sorte,1000,
704,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Meuble et miroirs,1000,
705,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Milanes et Toscane,Articles réunis,116000,
706,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Rocou,5000,
707,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Cochenille,40000,
708,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Alun,277000,
709,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Garance,65000,
710,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Noix de galle,556000,
711,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Drogues diverses réunies,26000,
712,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Mulets,13000,
713,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Argent vif,24000,
714,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,"Cuivre, bronze et laiton",38000,
715,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Fers et aciers,34000,
716,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Fer blanc,4000,
717,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Articles réunis,2000,
718,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Chapeaux de paille et d'écorce de bois,54000,
719,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,"Gazes, crèpes et rubans de soie",12000,
720,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Toiles diverses de lin et de chanvre,8000,
721,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Toiles de coton et nankin,257000,
722,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Articles réunis,4000,
723,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Peaux et pelleteries,171000,
724,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",57000,
725,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Savons,39000,
726,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Marbres,54000,
727,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Merceries,17000,
728,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Ouvrages de jonc,2000,
729,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Ouvrages divers,22000,
730,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Habillement et lingerie,4000,
731,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Librairie,13000,
732,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Plumes de toute sorte,3000,
733,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Plumes d'autruche,2000,
734,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Meuble et miroirs,4000,
735,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,République de Génes,Articles réunis,269000,
736,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Indigo,206000,
737,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Drogues diverses réunies,500000,
738,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,"Cuivre, bronze et laiton",306000,
739,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Fers et aciers,255000,
740,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Articles réunis,400000,
741,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Toiles diverses de lin et de chanvre,377000,
742,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Toiles de coton et nankin,481000,
743,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Articles réunis,263000,
744,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Peaux et pelleteries,100000,
745,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",45000,
746,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Merceries,46000,
747,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Prises et Saisies,Articles réunis,925000,
748,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Manne,5000,
749,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Quinquina,80000,
750,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Ipécacuanha,67000,
751,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Jus de réglisse,539000,
752,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Safran,1436000,
753,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Salsepareille,2000,
754,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Drogues réunies,55000,
755,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Gommes diverses,522000,
756,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Sels chimiques,141000,
757,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Drogues réunies,57000,
758,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,Monnaies étrangères et lingots,11108000,
759,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume d'Espagne,"D'une valeur moindre de 2,000 fr. chacun",1000,
760,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Manne,61000,
761,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Quinquina,52000,
762,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Ipécacuanha,37000,
763,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Jus de réglisse,12000,
764,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Safran,8000,
765,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Séné,43000,
766,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Salsepareille,15000,
767,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Drogues réunies,1096000,
768,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Gommes diverses,385000,
769,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Sels chimiques,250000,
770,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Drogues réunies,190000,
771,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,Monnaies étrangères et lingots,1173000,
772,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Hollande,"D'une valeur moindre de 2,000 fr. chacun",10000,
773,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9 ,Importations,Royaume de Prusse,Manne,25000,
