numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,doubleaccounts
638,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Etoffes riches,Empire d'Autriche,25100,1669400,0
639,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Etoffes riches,"Colonies francaises en Asie,Afrique en Amérique",19100,1669400,0
640,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Royaume d'Espagne,550100,5159600,0
641,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Hollande,107500,5159600,0
642,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Etats de l'Allemagne,1419400,5159600,0
643,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",République de suisse,280400,5159600,0
644,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Villes anséatiques,19900,5159600,0
645,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Royaume de Danemarck,21800,5159600,0
646,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Milanes et toscane,193100,5159600,0
647,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",République de Genes,71200,5159600,0
648,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Empire ottoman et barbarie,154400,5159600,0
649,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Royaume de Naples,56600,5159600,0
650,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Royaume de Sardaigne,1438500,5159600,0
651,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Empire d'Autriche,306000,5159600,0
652,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Empire de Russie,67500,5159600,0
653,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Royaume de Potugal,13400,5159600,0
654,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Etats de Rome,92600,5159600,0
655,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",Angleterre,160300,5159600,0
656,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie",République de Venise,25800,5159600,0
657,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,"///Objets manufacturés///Gazes, crepes et mouchoirs de soie","Colonies francaises en Asie,Afrique en Amérique",181100,5159600,0
658,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Mouchoirs divers en fil et coton,Royaume d'Espagne,297000,4774600,0
659,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Mouchoirs divers en fil et coton,Villes anséatiques,25300,4774600,0
660,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mouchoirs divers en fil et coton,Royaume de Sardaigne,69400,4774600,0
661,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mouchoirs divers en fil et coton,Empire d'Autriche,87200,4774600,0
662,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mouchoirs divers en fil et coton,Royaume de Potugal,11200,4774600,0
663,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mouchoirs divers en fil et coton,Angleterre,59600,4774600,0
664,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mouchoirs divers en fil et coton,"Colonies francaises en Asie,Afrique en Amérique",4224900,4774600,0
665,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Rubannerie de soie,Royaume d'Espagne,301900,2518400,0
666,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Rubannerie de soie,Hollande,20300,2518400,0
667,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Rubannerie de soie,Etats de l'Allemagne,739200,2518400,0
668,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Rubannerie de soie,République de suisse,387700,2518400,0
669,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Rubannerie de soie,Etats-Unis d'amérique,29400,2518400,0
670,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Rubannerie de soie,Royaume de Naples,77600,2518400,0
671,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Rubannerie de soie,Royaume de Sardaigne,282500,2518400,0
672,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Rubannerie de soie,Empire d'Autriche,217600,2518400,0
673,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Rubannerie de soie,Empire de Russie,14500,2518400,0
674,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Rubannerie de soie,Royaume de Potugal,29300,2518400,0
675,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Rubannerie de soie,"Colonies francaises en Asie,Afrique en Amérique",418400,2518400,0
676,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Rubannerie ordinaire,Royaume d'Espagne,11800,39300,0
677,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Rubannerie ordinaire,Angleterre,21500,39300,0
678,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Rubannerie ordinaire,"Colonies francaises en Asie,Afrique en Amérique",6000,39300,0
679,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,Royaume d'Espagne,10989500,35187900,0
680,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,Hollande,403100,35187900,0
681,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,Royaume de Prusse,96800,35187900,0
682,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,Etats de l'Allemagne,1113300,35187900,0
683,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,République de suisse,159600,35187900,0
684,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,Etats-Unis d'amérique,43800,35187900,0
685,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,Villes anséatiques,80400,35187900,0
686,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,Royaume de Suède,52600,35187900,0
687,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toiles de lin et de chanvre,Milanes et toscane,122100,35187900,0
688,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,République de Genes,40300,35187900,0
689,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,Empire ottoman et barbarie,19800,35187900,0
690,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,Royaume de Naples,13400,35187900,0
691,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,Royaume de Sardaigne,387600,35187900,0
692,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,Empire d'Autriche,2061400,35187900,0
693,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,Empire de Russie,26400,35187900,0
694,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,Royaume de Potugal,446100,35187900,0
695,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,Etats de Rome,40200,35187900,0
696,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,Angleterre,2325500,35187900,0
697,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,République de Venise,57600,35187900,0
698,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toiles de lin et de chanvre,"Colonies francaises en Asie,Afrique en Amérique",16708400,35187900,0
699,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de coton,Royaume d'Espagne,713900,11359800,0
700,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de coton,Hollande,24700,11359800,0
701,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de coton,Etats de l'Allemagne,97800,11359800,0
702,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de coton,République de suisse,71300,11359800,0
703,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de coton,Etats-Unis d'amérique,43900,11359800,0
704,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de coton,Milanes et toscane,68300,11359800,0
705,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de coton,Empire ottoman et barbarie,28800,11359800,0
706,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de coton,Royaume de Naples,17400,11359800,0
707,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de coton,Royaume de Sardaigne,193100,11359800,0
708,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de coton,Empire d'Autriche,156900,11359800,0
709,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de coton,Angleterre,116800,11359800,0
710,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de coton,"Colonies francaises en Asie,Afrique en Amérique",9826900,11359800,0
711,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de fil et coton,Royaume d'Espagne,37900,1191100,0
712,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de fil et coton,Hollande,26200,1191100,0
713,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de fil et coton,Etats de l'Allemagne,28400,1191100,0
714,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de fil et coton,République de suisse,142700,1191100,0
715,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Toile de fil et coton,Milanes et toscane,16900,1191100,0
716,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de fil et coton,Royaume de Naples,14700,1191100,0
717,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de fil et coton,Royaume de Sardaigne,343000,1191100,0
718,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de fil et coton,Empire d'Autriche,145700,1191100,0
719,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de fil et coton,Etats de Rome,31200,1191100,0
720,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de fil et coton,Angleterre,50400,1191100,0
721,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Toile de fil et coton,"Colonies francaises en Asie,Afrique en Amérique",354000,1191100,0
722,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Mousselines,Royaume d'Espagne,1194500,3907800,0
723,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Mousselines,Milanes et toscane,104000,3907800,0
724,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mousselines,Royaume de Sardaigne,334400,3907800,0
725,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mousselines,Empire d'Autriche,97300,3907800,0
726,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mousselines,Angleterre,238300,3907800,0
727,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Mousselines,"Colonies francaises en Asie,Afrique en Amérique",1939300,3907800,0
728,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Objets manufacturés réunis,Royaume d'Espagne,1600,666700,0
729,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Objets manufacturés réunis,Etats de l'Allemagne,15800,666700,0
730,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Objets manufacturés réunis,République de suisse,18700,666700,0
731,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Objets manufacturés///Objets manufacturés réunis,Milanes et toscane,17100,666700,0
732,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Objets manufacturés réunis,Royaume de Sardaigne,13000,666700,0
733,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Objets manufacturés///Objets manufacturés réunis,"Colonies francaises en Asie,Afrique en Amérique",600500,666700,0
734,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Industrie générale///Merceries,Royaume d'Espagne,854600,3623000,0
735,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Industrie générale///Merceries,Hollande,23500,3623000,0
736,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Industrie générale///Merceries,Etats de l'Allemagne,288400,3623000,0
737,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Industrie générale///Merceries,République de suisse,272500,3623000,0
738,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,4,///Industrie générale///Merceries,Milanes et toscane,122100,3623000,0
739,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Industrie générale///Merceries,République de Genes,64700,3623000,0
740,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Industrie générale///Merceries,Empire ottoman et barbarie,105300,3623000,0
741,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Industrie générale///Merceries,Royaume de Naples,92700,3623000,0
742,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Industrie générale///Merceries,Royaume de Sardaigne,373300,3623000,0
743,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Industrie générale///Merceries,Empire d'Autriche,228200,3623000,0
744,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Industrie générale///Merceries,Empire de Russie,125800,3623000,0
745,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,5,///Industrie générale///Merceries,Royaume de Potugal,27000,3623000,0
