numrodeligne,datantryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
719,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Fers aciers,103000
720,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Plomb et toutenague,77400
721,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Zinc pour fabriquer le laiton,353500
722,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Chapeaux de paille et d'écorce de bois,19700
723,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Cotonades en nankin,6100
724,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Rubannerie et passementerie diverses (celles de soie et dorure exceptées),35200
725,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Soieries en étoffes, gaze, crêpe, rubans et passementerie",5300
726,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Tissus de laine en tapis,73800
727,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Tissus de lin et de chanvre en toile diverses,13966500
728,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Tissus de toile de coutil,422600
729,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Tissus de toile en linge de table,147300
730,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Tissus dentelles de fil,1623600
731,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Articles réunis,12300
732,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Bijouterie, diamans, perles et pierres fines, montés ou non montés",108800
733,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Colles ordinaires,360900
734,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Colles de poisson,57300
735,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Cordages de chanvre,8400
736,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Dorure fausse, en or et argent battu, tiré et laminé",400
737,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Embarcations avec agrès,4500
738,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Instrumens propres aux arts et aux sciences,12300
739,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Joncs pour cannes, bambous et rotins",22900
740,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Librairie,36600
741,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Mercerie commune,163300
742,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Mercerie Bimbeloterie,10700
743,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Mercerie fine,90500
744,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Meubles,33400
745,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Objets de collection, peinture, sculpture, gravure et histoire naturelle",81400
746,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Ouvrages de bois ; avirons, balais, vannerie, &c",28800
747,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Ouvrages de bois ; boissellerie,33200
748,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Ouvrages de bois ; futailles,6000
749,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Ouvrages de sparterie commune, cordages de jonc, &c",44600
750,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Ouvrages de terre cuite. Briques, tuiles, carreaux",61500
751,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Parfumeries diverses. Eaux de senteur, huiles, essences, poudre, pommades et autres parfums",29500
752,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Peaux de veau, mouton et chèvre, brutes",500
753,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Peaux Pelleteries,33700
754,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,"Pierres en meules, à aiguiser et à taillandier",29500
755,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Plumes de parure brutes,12900
756,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Plumes à écrire et à lit,22400
757,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Poterie de terre,32000
758,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Quincaillerie de toute sorte,76600
759,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Quincaillerie faux et faucilles,120800
760,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Quincaillerie limes de toute sorte,85000
761,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Voitures,2000
762,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Royaume des Pays-Bas et ses colonies,Articles réunis,90200
763,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Cuivre,261300
764,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Etain,1400
765,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Fers divers,109000
766,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Fers aciers,10600
767,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Plomb et toutenague,33900
768,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Zinc pour fabriquer le laiton,3000
769,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Chapeaux de paille et d'écorce de bois,82600
770,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Rubannerie et passementerie diverses (celles de soie et dorure exceptées),92400
771,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Soieries en étoffes, gaze, crêpe, rubans et passementerie",2100
772,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Tissus de laine en tapis,56500
773,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Tissus de lin et de chanvre en toile diverses,566900
774,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Tissus de toile en linge de table,4000
775,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Tissus dentelles de fil,1000
776,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Articles réunis,8200
777,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Bijouterie, diamans, perles et pierres fines, montés ou non montés",20500
778,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Carton moulé,6800
779,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Colles ordinaires,244000
780,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Colles de poisson,26400
781,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Cordages de chanvre,1600
782,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Dorure fausse, en or et argent battu, tiré et laminé",282400
783,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Embarcations avec agrès,7800
784,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Horlogerie,187400
785,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Instrumens propres aux arts et aux sciences,32100
786,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Joncs pour cannes, bambous et rotins",14300
787,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Librairie,73400
788,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Mercerie commune,109800
789,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Mercerie Bimbeloterie,89000
790,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Mercerie fine,45100
791,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Meubles,8600
792,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Miroirs et glaces,408800
793,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Objets de collection, peinture, sculpture, gravure et histoire naturelle",33500
794,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Ouvrages de bois ; avirons, balais, vannerie, &c",17300
795,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Ouvrages de bois ; boissellerie,11700
796,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Ouvrages de bois ; futailles,36000
797,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Ouvrages de sparterie commune, cordages de jonc, &c",11500
798,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Ouvrages de terre cuite. Briques, tuiles, carreaux",5400
799,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Parfumeries diverses. Eaux de senteur, huiles, essences, poudre, pommades et autres parfums",8300
800,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Peaux de veau, mouton et chèvre, brutes",93900
801,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Peaux Pelleteries,96700
802,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,"Pierres en meules, à aiguiser et à taillandier",8800
803,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Plumes de parure brutes,12100
804,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Plumes à écrire et à lit,70100
805,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Poterie de terre,24300
806,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Quincaillerie de toute sorte,24000
807,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Quincaillerie faux et faucilles,420900
808,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Quincaillerie laiton filé noir et jaune p.r épingles,19000
809,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Quincaillerie limes de toute sorte,26100
810,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Rassades et autres vitrifications,294600
811,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Etats de l'Allemagne,Articles réunis,19100
812,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Cuivre,44900
813,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Etain,9200
814,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Fers aciers,38100
815,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Chapeaux de paille et d'écorce de bois,40800
816,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Rubannerie et passementerie diverses (celles de soie et dorure exceptées),245800
817,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,"Soieries en étoffes, gaze, crêpe, rubans et passementerie",244900
818,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Tissus de fleuret en étoffes et rubanneries,22300
819,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Tissus de lin et de chanvre en toile diverses,195100
820,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Tissus de toile de coutil,1100
821,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Tissus de toile en linge de table,11500
822,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Tissus dentelles de fil,210700
823,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Articles réunis,3800
824,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,"Bijouterie, diamans, perles et pierres fines, montés ou non montés",87900
825,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Colles ordinaires,3500
826,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Colles de poisson,2000
827,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,"Dorure fausse, en or et argent battu, tiré et laminé",10300
828,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Horlogerie,143500
829,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Instrumens propres aux arts et aux sciences,39100
830,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Librairie,47400
831,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Mercerie commune,8900
832,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Mercerie Bimbeloterie,1000
833,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Mercerie fine,3200
834,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Meubles,10600
835,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,Miroirs et glaces,7300
836,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Importations,Suisse,"Objets de collection, peinture, sculpture, gravure et histoire naturelle",67200
