numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
2184,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gingembre,Hollande,20838.6,,,110829.703125,,0
2185,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gingembre,Italie,7908.2002,,,110829.703125,,0
2186,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gingembre,Levant,13156.8,,,110829.703125,,0
2187,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gingembre,Nord,52958.199,,,110829.703125,,0
2188,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gingembre,Suede,4,,,110829.703125,,0
2189,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gingembre,Suisse,6384.2998,,,110829.703125,,0
2190,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Glaces de miroirs,Allemagne,5600,,,8129,,0
2191,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Glaces de miroirs,Flandre,1989,,,8129,,0
2192,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Glaces de miroirs,Hollande,120,,,8129,,0
2193,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Glaces de miroirs,Isles,120,,,8129,,0
2194,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Glaces de miroirs,Russie,300,,,8129,,0
2195,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Glue,Allemagne,670,,,673,,0
2196,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Glue,Espagne,3,,,673,,0
2197,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gomme ; adragan,Espagne,7989.7998,9385.90039062,,231180.046875,,0
2198,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gomme ; adragan,Flandre,8.699999800000001,9385.90039062,,231180.046875,,0
2199,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gomme ; adragan,Italie,988.40002,9385.90039062,,231180.046875,,0
2200,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,71,Gomme ; adragan,Nord,399,9385.90039062,,231180.046875,,0
2201,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; arabique,Espagne,11820,72658,,231180.046875,,0
2202,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; arabique,Hollande,31816,72658,,231180.046875,,0
2203,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; arabique,Italie,13622,72658,,231180.046875,,0
2204,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; arabique,Nord,15400,72658,,231180.046875,,0
2205,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; de Barbarie,Espagne,9727.5,26295,,231180.046875,,0
2206,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; de Barbarie,Italie,105,26295,,231180.046875,,0
2207,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; de Barbarie,Nord,16462.5,26295,,231180.046875,,0
2208,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; commune,Flandre,14,143.199996948,,231180.046875,,0
2209,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; commune,Suisse,129.2,143.199996948,,231180.046875,,0
2210,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; lacque,Italie,1874,6906.5,,231180.046875,,0
2211,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; lacque,Levant,4920,6906.5,,231180.046875,,0
2212,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; lacque,Savoye,112.5,6906.5,,231180.046875,,0
2213,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; de Sénégal,Flandre,885,115791.453125,,231180.046875,,0
2214,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; de Sénégal,Hollande,17373,115791.453125,,231180.046875,,0
2215,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; de Sénégal,Nord,93791.25,115791.453125,,231180.046875,,0
2216,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; de Sénégal,Suede,150,115791.453125,,231180.046875,,0
2217,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gomme ; de Sénégal,Suisse,3592.2,115791.453125,,231180.046875,,0
2218,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gourgouran,Hollande,45120,,,46920,,0
2219,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Gourgouran,Nord,1800,,,46920,,0
2220,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Graine ; d'Avignon,Espagne,97.5,774.5,,107684.703125,,0
2221,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Graine ; d'Avignon,Italie,514.5,774.5,,107684.703125,,0
2222,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,72,Graine ; d'Avignon,Nord,162.5,774.5,,107684.703125,,0
2223,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de buisson,Savoye,150,164,,107684.703125,,0
2224,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de buisson,Suisse,14,164,,107684.703125,,0
2225,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de canarie,Flandre,437.79999,1042.80004883,,107684.703125,,0
2226,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de canarie,Nord,550,1042.80004883,,107684.703125,,0
2227,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de canarie,Savoye,55,1042.80004883,,107684.703125,,0
2228,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de chanvre,Italie,4525,8715.25,,107684.703125,,0
2229,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de chanvre,Suisse,4190.25,8715.25,,107684.703125,,0
2230,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de choux,Angleterre,13.75,,,107684.703125,,0
2231,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; d'esparceil,Savoye,102.5,,,107684.703125,,0
2232,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de foin,Espagne,120,7575,,107684.703125,,0
2233,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de foin,Savoye,7455,7575,,107684.703125,,0
2234,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de genievre,Flandre,822,1365,,107684.703125,,0
2235,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de genievre,Hollande,543,1365,,107684.703125,,0
2236,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de jardin,Allemagne,878,57856.75,,107684.703125,,0
2237,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de jardin,Flandre,1558.75,57856.75,,107684.703125,,0
2238,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de jardin,Hollande,36315,57856.75,,107684.703125,,0
2239,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de jardin,Isles,134.5,57856.75,,107684.703125,,0
2240,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de jardin,Italie,10736,57856.75,,107684.703125,,0
2241,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de jardin,Nord,4515.5,57856.75,,107684.703125,,0
2242,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de jardin,Savoye,1483,57856.75,,107684.703125,,0
2243,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de jardin,Suisse,2236,57856.75,,107684.703125,,0
2244,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; jaune,Hollande,3947,4781.5,,107684.703125,,0
2245,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; jaune,Italie,256,4781.5,,107684.703125,,0
2246,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; jaune,Nord,578.5,4781.5,,107684.703125,,0
2247,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de lin,Hollande,2004,,,107684.703125,,0
2248,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de luzerne,Italie,163.5,2785.14990234,,107684.703125,,0
2249,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de luzerne,Nord,1194.4,2785.14990234,,107684.703125,,0
2250,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de luzerne,Savoye,948.5,2785.14990234,,107684.703125,,0
2251,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de luzerne,Suisse,478.75,2785.14990234,,107684.703125,,0
2252,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de millet,Espagne,6685,17025,,107684.703125,,0
2253,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de millet,Italie,10340,17025,,107684.703125,,0
2254,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de moutarde,Espagne,342,1445.59997559,,107684.703125,,0
2255,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de moutarde,Flandre,344,1445.59997559,,107684.703125,,0
2256,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de moutarde,Italie,684.59998,1445.59997559,,107684.703125,,0
2257,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,73,Graine ; de moutarde,Suisse,75,1445.59997559,,107684.703125,,0
2258,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de navets,Espagne,18,,,107684.703125,,0
2259,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de navettes,Allemagne,190,382,,107684.703125,,0
2260,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de navettes,Angleterre,192,382,,107684.703125,,0
2261,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de treffle,Angleterre,935,1624.90002441,,107684.703125,,0
2262,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de treffle,Espagne,441.60001,1624.90002441,,107684.703125,,0
2263,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de treffle,Flandre,27.5,1624.90002441,,107684.703125,,0
2264,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de treffle,Savoye,142.8,1624.90002441,,107684.703125,,0
2265,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de treffle,Suisse,78,1624.90002441,,107684.703125,,0
2266,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graine ; de vesse,Allemagne,9,,,107684.703125,,0
2267,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Graisse,Isles,550,,,,,0
2268,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Grenat,Isles,162,,,,,0
2269,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Grisette,Espagne,1176,,,20580,,0
2270,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Grisette,Italie,5628,,,20580,,0
2271,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Grisette,Levant,13776,,,20580,,0
2272,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Gruau,Allemagne,1.6,,,5265.20019531,,0
2273,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Gruau,Guinée,3591.1001,,,5265.20019531,,0
2274,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Gruau,Isles,1672.5,,,5265.20019531,,0
2275,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Guinée,Guinée,300270,,,460176,,0
2276,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Guinée,Hollande,35100,,,460176,,0
2277,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Guinée,Isles,2400,,,460176,,0
2278,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Guinée,Nord,122406,,,460176,,0
2279,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Guinguan,Guinée,37474.5,,,158649.5,,0
2280,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Guinguan,Hollande,98500,,,158649.5,,0
2281,Milewski,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,Objet Général,1755,Exports,74,Guinguan,Isles,11875,,,158649.5,,0
