Numéro de ligne,Data entry by,Source,Year,Exports-Imports,Sheet,Marchandises,Marchandises,Marchandises-1,Marchandises-2,Marchandises-3,Marchandises-4,Pays,Leur Valeur,,Leur valeur recalculée,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Leur Valeur (sub-total 2),,Total,,Remarks
2 332,Annick Davis,Montbret 849,1752,Imports,199,Tabac ; en poudre,Tabac , en poudre,,,,Espagne,5 390,0,"5 390,00",6 391,5,,,,2 011 162,0,
2 357,Annick Davis,Montbret 849,1752,Imports,201,Tartre,Tartre,,,,,Espagne,744,0,"744,00",,,,,,11 472,10,
2 368,Annick Davis,Montbret 849,1752,Imports,202,Terebenthine,Terebenthine,,,,,Espagne,160,10,"160,50",,,,,,2 415,0,
2 386,Annick Davis,Montbret 849,1752,Imports,202,Thé,Thé,,,,,Espagne,9 975,0,"9 975,00",,,,,,740,0,
2 394,Annick Davis,Montbret 849,1752,Imports,203,Thon ; mariné,Thon , mariné,,,,Espagne,150,0,"150,00",510,0,,,,740,0,
2 427,Annick Davis,Montbret 849,1752,Imports,206,Toile ; diverses,Toile , diverses,,,,Espagne,55 200,0,"55 200,00",193 013,0,,,,150 094,3,
2 432,Annick Davis,Montbret 849,1752,Imports,206,Toile ; d'Emballage,Toile , d'Emballage,,,,Espagne,2 934,0,"2 934,00",42 255,16,,,,150 094,3,
2 472,Annick Davis,Montbret 849,1752,Imports,209,Trenelle ; d'espars,Trenelle , d'espars,,,,Espagne,,,"150 094,15",,,,,,150 094,3,
2 484,Annick Davis,Montbret 849,1752,Imports,210,Vanille,Vanille,,,,,Espagne,4 693,0,"4 693,00",,,,,,150 094,3,
2 489,Annick Davis,Montbret 849,1752,Imports,210,Verdet,Verdet,,,,,Espagne,3 804,0,"3 804,00",,,,,,150 094,3,
2 495,Annick Davis,Montbret 849,1752,Imports,211,Vermichel,Vermichel,,,,,Espagne,5 612,12,"5 612,60",,,,,,150 094,3,
2 500,Annick Davis,Montbret 849,1752,Imports,211,Vermillon,Vermillon,,,,,Espagne,43 425,0,"43 425,00",,,,,,150 094,3,
2 513,Annick Davis,Montbret 849,1752,Imports,211,Verres ; communs,Verres , communs,,,,Espagne,20,0,"20,00",8 342,0,,,,150 094,3,
2 531,Annick Davis,Montbret 849,1752,Imports,212,Vin ; blanc,Vin , blanc,,,,Espagne,500,0,"500,00",736,19,,,,150 094,3,
2 534,Annick Davis,Montbret 849,1752,Imports,213,Vin ; de Canaries,Vin , de Canaries,,,,Espagne,8 190,0,"8 190,00",11 790,0,,,,150 094,3,
2 542,Annick Davis,Montbret 849,1752,Imports,214,Vin ; de Coste rotie,Vin , de Coste rotie,,,,Espagne,450,0,"450,00",,,,,,150 094,3,
2 543,Annick Davis,Montbret 849,1752,Imports,214,Vin ; d'Espagne,Vin , d'Espagne,,,,Espagne,90 036,10,"90 036,50",90 888,0,222 572,10,,150 094,3,
2 548,Annick Davis,Montbret 849,1752,Imports,214,Vin ; Idem ; d'Alicant,Vin , Idem , d'Alicant,,,Espagne,27 270,0,"27 270,00",,,222 572,10,,750,0,
2 549,Annick Davis,Montbret 849,1752,Imports,214,Vin ; Idem ; de Malaga,Vin , Idem , de Malaga,,,Espagne,690,0,"690,00",1 890,0,222 572,10,,272,10,
2 551,Annick Davis,Montbret 849,1752,Imports,214,Vin ; Idem ; de Pacarel,Vin , Idem , de Pacarel,,,Espagne,1 750,0,"1 750,00",,,222 572,10,,45 214,8,
2 552,Annick Davis,Montbret 849,1752,Imports,214,Vin ; Idem ; de Rancio,Vin , Idem , de Rancio,,,Espagne,555,0,"555,00",,,222 572,10,,45 214,8,
2 554,Annick Davis,Montbret 849,1752,Imports,214,Vin ; Idem ; de Xires,Vin , Idem , de Xires,,,Espagne,100 215,0,"100 215,00",,,222 572,10,,45 214,8,
2 560,Annick Davis,Montbret 849,1752,Imports,215,Vin ; de liqueur,Vin , de liqueur,,,,Espagne,43 632,0,"43 632,00",47 112,18,,,,45 214,8,
2 575,Annick Davis,Montbret 849,1752,Imports,216,Vin ; rouge,Vin , rouge,,,,Espagne,10 748,15,"10 748,75",13 967,0,,,,45 214,8,
2 582,Annick Davis,Montbret 849,1752,Imports,216,Vinaigre,Vinaigre,,,,,Espagne,880,0,"880,00",,,,,,45 214,8,
2 587,Annick Davis,Montbret 849,1752,Imports,216,Volailles,Volailles,,,,,Espagne,4,10,"4,50",,,,,,45 214,8,
2 590,Annick Davis,Montbret 849,1752,Imports,217,Yvoire,Yvoire,,,,,Espagne,260,0,"260,00",,,,,,45 214,8,
6,Annick Davis,Montbret 849,1752,Imports,95,Acier,Acier,,,,,Flandre,127,15,"127,75",,,,,,15,10,
21,Annick Davis,Montbret 849,1752,Imports,95,Aiguilles,Aiguilles,,,,,Flandre,13 740,0,"13 740,00",,,,,,49 857,5,
64,Annick Davis,Montbret 849,1752,Imports,97,Anchois,Anchois,,,,,Flandre,62,0,"62,00",,,,,,49 857,5,
85,Annick Davis,Montbret 849,1752,Imports,98,Arbres ; à planter,Arbres , à planter,,,,Flandre,285,0,"285,00",,,,,,49 857,5,
92,Annick Davis,Montbret 849,1752,Imports,98,Ardoises,Ardoises,,,,,Flandre,155,0,"155,00",,,,,,82 633,0,
99,Annick Davis,Montbret 849,1752,Imports,98,Argenterie,Argenterie,,,,,Flandre,639,0,"639,00",,,,,,82 633,0,
119,Annick Davis,Montbret 849,1752,Imports,99,Avoine,Avoine,,,,,Flandre,85,10,"85,50",,,,,,82 633,0,
123,Annick Davis,Montbret 849,1752,Imports,99,Azur,Azur,,,,,Flandre,1 714,14,"1 714,70",,,,,,82 633,0,
131,Annick Davis,Montbret 849,1752,Imports,100,Balais ; de bois,Balais , de bois,,,,Flandre,6 182,12,"6 182,60",6 197,12,,,,82 633,0,
137,Annick Davis,Montbret 849,1752,Imports,100,Baléine ; coupée,Baléine , coupée,,,,Flandre,1 237,10,"1 237,50",323 450,15,,,,82 633,0,
148,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de coton,Bas , de coton,,,,Flandre,117,0,"117,00",109 703,0,,,,22 820,10,
154,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de fil,Bas , de fil,,,,Flandre,4,0,"4,00",64 759,10,,,,22 820,10,
161,Annick Davis,Montbret 849,1752,Imports,101,Bas ; de laine ,Bas , de laine ,,,,Flandre,90,0,"90,00",5 153,4,,,,143 194,2,
185,Annick Davis,Montbret 849,1752,Imports,102,Bazin,Bazin,,,,,Flandre,81,0,"81,00",,,,,,143 194,2,
199,Annick Davis,Montbret 849,1752,Imports,103,Beufs ; en vie,Beufs , en vie,,,,Flandre,3 840,0,"3 840,00",68 540,0,,,,143 194,2,
204,Annick Davis,Montbret 849,1752,Imports,103,Beurre,Beurre,,,,,Flandre,97 263,6,"97 263,30",,,,,,143 194,2,
211,Annick Davis,Montbret 849,1752,Imports,103,Bierre,Bierre,,,,,Flandre,121,10,"121,50",,,,,,143 194,2,
214,Annick Davis,Montbret 849,1752,Imports,103,Bijouterie,Bijouterie,,,,,Flandre,344,0,"344,00",,,,,,143 194,2,
226,Annick Davis,Montbret 849,1752,Imports,104,Bled ; froment,Bled , froment,,,,Flandre,1 034,0,"1 034,00",19 653 665,2,,,,143 194,2,
258,Annick Davis,Montbret 849,1752,Imports,104,Bois ; à bruler,Bois , à bruler,,,,Flandre,396,0,"396,00",219 004,12,,,,143 194,2,
350,Annick Davis,Montbret 849,1752,Imports,107,Bouchons ; de liege,Bouchons , de liege,,,,Flandre,186,0,"186,00",,,,,,143 194,2,
353,Annick Davis,Montbret 849,1752,Imports,108,Bougran,Bougran,,,,,Flandre,,,"86 720,00",,,,,,86 720,0,
357,Annick Davis,Montbret 849,1752,Imports,108,Bouras,Bouras,,,,,Flandre,,,"86 720,00",,,,,,86 720,0,
365,Annick Davis,Montbret 849,1752,Imports,108,Bourre ; à batir,Bourre , à batir,,,,Flandre,17,0,"17,00",4 314,8,,,,86 720,0,
369,Annick Davis,Montbret 849,1752,Imports,108,Bourre ; de soye,Bourre , de soye,,,,Flandre,9 220,0,"9 220,00",,,,,,70,0,
375,Annick Davis,Montbret 849,1752,Imports,108,Bouteilles ; de verre,Bouteilles , de verre,,,,Flandre,220,4,"220,20",,,,,,8,8,
383,Annick Davis,Montbret 849,1752,Imports,109,Boutons ; de crin,Boutons , de crin,,,,Flandre,9 740,0,"9 740,00",30 832,0,,,,26 438,12,
390,Annick Davis,Montbret 849,1752,Imports,109,Boutons ; de métal,Boutons , de métal,,,,Flandre,7,0,"7,00",16,0,,,,26 438,12,
412,Annick Davis,Montbret 849,1752,Imports,110,Cabarets ; vernis,Cabarets , vernis,,,,Flandre,,,"26 438,60",,,,,,26 438,12,
422,Annick Davis,Montbret 849,1752,Imports,111,Caffé ; des Isles,Caffé , des Isles,,,,Flandre,12,10,"12,50",13 280,6,,,,26 438,12,
429,Annick Davis,Montbret 849,1752,Imports,112,Calamus,Calamus,,,,,Flandre,320,0,"320,00",,,,,,26 438,12,
431,Annick Davis,Montbret 849,1752,Imports,112,Callemande,Callemande,,,,,Flandre,,,"26 438,60",,,,,,26 438,12,
433,Annick Davis,Montbret 849,1752,Imports,112,Camelot ; de laine,Camelot , de laine,,,,Flandre,337,10,"337,50",,,,,,26 438,12,
452,Annick Davis,Montbret 849,1752,Imports,113,Cardes ; à carder,Cardes , à carder,,,,Flandre,19,4,"19,20",,,,,,26 438,12,
460,Annick Davis,Montbret 849,1752,Imports,114,Carreaux ; de terre,Carreaux , de terre,,,,Flandre,20,0,"20,00",,,,,,26 438,12,
484,Annick Davis,Montbret 849,1752,Imports,115,Cendre ; à fumer,Cendre , à fumer,,,,Flandre,1 140,0,"1 140,00",,,,,,26 438,12,
485,Annick Davis,Montbret 849,1752,Imports,115,Cendre ; gravelée,Cendre , gravelée,,,,Flandre,450,0,"450,00",,,,,,26 438,12,
488,Annick Davis,Montbret 849,1752,Imports,115,Cendre ; potasse,Cendre , potasse,,,,Flandre,205,0,"205,00",31 210,3,,,,26 438,12,
495,Annick Davis,Montbret 849,1752,Imports,115,Cercles ; de bois,Cercles , de bois,,,,Flandre,427,0,"427,00",,,,,,26 438,12,
497,Annick Davis,Montbret 849,1752,Imports,115,Ceruze,Ceruze,,,,,Flandre,37,10,"37,50",,,,,,26 438,12,
504,Annick Davis,Montbret 849,1752,Imports,115,Chair ; Salée,Chair , Salée,,,,Flandre,15,12,"15,60",5 414,10,,,,26 438,12,
523,Annick Davis,Montbret 849,1752,Imports,116,Chanvre ; crü,Chanvre , crü,,,,Flandre,1 042,0,"1 042,00",2 325 121,19,,,,26 438,12,
539,Annick Davis,Montbret 849,1752,Imports,118,Charbon ; de bois,Charbon , de bois,,,,Flandre,870,0,"870,00",90 087,14,,,,26 438,12,
545,Annick Davis,Montbret 849,1752,Imports,118,Charbon ; de terre,Charbon , de terre,,,,Flandre,589 275,0,"589 275,00",1 783 354,12,,,,15 313,10,
556,Annick Davis,Montbret 849,1752,Imports,118,Chaux,Chaux,,,,,Flandre,663,0,"663,00",,,,,,6 923 210,2,
558,Annick Davis,Montbret 849,1752,Imports,119,Chemises,Chemises,,,,,Flandre,614,0,"614,00",,,,,,6 923 210,2,
562,Annick Davis,Montbret 849,1752,Imports,119,Chevaux,Chevaux,,,,,Flandre,194 130,0,"194 130,00",,,,,,6 923 210,2,
574,Annick Davis,Montbret 849,1752,Imports,119,Chiens,Chiens,,,,,Flandre,174,0,"174,00",,,,,,6 923 210,2,
578,Annick Davis,Montbret 849,1752,Imports,119,Chocolat,Chocolat,,,,,Flandre,558,0,"558,00",,,,,,6 923 210,2,
584,Annick Davis,Montbret 849,1752,Imports,120,Cire ; blanche,Cire , blanche,,,,Flandre,2 510,0,"2 510,00",6 799,16,,,,6 923 210,2,
588,Annick Davis,Montbret 849,1752,Imports,120,Cire ; d'Espagne,Cire , d'Espagne,,,,Flandre,4,0,"4,00",547,0,,,,6 923 210,2,
593,Annick Davis,Montbret 849,1752,Imports,120,Cire ; jaune,Cire , jaune,,,,Flandre,9 549,16,"9 549,80",3 286 902,0,,,,6 923 210,2,
601,Annick Davis,Montbret 849,1752,Imports,120,Citrons,Citrons,,,,,Flandre,6 086,15,"6 086,75",,,,,,6 923 210,2,
611,Annick Davis,Montbret 849,1752,Imports,121,Clous ; de fer,Clous , de fer,,,,Flandre,58 897,16,"58 897,80",,,,,,6 923 210,2,
643,Annick Davis,Montbret 849,1752,Imports,122,Confitures,Confitures,,,,,Flandre,130,0,"130,00",,,,,,6 923 210,2,
650,Annick Davis,Montbret 849,1752,Imports,122,Coquilles ; de mer,Coquilles , de mer,,,,Flandre,31,0,"31,00",,,,,,6 923 210,2,
665,Annick Davis,Montbret 849,1752,Imports,123,Cordage ; de chanvre,Cordage , de chanvre,,,,Flandre,59,8,"59,40",114 988,1,,,,825,0,
674,Annick Davis,Montbret 849,1752,Imports,123,Cordons ; de fil,Cordons , de fil,,,,Flandre,,,"16 080,00",,,,,,16 080,0,
678,Annick Davis,Montbret 849,1752,Imports,123,Cornes ; de cerf,Cornes , de cerf,,,,Flandre,5,0,"5,00",984,10,,,,16 080,0,
694,Annick Davis,Montbret 849,1752,Imports,124,Coton ; filé,Coton , filé,,,,Flandre,30,0,"30,00",4 063 847,15,,,,81,0,
719,Annick Davis,Montbret 849,1752,Imports,125,Couteaux ; communs,Couteaux , communs,,,,Flandre,248,0,"248,00",10 988,0,,,,147 776,12,
723,Annick Davis,Montbret 849,1752,Imports,125,Coutil,Coutil,,,,,Flandre,62 417,1,"62 417,05",,,,,,147 776,12,
725,Annick Davis,Montbret 849,1752,Imports,125,Couvertures ; d'Etoupe,Couvertures , d'Etoupe,,,,Flandre,494,0,"494,00",,,,,,147 776,12,
737,Annick Davis,Montbret 849,1752,Imports,126,Crême ; de tartre,Crême , de tartre,,,,Flandre,368,10,"368,50",,,,,,147 776,12,
746,Annick Davis,Montbret 849,1752,Imports,126,Crin,Crin,,,,,Flandre,37,10,"37,50",,,,,,147 776,12,
762,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de beuf ; en poil,Cuirs , de beuf , en poil,,,Flandre,19 456,0,"19 456,00",3 019 026,5,3 445 080,15,,147 776,12,
773,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de beuf ; tannés,Cuirs , de beuf , tannés,,,Flandre,37 334,0,"37 334,00",426 019,10,3 445 080,15,,9 600,0,
778,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; doré,Cuirs , doré,,,,Flandre,3 442,10,"3 442,50",,,,,,7 141,10,
788,Annick Davis,Montbret 849,1752,Imports,127,Cuirs ; de vache ; tannés,Cuirs , de vache , tannés,,,Flandre,1 512,0,"1 512,00",,,15 068,0,,7 141,10,
796,Annick Davis,Montbret 849,1752,Imports,128,Cuivre ; en chaudrons,Cuivre , en chaudrons,,,,Flandre,160 058,10,"160 058,50",162 827,5,,,,28 399,5,
807,Annick Davis,Montbret 849,1752,Imports,128,Cuivre ; ouvré,Cuivre , ouvré,,,,Flandre,1 748,5,"1 748,25",140 919,2,,,,28 399,5,
813,Annick Davis,Montbret 849,1752,Imports,128,Cuivre ; en planches,Cuivre , en planches,,,,Flandre,9 664,6,"9 664,30",411 458,7,,,,28 399,5,
835,Annick Davis,Montbret 849,1752,Imports,129,Culottes ; de peau,Culottes , de peau,,,,Flandre,,,"28 399,25",,,,,,28 399,5,
851,Annick Davis,Montbret 849,1752,Imports,130,Dentelle ; de fil ; blanc,Dentelle , de fil , blanc,,,Flandre,258 025,0,"258 025,00",258 567,10,,,,28 399,5,
859,Annick Davis,Montbret 849,1752,Imports,131,Dragées,Dragées,,,,,Flandre,78,0,"78,00",,,,,,92 708,11,
861,Annick Davis,Montbret 849,1752,Imports,132,Drap ; de castor,Drap , de castor,,,,Flandre,75,0,"75,00",8 160,0,,,,92 708,11,
871,Annick Davis,Montbret 849,1752,Imports,134,Drogueries,Drogueries,,,,,Flandre,25,0,"25,00",,,,,,30 695,0,
880,Annick Davis,Montbret 849,1752,Imports,134,Eau ; medecinalle ; diverses,Eau , medecinalle , diverses,,,Flandre,1 023,0,"1 023,00",1 074,0,12 014,10,,30 695,0,
904,Annick Davis,Montbret 849,1752,Imports,136,Ecorce ; de citron,Ecorce , de citron,,,,Flandre,81,0,"81,00",3 832,2,,,,30 695,0,
922,Annick Davis,Montbret 849,1752,Imports,137,Eponges,Eponges,,,,,Flandre,175,0,"175,00",,,,,,30 695,0,
947,Annick Davis,Montbret 849,1752,Imports,138,Estampes,Estampes,,,,,Flandre,,,"30 695,00",,,,,,30 695,0,
951,Annick Davis,Montbret 849,1752,Imports,138,Etaim ; en bloc,Etaim , en bloc,,,,Flandre,335,0,"335,00",492 114,15,,,,30 695,0,
959,Annick Davis,Montbret 849,1752,Imports,138,Etaim ; ouvré,Etaim , ouvré,,,,Flandre,89,2,"89,10",17 871,17,,,,30 695,0,
965,Annick Davis,Montbret 849,1752,Imports,138,Etamine ; de laine,Etamine , de laine,,,,Flandre,38,5,"38,25",,,,,,30 695,0,
967,Annick Davis,Montbret 849,1752,Imports,139,Etoffe ; de soye,Etoffe , de soye,,,,Flandre,54,0,"54,00",706 934,0,4 741 734,0,,134,14,
980,Annick Davis,Montbret 849,1752,Imports,141,Eventails ; communs,Eventails , communs,,,,Flandre,27,0,"27,00",72,0,,,,2 008,8,
987,Annick Davis,Montbret 849,1752,Imports,141,Farine ; de bouquette,Farine , de bouquette,,,,Flandre,432,0,"432,00",,,,,,2 008,8,
1 000,Annick Davis,Montbret 849,1752,Imports,142,Fayance,Fayance,,,,,Flandre,144,15,"144,75",,,,,,2 008,8,
1 008,Annick Davis,Montbret 849,1752,Imports,142,Fer ; en barres,Fer , en barres,,,,Flandre,48 779,5,"48 779,25",1 741 691,17,,,,390,10,
1 019,Annick Davis,Montbret 849,1752,Imports,142,Fer ; battu,Fer , battu,,,,Flandre,1 311,5,"1 311,25",1 508,10,,,,390,10,
1 029,Annick Davis,Montbret 849,1752,Imports,142,Fer ; coulé,Fer , coulé,,,,Flandre,6 880,8,"6 880,40",57 943,16,,,,7 155,10,
1 036,Annick Davis,Montbret 849,1752,Imports,142,Fer ; maqua,Fer , maqua,,,,Flandre,1 482,0,"1 482,00",,,,,,7 155,10,
1 054,Annick Davis,Montbret 849,1752,Imports,143,Fer ; en platines,Fer , en platines,,,,Flandre,2 380,0,"2 380,00",3 298,0,,,,7 155,10,
1 057,Annick Davis,Montbret 849,1752,Imports,143,Fer ; spatté,Fer , spatté,,,,Flandre,1 001,0,"1 001,00",,,,,,40,0,
1 060,Annick Davis,Montbret 849,1752,Imports,143,Fer ; en taule,Fer , en taule,,,,Flandre,240,0,"240,00",26 418,10,,,,1 336,0,
1 074,Annick Davis,Montbret 849,1752,Imports,144,Fèves,Fèves,,,,,Flandre,36,0,"36,00",,,,,,46 860,4,
1 079,Annick Davis,Montbret 849,1752,Imports,144,Ficelle,Ficelle,,,,,Flandre,30,0,"30,00",,,,,,46 860,4,
1 084,Annick Davis,Montbret 849,1752,Imports,144,Figues,Figues,,,,,Flandre,578,1,"578,05",,,,,,46 860,4,
1 092,Annick Davis,Montbret 849,1752,Imports,145,Fil ; à coudre ; divers,Fil , à coudre , divers,,,Flandre,78 169,11,"78 169,55",88 969,11,372 403,18,,46 860,4,
1 095,Annick Davis,Montbret 849,1752,Imports,145,Fil ; à coudre ; épinal,Fil , à coudre , épinal,,,Flandre,265 660,5,"265 660,25",,,372 403,18,,46 860,4,
1 108,Annick Davis,Montbret 849,1752,Imports,145,Fil ; à d'entelle,Fil , à d'entelle,,,,Flandre,7 980,0,"7 980,00",43 416,0,,,,46 860,4,
1 111,Annick Davis,Montbret 849,1752,Imports,145,Fil ; de lin ; bis,Fil , de lin , bis,,,Flandre,15 410,0,"15 410,00",,,853 028,0,,46 860,4,
1 113,Annick Davis,Montbret 849,1752,Imports,145,Fil ; de lin ; blanc,Fil , de lin , blanc,,,Flandre,3 643,15,"3 643,75",819 343,15,853 028,0,,46 860,4,
1 115,Annick Davis,Montbret 849,1752,Imports,145,Fil ; de lin ; crû,Fil , de lin , crû,,,Flandre,15 146,0,"15 146,00",18 274,5,853 028,0,,46 860,4,
1 125,Annick Davis,Montbret 849,1752,Imports,146,Fil de fer ; divers,Fil de fer , divers,,,,Flandre,1 753,15,"1 753,75",297 488,12,,,,46 860,4,
1 133,Annick Davis,Montbret 849,1752,Imports,146,Fil de léton ,Fil de léton ,,,,,Flandre,6 246,9,"6 246,45",,,,,,6 129,10,
1 141,Annick Davis,Montbret 849,1752,Imports,146,Filozelle,Filozelle,,,,,Flandre,55,0,"55,00",,,,,,6 129,10,
1 143,Annick Davis,Montbret 849,1752,Imports,146,Flambeaux,Flambeaux,,,,,Flandre,,,"6 129,50",,,,,,6 129,10,
1 146,Annick Davis,Montbret 849,1752,Imports,146,Fleurs ; artifficielles,Fleurs , artifficielles,,,,Flandre,2 500,0,"2 500,00",70 950,0,,,,6 129,10,
1 156,Annick Davis,Montbret 849,1752,Imports,147,Foin,Foin,,,,,Flandre,20,0,"20,00",,,,,,3 502 785,0,
1 162,Annick Davis,Montbret 849,1752,Imports,147,Forces ; à drapier,Forces , à drapier,,,,Flandre,513,0,"513,00",,,,,,3 502 785,0,
1 173,Annick Davis,Montbret 849,1752,Imports,148,Fromage ; commun,Fromage , commun,,,,Flandre,27,12,"27,60",232 671,8,,,,3 502 785,0,
1 180,Annick Davis,Montbret 849,1752,Imports,148,Fromage ; de Gruyere,Fromage , de Gruyere,,,,Flandre,52,8,"52,40",667 080,4,,,,3 502 785,0,
1 182,Annick Davis,Montbret 849,1752,Imports,148,Fromage ; d'Hollande,Fromage , d'Hollande,,,,Flandre,179,5,"179,25",937 776,1,,,,3 502 785,0,
1 191,Annick Davis,Montbret 849,1752,Imports,148,Fruit ; sec,Fruit , sec,,,,Flandre,10,0,"10,00",881,1,,,,3 502 785,0,
1 214,Annick Davis,Montbret 849,1752,Imports,150,Gans ; communs,Gans , communs,,,,Flandre,1 135,10,"1 135,50",2 211,10,,,,3 502 785,0,
1 218,Annick Davis,Montbret 849,1752,Imports,151,Garance ; diverses,Garance , diverses,,,,Flandre,75,12,"75,60",345 515,14,,,,3 502 785,0,
1 232,Annick Davis,Montbret 849,1752,Imports,151,Gaze ; de fil,Gaze , de fil,,,,Flandre,1 650,0,"1 650,00",,,,,,3 502 785,0,
1 254,Annick Davis,Montbret 849,1752,Imports,152,Gomme ; commune,Gomme , commune,,,,Flandre,390,0,"390,00",404,0,,,,3 502 785,0,
1 281,Annick Davis,Montbret 849,1752,Imports,153,Graine ; de colza,Graine , de colza,,,,Flandre,183,0,"183,00",,,,,,3 502 785,0,
1 284,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de Jardin,Graine , de Jardin,,,,Flandre,104,8,"104,40",679,8,,,,3 502 785,0,
1 298,Annick Davis,Montbret 849,1752,Imports,154,Graine ; d'oyseau,Graine , d'oyseau,,,,Flandre,40,0,"40,00",,,,,,3 502 785,0,
1 299,Annick Davis,Montbret 849,1752,Imports,154,Graine ; du Sucrion,Graine , du Sucrion,,,,Flandre,354,0,"354,00",,,,,,3 502 785,0,
1 300,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de treffle,Graine , de treffle,,,,Flandre,80,0,"80,00",510,4,,,,3 502 785,0,
1 312,Annick Davis,Montbret 849,1752,Imports,155,Harangs ; blancs,Harangs , blancs,,,,Flandre,1 310,0,"1 310,00",18 504,0,,,,3 502 785,0,
1 318,Annick Davis,Montbret 849,1752,Imports,156,Harnois,Harnois,,,,,Flandre,,,"3 502 785,00",,,,,,3 502 785,0,
1 332,Annick Davis,Montbret 849,1752,Imports,156,Horlogerie ; montres ; d'argent,Horlogerie , montres , d'argent,,,Flandre,360,0,"360,00",192 984,0,728 484,0,,3 502 785,0,
1 337,Annick Davis,Montbret 849,1752,Imports,156,Horlogerie ; Pendulles,Horlogerie , Pendulles,,,,Flandre,120,0,"120,00",825,0,,,,3 502 785,0,
1 341,Annick Davis,Montbret 849,1752,Imports,156,Houblon,Houblon,,,,,Flandre,257 127,15,"257 127,75",,,,,,3 502 785,0,
1 349,Annick Davis,Montbret 849,1752,Imports,156,Huile ; de graine,Huile , de graine,,,,Flandre,1 620,0,"1 620,00",26 547,9,,,,3 502 785,0,
1 356,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de muscade,Huile , de muscade,,,,Flandre,36,0,"36,00",1 836,0,,,,3 502 785,0,
1 368,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de poisson,Huile , de poisson,,,,Flandre,971,12,"971,60",416 306,10,,,,3 502 785,0,
1 377,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de Vitriol,Huile , de Vitriol,,,,Flandre,2 040,0,"2 040,00",29 435,10,,,,3 502 785,0,
1 381,Annick Davis,Montbret 849,1752,Imports,158,Huitres ; marinées,Huitres , marinées,,,,Flandre,3 070,0,"3 070,00",,,,,,3 502 785,0,
1 382,Annick Davis,Montbret 849,1752,Imports,158,Jaïa,Jaïa,,,,,Flandre,12,0,"12,00",,,,,,3 502 785,0,
1 391,Annick Davis,Montbret 849,1752,Imports,158,Jambons,Jambons,,,,,Flandre,227,5,"227,25",,,,,,3 502 785,0,
1 399,Annick Davis,Montbret 849,1752,Imports,158,Images ; de papier,Images , de papier,,,,Flandre,210,0,"210,00",618,0,,,,3 502 785,0,
1 400,Annick Davis,Montbret 849,1752,Imports,158,Images ; de parchemin,Images , de parchemin,,,,Flandre,6 330,10,"6 330,50",,,,,,3 502 785,0,
1 406,Annick Davis,Montbret 849,1752,Imports,159,Indigo,Indigo,,,,,Flandre,2 761,0,"2 761,00",,,,,,3 502 785,0,
1 409,Annick Davis,Montbret 849,1752,Imports,159,Instrumens de musique ; basses,Instrumens de musique , basses,,,,Flandre,132,0,"132,00",,,,,,3 502 785,0,
1 410,Annick Davis,Montbret 849,1752,Imports,159,Instrumens de musique ; da vessin,Instrumens de musique , da vessin,,,,Flandre,480,0,"480,00",,,,,,1 948 330,14,
