Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,Leur valeur,,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),,Total,Remarks,Leur valeur,Deniers,Leur Valeur (sub-total 1),Deniers,Leur Valeur (sub-total 2),deniers,Total,Deniers
865,Fatima zahra,Montbret 155-866,1759,Imports,37,Crin,,,,,Allemagne,,,3 736,,0,0,,29 100,,3 735,15,,,,,29 099,10
866,Fatima zahra,Montbret 155-867,1759,Imports,37,Crin,,,,,Geneve,,,2 315,,0,0,,29 100,,2 314,10,,,,,29 099,10
867,Fatima zahra,Montbret 155-868,1759,Imports,37,Crin,,,,,Hollande,,,10 472,,0,0,,29 100,,10 471,15,,,,,29 099,10
868,Fatima zahra,Montbret 155-869,1759,Imports,37,Crin,,,,,Italie,,,2 575,,0,0,,29 100,,2 575,,,,,,29 099,10
869,Fatima zahra,Montbret 155-870,1759,Imports,37,Crin,,,,,Genes,,,200,,0,0,,29 100,,200,,,,,,29 099,10
870,Fatima zahra,Montbret 155-871,1759,Imports,37,Crin,,,,,Levant,,,5 180,,0,0,,29 100,,5 180,,,,,,29 099,10
871,Fatima zahra,Montbret 155-872,1759,Imports,37,Crin,,,,,Nord,,,3 160,,0,0,,29 100,,3 160,,,,,,29 099,10
872,Fatima zahra,Montbret 155-873,1759,Imports,37,Crin,,,,,Savoye,,,773,,0,0,,29 100,,772,10,,,,,29 099,10
873,Fatima zahra,Montbret 155-874,1759,Imports,37,Crin,,,,,Suisse,,,690,,0,0,,29 100,,690,,,,,,29 099,10
874,Fatima zahra,Montbret 155-875,1759,Imports,37,Cristal taillé,,,,,Flandre,,,14,,0,0,,18 440,,14,,,,,,18 440,
875,Fatima zahra,Montbret 155-876,1759,Imports,37,Cristal taillé,,,,,Geneve,,,126,,0,0,,18 440,,126,,,,,,18 440,
876,Fatima zahra,Montbret 155-877,1759,Imports,37,Cristal taillé,,,,,Genes,,,18 300,,0,0,,18 440,,18 300,,,,,,18 440,
877,Fatima zahra,Montbret 155-878,1759,Imports,37,Cubebes,,,,,Hollande,,,494,,0,0,,0,,494,7,,,,,,
878,Fatima zahra,Montbret 155-879,1759,Imports,37,Cuillieres de bois,,,,,Genes,,,1 596,,0,0,,0,,1 596,,,,,,,
879,Fatima zahra,Montbret 155-880,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Allemagne,,,2 880,,1 677 277,1 716 474,,1 791 267,,2 880,,1 677 277,8,1 716 474,5,1 791 266,15
880,Fatima zahra,Montbret 155-881,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Espagne,,,782 268,,1 677 277,1 716 474,,1 791 267,,782 268,,1 677 277,8,1 716 474,5,1 791 266,15
881,Fatima zahra,Montbret 155-882,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Hollande,,,46 104,,1 677 277,1 716 474,,1 791 267,,46 104,,1 677 277,8,1 716 474,5,1 791 266,15
882,Fatima zahra,Montbret 155-883,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Isles,,,6 393,,1 677 277,1 716 474,,1 791 267,,6 392,12,1 677 277,8,1 716 474,5,1 791 266,15
883,Fatima zahra,Montbret 155-884,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Italie,,,27 260,,1 677 277,1 716 474,,1 791 267,,27 260,,1 677 277,8,1 716 474,5,1 791 266,15
884,Fatima zahra,Montbret 155-885,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Naples,,,10 857,,1 677 277,1 716 474,,1 791 267,,10 857,,1 677 277,8,1 716 474,5,1 791 266,15
885,Fatima zahra,Montbret 155-886,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Genes,,,128 282,,1 677 277,1 716 474,,1 791 267,,128 282,,1 677 277,8,1 716 474,5,1 791 266,15
886,Fatima zahra,Montbret 155-887,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Levant,,,365 167,,1 677 277,1 716 474,,1 791 267,,365 167,,1 677 277,8,1 716 474,5,1 791 266,15
887,Fatima zahra,Montbret 155-888,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Portugal,,,275 612,,1 677 277,1 716 474,,1 791 267,,275 611,12,1 677 277,8,1 716 474,5,1 791 266,15
888,Fatima zahra,Montbret 155-889,1759,Imports,37,Cuirs ; de beuf ; en poil,,,,,Savoye,,,32 455,,1 677 277,1 716 474,,1 791 267,,32 455,4,1 677 277,8,1 716 474,5,1 791 266,15
889,Fatima zahra,Montbret 155-890,1759,Imports,38,Cuirs ; de beuf ; tannées,,,,,Allemagne,,,3 056,,39 197,1 716 474,,1 791 267,,3 055,19,39 196,17,1 716 474,5,1 791 266,15
890,Fatima zahra,Montbret 155-891,1759,Imports,38,Cuirs ; de beuf ; tannées,,,,,Espagne,,,1 896,,39 197,1 716 474,,1 791 267,,1 896,,39 196,17,1 716 474,5,1 791 266,15
891,Fatima zahra,Montbret 155-892,1759,Imports,38,Cuirs ; de beuf ; tannées,,,,,Flandre,,,27 567,,39 197,1 716 474,,1 791 267,,27 567,,39 196,17,1 716 474,5,1 791 266,15
892,Fatima zahra,Montbret 155-893,1759,Imports,38,Cuirs ; de beuf ; tannées,,,,,Hollande,,,1 320,,39 197,1 716 474,,1 791 267,,1 320,,39 196,17,1 716 474,5,1 791 266,15
893,Fatima zahra,Montbret 155-894,1759,Imports,38,Cuirs ; de beuf ; tannées,,,,,Isles,,,1 312,,39 197,1 716 474,,1 791 267,,1 312,,39 196,17,1 716 474,5,1 791 266,15
894,Fatima zahra,Montbret 155-895,1759,Imports,38,Cuirs ; de beuf ; tannées,,,,,Italie,,,1 680,,39 197,1 716 474,,1 791 267,,1 680,,39 196,17,1 716 474,5,1 791 266,15
895,Fatima zahra,Montbret 155-896,1759,Imports,38,Cuirs ; de beuf ; tannées,,,,,Genes,,,300,,39 197,1 716 474,,1 791 267,,300,,39 196,17,1 716 474,5,1 791 266,15
896,Fatima zahra,Montbret 155-897,1759,Imports,38,Cuirs ; de beuf ; tannées,,,,,Savoye,,,2 066,,39 197,1 716 474,,1 791 267,,2 065,18,39 196,17,1 716 474,5,1 791 266,15
897,Fatima zahra,Montbret 155-898,1759,Imports,38,Cuirs ; doré,,,,,Flandre,,,2 925,,0,0,,1 791 267,,2 924,10,,,,,1 791 266,15
898,Fatima zahra,Montbret 155-899,1759,Imports,38,Cuirs ; de genisse ; en poil,,,,,Savoye,,,126,,126,0,,1 791 267,,126,,126,,,,1 791 266,15
899,Fatima zahra,Montbret 155-900,1759,Imports,38,Cuirs ; de Russie,,,,,Allemagne,,,227,,31 845,0,,1 791 267,,227,,31 845,,,,1 791 266,15
900,Fatima zahra,Montbret 155-901,1759,Imports,38,Cuirs ; de Russie,,,,,Espagne,,,400,,31 845,0,,1 791 267,,400,,31 845,,,,1 791 266,15
901,Fatima zahra,Montbret 155-902,1759,Imports,38,Cuirs ; de Russie,,,,,Flandre,,,800,,31 845,0,,1 791 267,,800,,31 845,,,,1 791 266,15
902,Fatima zahra,Montbret 155-903,1759,Imports,38,Cuirs ; de Russie,,,,,Hollande,,,23 258,,31 845,0,,1 791 267,,23 258,,31 845,,,,1 791 266,15
903,Fatima zahra,Montbret 155-904,1759,Imports,38,Cuirs ; de Russie,,,,,Nord,,,6 600,,31 845,0,,1 791 267,,6 600,,31 845,,,,1 791 266,15
904,Fatima zahra,Montbret 155-905,1759,Imports,38,Cuirs ; de Russie,,,,,Savoye,,,360,,31 845,0,,1 791 267,,360,,31 845,,,,1 791 266,15
905,Fatima zahra,Montbret 155-906,1759,Imports,38,Cuirs ; de Russie,,,,,Suisse,,,200,,31 845,0,,1 791 267,,200,,31 845,,,,1 791 266,15
906,Fatima zahra,Montbret 155-907,1759,Imports,38,Cuirs ; de vache ; corroyés,,,,,Flandre,,,24,,451,39 897,,1 791 267,,24,,451,,39 897,,1 791 266,15
907,Fatima zahra,Montbret 155-908,1759,Imports,38,Cuirs ; de vache ; corroyés,,,,,Italie,,,427,,451,39 897,,1 791 267,,427,,451,,39 897,,1 791 266,15
908,Fatima zahra,Montbret 155-909,1759,Imports,38,Cuirs ; de vache ; en poil,,,,,Allemagne,,,98,,26 731,39 897,,1 791 267,,98,,26 731,,39 897,,1 791 266,15
909,Fatima zahra,Montbret 155-910,1759,Imports,38,Cuirs ; de vache ; en poil,,,,,Espagne,,,78,,26 731,39 897,,1 791 267,,78,,26 731,,39 897,,1 791 266,15
910,Fatima zahra,Montbret 155-911,1759,Imports,38,Cuirs ; de vache ; en poil,,,,,Hollande,,,13 242,,26 731,39 897,,1 791 267,,13 242,,26 731,,39 897,,1 791 266,15
911,Fatima zahra,Montbret 155-912,1759,Imports,38,Cuirs ; de vache ; en poil,,,,,Naples,,,881,,26 731,39 897,,1 791 267,,881,,26 731,,39 897,,1 791 266,15
912,Fatima zahra,Montbret 155-913,1759,Imports,38,Cuirs ; de vache ; en poil,,,,,Savoye,,,12 432,,26 731,39 897,,1 791 267,,12 432,,26 731,,39 897,,1 791 266,15
913,Fatima zahra,Montbret 155-914,1759,Imports,38,Cuirs ; de vache ; tannés,,,,,Allemagne,,,1 827,,12 715,39 897,,1 791 267,,1 827,,12 715,,39 897,,1 791 266,15
914,Fatima zahra,Montbret 155-915,1759,Imports,38,Cuirs ; de vache ; tannés,,,,,Hollande,,,2 540,,12 715,39 897,,1 791 267,,2 540,,12 715,,39 897,,1 791 266,15
915,Fatima zahra,Montbret 155-916,1759,Imports,38,Cuirs ; de vache ; tannés,,,,,Italie,,,6 260,,12 715,39 897,,1 791 267,,6 260,,12 715,,39 897,,1 791 266,15
916,Fatima zahra,Montbret 155-917,1759,Imports,38,Cuirs ; de vache ; tannés,,,,,Genes,,,2 088,,12 715,39 897,,1 791 267,,2 088,,12 715,,39 897,,1 791 266,15
917,Fatima zahra,Montbret 155-918,1759,Imports,39,Cuisses d'oyes,,,,,Espagne,,,136,,0,0,,0,,135,10,,,,,,
918,Fatima zahra,Montbret 155-919,1759,Imports,39,Cuivre ; en balances,,,,,Hollande,,,15,,0,0,,931 613,,15,,,,,,931 612,14
919,Fatima zahra,Montbret 155-920,1759,Imports,39,Cuivre ; en batterie,,,,,Allemagne,,,354 813,,0,0,,931 613,,354 813,,,,,,931 612,14
920,Fatima zahra,Montbret 155-921,1759,Imports,39,Cuivre ; brut,,,,,Allemagne,,,20 848,,72 285,0,,931 613,,20 848,8,72 284,18,,,931 612,14
921,Fatima zahra,Montbret 155-922,1759,Imports,39,Cuivre ; brut,,,,,Flandre,,,260,,72 285,0,,931 613,,260,,72 284,18,,,931 612,14
922,Fatima zahra,Montbret 155-923,1759,Imports,39,Cuivre ; brut,,,,,Geneve,,,7 924,,72 285,0,,931 613,,7 924,,72 284,18,,,931 612,14
923,Fatima zahra,Montbret 155-924,1759,Imports,39,Cuivre ; brut,,,,,Hollande,,,39 401,,72 285,0,,931 613,,39 400,10,72 284,18,,,931 612,14
924,Fatima zahra,Montbret 155-925,1759,Imports,39,Cuivre ; brut,,,,,Savoye,,,3 852,,72 285,0,,931 613,,3 852,,72 284,18,,,931 612,14
925,Fatima zahra,Montbret 155-926,1759,Imports,39,Cuivre ; en chaudieres,,,,,Hollande,,,10 259,,14 293,0,,931 613,,10 259,7,14 293,2,,,931 612,14
926,Fatima zahra,Montbret 155-927,1759,Imports,39,Cuivre ; en chaudieres,,,,,Nord,,,4 034,,14 293,0,,931 613,,4 033,15,14 293,2,,,931 612,14
927,Fatima zahra,Montbret 155-928,1759,Imports,39,Cuivre ; en chaudrons,,,,,Allemagne,,,23 220,,104 748,0,,931 613,,23 220,,104 747,10,,,931 612,14
928,Fatima zahra,Montbret 155-929,1759,Imports,39,Cuivre ; en chaudrons,,,,,Flandre,,,81 528,,104 748,0,,931 613,,81 527,10,104 747,10,,,931 612,14
929,Fatima zahra,Montbret 155-930,1759,Imports,39,Cuivre ; en feuilles,,,,,Hollande,,,4 950,,14 904,0,,931 613,,4 950,,14 904,,,,931 612,14
930,Fatima zahra,Montbret 155-931,1759,Imports,39,Cuivre ; en feuilles,,,,,Nord,,,9 954,,14 904,0,,931 613,,9 954,,14 904,,,,931 612,14
931,Fatima zahra,Montbret 155-932,1759,Imports,39,Cuivre ; en grelots,,,,,Hollande,,,30,,0,0,,931 613,,30,,,,,,931 612,14
932,Fatima zahra,Montbret 155-933,1759,Imports,39,Cuivre ; en hopitaux,,,,,Hollande,,,2 808,,0,0,,931 613,,2 807,16,,,,,931 612,14
933,Fatima zahra,Montbret 155-934,1759,Imports,39,Cuivre ; jaune,,,,,Hollande,,,24 829,,0,0,,931 613,,24 829,6,,,,,931 612,14
934,Fatima zahra,Montbret 155-935,1759,Imports,39,Cuivre ; ouvré,,,,,Allemagne,,,7 446,,73 390,0,,931 613,,7 446,5,73 389,18,,,931 612,14
935,Fatima zahra,Montbret 155-936,1759,Imports,39,Cuivre ; ouvré,,,,,Danemark,,,56,,73 390,0,,931 613,,56,,73 389,18,,,931 612,14
936,Fatima zahra,Montbret 155-937,1759,Imports,39,Cuivre ; ouvré,,,,,Espagne,,,1 705,,73 390,0,,931 613,,1 705,2,73 389,18,,,931 612,14
937,Fatima zahra,Montbret 155-938,1759,Imports,39,Cuivre ; ouvré,,,,,Flandre,,,22 293,,73 390,0,,931 613,,22 292,16,73 389,18,,,931 612,14
938,Fatima zahra,Montbret 155-939,1759,Imports,39,Cuivre ; ouvré,,,,,Geneve,,,1 569,,73 390,0,,931 613,,1 569,,73 389,18,,,931 612,14
939,Fatima zahra,Montbret 155-940,1759,Imports,39,Cuivre ; ouvré,,,,,Hollande,,,29 719,,73 390,0,,931 613,,29 719,7,73 389,18,,,931 612,14
940,Fatima zahra,Montbret 155-941,1759,Imports,39,Cuivre ; ouvré,,,,,Naples,,,600,,73 390,0,,931 613,,600,,73 389,18,,,931 612,14
941,Fatima zahra,Montbret 155-942,1759,Imports,39,Cuivre ; ouvré,,,,,Nord,,,9 954,,73 390,0,,931 613,,9 953,18,73 389,18,,,931 612,14
942,Fatima zahra,Montbret 155-943,1759,Imports,39,Cuivre ; ouvré,,,,,Savoye,,,23,,73 390,0,,931 613,,22,10,73 389,18,,,931 612,14
943,Fatima zahra,Montbret 155-944,1759,Imports,39,Cuivre ; ouvré,,,,,Suisse,,,25,,73 390,0,,931 613,,25,,73 389,18,,,931 612,14
944,Fatima zahra,Montbret 155-945,1759,Imports,39,Cuivre ; en planches,,,,,Espagne,,,1 050,,83 653,0,,931 613,,1 050,,83 653,5,,,931 612,14
945,Fatima zahra,Montbret 155-946,1759,Imports,39,Cuivre ; en planches,,,,,Hollande,,,15 813,,83 653,0,,931 613,,15 812,10,83 653,5,,,931 612,14
946,Fatima zahra,Montbret 155-947,1759,Imports,39,Cuivre ; en planches,,,,,Nord,,,66 791,,83 653,0,,931 613,,66 790,15,83 653,5,,,931 612,14
947,Fatima zahra,Montbret 155-948,1759,Imports,39,Cuivre ; en plaques,,,,,Geneve,,,1 619,,2 273,0,,931 613,,1 618,15,2 272,11,,,931 612,14
948,Fatima zahra,Montbret 155-949,1759,Imports,39,Cuivre ; en plaques,,,,,Hollande,,,654,,2 273,0,,931 613,,653,16,2 272,11,,,931 612,14
949,Fatima zahra,Montbret 155-950,1759,Imports,39,Cuivre ; en platines,,,,,Hollande,,,5 785,,54 776,0,,931 613,,5 785,,54 775,10,,,931 612,14
950,Fatima zahra,Montbret 155-951,1759,Imports,39,Cuivre ; en platines,,,,,Nord,,,48 991,,54 776,0,,931 613,,48 990,10,54 775,10,,,931 612,14
951,Fatima zahra,Montbret 155-952,1759,Imports,39,Cuivre ; en plattes,,,,,Flandre,,,2 048,,0,0,,931 613,,2 048,9,,,,,931 612,14
952,Fatima zahra,Montbret 155-953,1759,Imports,39,Cuivre ; rouge,,,,,Hollande,,,340,,5 872,0,,931 613,,340,,5 872,,,,931 612,14
953,Fatima zahra,Montbret 155-954,1759,Imports,39,Cuivre ; rouge,,,,,Nord,,,5 532,,5 872,0,,931 613,,5 532,,5 872,,,,931 612,14
954,Fatima zahra,Montbret 155-955,1759,Imports,40,Cuivre ; en rozette,,,,,Allemagne,,,536,,42 381,0,,931 613,,536,,42 380,15,,,931 612,14
955,Fatima zahra,Montbret 155-956,1759,Imports,40,Cuivre ; en rozette,,,,,Geneve,,,2 500,,42 381,0,,931 613,,2 500,,42 380,15,,,931 612,14
956,Fatima zahra,Montbret 155-957,1759,Imports,40,Cuivre ; en rozette,,,,,Nord,,,38 945,,42 381,0,,931 613,,38 944,15,42 380,15,,,931 612,14
957,Fatima zahra,Montbret 155-958,1759,Imports,40,Cuivre ; en rozette,,,,,Savoye,,,400,,42 381,0,,931 613,,400,,42 380,15,,,931 612,14
958,Fatima zahra,Montbret 155-959,1759,Imports,40,Cuivre ; tangoul,,,,,Hollande,,,3 150,,5 422,0,,931 613,,3 150,,5 422,,,,931 612,14
959,Fatima zahra,Montbret 155-960,1759,Imports,40,Cuivre ; tangoul,,,,,Levant,,,472,,5 422,0,,931 613,,472,,5 422,,,,931 612,14
960,Fatima zahra,Montbret 155-961,1759,Imports,40,Cuivre ; tangoul,,,,,Savoye,,,1 800,,5 422,0,,931 613,,1 800,,5 422,,,,931 612,14
961,Fatima zahra,Montbret 155-962,1759,Imports,40,Cuivre ; vieux,,,,,Allemagne,,,18 519,,73 074,0,,931 613,,18 519,6,73 073,14,,,931 612,14
962,Fatima zahra,Montbret 155-963,1759,Imports,40,Cuivre ; vieux,,,,,Espagne,,,170,,73 074,0,,931 613,,170,,73 073,14,,,931 612,14
963,Fatima zahra,Montbret 155-964,1759,Imports,40,Cuivre ; vieux,,,,,Hollande,,,50 595,,73 074,0,,931 613,,50 594,10,73 073,14,,,931 612,14
964,Fatima zahra,Montbret 155-965,1759,Imports,40,Cuivre ; vieux,,,,,Isles,,,1 018,,73 074,0,,931 613,,1 017,18,73 073,14,,,931 612,14
965,Fatima zahra,Montbret 155-966,1759,Imports,40,Cuivre ; vieux,,,,,Italie,,,320,,73 074,0,,931 613,,320,,73 073,14,,,931 612,14
966,Fatima zahra,Montbret 155-967,1759,Imports,40,Cuivre ; vieux,,,,,Genes,,,2 443,,73 074,0,,931 613,,2 443,,73 073,14,,,931 612,14
967,Fatima zahra,Montbret 155-968,1759,Imports,40,Cuivre ; vieux,,,,,Savoye,,,9,,73 074,0,,931 613,,9,,73 073,14,,,931 612,14
968,Fatima zahra,Montbret 155-969,1759,Imports,40,Culottes,,,,,Allemagne,,,1 378,,0,0,,0,,1 377,16,,,,,,
969,Fatima zahra,Montbret 155-970,1759,Imports,40,Cumin,,,,,Levant,,,18 121,,0,0,,0,,18 121,,,,,,,
970,Fatima zahra,Montbret 155-971,1759,Imports,40,Curuma,,,,,Hollande,,,1 410,,0,0,,2 580,,1 410,,,,,,2 580,
971,Fatima zahra,Montbret 155-972,1759,Imports,40,Curuma,,,,,Portugal,,,1 170,,0,0,,2 580,,1 170,,,,,,2 580,
972,Fatima zahra,Montbret 155-973,1759,Imports,40,Cuviers de terre,,,,,Espagne,,,132,,0,0,,0,,132,,,,,,,
973,Fatima zahra,Montbret 155-974,1759,Imports,40,Dame jannes,,,,,Nord,,,4 477,,0,0,,0,,4 476,10,,,,,,
974,Fatima zahra,Montbret 155-975,1759,Imports,40,Dattes,,,,,Levant,,,300,,0,0,,0,,300,,,,,,,
975,Fatima zahra,Montbret 155-976,1759,Imports,40,Degras de peaux,,,,,Espagne,,,5 532,,0,0,,0,,5 531,12,,,,,,
976,Fatima zahra,Montbret 155-977,1759,Imports,41,Demille,,,,,Genes,,,48,,0,0,,42 108,,48,,,,,,42 108,
977,Fatima zahra,Montbret 155-978,1759,Imports,41,Demille,,,,,Levant,,,42 060,,0,0,,42 108,,42 060,,,,,,42 108,
978,Fatima zahra,Montbret 155-979,1759,Imports,41,Dents ; d'elephant,,,,,Espagne,,,3 288,,92 224,0,,95 099,,3 287,10,92 223,15,,,95 098,15
979,Fatima zahra,Montbret 155-980,1759,Imports,41,Dents ; d'elephant,,,,,Flandre,,,9 503,,92 224,0,,95 099,,9 502,10,92 223,15,,,95 098,15
980,Fatima zahra,Montbret 155-981,1759,Imports,41,Dents ; d'elephant,,,,,Hollande,,,73 559,,92 224,0,,95 099,,73 558,15,92 223,15,,,95 098,15
981,Fatima zahra,Montbret 155-982,1759,Imports,41,Dents ; d'elephant,,,,,Portugal,,,5 875,,92 224,0,,95 099,,5 875,,92 223,15,,,95 098,15
982,Fatima zahra,Montbret 155-983,1759,Imports,41,Dents ; de morphil,,,,,Hollande,,,2 875,,0,0,,95 099,,2 875,,,,,,95 098,15
983,Fatima zahra,Montbret 155-984,1759,Imports,41,Dentelle ; de fil blanc,,,,,Flandre,,,271 850,,0,0,,365 232,,271 850,,,,,,365 231,14
984,Fatima zahra,Montbret 155-985,1759,Imports,41,Dentelle ; commune,,,,,Espagne,,,87,,8 867,0,,365 232,,86,14,8 866,14,,,365 231,14
985,Fatima zahra,Montbret 155-986,1759,Imports,41,Dentelle ; commune,,,,,Savoye,,,8 780,,8 867,0,,365 232,,8 780,,8 866,14,,,365 231,14
986,Fatima zahra,Montbret 155-987,1759,Imports,41,Dentelle ; grosse,,,,,Geneve,,,35,,29 475,0,,365 232,,35,,29 475,,,,365 231,14
987,Fatima zahra,Montbret 155-988,1759,Imports,41,Dentelle ; grosse,,,,,Suisse,,,29 440,,29 475,0,,365 232,,29 440,,29 475,,,,365 231,14
988,Fatima zahra,Montbret 155-989,1759,Imports,41,Dentelle ; du Puy,,,,,Genes,,,55 000,,0,0,,365 232,,55 000,,,,,,365 231,14
989,Fatima zahra,Montbret 155-990,1759,Imports,41,Dentelle ; de soye,,,,,Savoye,,,40,,0,0,,365 232,,40,,,,,,365 231,14
990,Fatima zahra,Montbret 155-991,1759,Imports,41,Dez à coudre,,,,,Hollande,,,4 791,,0,0,,0,,4 790,10,,,,,,
991,Fatima zahra,Montbret 155-992,1759,Imports,41,Dominoterie,,,,,Allemagne,,,5 330,,0,0,,0,,5 330,,,,,,,
992,Fatima zahra,Montbret 155-993,1759,Imports,42,Dorure ; fine,,,,,Espagne,,,275,,0,0,,275,,275,,,,,,275,
993,Fatima zahra,Montbret 155-994,1759,Imports,42,Dragées,,,,,Allemagne,,,312,,0,0,,348,,312,,,,,,348,
994,Fatima zahra,Montbret 155-995,1759,Imports,42,Dragées,,,,,Savoye,,,36,,0,0,,348,,36,,,,,,348,
995,Fatima zahra,Montbret 155-996,1759,Imports,42,Dragonnes d'epées,,,,,Flandre,,,200,,0,0,,0,,200,,,,,,,
996,Fatima zahra,Montbret 155-997,1759,Imports,42,Drap ; d'Angleterre,,,,,Angleterre,,,57,,24 742,0,,109 391,,57,,24 742,,,,109 390,10
997,Fatima zahra,Montbret 155-998,1759,Imports,42,Drap ; divers,,,,,Espagne,,,1 300,,18 720,24 742,,109 391,,1 300,,18 720,,24 742,,109 390,10
998,Fatima zahra,Montbret 155-999,1759,Imports,42,Drap ; divers,,,,,Flandre,,,8 400,,18 720,24 742,,109 391,,8 400,,18 720,,24 742,,109 390,10
999,Fatima zahra,Montbret 155-1000,1759,Imports,42,Drap ; divers,,,,,Genes,,,9 000,,18 720,24 742,,109 391,,9 000,,18 720,,24 742,,109 390,10
1000,Fatima zahra,Montbret 155-1001,1759,Imports,42,Drap ; divers,,,,,Portugal,,,20,,18 720,24 742,,109 391,,20,,18 720,,24 742,,109 390,10
1001,Fatima zahra,Montbret 155-1002,1759,Imports,43,Drap ; de Silesie,,,,,Hollande,,,5 965,,24 742,0,,109 391,,5 965,,24 742,,,,109 390,10
1002,Fatima zahra,Montbret 155-1003,1759,Imports,44,Drap ; draperie ; ordinaire,,,,,Espagne,,,18 288,,72 628,76 720,,109 391,,18 288,,72 628,,76 720,,109 390,10
1003,Fatima zahra,Montbret 155-1004,1759,Imports,44,Drap ; draperie ; ordinaire,,,,,Genes,,,50 540,,72 628,76 720,,109 391,,50 540,,72 628,,76 720,,109 390,10
1004,Fatima zahra,Montbret 155-1005,1759,Imports,44,Drap ; draperie ; ordinaire,,,,,Savoye,,,3 800,,72 628,76 720,,109 391,,3 800,,72 628,,76 720,,109 390,10
1005,Fatima zahra,Montbret 155-1006,1759,Imports,44,Drap ; draperie; petite,,,,,Espagne,,,2 520,,4 092,76 720,,109 391,,2 520,,4 092,,76 720,,109 390,10
1006,Fatima zahra,Montbret 155-1007,1759,Imports,44,Drap ; draperie; petite,,,,,Savoye,,,1 572,,4 092,76 720,,109 391,,1 572,,4 092,,76 720,,109 390,10
1007,Fatima zahra,Montbret 155-1008,1759,Imports,44,Drap ; droguet ; d'Hollande,,,,,Hollande,,,2 080,,2 080,0,,109 391,,2 080,,2 080,,,,109 390,10
1008,Fatima zahra,Montbret 155-1009,1759,Imports,44,Drap ; ratine,,,,,Angleterre,,,59,,5 643,0,,109 391,,58,10,5 642,10,,,109 390,10
1009,Fatima zahra,Montbret 155-1010,1759,Imports,44,Drap ; ratine,,,,,Hollande,,,5 584,,5 643,0,,109 391,,5 584,,5 642,10,,,109 390,10
1010,Fatima zahra,Montbret 155-1011,1759,Imports,44,Drap ; raz ; de castor,,,,,Hollande,,,206,,0,0,,109 391,,206,,,,,,109 390,10
1011,Fatima zahra,Montbret 155-1012,1759,Imports,45,Drap ; de lit,,,,,Flandre,,,1 200,,0,0,,0,,1 200,,,,,,,
1012,Fatima zahra,Montbret 155-1013,1759,Imports,45,Drapeaux vieux,,,,,Espagne,,,1 625,,0,0,,6 197,,1 625,,,,,,6 196,10
1013,Fatima zahra,Montbret 155-1014,1759,Imports,45,Drapeaux vieux,,,,,Geneve,,,2 215,,0,0,,6 197,,2 215,,,,,,6 196,10
1014,Fatima zahra,Montbret 155-1015,1759,Imports,45,Drapeaux vieux,,,,,Savoye,,,2 357,,0,0,,6 197,,2 356,10,,,,,6 196,10
1015,Fatima zahra,Montbret 155-1016,1759,Imports,46,Drogueries,,,,,Allemagne,,,6,,0,0,,46 695,,6,,,,,,46 695,
1016,Fatima zahra,Montbret 155-1017,1759,Imports,46,Drogueries,,,,,Espagne,,,621,,0,0,,46 695,,621,,,,,,46 695,
1017,Fatima zahra,Montbret 155-1018,1759,Imports,46,Drogueries,,,,,Flandre,,,1 283,,0,0,,46 695,,1 283,,,,,,46 695,
1018,Fatima zahra,Montbret 155-1019,1759,Imports,46,Drogueries,,,,,Hollande,,,36 938,,0,0,,46 695,,36 938,,,,,,46 695,
1019,Fatima zahra,Montbret 155-1020,1759,Imports,46,Drogueries,,,,,Italie,,,200,,0,0,,46 695,,200,,,,,,46 695,
1020,Fatima zahra,Montbret 155-1021,1759,Imports,46,Drogueries,,,,,Genes,,,3 090,,0,0,,46 695,,3 090,,,,,,46 695,
1021,Fatima zahra,Montbret 155-1022,1759,Imports,46,Drogueries,,,,,Levant,,,200,,0,0,,46 695,,200,,,,,,46 695,
1022,Fatima zahra,Montbret 155-1023,1759,Imports,46,Drogueries,,,,,Savoye,,,2 917,,0,0,,46 695,,2 917,,,,,,46 695,
1023,Fatima zahra,Montbret 155-1024,1759,Imports,46,Drogueries,,,,,Suede,,,1 440,,0,0,,46 695,,1 440,,,,,,46 695,4
1024,Fatima zahra,Montbret 155-1025,1759,Imports,46,Eau ; d'anis,,,,,Allemagne,,,27,,0,0,,24 537,,27,,,,,,24 537,4
1025,Fatima zahra,Montbret 155-1026,1759,Imports,46,Eau ; de bergamottes ,,,,,Genes,,,60,,0,0,,24 537,,60,,,,,,24 537,4
